assembly	accession	organism	kingdom	gtdb_phylum	split	leakage_free	mock1_pct	n_contigs	bin_bp	bin_n50	ref_len	true_completeness	true_contamination	true_contamination_upper	magicc_completeness	magicc_contamination	checkm2_completeness	checkm2_contamination	cocopye_completeness	cocopye_contamination	deepcheck_completeness	deepcheck_contamination
mgiseq_2000	GCA_000007985.2	Geobacter sulfurreducens	Bacteria	Desulfobacterota	train	False	0.5871731729158559	5038	2278130	501	3814128	56.793689	0.106473	3.023679	57.045017	0.5548209	38.94	2.34	72.90776983697968	24.35399354098495	32.855525970458984	4.831286430358887
mgiseq_2000	GCA_000022325.1	Caldicellulosiruptor bescii	Bacteria	Firmicutes_A	none	True	0.214992735486677	3005	1673019	666	2931662	54.710263	0.013303	2.150214	61.070473	0.14581382	40.89	2.4	71.50302138408959	26.663505224083337	40.80894470214844	1.888870120048523
mgiseq_2000	GCA_000011585.1	Methanococcus maripaludis	Archaea	Methanobacteriota_A	train	False	0.4596159247507687	1768	930183	631	1661137	53.534778	0.019806	2.326599	52.832165	0.0775367	20.79	0.89	63.71556309577397	26.73274732325362	18.81679916381836	1.1518769264221191
mgiseq_2000	GCA_000016065.1	Shewanella loihica	Bacteria	Proteobacteria (g)	train	False	0.55325101249311	5131	2378533	514	4602594	49.303501	0.041737	2.361451	54.42607	0.054386258	30.53	0.68	64.13170316923645	24.457933611146903	26.200828552246094	1.866721749305725
mgiseq_2000	GCA_000015865.1	Ruminiclostridium thermocellum	Bacteria	Firmicutes_A	train	False	0.2688448965555986	4550	1988638	468	3843301	49.246156	0.035204	2.453672	54.863674	0.2503395	33.55	3.49	69.22867487243933	17.22482459905884	31.091875076293945	1.28573477268219
mgiseq_2000	GCA_000013645.1	Paraburkholderia xenovorans	Bacteria	Proteobacteria (g)	none	True	0.5751132729787753	11489	4934361	461	9731138	47.867084	0.12311	2.807534	55.840057	0.7450491	35.96	0.32	65.36484350031273	15.681992540947128	30.240222930908203	2.200608730316162
mgiseq_2000	GCA_000022565.1	Acidobacterium capsulatum	Bacteria	Acidobacteriota	train	False	0.1997803218085485	4933	1993842	430	4127356	45.622282	0.071692	2.672316	51.925713	0.032535195	26.8	2.58	67.95449826233542	22.61059862279285	24.22185516357422	2.9391164779663086
mgiseq_2000	GCA_000017325.1	Shewanella baltica	Bacteria	Proteobacteria (g)	train	False	1.3566218977486435	2290	1562953	1377	5312910	28.046683	0.004197	0.920814	50.102886	0.04415512	25.75	1.72	55.39777390882479	4.43310042567076	16.11746597290039	0.2891652286052704
mgiseq_2000	GCA_000011065.1	Bacteroides thetaiotaomicron	Bacteria	Bacteroidota	none	True	0.3235098144670962	5120	1745493	348	6293399	26.075401	0.029396	1.667525	50.25804	0.62024	30.12	2.79	59.1851121072536	11.85323964431217	22.068817138671875	1.5836704969406128
mgiseq_2000	GCA_000018265.1	Micromonospora arenicola	Bacteria	Actinobacteriota	none	True	0.3905638725665548	4506	1513985	344	5786361	23.70222	0.277083	2.416856	50.245613	0.19847453	19.9	0.64	62.421129068917125	12.58514243102474	17.671165466308594	3.119997024536133
mgiseq_2000	GCA_000021645.1	Dictyoglomus turgidum	Bacteria	Dictyoglomota	val	False	0.6857645825164118	1333	433580	332	1855560	21.932031	0.033898	1.436655	50.096405	0.3101915	10.79	1.75	62.11393312088186	7.46476305322204	18.22215843200684	1.0751627683639526
mgiseq_2000	GCA_000008565.1	Deinococcus radiodurans	Bacteria	Deinococcota	train	False	0.6198437959638331	1997	665493	330	3284156	18.830165	0.052738	1.42752	50.011177	0.2853483	13.04	0.95	57.62679287466298	3.27140545739352	14.763733863830566	0.6498098373413086
mgiseq_2000	GCA_000016425.1	Micromonospora tropica	Bacteria	Actinobacteriota	train	False	0.4909911943102475	1904	558855	291	5183331	9.57911	0.164199	1.195409	50.008366	0.6537944	6.59	3.68	57.52296157344009	5.647004238818639	12.929254531860352	0.7885947823524475
mgiseq_2000	GCA_000007225.1	Pyrobaculum aerophilum	Archaea	Thermoproteota	train	False	0.2290245053808944	634	179463	277	2222430	7.48865	0.00288	0.593045	50.002308	0.0029176474	5.15	0.03	57.56228069113588	0.0	21.088472366333008	5.4440016746521
mgiseq_2000	GCA_000195675.1	Bordetella pertussis	Bacteria	Proteobacteria (g)	train	False	0.4766564636270562	1439	405350	279	5339179	6.928481	0.055945	0.663454	50.000824	0.0024080276	8.02	1.47	58.29433769495274	0.90288596871878	11.163726806640623	0.7350754141807556
mgiseq_2000	GCA_000172575.2	Enterococcus faecalis	Bacteria	Firmicutes	none	True	0.1523040304414984	709	197244	276	2739625	6.694383	0.012775	0.522517	50.003643	0.0026851892	6.01	0.0	57.82459162915784	0.0	15.019891738891602	1.7602711915969849
mgiseq_2000	GCA_000011205.1	Sulfurisphaera tokodaii	Archaea	Thermoproteota	train	False	0.0754060639249868	375	101173	265	2694756	3.474303	0.0	0.292717	50.000805	0.00081658363	4.91	0.0	57.54460207915297	0.0	16.871047973632812	2.7234647274017334
mgiseq_2000	GCA_000007305.1	Pyrococcus furiosus	Archaea	Methanobacteriota_B	train	False	0.4018349459160483	260	71549	271	1908256	3.456088	0.014935	0.288693	50.000225	2.9802322e-05	3.39	0.0	58.519907584575314	0.0	17.45224952697754	1.3577871322631836
mgiseq_t7	GCA_000010305.1	Gemmatimonas aurantiaca	Bacteria	Gemmatimonadota	train	False	2.414901248417184	14	4635602	782242	4636964	99.940845	0.0	0.011581	99.175735	1.5143961	99.95	0.85	97.73538392849676	0.0	99.36167907714844	1.2151412963867188
mgiseq_t7	GCA_000017945.1	Ignicoccus hospitalis	Archaea	Thermoproteota	train	False	2.8386032717915723	9	1296794	263088	1297538	99.917921	0.0	0.015183	99.96611	0.45440495	99.92	0.19	99.31738987315607	0.0	97.9563980102539	-0.1199610531330108
mgiseq_t7	GCA_000021565.1	Persephonella marina	Bacteria	Aquificota	val	False	2.806237421402552	9	1978042	1063407	1983966	99.72555	0.0	0.012551	99.938095	2.0183504	100.0	0.41	98.95756932103752	0.8117072459345099	99.13538360595705	0.5474902391433716
mgiseq_t7	GCA_000011105.1	Pyrococcus horikoshii	Archaea	Methanobacteriota_B	train	False	5.855518337574474	25	1735020	175736	1738505	99.696808	0.0	0.124762	99.6976	0.70610344	99.91	0.17	100.0	0.0	97.74271392822266	-0.0214435160160064
mgiseq_t7	GCA_000016085.1	Chlorobium phaeovibrioides	Bacteria	Bacteroidota	none	True	1.2939175424119185	38	1979389	251767	1966858	99.449376	0.0	0.044538	99.976074	0.13801754	100.0	0.27	100.0	0.0	99.29073333740234	-0.4156649112701416
mgiseq_t7	GCA_000091665.1	Methanocaldococcus jannaschii	Archaea	Methanobacteriota_A	train	False	5.645801351648397	57	1734358	109173	1739927	99.436873	0.0	0.061382	99.8199	0.14327466	99.94	0.12	100.0	0.48487961253231	98.09996795654295	0.1040831208229065
mgiseq_t7	GCA_000018945.1	Thermotoga neapolitana	Bacteria	Thermotogota	test	True	1.6074819757894294	59	1875688	114017	1884562	99.366272	0.0	0.059749	99.50092	0.18434227	99.99	0.51	99.56989942760076	1.25921434996474	98.33146667480467	-0.1018024981021881
mgiseq_t7	GCA_000166095.1	Methanothermus fervidus	Archaea	Methanobacteriota	val	False	7.183339758983122	59	1233223	68031	1243342	98.973171	0.0	0.091125	62.606606	16.373194	99.89	0.1	100.0	0.0	98.95728302001952	-0.1415573060512542
mgiseq_t7	GCA_000196115.1	Rhodopirellula baltica	Bacteria	Planctomycetota	none	True	1.3177841732417428	216	7068753	155974	7145576	98.920087	0.0	0.060891	96.21059	0.05505085	99.95	3.13	99.21515963824751	0.0	97.98321533203124	0.772296667098999
mgiseq_t7	GCA_000018565.1	Herpetosiphon aurantiacus	Bacteria	Chloroflexota	train	False	1.650232403204518	252	6702852	128321	6785430	98.597598	0.0	0.084932	99.69069	1.8128067	99.98	0.59	92.27156200476335	4.336884784994711	99.52964782714844	-0.3826357424259186
mgiseq_t7	GCA_000006985.1	Chlorobaculum tepidum	Bacteria	Bacteroidota	test	True	0.2432820526872879	290	2127745	12647	2154946	98.224503	0.001207	0.38103	99.49381	0.32691658	99.79	0.95	100.0	0.54654382002159	98.80924987792967	0.1192301511764526
mgiseq_t7	GCA_000020465.1	Chlorobium limicola	Bacteria	Bacteroidota	val	False	2.320980079770457	213	2704943	77591	2763181	98.040085	0.001448	0.275371	99.87506	5.466193	100.0	0.07	100.0	0.0	99.6867218017578	-0.3690510988235473
mgiseq_t7	GCA_001481685.1	Ignicoccus islandicus	Archaea	Thermoproteota	train	False	1.095389379111179	388	1379706	5789	1394664	97.926884	0.007314	0.804423	99.370224	0.5131632	90.2	0.14	94.10685440946314	6.518962365921039	89.33014678955078	2.020110845565796
mgiseq_t7	GCA_000016125.1	Methanococcus maripaludis	Archaea	Methanobacteriota_A	train	False	1.1540467948482065	575	1792261	5245	1789046	97.65143	0.026606	1.255921	99.72328	0.48701465	88.27	1.3	99.85668509741112	16.55486534417517	88.1374740600586	1.8003963232040403
mgiseq_t7	GCA_002952055.1	Desulfobulbus oralis	Bacteria	Desulfobacterota	train	False	7.350049552255035	221	2703169	71066	2774417	97.248755	0.0	0.146409	99.93095	1.8628418	99.99	0.2	97.20823684050607	0.0	98.36732482910156	0.0704526901245117
mgiseq_t7	GCA_001639275.1	Methanobrevibacter oralis DSM 7256	Archaea	Methanobacteriota	none	True	0.7611079349437925	426	2095869	34738	2140433	97.099325	0.0	0.382119	99.80284	1.4007628	99.84	0.53	98.43213112088108	0.0	99.0986785888672	-0.0821486115455627
mgiseq_t7	GCA_003019295.1	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Fusobacteriota	train	False	2.808871546527448	419	2118098	9818	2180101	96.579333	0.005367	0.509747	99.54392	1.6521871	97.73	0.82	100.0	3.6964159197877	95.59090423583984	0.1450978219509124
mgiseq_t7	GCA_000009145.1	Nitrosomonas europaea	Bacteria	Proteobacteria (g)	none	True	5.683429495108962	172	2710763	45789	2812094	96.516724	0.0	0.119377	91.73341	0.20504892	100.0	0.36	100.0	0.0	97.6211166381836	0.0460512936115264
mgiseq_t7	GCA_000009225.1	Pseudomonas fluorescens	Bacteria	Proteobacteria (g)	none	True	1.069308679608532	2900	6540627	3663	6722539	95.262013	0.123614	1.466202	99.94959	0.67895055	91.78	7.09	97.78546814347597	15.800844622608128	86.02017974853516	5.820316791534424
mgiseq_t7	GCA_000016545.1	Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes_A	none	True	0.8910815662438224	255	2831786	57580	2970275	95.049078	0.003232	0.262063	99.87951	2.6763587	99.99	0.06	100.0	0.0	98.93775939941406	0.5800224542617798
mgiseq_t7	GCA_000020785.1	Hydrogenobaculum sp000020785	Bacteria	Aquificota	train	False	1.6318937727031608	830	1507568	3020	1559514	94.938167	0.078358	1.533042	99.90965	1.1649191	88.83	1.82	99.17434730615828	15.98218458665609	84.689697265625	1.8834322690963743
mgiseq_t7	GCA_000019085.1	Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes_A	train	False	2.4816006004718845	151	2248034	77418	2362816	94.923515	0.0	0.119264	99.75925	0.31523407	100.0	0.7	99.68985675826804	0.0	99.89273834228516	0.2514325082302093
mgiseq_t7	GCA_000016785.1	Thermotoga petrophila	Bacteria	Thermotogota	train	False	6.950263060905706	52	1728514	103109	1823511	94.700279	0.0	0.060104	99.7794	0.811702	99.78	0.39	98.66361120408116	0.76820659044199	97.12659454345705	0.2014018595218658
mgiseq_t7	GCA_000010505.1	Porphyromonas gingivalis	Bacteria	Bacteroidota	train	False	2.17006694673482	287	2221516	35850	2354886	94.109779	0.0	0.244131	99.94539	0.22598505	99.99	0.05	100.0	0.11339158694326	98.99087524414062	-0.233585387468338
mgiseq_t7	GCA_000007565.2	Pseudomonas putida	Bacteria	Proteobacteria (g)	none	True	1.4824978587194015	3902	5819056	2317	6181873	91.582228	0.235107	2.102955	96.96648	0.66158473	88.32	3.37	97.6724246933236	20.423281369324688	81.22213745117188	4.990087509155273
mgiseq_t7	GCA_000015805.1	Pyrobaculum calidifontis	Archaea	Thermoproteota	val	False	2.5449546574683057	1600	1885866	1645	2009313	91.168325	0.059921	2.418588	99.546616	0.12112856	66.74	1.61	97.11551837147628	19.04892830010456	72.28236389160156	5.129662990570068
mgiseq_t7	GCA_000006805.1	Halobacterium salinarum	Archaea	Halobacteriota	val	False	2.5322931915107527	97	2360194	135610	2571010	91.119871	0.002373	0.641693	99.62523	0.72012246	99.6	0.01	100.0	0.0	97.18295288085938	-0.2047009766101837
mgiseq_t7	GCA_000015125.1	Chlorobium phaeobacteroides	Bacteria	Bacteroidota	test	True	0.6902618012215004	1228	2870488	4652	3133902	90.615022	0.009222	1.109033	99.94124	1.4630616	94.28	3.17	100.0	9.31471744860598	92.9698715209961	0.2471618354320526
mgiseq_t7	GCA_000021665.1	Shewanella baltica OS223	Bacteria	Proteobacteria (g)	none	True	2.536452317303562	2882	5050175	4087	5358884	90.246346	0.027543	1.127343	99.9102	0.24401546	86.52	2.5	95.37470678689888	17.66808051127004	88.67854309082031	1.865668535232544
mgiseq_t7	GCA_000020225.1	Akkermansia muciniphila	Bacteria	Verrucomicrobiota	test	True	0.9075135785424312	2246	2454944	1554	2664102	89.543005	0.027476	2.343829	87.298965	1.516509	77.01	6.08	100.0	21.807960539239097	75.04933166503906	3.326416015625
mgiseq_t7	GCA_000156375.1	Desulfovibrio piger	Bacteria	Desulfobacterota_I	none	True	4.387852857703976	2409	2621079	1548	2867216	88.554751	0.176373	2.808787	99.6557	0.59343576	73.42	3.07	99.59286862813612	21.97771952905681	75.12822723388672	2.0980100631713867
mgiseq_t7	GCA_000008085.1	Nanoarchaeum equitans	Archaea	Nanoarchaeota	train	False	0.9556564428044254	348	440209	2384	490885	87.768826	0.073744	1.773328	97.604065	1.1175275	74.85	0.07	71.07035646290933	3.12499405297213	72.87425994873047	2.180333375930786
mgiseq_t7	GCA_000196135.1	Wolinella succinogenes	Bacteria	Campylobacterota	train	False	0.6560466917797272	2038	1886563	1229	2110355	86.549751	0.022224	2.610509	89.62935	0.22231042	71.51	5.03	96.51415238333183	22.11185094644192	67.56367492675781	2.154594659805298
mgiseq_t7	GCA_000007185.1	Methanopyrus kandleri	Archaea	Methanobacteriota_A	train	False	0.2102064650380613	1819	1503433	1087	1694969	85.430294	0.091683	3.079584	84.017166	1.2543917	54.34	0.56	82.92607466607184	25.154831423602207	54.01896286010742	3.647353887557984
mgiseq_t7	GCA_000018865.1	Chloroflexus aurantiacus	Bacteria	Chloroflexota	val	False	0.2032657270148536	5627	4582536	1102	5258541	84.091595	0.042103	2.982786	99.07756	0.074884295	71.19	6.24	99.13113495107916	16.63468127274098	65.47020721435547	5.337576866149902
mgiseq_t7	GCA_000008185.1	Treponema denticola	Bacteria	Spirochaetota	train	False	1.267464756251801	3270	2423629	962	2843201	81.889884	0.045371	3.188695	83.61601	0.31496584	64.6	3.01	94.23558031103607	27.778202061168	60.42369079589844	1.510661482810974
mgiseq_t7	GCA_000009705.1	Trichormus sp000009705	Bacteria	Cyanobacteria	train	False	1.3714630261137666	7937	6012861	979	7211789	80.431166	0.021423	2.826039	82.704865	1.0665953	64.36	7.61	96.2933563637912	17.62957378897469	64.20477294921875	4.946489810943604
mgiseq_t7	GCA_000008665.1	Archaeoglobus fulgidus	Archaea	Halobacteriota	train	False	1.168267837618576	2875	1577882	656	2178400	68.783006	0.015241	3.475073	75.65304	0.05955398	39.5	2.48	89.71031446290465	20.60546527333216	40.53388214111328	5.177041053771973
mgiseq_t7	GCA_000012825.1	Phocaeicola vulgatus	Bacteria	Bacteroidota	none	True	0.4692441753857262	6771	3212721	533	5163189	58.74079	0.081326	3.410024	64.73181	0.26328266	39.72	1.25	83.25489477427553	24.75054968365868	33.60301208496094	4.538761138916016
mgiseq_t7	GCA_000007985.2	Geobacter sulfurreducens	Bacteria	Desulfobacterota	train	False	0.5871731729158559	5356	2350328	483	3814128	57.606326	0.08964	3.886891	60.74933	0.2829939	37.83	2.69	72.72013664941176	25.725388903115707	33.1967887878418	0.9985357522964478
mgiseq_t7	GCA_000020325.1	Sulfurihydrogenibium sp000020325	Bacteria	Aquificota	train	False	0.6921505889417947	2343	1094532	522	1838442	56.216568	0.044059	3.222566	59.661266	2.9758425	38.0	2.06	77.53528847355986	26.09144079753508	34.3582763671875	2.154834985733032
mgiseq_t7	GCA_000013645.1	Paraburkholderia xenovorans	Bacteria	Proteobacteria (g)	none	True	0.5751132729787753	12535	5423205	470	9731138	52.063952	0.11085	3.567137	59.492805	1.2275249	41.75	3.32	68.56306820393851	22.71091391500039	30.98907470703125	4.865077495574951
mgiseq_t7	GCA_000016065.1	Shewanella loihica	Bacteria	Proteobacteria (g)	train	False	0.55325101249311	5297	2321246	478	4602594	47.448156	0.051601	2.906035	53.442337	0.06687939	37.81	2.86	63.96644323612806	26.072255443019294	27.737436294555664	2.503582000732422
mgiseq_t7	GCA_000022565.1	Acidobacterium capsulatum	Bacteria	Acidobacteriota	train	False	0.1997803218085485	5177	2010067	405	4127356	45.356519	0.10365	3.281714	52.087624	0.07826388	31.88	0.83	68.66135976310093	22.945717064663956	23.60050773620605	1.053818702697754
mgiseq_t7	GCA_000022325.1	Caldicellulosiruptor bescii	Bacteria	Firmicutes_A	none	True	0.214992735486677	3113	1410583	494	2931662	45.162573	0.024559	2.678276	53.421967	0.081560016	37.47	1.69	63.55483893407835	26.553687189944057	27.90361976623535	1.5424638986587524
mgiseq_t7	GCA_000011585.1	Methanococcus maripaludis	Archaea	Methanobacteriota_A	train	False	0.4596159247507687	1764	759469	483	1661137	42.806102	0.040033	2.784117	50.632442	0.014722347	22.16	1.16	61.69600460001365	21.24802400299311	14.133358001708984	1.0775141716003418
mgiseq_t7	GCA_000015865.1	Ruminiclostridium thermocellum	Bacteria	Firmicutes_A	train	False	0.2688448965555986	4251	1599096	394	3843301	38.816658	0.039159	2.761168	51.61667	0.5455226	25.2	0.66	66.51048699568443	13.81511342160481	25.723085403442383	0.1349784433841705
mgiseq_t7	GCA_000018265.1	Micromonospora arenicola	Bacteria	Actinobacteriota	none	True	0.3905638725665548	5480	1889665	352	5786361	29.301041	0.307914	3.259441	50.64555	0.51873624	30.9	2.01	64.76786102916539	14.95491225600376	23.320247650146484	1.459301233291626
mgiseq_t7	GCA_000017325.1	Shewanella baltica	Bacteria	Proteobacteria (g)	train	False	1.3566218977486435	2440	1571752	1243	5312910	28.104372	0.008526	1.040898	50.07775	0.08753836	22.22	1.06	55.84940349110629	5.02412156469191	15.454923629760742	0.8084323406219482
mgiseq_t7	GCA_000011065.1	Bacteroides thetaiotaomicron	Bacteria	Bacteroidota	none	True	0.3235098144670962	4326	1367529	314	6293399	20.060495	0.031477	1.660597	50.50979	5.8343053	29.55	2.08	58.65272956888181	8.60722917940141	16.8523006439209	1.1029727458953855
mgiseq_t7	GCA_000008565.1	Deinococcus radiodurans	Bacteria	Deinococcota	train	False	0.6198437959638331	2146	708108	328	3284156	19.819278	0.06306	1.73524	50.014774	0.61396956	10.07	1.0	56.50473058096323	5.76493452423799	11.271062850952148	0.815621018409729
mgiseq_t7	GCA_000021645.1	Dictyoglomus turgidum	Bacteria	Dictyoglomota	val	False	0.6857645825164118	1008	298994	296	1855560	14.849803	0.001994	1.260536	50.03387	0.08468926	7.79	0.01	58.24206278685031	2.43693114834476	25.481678009033203	0.7140263915061951
mgiseq_t7	GCA_000016425.1	Micromonospora tropica	Bacteria	Actinobacteriota	train	False	0.4909911943102475	2344	692587	290	5183331	11.738976	0.231145	1.598432	50.00826	1.0344744	10.02	4.37	58.71752190146252	6.14636050148583	20.22088623046875	1.4849379062652588
mgiseq_t7	GCA_000195675.1	Bordetella pertussis	Bacteria	Proteobacteria (g)	train	False	0.4766564636270562	1886	536224	278	5339179	9.124998	0.059372	0.928476	50.001568	0.0034451485	7.15	2.94	58.048836660046064	0.0	15.10120964050293	0.4357777535915375
mgiseq_t7	GCA_000007225.1	Pyrobaculum aerophilum	Archaea	Thermoproteota	train	False	0.2290245053808944	496	132395	262	2222430	5.417808	0.005175	0.53761	50.000923	0.0005364418	3.24	0.01	58.71502704853688	0.0	11.43801212310791	0.52899569272995
mgiseq_t7	GCA_000172575.2	Enterococcus faecalis	Bacteria	Firmicutes	none	True	0.1523040304414984	520	139057	260	2739625	4.639175	0.019565	0.44309	50.00059	0.00045895576	3.77	0.0	57.455244708281526	0.0	31.645404815673828	2.1186716556549072
mgiseq_t7	GCA_000011205.1	Sulfurisphaera tokodaii	Archaea	Thermoproteota	train	False	0.0754060639249868	297	77436	250	2694756	2.626806	0.007125	0.264328	50.00029	0.0005930662	3.95	0.01	57.958005004718174	0.0	23.582592010498047	4.198694705963135
mgiseq_t7	GCA_000007305.1	Pyrococcus furiosus	Archaea	Methanobacteriota_B	train	False	0.4018349459160483	196	52236	251	1908256	2.500503	0.002201	0.237023	50.00021	0.00021457672	3.21	0.0	58.53886181768888	0.0	18.695655822753903	0.8660681247711182
mgiseq_t7	GCA_000019785.1	Leptothrix cholodnii	Bacteria	Proteobacteria (g)	test	True	0.0497648384369662	201	52241	249	4909403	0.947019	0.025502	0.118161	50.000057	0.0	3.36	0.0	58.164910742906365	0.0	16.206491470336914	2.772260427474976
minion	GCA_000015125.1	Chlorobium phaeobacteroides	Bacteria	Bacteroidota	test	True	0.6902618012215004	2	3130607	2966617	3133902	99.999777	0.0	0.007977	99.98331	0.56085587	40.69	3.18	95.32017466277708	16.32392052513144	21.503063201904297	1.4347039461135864
minion	GCA_000020465.1	Chlorobium limicola	Bacteria	Bacteroidota	val	False	2.320980079770457	3	2774437	2769156	2763181	99.99953	0.0	0.005863	99.98071	2.1832318	35.33	2.24	99.13861264711387	22.0321767303476	27.12605857849121	1.9185267686843872
minion	GCA_000010305.1	Gemmatimonas aurantiaca	Bacteria	Gemmatimonadota	train	False	2.414901248417184	1	4632765	4632765	4636964	99.999418	0.0	0.000582	93.25862	1.9238383	74.11	2.48	100.0	21.00625159386144	76.0567398071289	1.785088300704956
minion	GCA_000196115.1	Rhodopirellula baltica	Bacteria	Planctomycetota	none	True	1.3177841732417428	1	7136649	7136649	7145576	99.999398	0.0	0.000686	97.93007	0.0077188015	62.14	0.69	98.26671422771958	24.14843635915918	51.01493453979492	0.9608328342437744
minion	GCA_002952055.1	Desulfobulbus oralis	Bacteria	Desulfobacterota	train	False	7.350049552255035	7	2766110	2360573	2774417	99.999279	0.0	0.009732	99.92029	0.31814873	36.99	2.81	97.99989963317016	22.58306814154585	21.938459396362305	0.3808479905128479
minion	GCA_000006985.1	Chlorobaculum tepidum	Bacteria	Bacteroidota	test	True	0.2432820526872879	1	2149921	2149921	2154946	99.998097	0.0	0.001949	89.04822	0.2550602	32.51	3.15	100.0	24.09027027578673	30.085453033447266	2.288524866104126
minion	GCA_000018565.1	Herpetosiphon aurantiacus	Bacteria	Chloroflexota	train	False	1.650232403204518	8	6765101	5364648	6785430	99.99801	0.0	0.004804	98.97562	0.923419	49.38	4.99	93.43398261057844	9.61155200361293	48.1047477722168	5.005858898162842
minion	GCA_003019295.1	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Fusobacteriota	train	False	2.808871546527448	1	2176485	2176485	2180101	99.997936	0.0	0.002385	95.62709	2.4582772	38.85	1.22	100.0	15.208294383040393	39.45944213867188	3.7744390964508057
minion	GCA_000016085.1	Chlorobium phaeovibrioides	Bacteria	Bacteroidota	none	True	1.2939175424119185	2	1962611	1961784	1966858	99.997915	0.0	0.024557	97.20732	0.024959445	25.19	6.64	100.0	24.00781905671115	20.92423248291016	0.5862485766410828
minion	GCA_000011105.1	Pyrococcus horikoshii	Archaea	Methanobacteriota_B	train	False	5.855518337574474	2	1735822	1732229	1738505	99.997527	0.0	0.004544	99.63478	0.042310357	53.56	1.06	100.0	23.81744422080153	44.11214065551758	5.80079984664917
minion	GCA_001481685.1	Ignicoccus islandicus	Archaea	Thermoproteota	train	False	1.095389379111179	1	1394042	1394042	1394664	99.997132	0.0	0.002796	98.56187	0.102207065	29.06	4.55	85.8297893625068	29.22489516609101	27.91757202148437	6.222678184509277
minion	GCA_000166095.1	Methanothermus fervidus	Archaea	Methanobacteriota	val	False	7.183339758983122	2	1244291	1239198	1243342	99.995979	0.0	0.004584	60.7376	13.194018	31.69	1.85	100.0	25.5008052506427	34.73100662231445	7.412722587585449
minion	GCA_000021565.1	Persephonella marina	Bacteria	Aquificota	val	False	2.806237421402552	2	1976761	1923936	1983966	99.995968	0.0	0.002722	99.9675	0.47834814	58.87	3.66	95.03607508753926	24.9759127955997	52.49712371826172	4.52819299697876
minion	GCA_000009145.1	Nitrosomonas europaea	Bacteria	Proteobacteria (g)	none	True	5.683429495108962	6	2795244	2046888	2812094	99.995235	0.0	0.009068	77.70387	0.05852282	57.13	3.05	98.59185361719386	23.23373699232699	55.69465255737305	5.113395690917969
minion	GCA_000091665.1	Methanocaldococcus jannaschii	Archaea	Methanobacteriota_A	train	False	5.645801351648397	3	1736668	1661471	1739927	99.994138	0.0	0.006609	95.09912	0.06417334	61.76	2.23	100.0	26.19647948324437	41.50401306152344	6.896134376525879
minion	GCA_000018945.1	Thermotoga neapolitana	Bacteria	Thermotogota	test	True	1.6074819757894294	8	1925253	759940	1884562	99.99342	0.0	0.016715	98.132034	0.02398789	53.38	6.18	96.84669408265064	21.76799609821634	53.1183967590332	5.152919292449951
minion	GCA_000019085.1	Thermoanaerobacter pseudethanolicus	Bacteria	Firmicutes_A	train	False	2.4816006004718845	7	2398340	1541988	2362816	99.957254	0.784064	0.796296	99.10416	0.45955777	54.4	4.02	100.0	20.35290029009089	51.4486198425293	4.95741605758667
minion	GCA_000009225.1	Pseudomonas fluorescens	Bacteria	Proteobacteria (g)	none	True	1.069308679608532	5	6698841	1867908	6722539	99.642933	0.0	0.00302	91.59068	0.7071018	69.16	2.05	100.0	23.02343815242141	49.27413940429688	2.395179510116577
minion	GCA_000016545.1	Caldicellulosiruptor saccharolyticus	Bacteria	Firmicutes_A	none	True	0.8910815662438224	4	2965375	2926970	2970275	99.637643	0.0	0.125578	99.93503	1.3972849	50.16	4.49	100.0	22.869603505040832	50.3666877746582	7.448977470397949
minion	GCA_000007565.2	Pseudomonas putida	Bacteria	Proteobacteria (g)	none	True	1.4824978587194015	11	6185172	1036679	6181873	99.612205	0.0	0.043094	99.28819	0.090029836	32.29	0.81	100.0	20.26822616977854	33.69096374511719	1.5816338062286377
minion	GCA_000020225.1	Akkermansia muciniphila	Bacteria	Verrucomicrobiota	test	True	0.9075135785424312	10	2644626	437235	2664102	99.444466	0.0	0.030254	82.00149	7.3512464	37.59	8.29	93.3863380807184	21.436120539826568	19.547224044799805	0.9530819654464722
minion	GCA_001639275.1	Methanobrevibacter oralis DSM 7256	Archaea	Methanobacteriota	none	True	0.7611079349437925	1	2232795	2232795	2140433	99.388068	0.0	0.21234	99.95165	0.50816536	44.3	0.46	96.85969522488529	25.18573445663705	35.41061782836914	6.354611396789551
minion	GCA_000017945.1	Ignicoccus hospitalis	Archaea	Thermoproteota	train	False	2.8386032717915723	7	1364010	313692	1297538	99.167809	6.015007	6.076123	99.78431	3.8692355	29.36	5.27	95.05413112827397	24.92992955349056	26.690465927124023	6.386858940124512
minion	GCA_000015805.1	Pyrobaculum calidifontis	Archaea	Thermoproteota	val	False	2.5449546574683057	20	2011357	120859	2009313	98.591807	0.03011	0.440101	99.86604	0.31689405	27.77	6.35	96.12613420238536	15.698804980418291	20.83832359313965	7.469534873962402
minion	GCA_000021665.1	Shewanella baltica OS223	Bacteria	Proteobacteria (g)	none	True	2.536452317303562	66	5671317	712562	5358884	96.605898	0.903658	1.474113	99.84589	0.12266934	76.89	5.7	99.88431885711051	24.398878426450672	67.20674896240234	4.9484968185424805
