accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_035435645.1	disagreement_141	71.285835	0.38408637	90.7	1.11	1663062	208	1408897	15.283	Bacillota	70.185	7.777	7	unresolved			0	0	0.0	0	1652832	2151	0.001301	0.000635	1663062	208	9925	39.416
GCA_035436425.1	disagreement_141	93.48346	9.269306	95.16	0.05	2254552	40	2186261	3.029	Pseudomonadota	58.638	8.272	4	unresolved			0	0	0.0	0	2251316	584	0.000259	0.000116	2254552	40	95107	46.387
GCA_035453605.1	disagreement_141	80.10804	6.6231728	95.64	0.24	3932547	24	3903775	0.732	Actinomycetota	42.191	44.082	6	unresolved			0	0	0.0	0	3930659	2540	0.000646	0.000133	3932547	24	319965	67.022
GCA_035486355.1	v5hq_only	99.951645	0.71900487	83.08	2.57	5524676	317	5251320	4.948	Pseudomonadota	81.595	10.132	7	unresolved			0	0	0.0	0	5513898	6237	0.001131	0.000364	5524676	317	30975	65.309
GCA_035509275.1	agree_clean	99.91637	1.0528535	95.27	3.7	5989716	246	5951583	0.637	Pseudomonadota	90.753	4.829	5	unresolved			0	0	0.0	0	5981352	8973	0.0015	0.00035	5989716	246	38385	67.027
GCA_035517775.1	agree_clean	99.811874	0.8485973	92.33	2.31	4468943	134	4319504	3.344	Pseudomonadota	41.17	34.681	10	unresolved			0	0	0.0	0	4464387	2178	0.000488	0.000183	4468943	134	60760	61.095
GCA_035529375.1	agree_clean	99.881226	0.3369063	95.4	1.21	843625	19	741668	12.086	Pseudomonadota	55.459	1.756	3	unresolved			0	0	0.0	0	842979	217	0.000257	0.000173	843625	19	129809	38.792
GCA_035547775.1	agree_clean	99.71328	0.4094243	93.56	0.08	893716	54	726460	18.715	Pseudomonadota	30.907	37.048	7	unresolved			0	0	0.0	0	891880	235	0.000263	0.000226	893716	54	23565	50.738
GCA_035556475.1	agree_clean	99.93436	0.21564364	99.5	2.23	4333466	148	4302295	0.719	Pseudomonadota	98.21	0.748	4	unresolved			0	0	0.0	0	4328434	14345	0.003314	0.000446	4333466	148	44559	65.522
GCA_035568395.1	agree_clean	96.22838	0.17223358	99.85	0.86	4066114	14	4066114	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	4065638	3506	0.000862	6.6e-05	4066114	14	396014	44.495
GCA_035601835.1	disagreement_141	80.189095	14.553431	98.23	0.11	2565881	18	2565881	0.0	Pseudomonadota	76.627	23.373	3	unresolved			0	0	0.0	0	2565269	1323	0.000516	7.1e-05	2565881	18	228804	63.509
GCA_036380175.1	v5hq_only	99.61882	3.216055	83.95	8.78	6059171	1351	4722712	22.057	Actinomycetota	37.984	27.099	20	unresolved			0	0	0.0	0	6013237	8421	0.0014	0.000959	6059171	1351	5110	73.412
GCA_036387215.1	v5hq_only	99.97726	0.5422205	87.54	5.67	3057251	444	2826905	7.534	Pseudomonadota	83.296	4.79	7	unresolved			0	0	0.0	0	3042155	5878	0.001932	0.000697	3057251	444	9745	66.332
GCA_036387965.1	disagreement_141	81.47278	0.43416917	92.98	3.39	4156919	685	2401418	42.231	Bacteroidota	29.175	21.729	18	unresolved			0	0	0.0	0	4133629	1341	0.000324	0.00043	4156919	685	8753	38.033
GCA_036454225.1	agree_clean	99.78542	1.0749966	97.59	0.87	2109743	10	2109743	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2109403	3794	0.001799	0.00024	2109743	10	1153841	63.191
GCA_036481315.1	agree_clean	99.848206	4.837048	94.22	2.83	3343458	265	1944472	41.842	Pseudomonadota	15.89	31.683	16	unresolved			0	0	0.0	0	3334448	628	0.000188	0.000238	3343458	265	18318	47.033
GCA_036501045.1	agree_clean	99.03834	0.15933216	96.23	4.94	5770505	408	4640825	19.577	Pseudomonadota	33.189	27.069	16	unresolved			0	0	0.0	0	5756633	1837	0.000319	0.000257	5770505	408	23848	58.176
GCA_036504555.1	agree_clean	98.95835	1.3138026	98.43	4.3	5244749	322	4346976	17.118	Bacteroidota	42.714	26.407	13	unresolved			0	0	0.0	0	5233801	1975	0.000377	0.000273	5244749	322	27353	42.677
GCA_036550795.1	agree_clean	99.976074	1.888445	98.09	0.0	2239824	92	2081832	7.054	Bacillota	54.282	28.191	8	unresolved			0	0	0.0	0	2236696	2773	0.00124	0.00057	2239824	92	50302	53.598
GCA_036638955.1	disagreement_141	89.15718	0.4679054	94.94	0.41	3800672	59	3800672	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	3795986	10395	0.002738	0.000613	3800672	59	107360	48.056
GCA_036666455.1	disagreement_141	87.22237	1.8401891	93.25	0.69	2057459	95	1954931	4.983	Bacillota	56.583	24.167	8	unresolved			0	0	0.0	0	2053157	790	0.000385	0.00021	2057459	95	33882	32.445
GCA_036718835.1	agree_clean	99.95636	0.114783645	99.9	0.22	1886076	23	1877528	0.453	Bacillota	72.49	21.425	4	unresolved			0	0	0.0	0	1885116	1155	0.000613	0.000134	1886076	23	113439	53.774
GCA_036724015.1	disagreement_141	72.55689	1.4502823	98.9	1.67	2505319	265	1496028	40.286	Bacteroidota	15.798	34.571	10	unresolved			0	0	0.0	0	2495773	661	0.000265	0.000294	2505319	265	13723	37.807
GCA_036753785.1	agree_clean	99.899376	0.050216913	97.42	2.01	2400617	186	1843283	23.216	Bacillota	31.239	30.027	11	unresolved			0	0	0.0	0	2393277	1144	0.000478	0.000286	2400617	186	17242	50.648
GCA_036772475.1	disagreement_141	85.269714	0.086310506	93.32	0.17	2894137	72	2747103	5.08	Bacteroidota	36.243	29.074	7	unresolved			0	0	0.0	0	2883917	662	0.00023	0.000126	2894137	72	85658	49.184
GCA_036794495.1	disagreement_141	71.75981	5.736023	95.43	3.6	2207610	85	2101476	4.808	Actinomycetota	26.821	45.572	9	unresolved			0	0	0.0	0	2198196	1016	0.000462	0.000222	2207610	85	46718	62.821
GCA_036797105.1	agree_clean	99.767784	1.7726988	99.64	0.87	1101585	18	1051663	4.532	Candidatus Saccharibacteria	83.124	12.344	5	unresolved			0	0	0.0	0	1100973	542	0.000492	4.9e-05	1101585	18	915683	46.927
GCA_037143955.1	disagreement_141	82.787	13.499811	90.1	3.16	2153551	326	1647032	23.52	Actinomycetota	57.904	12.386	8	unresolved			0	0	0.0	0	2142467	1928	0.0009	0.000489	2153551	326	9868	62.892
GCA_037235235.1	agree_clean	95.9298	0.3533095	98.8	2.7	1312561	70	1232378	6.109	Bacillota	43.957	39.359	6	unresolved			0	0	0.0	0	1310181	717	0.000547	0.000242	1312561	70	43316	27.832
GCA_037245005.1	v5hq_only	98.22978	0.0057458878	84.04	1.91	1738993	386	1713989	1.438	Bacillota	98.051	0.511	2	unresolved			0	0	0.0	0	1725869	22431	0.012997	0.012155	1738993	386	6193	61.294
GCA_037250815.1	agree_clean	99.92105	0.13597906	94.0	0.69	1829810	158	1536007	16.056	Bacillota	35.069	40.281	7	unresolved			0	0	0.0	0	1824438	1078	0.000591	0.000345	1829810	158	17246	57.388
GCA_037293335.1	agree_clean	99.86314	0.56798756	91.57	3.12	2628091	677	1174330	55.316	Bacteroidota	23.604	17.838	15	unresolved			0	0	0.0	0	2605073	1600	0.000614	0.001112	2628091	677	5370	48.177
GCA_037427385.1	v5hq_only	99.2842	0.03710389	88.93	2.55	2503268	435	2503268	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2488478	45654	0.018346	0.017122	2503268	435	8654	60.533
GCA_037444405.1	agree_clean	99.84654	0.12230277	98.9	1.44	2683681	40	2633165	1.882	Pseudomonadota	71.424	19.232	9	unresolved			0	0	0.0	0	2682321	1247	0.000465	9.4e-05	2683681	40	159462	62.509
GCA_038108155.1	agree_clean	99.55616	1.2274146	96.82	4.03	2268489	139	2032923	10.384	Bacteroidota	64.89	13.046	8	unresolved			0	0	0.0	0	2260180	1368	0.000605	0.000268	2268489	139	37573	30.682
GCA_038111675.1	v5hq_only	99.67	4.541752	80.55	1.55	2659732	320	1689231	36.489	Pseudomonadota	37.114	18.0	14	unresolved			0	0	0.0	0	2622454	730	0.000278	0.000305	2659732	320	14756	53.858
GCA_038115005.1	agree_clean	99.80975	0.07035136	92.73	4.3	2441315	326	1834176	24.869	Pseudomonadota	57.815	8.778	9	unresolved			0	0	0.0	0	2421141	1456	0.000601	0.000412	2441315	326	12712	53.874
GCA_038246785.1	disagreement_141	68.34118	2.9494822	96.66	1.04	3405052	84	3397834	0.212	Actinomycetota	97.075	1.514	2	unresolved			0	0	0.0	0	3402196	8882	0.002611	0.000375	3405052	84	69285	73.017
GCA_039039885.1	v5hq_only	99.97149	1.6694218	95.71	5.3	3126052	77	3040638	2.732	Pseudomonadota	96.658	0.509	3	unresolved			0	0	0.0	0	3123434	4014	0.001285	8.4e-05	3126052	77	303351	58.461
GCA_039200565.1	agree_clean	99.252914	3.7528992	94.21	1.14	7507890	560	6888163	8.254	Cyanobacteriota	81.376	6.506	10	unresolved			0	0	0.0	0	7488850	7054	0.000942	0.000502	7507890	560	18074	37.453
GCA_039630445.1	agree_clean	99.94539	0.008496642	97.33	1.29	2714412	190	2182880	19.582	Pseudomonadota	30.011	33.624	17	unresolved			0	0	0.0	0	2707952	963	0.000356	0.000267	2714412	190	20812	60.154
GCA_039810665.1	agree_clean	94.19679	1.1067986	95.97	0.26	3644877	83	3529486	3.166	Ignavibacteriota	23.96	46.69	8	unresolved			0	0	0.0	0	3642055	1329	0.000365	0.000128	3644877	83	98396	34.437
GCA_039925865.1	disagreement_141	70.96335	1.8668145	94.4	0.49	3104186	342	1800627	41.994	Bacteroidota	12.734	36.873	21	unresolved			0	0	0.0	0	3092558	743	0.00024	0.00032	3104186	342	11818	34.507
GCA_039932795.1	v5hq_only	99.75317	0.5700052	89.49	2.18	4342294	348	2862961	34.068	Pseudomonadota	23.558	30.919	15	unresolved			0	0	0.0	0	4330462	1023	0.000236	0.000277	4342294	348	17145	51.923
GCA_040506335.1	agree_clean	99.90329	0.30725896	100.0	0.8	4501209	136	4463933	0.828	Pseudomonadota	97.796	1.203	2	unresolved			0	0	0.0	0	4496005	34046	0.007573	0.006687	4501209	136	60491	52.531
GCA_040797425.1	disagreement_141	99.48987	5.974123	100.0	2.29	3660398	145	3598571	1.689	Bacillota	75.849	15.898	5	unresolved			0	0	0.0	0	3655468	6219	0.001701	0.000736	3660398	145	53258	68.465
GCA_041184245.1	v5hq_only	99.85796	0.34843087	87.23	5.04	2203315	193	1852676	15.914	Bacteroidota	51.266	14.862	7	unresolved			0	0	0.0	0	2196753	1283	0.000584	0.000402	2203315	193	18469	33.782
GCA_041241435.1	agree_clean	92.59628	0.4394263	96.95	3.33	2773499	177	2607614	5.981	Actinomycetota	64.8	17.659	7	unresolved			0	0	0.0	0	2767481	2353	0.00085	0.00035	2773499	177	21694	66.294
GCA_041241815.1	disagreement_141	83.19635	0.04364252	90.95	2.23	1722530	126	1514288	12.089	Bacteroidota	60.245	22.326	7	unresolved			0	0	0.0	0	1718246	1052	0.000612	0.000353	1722530	126	18131	38.478
GCA_041329955.1	agree_clean	99.941864	0.8534223	91.86	0.21	2874844	27	2874844	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	2873926	53428	0.018591	0.001218	2874844	27	181901	54.678
GCA_041331335.1	agree_clean	99.89093	0.7070601	99.99	0.45	2241931	4	2241931	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2241795	44577	0.019885	0.004213	2241931	4	776145	56.454
GCA_041586535.1	disagreement_141	64.70879	3.27836	96.48	1.44	3824862	239	3713152	2.921	Pseudomonadota	89.025	5.99	9	unresolved			0	0	0.0	0	3816736	3956	0.001036	0.000428	3824862	239	22059	42.701
GCA_041655595.1	disagreement_141	72.85508	0.15984178	93.5	1.2	2088801	169	1431851	31.451	Bacillota	29.595	29.696	13	unresolved			0	0	0.0	0	2083055	654	0.000314	0.000291	2088801	169	16164	42.288
GCA_041674285.1	agree_clean	97.67197	4.211256	96.4	0.02	813783	13	813783	0.0	Chordata	14.8	13.364	4	unresolved			0	0	0.0	0	813341	194	0.000239	0.000138	813783	13	87594	38.048
GCA_041686735.1	agree_clean	99.933914	1.5553355	100.0	0.79	3471147	92	3285561	5.347	Bacillota	71.371	12.45	7	unresolved			0	0	0.0	0	3467483	1721	0.000496	0.000169	3471147	92	61289	44.709
GCA_041742335.1	agree_clean	99.82855	0.10266602	94.68	0.29	4527968	116	4494853	0.731	Pseudomonadota	96.845	1.205	4	unresolved			0	0	0.0	0	4524024	7144	0.001579	0.000207	4527968	116	60890	57.565
GCA_041781395.1	disagreement_141	82.7688	0.06915629	92.09	0.07	2088110	131	1781957	14.662	Bacteroidota	57.998	25.7	10	unresolved			0	0	0.0	0	2083656	1056	0.000507	0.000304	2088110	131	21394	37.444
GCA_041840615.1	v5hq_only	99.918	0.10792315	68.53	0.39	1096421	140	702551	35.923	Bacteroidota	9.563	32.072	11	unresolved			0	0	0.0	0	1091661	371	0.00034	0.000419	1096421	140	10044	31.772
GCA_041855225.1	agree_clean	99.9707	0.06979108	94.25	1.15	1980962	85	1794868	9.394	Bacteroidota	31.967	31.757	7	unresolved			0	0	0.0	0	1978072	606	0.000306	0.000193	1980962	85	42329	43.315
GCA_043425335.1	agree_clean	95.39992	1.4171749	96.54	4.58	2360436	255	1825870	22.647	Bacillota	53.818	16.453	9	unresolved			0	0	0.0	0	2351766	1779	0.000756	0.000549	2360436	255	14227	41.802
GCA_043557685.1	disagreement_141	84.93734	0.37379563	92.42	1.58	2615191	319	2004044	23.369	Bacillota	49.086	19.548	13	unresolved			0	0	0.0	0	2603325	1723	0.000662	0.000506	2615191	319	10084	33.424
GCA_043747205.1	disagreement_141	79.73966	0.28936267	95.78	4.71	2959920	472	2683641	9.334	Bacteroidota	82.43	5.671	8	unresolved			0	0	0.0	0	2943872	6556	0.002227	0.00077	2959920	472	12357	31.086
GCA_043788545.1	disagreement_141	99.409546	6.054342	99.35	0.05	4870130	167	4471967	8.176	Bacteroidota	50.242	26.164	12	unresolved			0	0	0.0	0	4864452	1302	0.000268	0.00016	4870130	167	46754	44.335
GCA_043813215.1	disagreement_141	69.82423	3.599155	95.29	0.49	612632	44	481250	21.446	Pseudomonadota	27.181	29.482	5	unresolved			0	0	0.0	0	611136	153	0.00025	0.000244	612632	44	23799	39.375
GCA_044343935.1	agree_clean	91.00907	0.02528727	95.01	0.31	1378459	37	1302371	5.52	Actinomycetota	35.605	43.312	4	unresolved			0	0	0.0	0	1377201	457	0.000332	0.000128	1378459	37	55468	46.0
GCA_044344765.1	disagreement_141	63.872627	15.361121	93.3	1.35	3596205	307	3241311	9.869	Pseudomonadota	26.656	40.938	10	unresolved			0	0	0.0	0	3585767	3278	0.000914	0.000554	3596205	307	15862	69.87
GCA_045430285.1	agree_clean	99.64133	1.1031777	92.67	0.01	4040293	10	4039007	0.032	Pseudomonadota	99.461	0.0	1	unresolved			0	0	0.0	0	4039881	2056	0.000509	2.6e-05	4040293	10	762379	45.366
GCA_045540655.1	agree_clean	90.1372	3.4597933	94.05	1.87	1983668	138	1647237	16.96	Bacillota	26.988	43.428	8	unresolved			0	0	0.0	0	1978976	1000	0.000505	0.000283	1983668	138	21744	55.729
GCA_045565895.1	agree_clean	99.87995	0.18611848	99.97	0.05	1732532	11	1732532	0.0	Cyanobacteriota	100.0	0.0	1	unresolved			0	0	0.0	0	1732158	31437	0.018149	0.000991	1732532	11	241815	35.377
GCA_045601765.1	v5hq_only	95.860214	0.021347404	77.15	0.11	977099	62	718281	26.488	Pseudomonadota	38.742	24.013	5	unresolved			0	0	0.0	0	974991	235	0.000241	0.000194	977099	62	22168	40.825
GCA_045603085.1	v5hq_only	99.91502	4.511428	82.27	1.29	2682813	143	2192555	18.274	Pseudomonadota	26.989	34.655	8	unresolved			0	0	0.0	0	2677951	1005	0.000375	0.000249	2682813	143	27000	53.047
GCA_045644425.1	agree_clean	92.67854	1.4901161e-05	94.97	0.09	2429506	49	2286661	5.88	Pseudomonadota	43.193	19.506	6	unresolved			0	0	0.0	0	2427840	507	0.000209	0.000107	2429506	49	95205	46.371
GCA_046063625.1	disagreement_141	88.17737	0.042948127	93.73	0.57	4635650	552	4612758	0.494	Cyanobacteriota	99.317	0.189	3	unresolved			0	0	0.0	0	4616882	41392	0.008965	0.00605	4635650	552	10901	37.699
GCA_046080885.1	agree_clean	99.28527	1.132217	98.77	0.08	1797015	40	1653501	7.986	Bacteroidota	76.235	5.044	3	unresolved			0	0	0.0	0	1795655	755	0.00042	0.000157	1797015	40	66323	41.079
GCA_046081265.1	v5hq_only	93.428635	0.6399244	91.43	7.22	2667694	906	1952284	26.818	Pseudomonadota	45.989	17.862	15	unresolved			0	0	0.0	0	2636890	4429	0.00168	0.001158	2667694	906	3580	69.622
GCA_046093765.1	v5hq_only	96.73546	0.018197298	87.93	15.02	3135711	649	2887247	7.924	Pseudomonadota	85.405	4.025	10	unresolved			0	0	0.0	0	3113645	11550	0.003709	0.00107	3135711	649	5810	65.271
GCA_046093905.1	agree_clean	93.80839	3.0603023	92.35	4.59	2795881	464	1623830	41.921	Actinomycetota	26.212	22.745	18	unresolved			0	0	0.0	0	2780105	1186	0.000427	0.000489	2795881	464	8765	59.436
GCA_046160275.1	disagreement_141	91.71346	29.836962	93.87	4.26	5881720	782	3009783	48.828	Bacteroidota	20.805	26.088	17	unresolved			0	0	0.0	0	5855132	1439	0.000246	0.000365	5881720	782	9510	37.824
GCA_046302235.1	disagreement_141	88.575096	0.13864636	93.76	0.49	2566202	475	2300769	10.343	Cyanobacteriota	70.087	13.912	7	unresolved			0	0	0.0	0	2550052	5653	0.002217	0.000893	2566202	475	7899	68.586
GCA_046305415.1	agree_clean	99.82922	0.34699738	92.77	2.83	3454779	756	2076984	39.881	Pseudomonadota	20.77	29.298	20	unresolved			0	0	0.0	0	3429075	1932	0.000563	0.000633	3454779	756	6630	66.957
GCA_046309535.1	agree_clean	90.34622	0.14740825	99.89	0.26	4794609	434	4748992	0.951	Cyanobacteriota	98.548	0.414	2	unresolved			0	0	0.0	0	4779853	24501	0.005126	0.003929	4794609	434	16839	42.269
GCA_046384805.1	agree_clean	97.049164	0.11541247	97.07	0.05	2731934	93	2649376	3.022	Bacillota	87.856	5.408	6	unresolved			0	0	0.0	0	2728772	2512	0.000921	0.000214	2731934	93	53760	48.751
GCA_046757765.1	disagreement_141	97.883835	5.975813	91.67	4.7	5642785	698	3024920	46.393	Pseudomonadota	19.274	26.13	22	unresolved			0	0	0.0	0	5619053	1282	0.000228	0.00032	5642785	698	10924	59.167
GCA_046952625.1	agree_clean	99.88957	0.43010116	100.0	1.63	2950622	26	2950622	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	2947474	43142	0.014637	0.010585	2950622	26	176484	44.045
GCA_046994035.1	agree_clean	99.78422	3.1470628	97.28	3.83	3806517	18	3806517	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	3805905	48991	0.012872	0.010681	3806517	18	375736	42.74
GCA_047723295.1	agree_clean	99.9581	1.8270195	99.99	0.02	2238666	142	2216684	0.982	Pseudomonadota	98.022	0.579	2	unresolved			0	0	0.0	0	2233126	46663	0.020896	0.002035	2238666	142	35675	46.374
GCA_048316855.1	v5hq_only	91.95888	0.50982535	88.31	0.82	2052341	46	2052341	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2050777	29690	0.014477	0.001149	2052341	46	79956	60.247
GCA_048319185.1	agree_clean	99.93089	0.26269853	100.0	0.72	2897732	22	2897732	0.0	Bacillota	100.0	0.0	1	unresolved			0	0	0.0	0	2896984	47817	0.016506	0.00827	2897732	22	214163	43.005
GCA_048366255.1	v5hq_only	99.93557	0.27639568	88.33	4.51	2093209	435	2088227	0.238	Actinomycetota	99.476	0.286	2	unresolved			0	0	0.0	0	2078419	31650	0.015228	0.003747	2093209	435	6982	60.334
GCA_048428545.1	disagreement_141	85.10075	0.10340512	91.03	2.82	3016132	236	3005877	0.34	Actinomycetota	99.104	0.0	1	unresolved			0	0	0.0	0	3008108	57888	0.019244	0.013819	3016132	236	16920	64.608
GCA_048491915.1	disagreement_141	55.629852	32.329674	97.63	0.01	847736	39	834725	1.535	Pseudomonadota	95.818	2.647	3	unresolved			0	0	0.0	0	846410	1010	0.001193	0.000317	847736	39	30238	38.604
GCA_048535265.1	disagreement_141	86.42712	0.21836162	98.92	0.57	1903751	74	1903751	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	1901235	39575	0.020815	0.002789	1903751	74	40595	59.705
GCA_048561425.1	disagreement_141	87.94443	12.419516	100.0	1.15	3621627	1495	1818715	49.782	Pseudomonadota	32.704	12.478	13	unresolved			0	0	0.0	0	3566565	4166	0.001168	0.00106	3621627	1495	4743	43.639
GCA_049282835.1	disagreement_141	98.08657	19.41846	95.42	1.52	5067105	179	4744532	6.366	Pseudomonadota	49.605	23.955	12	unresolved			0	0	0.0	0	5061019	1782	0.000352	0.000181	5067105	179	62967	59.129
GCA_049324695.1	disagreement_141	97.80748	15.378988	98.81	4.8	9979657	69	9810150	1.699	Pseudomonadota	52.093	33.866	6	unresolved			0	0	0.0	0	9970389	3352	0.000336	6.4e-05	9979657	69	234877	63.254
GCA_049510975.1	agree_clean	99.697205	1.2719005	90.78	1.14	4097705	86	4065573	0.784	Actinomycetota	88.217	4.709	4	unresolved			0	0	0.0	0	4094781	3534	0.000863	0.000182	4097705	86	89998	68.604
GCA_049581465.1	agree_clean	99.479675	0.082585216	91.06	3.74	6761753	1434	5685202	15.921	Pseudomonadota	77.585	4.289	15	unresolved			0	0	0.0	0	6712997	15032	0.002239	0.000998	6761753	1434	5827	59.887
GCA_049840515.1	disagreement_141	78.669754	2.5625288	91.27	1.76	2986087	28	2969593	0.552	Bacillota	92.638	0.974	3	unresolved			0	0	0.0	0	2985135	2213	0.000741	0.000125	2986087	28	201501	42.607
GCA_049970495.1	disagreement_141	90.60214	5.628517	95.94	1.88	1988594	143	1584604	20.315	Pseudomonadota	27.193	38.046	13	unresolved			0	0	0.0	0	1983645	377	0.00019	0.000173	1988594	143	25676	36.795
GCA_050171275.1	agree_clean	99.66359	0.18409789	99.97	0.34	1374970	3	1374970	0.0	Chloroflexota	100.0	0.0	1	unresolved			0	0	0.0	0	1374868	28898	0.021019	0.000176	1374970	3	868288	48.78
GCA_050186415.1	agree_clean	99.90043	1.1943638	94.38	4.53	7637527	423	7447068	2.494	Pseudomonadota	84.521	6.449	6	unresolved			0	0	0.0	0	7623145	13370	0.001754	0.000458	7637527	423	26909	69.166
GCA_050253165.1	agree_clean	94.57095	3.0933022	100.0	0.25	2646749	35	2623137	0.892	Pseudomonadota	95.596	0.343	2	unresolved			0	0	0.0	0	2644087	2498	0.000945	0.000354	2646749	35	132814	47.636
GCA_050294045.1	agree_clean	92.97124	0.47628284	92.17	0.75	3927163	329	3863780	1.614	Pseudomonadota	98.386	0.0	1	unresolved			0	0	0.0	0	3915942	74687	0.019073	0.01622	3927163	329	39754	50.374
GCA_050949705.1	disagreement_141	79.283195	13.875094	95.08	1.48	2489808	21	2437762	2.09	Bacillota	92.513	3.152	2	unresolved			0	0	0.0	0	2489094	1469	0.00059	9e-05	2489808	21	202195	36.628
GCA_051002135.1	agree_clean	99.68625	0.7528186	94.55	1.6	4244996	86	4130790	2.69	Actinomycetota	33.441	48.409	10	unresolved			0	0	0.0	0	4242072	1445	0.000341	0.000126	4244996	86	74501	62.01
GCA_051270635.1	disagreement_141	99.19812	11.948755	93.7	1.51	7862417	419	5716051	27.299	Pseudomonadota	24.7	36.507	17	unresolved			0	0	0.0	0	7848171	1591	0.000203	0.000183	7862417	419	26933	54.07
GCA_051656445.1	disagreement_141	80.6943	4.4070573	91.22	3.58	2447981	655	1487413	39.239	Pseudomonadota	51.349	6.579	13	unresolved			0	0	0.0	0	2425711	1987	0.000819	0.000835	2447981	655	4695	53.519
GCA_051751625.1	agree_clean	99.93886	0.7223159	100.0	0.0	3769924	53	3769145	0.021	Bacillota	99.979	0.0	1	unresolved			0	0	0.0	0	3768122	82702	0.021948	0.000858	3769924	53	263576	41.434
GCA_051859865.1	agree_clean	99.84517	0.30021667	91.91	3.5	3413646	588	3395967	0.518	Bacteroidota	99.189	0.153	3	unresolved			0	0	0.0	0	3391625	79898	0.023557	0.021366	3413646	588	8012	43.759
GCA_051861365.1	agree_clean	99.77156	1.5273005	99.99	0.09	3379704	75	3313411	1.962	Bacteroidota	96.089	0.372	3	unresolved			0	0	0.0	0	3375850	4431	0.001313	0.000809	3379704	75	101520	39.202
GCA_051873075.1	disagreement_141	89.484276	1.7819911	93.75	2.08	1713025	83	1656048	3.326	Bacillota	94.419	0.986	2	unresolved			0	0	0.0	0	1707925	2963	0.001735	0.000668	1713025	83	36055	51.331
GCA_051874775.1	disagreement_141	67.64038	35.292583	97.33	1.54	1643850	39	1563747	4.873	Pseudomonadota	32.837	49.569	9	unresolved			0	0	0.0	0	1641720	453	0.000276	0.000119	1643850	39	67922	47.778
GCA_051882635.1	v5hq_only	99.98067	0.0071704388	85.31	0.37	2095987	545	647710	69.098	Pseudomonadota	8.785	17.755	15	unresolved			0	0	0.0	0	2076519	566	0.000273	0.000755	2095987	545	4291	51.779
GCA_052086065.1	disagreement_141	87.28264	0.14001727	98.94	0.44	3668688	131	3668688	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	3645788	68610	0.018819	0.004752	3668688	131	58518	63.236
GCA_052109275.1	disagreement_141	84.554596	0.26167333	91.72	1.7	3538844	172	3513434	0.718	Actinomycetota	99.282	0.0	1	unresolved			0	0	0.0	0	3519648	66185	0.018804	0.004617	3538844	172	46486	63.182
GCA_052271025.1	agree_clean	96.86636	0.040370226	99.97	0.03	2658611	221	2636983	0.814	Bacillota	98.977	0.057	2	unresolved			0	0	0.0	0	2646541	36150	0.013659	0.011202	2658611	221	27535	41.16
GCA_052347385.1	agree_clean	99.92682	0.19849241	99.99	0.24	4863133	47	4863133	0.0	Bacteroidota	100.0	0.0	1	unresolved			0	0	0.0	0	4861225	100845	0.020745	0.001503	4863133	47	199749	41.288
GCA_052733055.1	disagreement_141	83.08392	0.1269728	91.79	1.02	2769163	148	2570397	7.178	Bacteroidota	67.65	18.647	6	unresolved			0	0	0.0	0	2764131	1364	0.000493	0.000206	2769163	148	34121	35.786
GCA_052746475.1	agree_clean	99.76361	0.39822757	99.98	0.71	4463789	187	4374618	1.998	Chloroflexota	95.315	1.857	3	unresolved			0	0	0.0	0	4445639	5778	0.0013	0.000953	4463789	187	40482	58.292
GCA_052846675.1	v5hq_only	99.44365	0.0041395426	82.99	3.0	1977850	180	1140622	42.33	Bacillota	20.73	33.366	9	unresolved			0	0	0.0	0	1971730	430	0.000218	0.000276	1977850	180	15493	50.615
GCA_053492575.1	agree_clean	99.82562	2.6068807	97.88	0.33	4743184	135	4188684	11.69	Pseudomonadota	32.114	29.542	11	unresolved			0	0	0.0	0	4738594	1302	0.000275	0.00018	4743184	135	54576	55.283
GCA_053497875.1	disagreement_141	85.47356	2.6081114	95.65	1.32	2373738	48	2344613	1.227	Actinomycetota	81.868	13.006	7	unresolved			0	0	0.0	0	2372106	1446	0.00061	0.000135	2373738	48	66067	65.277
