accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_964563855.1	disagreement_141	83.389534	2.8383374	95.37	1.86	3570098	99	3516500	1.501	Pseudomonadota	63.964	23.252	5	unresolved			0	0	0.0	0	3564800	5662	0.001588	0.000315	3570098	99	56000	65.194
GCA_964564625.1	disagreement_141	89.36011	24.121649	92.66	3.59	3047838	78	2913116	4.42	Pseudomonadota	42.938	37.902	6	unresolved			0	0	0.0	0	3039467	1968	0.000647	0.000201	3047838	78	80153	47.384
GCA_964567265.1	disagreement_141	99.9413	14.08636	100.0	0.09	962716	4	962716	0.0	Pseudomonadota	89.757	10.243	3	unresolved			0	0	0.0	0	962580	779	0.000809	6.8e-05	962716	4	621860	56.208
GCA_964591885.1	disagreement_141	69.80404	0.2760172	94.04	0.0	522395	58	282611	45.901	Pseudomonadota	21.761	21.714	6	unresolved			0	0	0.0	0	520423	297	0.000571	0.000355	522395	58	13027	36.051
GCA_964636735.1	disagreement_141	78.1299	0.5703211	93.87	0.4	691922	87	353809	48.866	Bacillota	17.299	17.975	7	unresolved			0	0	0.0	0	688522	482	0.0007	0.000551	691922	87	10964	39.347
GCA_964646075.1	disagreement_141	57.37428	2.7922063	93.98	0.06	432397	29	285362	34.005	Pseudomonadota	13.037	16.134	3	unresolved			0	0	0.0	0	430415	269	0.000625	0.000549	432397	29	18284	36.349
GCA_964937175.1	disagreement_141	99.78262	6.214717	100.0	0.34	896620	10	858256	4.279	Pseudomonadota	58.305	19.916	2	unresolved			0	0	0.0	0	896280	464	0.000518	0.000107	896620	10	178574	49.112
GCA_965201135.1	disagreement_141	89.86245	0.009307265	97.04	1.68	2943307	1	2943307	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2943273	6111	0.002076	5e-06	2943307	1	2943307	67.851
GCA_965249325.1	disagreement_141	60.07708	45.04595	91.14	1.85	2794567	20	2787982	0.236	Actinomycetota	69.787	21.408	2	unresolved			0	0	0.0	0	2793887	4297	0.001538	0.000186	2794567	20	327190	64.998
GCA_965283735.1	disagreement_141	87.86977	0.18814504	99.96	0.08	5084302	2	5084302	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	5084234	155275	0.03054	0.002971	5084302	2	3227922	66.288
GCA_965321045.1	disagreement_141	85.12752	0.11677146	96.79	2.58	1748702	122	1367330	21.809	Bacillota	40.948	24.918	11	unresolved			0	0	0.0	0	1744554	1298	0.000744	0.000365	1748702	122	23949	45.736
GCA_965334145.1	disagreement_141	92.79599	12.060195	96.52	0.23	1681488	84	1514882	9.908	Bacillota	77.507	4.704	6	unresolved			0	0	0.0	0	1678632	2936	0.001749	0.000327	1681488	84	36194	27.439
GCA_965658445.1	disagreement_141	99.66872	13.964706	99.57	0.04	2588811	38	2542232	1.799	Bacteroidota	97.895	0.239	2	unresolved			0	0	0.0	0	2579890	3060	0.001186	0.000103	2588811	38	155231	44.183
GCA_977085625.1	disagreement_141	88.82126	4.40948	97.79	0.7	1920175	42	1909760	0.542	Pseudomonadota	94.127	1.693	2	unresolved			0	0	0.0	0	1918747	3390	0.001767	0.000621	1920175	42	81058	47.108
GCA_977552645.1	disagreement_141	83.88056	4.343486	97.81	0.07	2309429	77	2238407	3.075	Pseudomonadota	92.84	1.214	3	unresolved			0	0	0.0	0	2303486	6705	0.002911	0.000272	2309429	77	63746	40.816
GCA_977587715.1	disagreement_141	88.11548	29.642687	91.23	0.41	6628815	251	6355136	4.129	Pseudomonadota	46.059	29.122	13	unresolved			0	0	0.0	0	6619397	7411	0.00112	0.000388	6628815	251	45972	62.984
GCA_977600635.1	disagreement_141	61.801643	0.04428625	93.08	1.04	2117329	272	1105126	47.806	Pseudomonadota	11.295	24.95	11	unresolved			0	0	0.0	0	2107330	1573	0.000746	0.000652	2117329	272	9326	33.16
GCA_977879445.1	disagreement_141	98.92793	24.105246	92.63	1.53	3609840	1	3609840	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	3609806	7307	0.002024	2e-06	3609840	1	3609840	64.143
GCA_980315005.1	disagreement_141	74.899536	0.44040084	93.62	3.94	2594901	408	2454421	5.414	Pseudomonadota	88.563	3.781	4	unresolved			0	0	0.0	0	2580548	17886	0.006931	0.001276	2594901	408	8564	66.813
GCA_980363365.1	disagreement_141	82.906784	0.08375049	98.79	0.39	3063506	89	2981219	2.686	Pseudomonadota	95.19	0.911	2	unresolved			0	0	0.0	0	3057601	10576	0.003459	0.000317	3063506	89	62365	64.295
GCA_980407145.1	disagreement_141	99.35915	5.0718966	94.05	1.72	1712918	110	1554474	9.25	Bacillota	64.273	14.152	8	Bacillota	100.0	0.0	1	1032	0.0006	1	1707316	3533	0.002069	0.001159	1712918	110	36257	27.686
GCA_980581105.1	disagreement_141	97.301735	6.7766247	91.31	3.07	7311075	2183	6572366	10.104	Myxococcota	80.538	5.657	8	unresolved			0	0	0.0	0	7226757	76427	0.010576	0.002535	7311075	2183	3812	70.111
