dataset	sample	genome	taxid	ref_len	span_bp	union_bp	n_contigs	cami_novelty_category	completeness_pct	completeness_pct_union	contamination_pct	excluded_non_genome	scoreable_by_magicc	bin_id
marine	1	Otu304.0	65555	4023512	3965994	3965994	981	known_strain	98.57045287798321	98.57045287798321	0.0	False	True	s1__Otu304.0
marine	1	Otu312.0	76594	4560540	2646594	2646594	6957	known_strain	58.032469839098	58.032469839098	0.0	False	True	s1__Otu312.0
marine	1	Otu315.0	959	3830427	2227106	2227106	5851	known_strain	58.14249951767779	58.14249951767779	0.0	False	True	s1__Otu315.0
marine	1	Otu323.0	292691	3545181	1242106	1242106	4156	known_strain	35.036462172171184	35.036462172171184	0.0	False	False	s1__Otu323.0
marine	1	Otu327	1042877	2011320	1659201	1659201	2557	known_strain	82.49313883419843	82.49313883419843	0.0	False	True	s1__Otu327
marine	1	Otu331.0	1420916	3975896	2899679	2899679	5882	known_strain	72.93145997782638	72.93145997782638	0.0	False	True	s1__Otu331.0
marine	1	Otu336	120577	3278034	1895517	1895517	4997	known_strain	57.82481206723298	57.82481206723298	0.0	False	True	s1__Otu336
marine	1	Otu338	663	5724939	2012942	2012942	6714	known_strain	35.1609335924802	35.1609335924802	0.0	False	False	s1__Otu338
marine	1	Otu340	53953	1738505	624273	624273	2116	known_strain	35.90861113427916	35.90861113427916	0.0	False	False	s1__Otu340
marine	1	Otu345.0	80816	9446314	9445980	9445980	12	known_strain	99.99646422932797	99.99646422932797	0.0	False	True	s1__Otu345.0
marine	1	Otu35.0	421	5051681	4985381	4985381	1212	known_strain	98.68756558460441	98.68756558460441	0.0	False	True	s1__Otu35.0
marine	1	Otu351	64471	2606748	2593530	2593530	285	known_strain	99.49293142260011	99.49293142260011	0.0	False	True	s1__Otu351
marine	1	Otu352.0	1821621	5191608	2853118	2853118	7856	known_strain	54.956344932051884	54.956344932051884	0.0	False	True	s1__Otu352.0
marine	1	Otu352.1	187493	3909699	3862311	3862311	841	known_strain	98.78793738341494	98.78793738341494	0.0	False	True	s1__Otu352.1
marine	1	Otu36.0	80679	4137521	4135114	4135114	78	known_strain	99.94182506868243	99.94182506868243	0.0	False	True	s1__Otu36.0
marine	1	Otu360	55601	3469689	2507105	2507105	5139	new_strain	72.2573406434986	72.2573406434986	0.0	False	True	s1__Otu360
marine	1	Otu364	673860	1437090	1045851	1045851	2137	known_strain	72.77560904327495	72.77560904327495	0.0	False	True	s1__Otu364
marine	1	Otu368	662	5549219	4574177	4574177	7062	known_strain	82.42920310047234	82.42920310047234	0.0	False	True	s1__Otu368
marine	1	Otu37.0	1191459	7327614	7300682	7300682	608	known_strain	99.63245880582683	99.63245880582683	0.0	False	True	s1__Otu37.0
marine	1	Otu370.0	96345	2847905	218301	218301	877	known_strain	7.665318892308557	7.665318892308557	0.0	False	False	s1__Otu370.0
marine	1	Otu370.1	669041	2638676	785389	785389	2765	new_strain	29.764510686420007	29.764510686420007	0.0	False	False	s1__Otu370.1
marine	1	Otu371	662	5877040	4288171	4288171	8810	known_strain	72.964808815322	72.964808815322	0.0	False	True	s1__Otu371
marine	1	Otu376	160232	490885	465869	465869	303	known_strain	94.90389806166414	94.90389806166414	0.0	False	True	s1__Otu376
marine	1	Otu382.0	897	4455399	4451267	4451267	113	known_strain	99.90725858671692	99.90725858671692	0.0	False	True	s1__Otu382.0
marine	1	Otu383	293091	3260476	2379178	2379178	4864	known_strain	72.97026569126716	72.97026569126716	0.0	False	True	s1__Otu383
marine	1	Otu388	73913	1761737	1025384	1025384	2701	known_strain	58.20301214085871	58.20301214085871	0.0	False	True	s1__Otu388
marine	1	Otu39.0	879567	3646098	3574091	3574091	1192	known_strain	98.02509422401702	98.02509422401702	0.0	False	True	s1__Otu39.0
marine	1	Otu391	1760	3112009	2581929	2581929	4009	new_order	82.96663023789456	82.96663023789456	0.0	False	True	s1__Otu391
marine	1	Otu393.0	192843	4969784	4084526	4084526	6305	known_strain	82.18719364865757	82.18719364865757	0.0	False	True	s1__Otu393.0
marine	1	Otu394.0	314275	4652214	2558881	2558881	7015	known_strain	55.00351015666949	55.00351015666949	0.0	False	True	s1__Otu394.0
marine	1	Otu394.1	28108	4601785	309557	309557	1275	known_strain	6.726889674332894	6.726889674332894	0.0	False	False	s1__Otu394.1
marine	1	Otu395	40269	4898104	2846361	2846361	7531	new_strain	58.11148558707614	58.11148558707614	0.0	False	True	s1__Otu395
marine	1	Otu398	2261	1908256	1767588	1767588	1561	known_strain	92.62845236697801	92.62845236697801	0.0	False	True	s1__Otu398
marine	1	Otu399.0	1238	3515768	1235692	1235692	4100	known_strain	35.14714281488426	35.14714281488426	0.0	False	False	s1__Otu399.0
marine	1	Otu4.0	1335757	1926631	1926629	1926629	1	known_strain	99.99989619184991	99.99989619184991	0.0	False	True	s1__Otu4.0
marine	1	Otu40.0	1263979	1481191	1476588	1476588	104	known_strain	99.68923656705988	99.68923656705988	0.0	False	True	s1__Otu40.0
marine	1	Otu40.1	171437	6512983	5499801	5499801	7919	known_strain	84.4436566163308	84.4436566163308	0.0	False	True	s1__Otu40.1
marine	1	Otu405.0	1238	3515553	3345363	3345363	2158	known_strain	95.15894085510871	95.15894085510871	0.0	False	True	s1__Otu405.0
marine	1	Otu413	2742	4768422	4750556	4750556	415	known_strain	99.62532678525517	99.62532678525517	0.0	False	True	s1__Otu413
marine	1	Otu415.0	187145	4978541	4099796	4099796	6351	known_strain	82.34934692714191	82.34934692714191	0.0	False	True	s1__Otu415.0
marine	1	Otu42.0	1736674	3994770	3296987	3296987	5078	known_strain	82.53258635666134	82.53258635666134	0.0	False	True	s1__Otu42.0
marine	1	Otu429.0	99286	3685209	1300636	1300636	4391	new_strain	35.29341212397994	35.29341212397994	0.0	False	False	s1__Otu429.0
marine	1	Otu433	1311	1840649	1064355	1064355	2796	known_strain	57.82498455707742	57.82498455707742	0.0	False	True	s1__Otu433
marine	1	Otu438	28173	6322155	5610728	5610728	6556	known_strain	88.74708070270343	88.74708070270343	0.0	False	True	s1__Otu438
marine	1	Otu44.0	104267	2800535	2475843	2475843	2945	new_species	88.40607241116429	88.40607241116429	0.0	False	True	s1__Otu44.0
marine	1	Otu445	187878	2045438	714201	714201	2393	known_strain	34.91677577125291	34.91677577125291	0.0	False	False	s1__Otu445
marine	1	Otu447.0	1336794	2735158	77699	77699	328	known_strain	2.8407499676435513	2.8407499676435513	0.0	False	False	s1__Otu447.0
marine	1	Otu447.1	143222	4086550	1361995	1361995	4640	known_strain	33.32872471889491	33.32872471889491	0.0	False	False	s1__Otu447.1
marine	1	Otu450.0	545619	2986943	2847572	2847572	1836	known_strain	95.33399197775117	95.33399197775117	0.0	False	True	s1__Otu450.0
marine	1	Otu453	1188228	3049282	2838269	2838269	1869	new_strain	93.07991192680768	93.07991192680768	0.0	False	True	s1__Otu453
marine	1	Otu454.0	1208324	4969388	4588657	4588657	4048	known_strain	92.33847306750852	92.33847306750852	0.0	False	True	s1__Otu454.0
marine	1	Otu46	1007084	1772718	1251939	1251939	2538	known_strain	70.62256941036307	70.62256941036307	0.0	False	True	s1__Otu46
marine	1	Otu465	713887	1443806	1038892	1038892	2125	known_strain	71.95509646032777	71.95509646032777	0.0	False	True	s1__Otu465
marine	1	Otu467	668	4503336	3281285	3281285	6685	known_strain	72.86342835622303	72.86342835622303	0.0	False	True	s1__Otu467
marine	1	Otu47.0	1263979	1518636	1518601	1518601	1	known_strain	99.99769530025628	99.99769530025628	0.0	False	True	s1__Otu47.0
marine	1	Otu470	229980	1595994	561701	561701	1864	known_strain	35.19443055550334	35.19443055550334	0.0	False	False	s1__Otu470
marine	1	Otu473	80852	4470808	2586224	2586224	6834	new_strain	57.84690373641632	57.84690373641632	0.0	False	True	s1__Otu473
marine	1	Otu479	55601	3384796	1198004	1198004	4096	new_strain	35.39368399159063	35.39368399159063	0.0	False	False	s1__Otu479
marine	1	Otu48.0	1335746	1739487	1739483	1739483	1	known_strain	99.99977004714609	99.99977004714609	0.0	False	True	s1__Otu48.0
marine	1	Otu483	1295392	5909413	3436203	3436203	9089	known_strain	58.147958181294825	58.147958181294825	0.0	False	True	s1__Otu483
marine	1	Otu492	1219	1641879	1345743	1345743	2113	known_strain	81.96359171412753	81.96359171412753	0.0	False	True	s1__Otu492
marine	1	Otu496.0	1510	3035622	1071964	1071964	3564	new_strain	35.312828804113295	35.312828804113295	0.0	False	False	s1__Otu496.0
marine	1	Otu497.0	104267	2673030	60960	60960	252	new_species	2.280558018428525	2.280558018428525	0.0	False	False	s1__Otu497.0
marine	1	Otu497.1	96345	2684585	905362	905362	3105	known_strain	33.72446765514968	33.72446765514968	0.0	False	False	s1__Otu497.1
marine	1	Otu499	13773	2222430	1291979	1291979	3393	known_strain	58.13361950657613	58.13361950657613	0.0	False	True	s1__Otu499
marine	1	Otu50.0	314275	4397537	4394930	4394930	58	known_strain	99.94071681488978	99.94071681488978	0.0	False	True	s1__Otu50.0
marine	1	Otu501	1501268	1780061	1471068	1471068	2281	known_strain	82.64143756871253	82.64143756871253	0.0	False	True	s1__Otu501
marine	1	Otu503	32051	2366980	2251659	2251659	1414	known_strain	95.12792672519413	95.12792672519413	0.0	False	True	s1__Otu503
marine	1	Otu506.0	1896164	2992353	1745241	1745241	4624	known_strain	58.32336626059826	58.32336626059826	0.0	False	True	s1__Otu506.0
marine	1	Otu522	670	5103524	3700672	3700672	7568	known_strain	72.51209164491046	72.51209164491046	0.0	False	True	s1__Otu522
marine	1	Otu523	39960	3052398	2511066	2511066	3890	known_strain	82.26535333858821	82.26535333858821	0.0	False	True	s1__Otu523
marine	1	Otu525.0	58049	4337945	2530963	2530963	6743	known_strain	58.34474618742285	58.34474618742285	0.0	False	True	s1__Otu525.0
marine	1	Otu526	32003	1352831	471925	471925	1569	known_strain	34.88425383510579	34.88425383510579	0.0	False	False	s1__Otu526
marine	1	Otu53.0	1384459	3424964	3381189	3381189	812	known_strain	98.72188437601096	98.72188437601096	0.0	False	True	s1__Otu53.0
marine	1	Otu536	662	5340866	4391687	4391687	6865	known_strain	82.22799448628743	82.22799448628743	0.0	False	True	s1__Otu536
marine	1	Otu54	55601	3468533	3460110	3460110	201	new_strain	99.75715958302833	99.75715958302833	0.0	False	True	s1__Otu54
marine	1	Otu549	497	3514998	2027797	2027797	5386	known_strain	57.689847903185154	57.689847903185154	0.0	False	True	s1__Otu549
marine	1	Otu554	2234	2178400	1584088	1584088	3242	known_strain	72.71795813441058	72.71795813441058	0.0	False	True	s1__Otu554
marine	1	Otu581	40269	4070544	2359759	2359759	6294	new_strain	57.971588072749	57.971588072749	0.0	False	True	s1__Otu581
marine	1	Otu583	1219	1704176	1511484	1511484	1786	known_strain	88.69295190168151	88.69295190168151	0.0	False	True	s1__Otu583
marine	1	Otu589	1434102	3914091	2272626	2272626	6002	known_strain	58.062676621468434	58.062676621468434	0.0	False	True	s1__Otu589
marine	1	Otu592.0	1543721	3962284	2877548	2877548	5887	known_strain	72.62346666720508	72.62346666720508	0.0	False	True	s1__Otu592.0
marine	1	Otu595.0	1380358	5528722	3964253	3964253	8272	new_strain	71.70288178714719	71.70288178714719	0.0	False	True	s1__Otu595.0
marine	1	Otu595.1	2746	4061296	134418	134418	556	known_strain	3.309731671860411	3.309731671860411	0.0	False	False	s1__Otu595.1
marine	1	Otu597.0	1307761	3782798	3750615	3750615	626	known_strain	99.14922763520548	99.14922763520548	0.0	False	True	s1__Otu597.0
marine	1	Otu6	1292	2466627	2465767	2465767	47	new_strain	99.9651345744614	99.9651345744614	0.0	False	True	s1__Otu6
marine	1	Otu60.0	28223	5197905	5197659	5197659	16	known_strain	99.9952673240469	99.9952673240469	0.0	False	True	s1__Otu60.0
marine	1	Otu605	73919	2844696	1005669	1005669	3384	known_strain	35.35242430122586	35.35242430122586	0.0	False	False	s1__Otu605
marine	1	Otu61.0	1288970	4052370	4009597	4009597	812	known_strain	98.94449420956131	98.94449420956131	0.0	False	True	s1__Otu61.0
marine	1	Otu61.1	168934	5816658	1235011	1235011	4633	new_species	21.23231243782942	21.23231243782942	0.0	False	False	s1__Otu61.1
marine	1	Otu616	80854	5213431	1837056	1837056	6207	known_strain	35.236986928569685	35.236986928569685	0.0	False	False	s1__Otu616
marine	1	Otu618.0	1620421	5119813	2972328	2972328	7838	known_strain	58.055401632833075	58.055401632833075	0.0	False	True	s1__Otu618.0
marine	1	Otu625	309805	1983966	1154042	1154042	3096	known_strain	58.16843635425204	58.16843635425204	0.0	False	True	s1__Otu625
marine	1	Otu626.0	979	3824196	1360246	1360246	4557	known_strain	35.56946348984205	35.56946348984205	0.0	False	False	s1__Otu626.0
marine	1	Otu634.0	208216	2902643	2380985	2380985	3728	known_strain	82.02817225542377	82.02817225542377	0.0	False	True	s1__Otu634.0
marine	1	Otu635	80854	5303500	3849080	3849080	7881	known_strain	72.57622324879796	72.57622324879796	0.0	False	True	s1__Otu635
marine	1	Otu639	110662	2510659	2225376	2225376	2646	known_strain	88.63712674640404	88.63712674640404	0.0	False	True	s1__Otu639
marine	1	Otu64.0	2296	5657782	5628957	5628957	663	known_strain	99.49052473213001	99.49052473213001	0.0	False	True	s1__Otu64.0
marine	1	Otu644	2335	1851618	654638	654638	2174	known_strain	35.35491661887063	35.35491661887063	0.0	False	False	s1__Otu644
marine	1	Otu648.0	398743	5128187	1811466	1811466	6038	known_strain	35.32371186932146	35.32371186932146	0.0	False	False	s1__Otu648.0
marine	1	Otu659	80854	5135524	4742979	4742979	4164	known_strain	92.35628146222274	92.35628146222274	0.0	False	True	s1__Otu659
marine	1	Otu660	1219	2410873	2339246	2339246	1057	known_strain	97.02900152766239	97.02900152766239	0.0	False	True	s1__Otu660
marine	1	Otu662	573570	2237379	1312295	1312295	3474	known_strain	58.653227727622365	58.653227727622365	0.0	False	True	s1__Otu662
marine	1	Otu67.0	1229	3522111	3522072	3522072	2	known_strain	99.99889270951427	99.99889270951427	0.0	False	True	s1__Otu67.0
marine	1	Otu677	999	4919337	1730282	1730282	5811	known_strain	35.17307311940613	35.17307311940613	0.0	False	False	s1__Otu677
marine	1	Otu68	80852	4508217	4481535	4481535	428	new_strain	99.40814738953338	99.40814738953338	0.0	False	True	s1__Otu68
marine	1	Otu681	2336	1869612	1357401	1357401	2724	new_strain	72.60335299516692	72.60335299516692	0.0	False	True	s1__Otu681
marine	1	Otu683.0	1792508	5522061	4547418	4547418	7130	known_strain	82.35001388068694	82.35001388068694	0.0	False	True	s1__Otu683.0
marine	1	Otu684	2748	2533435	1840262	1840262	3792	new_strain	72.63900593463025	72.63900593463025	0.0	False	True	s1__Otu684
marine	1	Otu687	84156	1563423	912071	912071	2368	known_strain	58.33808252788913	58.33808252788913	0.0	False	True	s1__Otu687
marine	1	Otu689.0	1881061	4626254	2687904	2687904	7147	known_strain	58.10108999635558	58.10108999635558	0.0	False	True	s1__Otu689.0
marine	1	Otu69.0	1124597	4719581	4660072	4660072	1088	known_strain	98.73910417047615	98.73910417047615	0.0	False	True	s1__Otu69.0
marine	1	Otu692	55601	4052047	2940313	2940313	5996	new_strain	72.5636449922718	72.5636449922718	0.0	False	True	s1__Otu692
marine	1	Otu696	1386	3982168	3686123	3686123	3163	known_strain	92.56573303788288	92.56573303788288	0.0	False	True	s1__Otu696
marine	1	Otu70.0	191026	3708362	3708124	3708124	4	known_strain	99.99358207208465	99.99358207208465	0.0	False	True	s1__Otu70.0
marine	1	Otu703	80852	4664454	2702224	2702224	7123	new_strain	57.932268171151435	57.932268171151435	0.0	False	True	s1__Otu703
marine	1	Otu71	161895	2791883	2789310	2789310	76	known_strain	99.90783997753488	99.90783997753488	0.0	False	True	s1__Otu71
marine	1	Otu712	120577	3277545	2696345	2696345	4240	known_strain	82.26721524799812	82.26721524799812	0.0	False	True	s1__Otu712
marine	1	Otu713	2280	1570485	1149804	1149804	2347	known_strain	73.21330671735164	73.21330671735164	0.0	False	True	s1__Otu713
marine	1	Otu716.0	531813	3948887	2286815	2286815	6058	known_strain	57.910368161965636	57.910368161965636	0.0	False	True	s1__Otu716.0
marine	1	Otu717	1183377	1736885	615210	615210	2053	known_strain	35.4203070439321	35.4203070439321	0.0	False	False	s1__Otu717
marine	1	Otu719.0	290400	4404049	1546615	1546615	5202	known_strain	35.118024345324045	35.118024345324045	0.0	False	False	s1__Otu719.0
marine	1	Otu72.0	1427356	3653837	3653313	3653313	17	known_strain	99.98565891144023	99.98565891144023	0.0	False	True	s1__Otu72.0
marine	1	Otu722	1763538	4757181	1671863	1671863	5605	known_strain	35.14398548215845	35.14398548215845	0.0	False	False	s1__Otu722
marine	1	Otu724	2420	1766633	627425	627425	2114	known_strain	35.51529944249881	35.51529944249881	0.0	False	False	s1__Otu724
marine	1	Otu73	29498	5540337	5430665	5430665	1830	known_strain	98.02048142558837	98.02048142558837	0.0	False	True	s1__Otu73
marine	1	Otu747	1346	2086959	1854507	1854507	2129	known_strain	88.86168822674523	88.86168822674523	0.0	False	True	s1__Otu747
marine	1	Otu75.0	44012	4279159	4279149	4279149	1	known_strain	99.99976630922104	99.99976630922104	0.0	False	True	s1__Otu75.0
marine	1	Otu754	1612552	7120854	2512820	2512820	8425	known_strain	35.28818313084358	35.28818313084358	0.0	False	False	s1__Otu754
marine	1	Otu76.0	59732	3085408	1786435	1786435	4713	new_species	57.89947391074373	57.89947391074373	0.0	False	True	s1__Otu76.0
marine	1	Otu766	80854	5168427	1811689	1811689	6053	known_strain	35.05300548890407	35.05300548890407	0.0	False	False	s1__Otu766
marine	1	Otu767	1427364	1714148	990011	990011	2573	known_strain	57.75528134093439	57.75528134093439	0.0	False	True	s1__Otu767
marine	1	Otu769	80852	4559204	2639419	2639419	6988	new_strain	57.892101340497156	57.892101340497156	0.0	False	True	s1__Otu769
marine	1	Otu771	1218	1569623	545473	545473	1834	known_strain	34.751848055233644	34.751848055233644	0.0	False	False	s1__Otu771
marine	1	Otu775.0	1774	5029817	3668585	3668585	7567	known_strain	72.93674899106668	72.93674899106668	0.0	False	True	s1__Otu775.0
marine	1	Otu778	40269	4092501	2373440	2373440	6309	new_strain	57.99485449117789	57.99485449117789	0.0	False	True	s1__Otu778
marine	1	Otu78	45658	4802851	4703030	4703030	1631	known_strain	97.92163029833738	97.92163029833738	0.0	False	True	s1__Otu78
marine	1	Otu79.0	314275	4438767	3724384	3724384	5529	known_strain	83.9058233964522	83.9058233964522	0.0	False	True	s1__Otu79.0
marine	1	Otu79.1	226	4143824	2921807	2921807	6246	known_strain	70.5099203054956	70.5099203054956	0.0	False	True	s1__Otu79.1
marine	1	Otu796	286	6424625	4676027	4676027	9516	new_species	72.78287837811546	72.78287837811546	0.0	False	True	s1__Otu796
marine	1	Otu80.0	119864	4684316	3856056	3856056	6023	known_strain	82.31844307685476	82.31844307685476	0.0	False	True	s1__Otu80.0
marine	1	Otu800.0	188908	4406383	1547243	1547243	5181	known_strain	35.113674866665015	35.113674866665015	0.0	False	False	s1__Otu800.0
marine	1	Otu805	294	6015785	4390277	4390277	8983	new_strain	72.97928699247065	72.97928699247065	0.0	False	True	s1__Otu805
marine	1	Otu812	1760	4126205	1451427	1451427	4898	new_order	35.17583348379443	35.17583348379443	0.0	False	False	s1__Otu812
marine	1	Otu82	1548547	4059891	4024788	4024788	711	known_strain	99.13537087572055	99.13537087572055	0.0	False	True	s1__Otu82
marine	1	Otu829.0	97084	3437906	1214669	1214669	4091	known_strain	35.33165246519248	35.33165246519248	0.0	False	False	s1__Otu829.0
marine	1	Otu83	414778	3319331	2414329	2414329	4903	known_strain	72.73540963525481	72.73540963525481	0.0	False	True	s1__Otu83
marine	1	Otu833	1229909	1690905	1683322	1683322	154	known_strain	99.55154192577348	99.55154192577348	0.0	False	True	s1__Otu833
marine	1	Otu85.0	1790137	3427057	3071599	3071599	3367	known_strain	89.62789355414864	89.62789355414864	0.0	False	True	s1__Otu85.0
marine	1	Otu85.1	326319	3293944	1769649	1769649	4976	known_strain	53.72431953912999	53.72431953912999	0.0	False	True	s1__Otu85.1
marine	1	Otu852.0	1008	4400185	1554339	1554339	5276	known_strain	35.324401133134174	35.324401133134174	0.0	False	False	s1__Otu852.0
marine	1	Otu854	50339	1584804	1302528	1302528	2000	known_strain	82.18858609645105	82.18858609645105	0.0	False	True	s1__Otu854
marine	1	Otu856.0	1397108	3096705	1796567	1796567	4741	known_strain	58.01543899079829	58.01543899079829	0.0	False	True	s1__Otu856.0
marine	1	Otu86.0	187493	3764053	3758313	3758313	150	known_strain	99.84750480399718	99.84750480399718	0.0	False	True	s1__Otu86.0
marine	1	Otu862.0	669041	2918253	1024616	1024616	3402	new_strain	35.11059527737999	35.11059527737999	0.0	False	False	s1__Otu862.0
marine	1	Otu87.0	314275	4971381	4404088	4404088	5196	known_strain	88.58882471490317	88.58882471490317	0.0	False	True	s1__Otu87.0
marine	1	Otu870	1096	2736403	2531267	2531267	2205	known_strain	92.50344338900373	92.50344338900373	0.0	False	True	s1__Otu870
marine	1	Otu873.0	2724	3540114	680709	680709	2565	known_strain	19.22844857538486	19.22844857538486	0.0	False	False	s1__Otu873.0
marine	1	Otu873.1	74318	3368780	670244	670244	2507	known_strain	19.895748609288823	19.895748609288823	0.0	False	False	s1__Otu873.1
marine	1	Otu88.0	1298608	3393928	3390159	3390159	83	new_species	99.8889487343279	99.8889487343279	0.0	False	True	s1__Otu88.0
marine	1	Otu89	342949	1861320	1854902	1854902	142	known_strain	99.65519093976317	99.65519093976317	0.0	False	True	s1__Otu89
marine	1	Otu894.0	35806	4346304	2501283	2501283	6619	known_strain	57.54965598356673	57.54965598356673	0.0	False	True	s1__Otu894.0
marine	1	Otu895.0	1634516	3258499	1156213	1156213	3888	known_strain	35.48299385698753	35.48299385698753	0.0	False	False	s1__Otu895.0
marine	1	Otu9	387093	2562277	2562268	2562268	1	known_strain	99.99964874992048	99.99964874992048	0.0	False	True	s1__Otu9
marine	1	Otu90.0	81032	3705021	3427860	3427860	2987	known_strain	92.51931365571207	92.51931365571207	0.0	False	True	s1__Otu90.0
marine	1	Otu903	56812	4911753	4746639	4746639	2215	known_strain	96.63838959328777	96.63838959328777	0.0	False	True	s1__Otu903
marine	1	Otu921.0	67572	4511843	1592618	1592618	5359	new_species	35.29861300581603	35.29861300581603	0.0	False	False	s1__Otu921.0
marine	1	Otu923	670	5232572	4329118	4329118	6709	known_strain	82.73403595784254	82.73403595784254	0.0	False	True	s1__Otu923
marine	1	Otu924	511678	4642546	3814903	3814903	5977	new_species	82.17264837009692	82.17264837009692	0.0	False	True	s1__Otu924
marine	1	Otu928.0	1850252	3019213	2801887	2801887	2435	known_strain	92.8018990379281	92.8018990379281	0.0	False	True	s1__Otu928.0
marine	1	Otu93	39960	3251353	3251327	3251327	1	known_strain	99.99920033290756	99.99920033290756	0.0	False	True	s1__Otu93
marine	1	Otu931	269261	2101285	1219111	1219111	3202	known_strain	58.01740363634633	58.01740363634633	0.0	False	True	s1__Otu931
marine	1	Otu936	2189	1854197	649182	649182	2145	known_strain	35.01149014910498	35.01149014910498	0.0	False	False	s1__Otu936
marine	1	Otu953.0	1763536	3861670	2241397	2241397	5873	known_strain	58.04216828470584	58.04216828470584	0.0	False	True	s1__Otu953.0
marine	1	Otu954	387092	1877931	662029	662029	2243	known_strain	35.25310567853664	35.25310567853664	0.0	False	False	s1__Otu954
marine	1	Otu958	511678	4328876	2508497	2508497	6625	new_species	57.94799851046785	57.94799851046785	0.0	False	True	s1__Otu958
marine	1	Otu971.0	390884	5608040	3245761	3245761	8530	known_strain	57.87692313178936	57.87692313178936	0.0	False	True	s1__Otu971.0
marine	1	Otu972	246432	2852731	992846	992846	3313	new_strain	34.80335159536598	34.80335159536598	0.0	False	False	s1__Otu972
marine	1	Otu974	1501269	1929203	682106	682106	2326	known_strain	35.35688053564088	35.35688053564088	0.0	False	False	s1__Otu974
marine	1	Otu980	1408	3705251	3523525	3523525	2283	new_strain	95.0954469751172	95.0954469751172	0.0	False	True	s1__Otu980
marine	1	Otu987	1155739	9384763	5390147	5390147	14269	known_strain	57.435089197244515	57.435089197244515	0.0	False	True	s1__Otu987
marine	1	Otu99.0	983544	3296168	2401793	2401793	4876	known_strain	72.86621919756517	72.86621919756517	0.0	False	True	s1__Otu99.0
marine	1	Otu997	582419	1957742	696298	696298	2365	known_strain	35.56638208711873	35.56638208711873	0.0	False	False	s1__Otu997
marine	1	Otu999	62322	5112127	2958961	2958961	7756	new_strain	57.881210697621555	57.881210697621555	0.0	False	True	s1__Otu999
marine	1	RNODE_100_length_1999_cov_6.33080	32644	19770	16435	16435	23	unknown	83.13100657561962	83.13100657561962	0.0	False	True	s1__RNODE_100_length_1999_cov_6.33080
marine	1	RNODE_107_length_1496_cov_161.33989	45202	14740	14443	14443	10	plasmid	97.98507462686567	97.98507462686567	0.0	True	False	s1__RNODE_107_length_1496_cov_161.33989
marine	1	RNODE_108_length_2015_cov_7.02007	32644	19930	19486	19486	10	unknown	97.7722027094832	97.7722027094832	0.0	False	True	s1__RNODE_108_length_2015_cov_7.02007
marine	1	RNODE_109_length_1521_cov_3.43229	45202	14990	14887	14887	10	plasmid	99.31287525016678	99.31287525016678	0.0	True	False	s1__RNODE_109_length_1521_cov_3.43229
marine	1	RNODE_10_length_6468_cov_8.06035	32644	64460	62955	62955	25	unknown	97.66521874030407	97.66521874030407	0.0	False	True	s1__RNODE_10_length_6468_cov_8.06035
marine	1	RNODE_110_length_1672_cov_10.73939	45202	16500	15533	15533	10	plasmid	94.13939393939394	94.13939393939394	0.0	True	False	s1__RNODE_110_length_1672_cov_10.73939
marine	1	RNODE_114_length_10406_cov_5.47746	32644	103840	101450	101450	35	unknown	97.69838212634822	97.69838212634822	0.0	False	True	s1__RNODE_114_length_10406_cov_5.47746
marine	1	RNODE_122_length_6709_cov_4.03320	45202	66870	60080	60080	60	plasmid	89.84596979213399	89.84596979213399	0.0	True	False	s1__RNODE_122_length_6709_cov_4.03320
marine	1	RNODE_125_length_3363_cov_4.82640	45202	33410	33360	33360	10	plasmid	99.85034420832086	99.85034420832086	0.0	True	False	s1__RNODE_125_length_3363_cov_4.82640
marine	1	RNODE_126_length_3157_cov_3.75885	32644	31350	26162	26162	40	unknown	83.45135566188198	83.45135566188198	0.0	False	True	s1__RNODE_126_length_3157_cov_3.75885
marine	1	RNODE_133_length_1956_cov_5.95398	45202	19340	18582	18582	10	plasmid	96.08066184074457	96.08066184074457	0.0	True	False	s1__RNODE_133_length_1956_cov_5.95398
marine	1	RNODE_134_length_2327_cov_32.11800	32644	23050	22439	22439	10	unknown	97.34924078091106	97.34924078091106	0.0	False	True	s1__RNODE_134_length_2327_cov_32.11800
marine	1	RNODE_137_length_1431_cov_4.57559	32644	14090	6884	6884	21	unknown	48.85734563520227	48.85734563520227	0.0	False	False	s1__RNODE_137_length_1431_cov_4.57559
marine	1	RNODE_139_length_3589_cov_11.15335	45202	35670	35318	35318	10	plasmid	99.01317633865993	99.01317633865993	0.0	True	False	s1__RNODE_139_length_3589_cov_11.15335
marine	1	RNODE_142_length_2406_cov_5.09941	32644	23840	22194	22194	20	unknown	93.09563758389261	93.09563758389261	0.0	False	True	s1__RNODE_142_length_2406_cov_5.09941
marine	1	RNODE_146_length_5606_cov_4.42067	45202	55840	55810	55810	10	plasmid	99.94627507163324	99.94627507163324	0.0	True	False	s1__RNODE_146_length_5606_cov_4.42067
marine	1	RNODE_147_length_1816_cov_3.48216	32644	17940	17330	17330	10	unknown	96.59977703455964	96.59977703455964	0.0	False	True	s1__RNODE_147_length_1816_cov_3.48216
marine	1	RNODE_149_length_1949_cov_4.19357	45202	19270	18730	18730	10	plasmid	97.19771665801764	97.19771665801764	0.0	True	False	s1__RNODE_149_length_1949_cov_4.19357
