dataset	bin_id	sample	dominant	contaminant	dominant_taxid	contaminant_taxid	distance_rank	target_completeness	target_contamination	ref_len	dominant_bp	contaminant_bp	completeness_pct	contamination_pct	n_contigs_dominant	n_contigs_contaminant	cont_shortfall_rel	scoreable_by_magicc	in_domain
marine	s2__Otu85.0__X__Otu249.0__c60__k10__phylum	2	Otu85.0	Otu249.0	1790137	1006	phylum	60.0	10.0	3427057	2056454	357171	60.00641366630319	10.422091024456261	3622	9	-0.042209102445626104	True	True
marine	s2__Otu2.0__X__Otu1739__c60__k10__phylum	2	Otu2.0	Otu1739	133539	1348774	phylum	60.0	10.0	4145260	4145248	414739	99.9997105127302	10.005138399038902	2	1337	-0.0005138399038902008	True	True
marine	s2__Otu79.0__X__Otu683.0__c60__k15__phylum	2	Otu79.0	Otu683.0	314275	1792508	phylum	60.0	15.0	4438767	2663946	666082	60.01545023651838	15.00601405750741	3649	2132	-0.0004009371671607198	True	True
marine	s2__Otu185.0__X__Otu2468.0__c60__k15__phylum	2	Otu185.0	Otu2468.0	28229	1917485	phylum	60.0	15.0	5373180	3223993	806116	60.00158193099803	15.002586922455604	7616	2576	-0.00017246149704028824	True	True
marine	s2__Otu843__X__Otu90.0__c60__k15__phylum	2	Otu843	Otu90.0	80852	81032	phylum	60.0	15.0	5004674	3002883	751146	60.00157053186681	15.008889689917865	5126	432	-0.0005926459945243323	True	True
marine	s2__Otu1089__X__Otu1027__c60__k20__phylum	2	Otu1089	Otu1027	228	1007105	phylum	60.0	20.0	3850272	2310925	770217	60.01978561514615	20.00422307826564	3975	2441	-0.00021115391328194733	True	True
marine	s2__Otu205.1__X__Otu24.0__c60__k20__phylum	2	Otu205.1	Otu24.0	168697	467094	phylum	60.0	20.0	5786361	3472041	1166820	60.00387808503479	20.165005259782443	2584	84	-0.00825026298912217	True	True
marine	s2__Otu980__X__Otu605__c60__k20__phylum	2	Otu980	Otu605	1408	73919	phylum	60.0	20.0	3705251	2226647	741172	60.09436337781165	20.003287226695303	918	1747	-0.0001643613347651396	True	True
marine	s2__RNODE_90_length_1469_cov_9.25017__X__RNODE_431_length_1803_cov_5.36772__c75__k5__species	2	RNODE_90_length_1469_cov_9.25017	RNODE_431_length_1803_cov_5.36772	32644	32644	species	75.0	5.0	14470	10903	1740	75.34899792674499	12.024879060124395	8	1	-1.404975812024879	True	True
marine	s2__RNODE_14_length_1961_cov_5.54358__X__RNODE_127_length_1885_cov_8.56361__c75__k10__species	2	RNODE_14_length_1961_cov_5.54358	RNODE_127_length_1885_cov_8.56361	32644	32644	species	75.0	10.0	19390	15426	1960	79.55647240845796	10.108303249097473	8	2	-0.01083032490974727	True	True
marine	s2__RNODE_137_length_1431_cov_4.57559__X__RNODE_339_length_1478_cov_5.31250__c75__k10__species	2	RNODE_137_length_1431_cov_4.57559	RNODE_339_length_1478_cov_5.31250	32644	32644	species	75.0	10.0	14090	11827	2737	83.9389638041164	19.425124201561392	9	2	-0.9425124201561392	True	True
marine	s2__Otu172.0__X__Otu1469.1__c75__k10__species	2	Otu172.0	Otu1469.1	60890	60890	species	75.0	10.0	4540155	3407181	454719	75.04547752224319	10.015495065697097	1977	1189	-0.0015495065697097132	True	True
marine	s2__RNODE_515_length_1754_cov_11.73892__X__RNODE_462_length_1528_cov_6.07822__c75__k15__species	2	RNODE_515_length_1754_cov_11.73892	RNODE_462_length_1528_cov_6.07822	32644	32644	species	75.0	15.0	17100	13464	2868	78.73684210526316	16.771929824561404	8	2	-0.11812865497076028	True	True
marine	s2__Otu583__X__Otu492__c75__k15__species	2	Otu583	Otu492	1219	1219	species	75.0	15.0	1704176	1278159	256345	75.00158434340115	15.042167006224709	711	600	-0.0028111337483139208	True	True
marine	s2__Otu6__X__Otu2297__c75__k15__species	2	Otu6	Otu2297	1292	1292	species	75.0	15.0	2466627	1907233	370007	77.32150017007031	15.000525008442704	36	618	-3.5000562846931874e-05	True	True
marine	s2__RNODE_14_length_1961_cov_5.54358__X__RNODE_259_length_1574_cov_100.84149__c75__k20__species	2	RNODE_14_length_1961_cov_5.54358	RNODE_259_length_1574_cov_100.84149	32644	32644	species	75.0	20.0	19390	15419	4525	79.52037132542547	23.336771531717382	8	3	-0.1668385765858691	True	True
marine	s2__Otu196__X__Otu554__c75__k20__species	2	Otu196	Otu554	2234	2234	species	75.0	20.0	2316287	1741025	463886	75.16447659551687	20.027138260500532	647	1083	-0.001356913025026607	True	True
marine	s2__Otu180__X__Otu503__c75__k2__genus	2	Otu180	Otu503	316278	32051	genus	75.0	2.0	2224914	1669752	44708	75.04793443701644	2.0094259823076306	1978	98	-0.0047129911538152935	True	True
marine	s2__Otu980__X__Otu696__c75__k2__genus	2	Otu980	Otu696	1408	1386	genus	75.0	2.0	3705251	2779268	74169	75.0088995320425	2.0017267386204067	1095	241	-0.0008633693102033657	True	True
marine	s2__Otu179__X__Otu1186__c75__k2__genus	2	Otu179	Otu1186	271098	70864	genus	75.0	2.0	5226917	3922635	104624	75.04682014273423	2.001638824569053	1553	334	-0.0008194122845264218	True	True
marine	s2__Otu90.0__X__Otu1332.0__c75__k2__genus	2	Otu90.0	Otu1332.0	81032	1906738	genus	75.0	2.0	3705021	2780412	74385	75.0444329465339	2.007680928124294	1595	140	-0.0038404640621469976	True	True
marine	s2__Otu364__X__Otu2338__c75__k2__genus	2	Otu364	Otu2338	673860	379547	genus	75.0	2.0	1437090	1079315	29149	75.10420363373206	2.0283350381674077	898	64	-0.014167519083703839	True	True
marine	s2__Otu79.0__X__Otu1977.0__c75__k2__genus	2	Otu79.0	Otu1977.0	314275	226	genus	75.0	2.0	4438767	3330062	89314	75.02223027250585	2.0121353520020313	4618	289	-0.006067676001015654	True	True
marine	s2__Otu681__X__Otu644__c75__k5__genus	2	Otu681	Otu644	2336	2335	genus	75.0	5.0	1869612	1403204	93493	75.05321959850492	5.000663239217549	1680	293	-0.0001326478435098366	True	True
marine	s2__Otu2.0__X__Otu67.0__c75__k5__genus	2	Otu2.0	Otu67.0	133539	1229	genus	75.0	5.0	4145260	4079423	3481653	98.4117522181962	83.99118511263467	1	1	-15.798237022526934	True	True
marine	s2__Otu327__X__Otu2098__c75__k5__genus	2	Otu327	Otu2098	1042877	55802	genus	75.0	5.0	2011320	1509053	100592	75.02799156772667	5.001292683411889	1268	323	-0.0002585366823778301	True	True
marine	s2__Otu923__X__Otu596__c75__k10__genus	2	Otu923	Otu596	670	55601	genus	75.0	10.0	5232572	3926174	523608	75.03334880055162	10.006704160019202	4715	1667	-0.0006704160019202377	True	True
marine	s2__Otu1332.0__X__Otu90.0__c75__k10__genus	2	Otu1332.0	Otu90.0	1906738	81032	genus	75.0	10.0	3628091	2721320	365539	75.0069389108487	10.075243426915145	4752	206	-0.007524342691514541	True	True
marine	s2__Otu157.0__X__Otu595.0__c75__k10__genus	2	Otu157.0	Otu595.0	1897729	1380358	genus	75.0	10.0	3543891	2658223	356479	75.00859930511407	10.058971904045581	1050	176	-0.005897190404558117	True	True
marine	s2__Otu104__X__Otu371__c75__k10__genus	2	Otu104	Otu371	662	662	genus	75.0	10.0	5504684	4135479	550706	75.12654677362043	10.004316324061472	1609	1742	-0.0004316324061472088	True	True
marine	s2__Otu50.0__X__Otu119.0__c75__k15__genus	2	Otu50.0	Otu119.0	314275	28108	genus	75.0	15.0	4397537	3301246	659942	75.07034051106335	15.007082373610501	119	2019	-0.0004721582407000824	True	True
marine	s2__Otu1332.0__X__Otu90.0__c75__k15__genus	2	Otu1332.0	Otu90.0	1906738	81032	genus	75.0	15.0	3628091	2721407	546958	75.00933686613703	15.075641707994645	4734	316	-0.005042780532976346	True	True
marine	s2__Otu281.0__X__Otu1180.0__c75__k15__genus	2	Otu281.0	Otu1180.0	314275	28108	genus	75.0	15.0	4624578	3468806	696436	75.00805478899913	15.059449748712208	4151	69	-0.003963316580813844	True	True
marine	s2__Otu1257__X__Otu1326__c75__k15__genus	2	Otu1257	Otu1326	1720344	497	genus	75.0	15.0	3138120	2354543	471519	75.03036850088588	15.025524836526328	928	1468	-0.0017016557684218724	True	True
marine	s2__Otu248.0__X__Otu183.1__c75__k20__genus	2	Otu248.0	Otu183.1	490759	2743	genus	75.0	20.0	4063864	3048210	812991	75.00767742227595	20.005369274168622	5205	2979	-0.00026846370843109925	True	True
marine	s2__Otu336__X__Otu2016.0__c75__k20__genus	2	Otu336	Otu2016.0	120577	1885919	genus	75.0	20.0	3278034	2458542	655884	75.00050335048385	20.008456288128798	4252	1555	-0.00042281440643989756	True	True
marine	s2__Otu250__X__Otu1635__c75__k20__genus	2	Otu250	Otu1635	666	670	genus	75.0	20.0	4050927	3039119	810568	75.02280342252526	20.009444751781505	3827	2624	-0.00047223758907524174	True	True
marine	s2__Otu205.1__X__Otu205.0__c75__k2__family	2	Otu205.1	Otu205.0	168697	307121	family	75.0	2.0	5786361	4347987	116025	75.14199338755394	2.0051462395795907	3245	299	-0.002573119789795353	True	True
marine	s2__Otu137.0__X__Otu183.0__c75__k2__family	2	Otu137.0	Otu183.0	314275	326544	family	75.0	2.0	4395035	3298094	87971	75.04135917006349	2.0015995321994025	888	336	-0.0007997660997012268	True	True
marine	s2__Otu1458.0__X__Otu393.0__c75__k5__family	2	Otu1458.0	Otu393.0	1763535	192843	family	75.0	5.0	4944132	3708516	247516	75.00843424083338	5.006257923534404	2198	151	-0.0012515847068808484	True	True
marine	s2__Otu107__X__Otu536__c75__k5__family	2	Otu107	Otu536	40269	662	family	75.0	5.0	4759095	3575947	238469	75.13922289847125	5.010805625859539	629	764	-0.002161125171907763	True	True
marine	s2__Otu1168.0__X__Otu447.1__c75__k5__family	2	Otu1168.0	Otu447.1	1453352	143222	family	75.0	5.0	3569807	2677454	178692	75.00276625599086	5.005648764765154	4550	572	-0.0011297529530308382	True	True
marine	s2__Otu123.0__X__Otu592.0__c75__k10__family	2	Otu123.0	Otu592.0	1076588	1543721	family	75.0	10.0	3153637	2366140	315464	75.02892691834856	10.003180454820894	2829	991	-0.0003180454820894241	True	True
marine	s2__Otu42.0__X__Otu232.0__c75__k10__family	2	Otu42.0	Otu232.0	1736674	96345	family	75.0	10.0	3994770	3000775	400009	75.11759125056011	10.013317412516866	788	352	-0.00133174125168658	True	True
marine	s2__Otu796__X__Otu203__c75__k15__family	2	Otu796	Otu203	286	316	family	75.0	15.0	6424625	4819150	964031	75.01060373173532	15.005249333618695	8176	2281	-0.0003499555745796338	True	True
marine	s2__Otu1553__X__Otu1719__c75__k20__family	2	Otu1553	Otu1719	1238	39765	family	75.0	20.0	3516383	2637924	703449	75.0181080957336	20.00490276514248	4497	2214	-0.0002451382571239336	True	True
marine	s2__Otu89__X__Otu327__c75__k20__family	2	Otu89	Otu327	342949	1042877	family	75.0	20.0	1861320	1396696	372808	75.03793007113231	20.029226570390904	535	292	-0.0014613285195451907	True	True
marine	s2__Otu1362.0__X__Otu1093__c75__k2__order	2	Otu1362.0	Otu1093	1855377	1276	order	75.0	2.0	1663904	1248084	33447	75.00937554089658	2.0101520280016154	2098	108	-0.005076014000807705	True	True
marine	s2__Otu1000__X__Otu1581__c75__k2__order	2	Otu1000	Otu1581	324767	1476	order	75.0	2.0	4884713	3663828	97849	75.00600342333315	2.003167842204854	6272	314	-0.0015839211024271105	True	True
marine	s2__Otu254__X__Otu1455__c75__k5__order	2	Otu254	Otu1455	22	135577	order	75.0	5.0	5840835	4380788	292137	75.00276929582841	5.001630759985516	3842	931	-0.00032615199710317455	True	True
marine	s2__Otu1337__X__Otu605__c75__k5__order	2	Otu1337	Otu605	1491	73919	order	75.0	5.0	3914604	2952335	196684	75.41848421960434	5.024365172058272	94	457	-0.0048730344116544085	True	True
marine	s2__Otu169.1__X__Otu199.0__c75__k10__order	2	Otu169.1	Otu199.0	1336795	253245	order	75.0	10.0	2016454	1512668	202082	75.01624138214906	10.021651870064975	2102	323	-0.002165187006497504	True	True
marine	s2__Otu234.0__X__Otu1892__c75__k15__order	2	Otu234.0	Otu1892	1564114	191493	order	75.0	15.0	5341557	4006737	801307	75.01065700506426	15.001375067232269	6726	2509	-9.167114881793262e-05	True	True
marine	s2__Otu1180.0__X__Otu532__c75__k15__order	2	Otu1180.0	Otu532	28108	161398	order	75.0	15.0	4674885	3515586	701267	75.20155041247004	15.000732638342976	373	2227	-4.884255619839924e-05	True	True
marine	s2__Otu40.0__X__Otu61.1__c75__k20__order	2	Otu40.0	Otu61.1	1263979	168934	order	75.0	20.0	1481191	1481079	296654	99.9924385173823	20.028072004218227	4	1068	-0.001403600210911371	True	True
marine	s2__Otu870__X__Otu256__c75__k20__order	2	Otu870	Otu256	1096	100716	order	75.0	20.0	2736403	2052373	547288	75.00258551097919	20.00027042800348	801	212	-1.352140017392145e-05	True	True
marine	s2__Otu93__X__Otu638.0__c75__k2__class	2	Otu93	Otu638.0	39960	60136	class	75.0	2.0	3251353	3251322	65152	99.9990465507744	2.0038427079434316	1	158	-0.001921353971715778	True	True
marine	s2__Otu289__X__Otu255__c75__k2__class	2	Otu289	Otu255	80852	62322	class	75.0	2.0	4584079	3438261	94980	75.0044011021625	2.07195382104017	5834	20	-0.03597691052008489	True	True
marine	s2__Otu79.0__X__Otu595.0__c75__k5__class	2	Otu79.0	Otu595.0	314275	1380358	class	75.0	5.0	4438767	3330888	222114	75.04083904381555	5.003957180000662	4646	103	-0.0007914360001324283	True	True
marine	s2__Otu104__X__Otu79.1__c75__k5__class	2	Otu104	Otu79.1	662	226	class	75.0	5.0	5504684	4128543	275904	75.0005449904118	5.012167819260833	1607	572	-0.0024335638521666425	True	True
marine	s2__Otu234.0__X__Otu1950__c75__k5__class	2	Otu234.0	Otu1950	1564114	1883	class	75.0	5.0	5341557	4006407	267232	75.00447903111396	5.002885862680114	6765	859	-0.0005771725360228074	True	True
marine	s2__Otu499__X__Otu1913__c75__k5__class	2	Otu499	Otu1913	13773	54259	class	75.0	5.0	2222430	1666879	111591	75.00254226229848	5.021125524763435	2022	342	-0.004225104952686997	True	True
marine	s2__Otu393.0__X__Otu149__c75__k10__class	2	Otu393.0	Otu149	192843	32003	class	75.0	10.0	4969784	3728665	497284	75.02670136166884	10.006149160607382	2134	1176	-0.0006149160607382242	True	True
marine	s2__Otu754__X__Otu1362.0__c75__k10__class	2	Otu754	Otu1362.0	1612552	1855377	class	75.0	10.0	7120854	5341829	712108	75.01669041381834	10.000317377662848	6559	1193	-3.173776628475622e-05	True	True
marine	s2__Otu179__X__Otu123.0__c75__k10__class	2	Otu179	Otu123.0	271098	1076588	class	75.0	10.0	5226917	3920837	524733	75.01242128007772	10.039053614205084	1570	640	-0.0039053614205084132	True	True
marine	s2__Otu1515__X__Otu1474.0__c75__k10__class	2	Otu1515	Otu1474.0	669	314275	class	75.0	10.0	6130289	4598085	614183	75.00600705774231	10.018826192370376	7883	1058	-0.0018826192370376305	True	True
marine	s2__Otu501__X__Otu465__c75__k15__class	2	Otu501	Otu465	1501268	713887	class	75.0	15.0	1780061	1337384	267239	75.13135785796105	15.012912478842017	1095	856	-0.000860831922801116	True	True
marine	s2__Otu909__X__Otu241.0__c75__k15__class	2	Otu909	Otu241.0	543877	1217908	class	75.0	15.0	2885033	2163991	433545	75.00749558150635	15.027384435463997	3728	988	-0.0018256290309331292	True	True
marine	s2__Otu1553__X__Otu2333__c75__k15__class	2	Otu1553	Otu2333	1238	22	class	75.0	15.0	3516383	2637712	527707	75.01207917340062	15.00709678098205	4487	1718	-0.0004731187321366311	True	True
marine	s2__Otu298__X__Otu1389.0__c75__k15__class	2	Otu298	Otu1389.0	1883	1833	class	75.0	15.0	8180260	6140547	1228742	75.06542579331219	15.020818409194817	274	2890	-0.001387893946321128	True	True
marine	s2__Otu250__X__Otu1474.0__c75__k20__class	2	Otu250	Otu1474.0	666	314275	class	75.0	20.0	4050927	3038665	810570	75.01159611121109	20.009494123196987	3801	1388	-0.0004747061598493474	True	True
marine	s2__Otu450.0__X__Otu2115__c75__k20__class	2	Otu450.0	Otu2115	545619	1760	class	75.0	20.0	2986943	2240541	597459	75.01117363136827	20.00235692478899	3807	1861	-0.0001178462394495483	True	True
marine	s2__Otu205.1__X__Otu1545__c75__k20__class	2	Otu205.1	Otu1545	168697	1760	class	75.0	20.0	5786361	4342418	1157380	75.0457498244579	20.001863001634362	3185	3730	-9.315008171810746e-05	True	True
marine	s2__Otu399.0__X__Otu2217__c75__k20__class	2	Otu399.0	Otu2217	1238	680	class	75.0	20.0	3515768	2637512	703398	75.01951209522358	20.00695153946449	4535	1629	-0.0003475769732245837	True	True
marine	s2__Otu160__X__Otu1448__c75__k2__phylum	2	Otu160	Otu1448	971279	2177	phylum	75.0	2.0	1859370	1859369	37267	99.99994621834277	2.004281019915348	1	96	-0.0021405099576738973	True	True
marine	s2__Otu86.0__X__Otu634.0__c75__k5__phylum	2	Otu86.0	Otu634.0	187493	208216	phylum	75.0	5.0	3764053	2840910	188583	75.47476084954171	5.010104799268236	91	434	-0.002020959853647142	True	True
marine	s2__Otu189__X__Otu1832__c75__k5__phylum	2	Otu189	Otu1832	38027	113653	phylum	75.0	5.0	5017558	3764302	251098	75.02259067060112	5.004386596029383	6337	789	-0.000877319205876681	True	True
marine	s2__Otu122.0__X__Otu796__c75__k5__phylum	2	Otu122.0	Otu796	159346	286	phylum	75.0	5.0	3555109	2666879	178116	75.01539333955724	5.010141742489471	2256	298	-0.00202834849789415	True	True
marine	s2__Otu53.0__X__Otu536__c75__k5__phylum	2	Otu53.0	Otu536	1384459	662	phylum	75.0	5.0	3424964	2615992	171275	76.3801312948107	5.000782489976537	68	529	-0.00015649799530734754	True	True
marine	s2__Otu219.0__X__Otu172.0__c75__k5__phylum	2	Otu219.0	Otu172.0	73141	60890	phylum	75.0	5.0	5017071	3763373	250933	75.01135622756784	5.00158359329577	1491	154	-0.00031671865915399166	True	True
marine	s2__Otu255__X__Otu1569__c75__k10__phylum	2	Otu255	Otu1569	62322	476157	phylum	75.0	10.0	5358884	4023771	535998	75.08598805273635	10.002045201948764	1009	1283	-0.00020452019487642302	True	True
marine	s2__Otu506.0__X__Otu53.0__c75__k10__phylum	2	Otu506.0	Otu53.0	1896164	1384459	phylum	75.0	10.0	2992353	2253117	299622	75.29582906829508	10.012922940575526	417	6	-0.0012922940575526454	True	True
marine	s2__Otu382.0__X__Otu283.0__c75__k10__phylum	2	Otu382.0	Otu283.0	897	873	phylum	75.0	10.0	4455399	3391469	446716	76.12043276034312	10.026397186873723	157	101	-0.0026397186873722946	True	True
marine	s2__Otu1900__X__Otu2128__c75__k10__phylum	2	Otu1900	Otu2128	2226	2190	phylum	75.0	10.0	2394636	1796221	239842	75.01018944006522	10.015801984101133	3109	755	-0.001580198410113276	True	True
marine	s2__Otu298__X__Otu24.0__c75__k10__phylum	2	Otu298	Otu24.0	1883	467094	phylum	75.0	10.0	8180260	6152208	869714	75.20797627459274	10.631862556935843	259	67	-0.06318625569358431	True	True
marine	s2__Otu99.0__X__Otu664.0__c75__k10__phylum	2	Otu99.0	Otu664.0	983544	232259	phylum	75.0	10.0	3296168	2516495	330197	76.34607823387643	10.017602258137329	79	1064	-0.001760225813732852	True	True
marine	s2__Otu89__X__Otu1653__c75__k15__phylum	2	Otu89	Otu1653	342949	293091	phylum	75.0	15.0	1861320	1402653	279291	75.35797176197538	15.004996454129328	510	901	-0.00033309694195520954	True	True
marine	s2__Otu71__X__Otu24.0__c75__k15__phylum	2	Otu71	Otu24.0	161895	467094	phylum	75.0	15.0	2791883	2099815	421212	75.21142540715353	15.087021913167565	347	23	-0.005801460877837646	True	True
marine	s2__Otu50.0__X__Otu794.0__c75__k15__phylum	2	Otu50.0	Otu794.0	314275	1458307	phylum	75.0	15.0	4397537	3346487	659672	76.09912093974422	15.00094257308125	118	1559	-6.283820541668206e-05	True	True
marine	s2__Otu123.0__X__Otu61.1__c75__k15__phylum	2	Otu123.0	Otu61.1	1076588	168934	phylum	75.0	15.0	3153637	2365298	473123	75.00222758675142	15.002455894575057	2852	1706	-0.00016372630500380108	True	True
marine	s2__Otu1270__X__Otu1548.1__c75__k15__phylum	2	Otu1270	Otu1548.1	212663	1063	phylum	75.0	15.0	4928188	3697375	739685	75.02503962917	15.009269126908308	4536	1431	-0.0006179417938871741	True	True
marine	s2__Otu327__X__Otu1448__c75__k20__phylum	2	Otu327	Otu1448	1042877	2177	phylum	75.0	20.0	2011320	1509597	402369	75.0550384821908	20.00522045224032	1260	942	-0.00026102261201597086	True	True
marine	s2__Otu583__X__Otu2156__c90__k5__species	2	Otu583	Otu2156	1219	1219	species	90.0	5.0	1704176	1537282	85294	90.20676268178873	5.00499948362141	883	125	-0.0009998967242820455	True	True
marine	s2__RNODE_17_length_1254_cov_4.43994__X__RNODE_147_length_1816_cov_3.48216__c90__k5__species	2	RNODE_17_length_1254_cov_4.43994	RNODE_147_length_1816_cov_3.48216	32644	32644	species	90.0	5.0	12320	11662	1736	94.6590909090909	14.090909090909092	10	1	-1.8181818181818183	True	True
marine	s2__RNODE_224_length_2083_cov_4.45463__X__RNODE_350_length_2314_cov_37.19546__c90__k10__species	2	RNODE_224_length_2083_cov_4.45463	RNODE_350_length_2314_cov_37.19546	32644	32644	species	90.0	10.0	20610	20342	2210	98.699660359049	10.722950024260069	10	4	-0.07229500242600687	True	True
marine	s2__Otu50.0__X__Otu968.0__c90__k10__species	2	Otu50.0	Otu968.0	314275	314275	species	90.0	10.0	4397537	3982268	439865	90.55678212599462	10.002530962218168	132	1402	-0.00025309622181683976	True	True
marine	s2__Otu660__X__Otu1536__c90__k15__species	2	Otu660	Otu1536	1219	1219	species	90.0	15.0	2410873	2172163	362900	90.09860743390465	15.052638608504056	881	1144	-0.003509240566937066	True	True
marine	s2__Otu4.0__X__Otu48.0__c90__k2__genus	2	Otu4.0	Otu48.0	1335757	1335746	genus	90.0	2.0	1926631	1926624	1739481	99.99963667147472	90.28615235610764	1	1	-44.14307617805382	True	True
marine	s2__Otu1180.0__X__Otu1179.0__c90__k2__genus	2	Otu1180.0	Otu1179.0	28108	314275	genus	90.0	2.0	4674885	4208703	93671	90.02794721153569	2.0037070430609525	423	381	-0.0018535215304762431	True	True
marine	s2__Otu157.0__X__Otu595.1__c90__k2__genus	2	Otu157.0	Otu595.1	1897729	2746	genus	90.0	2.0	3543891	3191224	70924	90.04859348100717	2.0013030874820923	1273	278	-0.0006515437410461455	True	True
marine	s2__Otu255__X__Otu254__c90__k5__genus	2	Otu255	Otu254	62322	22	genus	90.0	5.0	5358884	4830141	268755	90.13333746354651	5.01513001587644	1224	232	-0.0030260031752879614	True	True
marine	s2__Otu88.0__X__Otu1257__c90__k5__genus	2	Otu88.0	Otu1257	1298608	1720344	genus	90.0	5.0	3393928	3113407	177521	91.73462135908599	5.230547023979295	70	79	-0.04610940479585892	True	True
marine	s2__Otu235.0__X__Otu183.1__c90__k5__genus	2	Otu235.0	Otu183.1	2742	2743	genus	90.0	5.0	4616532	4155132	230858	90.00548463651936	5.0006801642445025	3508	843	-0.0001360328489004914	True	True
marine	s2__Otu78__X__Otu1498__c90__k10__genus	2	Otu78	Otu1498	45658	212663	genus	90.0	10.0	4802851	4328113	482616	90.11549598353145	10.048531590923808	320	590	-0.004853159092380821	True	True
marine	s2__Otu90.0__X__Otu1332.0__c90__k15__genus	2	Otu90.0	Otu1332.0	81032	1906738	genus	90.0	15.0	3705021	3339124	556264	90.12429349253351	15.013788046005677	1927	957	-0.0009192030670451601	True	True
marine	s2__Otu222.1__X__Otu205.1__c90__k15__genus	2	Otu222.1	Otu205.1	168695	168697	genus	90.0	15.0	5183331	4665033	779297	90.00067717072284	15.03467557831055	3951	584	-0.0023117052207033122	True	True
marine	s2__Otu364__X__Otu2338__c90__k15__genus	2	Otu364	Otu2338	673860	379547	genus	90.0	15.0	1437090	1297384	215825	90.27854901224	15.018196494304462	1093	527	-0.0012130996202974606	True	True
marine	s2__Otu235.0__X__Otu1914.0__c90__k15__genus	2	Otu235.0	Otu1914.0	2742	2742	genus	90.0	15.0	4616532	4157138	692653	90.04893716755348	15.003751733985597	3486	1629	-0.00025011559903980184	True	True
marine	s2__Otu23__X__Otu1620__c90__k20__genus	2	Otu23	Otu1620	190893	55601	genus	90.0	20.0	5732794	5732630	1146987	99.99713926577512	20.007469307287163	6	3695	-0.0003734653643581609	True	True
marine	s2__Otu20__X__Otu1322__c90__k20__genus	2	Otu20	Otu1322	94122	60961	genus	90.0	20.0	5251146	4732832	1050464	90.12950696857409	20.004471404908568	794	2463	-0.0002235702454283839	True	True
marine	s2__Otu88.0__X__Otu1255__c90__k20__genus	2	Otu88.0	Otu1255	1298608	1112209	genus	90.0	20.0	3393928	3199263	678788	94.26431556591655	20.000070714523112	72	2197	-3.5357261555901685e-06	True	True
marine	s2__Otu595.0__X__Otu116.0__c90__k20__genus	2	Otu595.0	Otu116.0	1380358	2745	genus	90.0	20.0	5528722	4976038	1106080	90.00340404165736	20.006070118917176	2165	3521	-0.0003035059458587952	True	True
marine	s2__Otu196__X__Otu1832__c90__k2__family	2	Otu196	Otu1832	2234	113653	family	90.0	2.0	2316287	2089892	46456	90.22595213805543	2.0056236554451154	784	147	-0.002811827722557725	True	True
marine	s2__Otu36.0__X__Otu67.0__c90__k2__family	2	Otu36.0	Otu67.0	80679	1229	family	90.0	2.0	4137521	4025457	3481653	97.29151827869876	84.14828589389637	7	1	-41.074142946948186	True	True
marine	s2__Otu205.1__X__Otu222.0__c90__k2__family	2	Otu205.1	Otu222.0	168697	1003110	family	90.0	2.0	5786361	5208012	115737	90.00496166761805	2.0001690181445646	3856	283	-8.450907228230164e-05	True	True
marine	s2__Otu388__X__Otu936__c90__k2__family	2	Otu388	Otu936	73913	2189	family	90.0	2.0	1761737	1586329	35732	90.04346278701077	2.0282255523951647	617	113	-0.014112776197582333	True	True
marine	s2__Otu23__X__Otu1132__c90__k2__family	2	Otu23	Otu1132	190893	80852	family	90.0	2.0	5732794	5732630	114861	99.99713926577512	2.0035780110012675	6	372	-0.0017890055006337668	True	True
marine	s2__Otu1458.0__X__Otu393.0__c90__k5__family	2	Otu1458.0	Otu393.0	1763535	192843	family	90.0	5.0	4944132	4452524	247455	90.056737967352	5.005024137705061	2596	134	-0.0010048275410122543	True	True
marine	s2__Otu122.0__X__Otu292.0__c90__k5__family	2	Otu122.0	Otu292.0	159346	2434	family	90.0	5.0	3555109	3199749	178054	90.00424459559468	5.00839777345786	2711	157	-0.0016795546915719939	True	True
marine	s2__Otu393.0__X__Otu1458.0__c90__k10__family	2	Otu393.0	Otu1458.0	192843	1763535	family	90.0	10.0	4969784	4473843	498297	90.020874146643	10.02653234023853	2532	291	-0.0026532340238530237	True	True
marine	s2__Otu12.0__X__Otu304.0__c90__k15__family	2	Otu12.0	Otu304.0	84980	65555	family	90.0	15.0	3659634	3296318	549425	90.07234056739007	15.013113333191242	1955	470	-0.000874222212749487	True	True
marine	s2__Otu980__X__Otu1546__c90__k15__family	2	Otu980	Otu1546	1408	182710	family	90.0	15.0	3705251	3336099	557456	90.03705821818819	15.045026639220932	1303	934	-0.0030017759480621465	True	True
marine	s2__Otu23__X__Otu1970__c90__k15__family	2	Otu23	Otu1970	190893	40269	family	90.0	15.0	5732794	5294872	860035	92.36110699250662	15.002021701808927	4	2747	-0.00013478012059510528	True	True
marine	s2__Otu60.0__X__Otu64.0__c90__k20__family	2	Otu60.0	Otu64.0	28223	2296	family	90.0	20.0	5197905	4681550	1039653	90.06609393592227	20.001385173449687	489	2442	-6.925867248437356e-05	True	True
marine	s2__Otu219.0__X__Otu67.0__c90__k20__family	2	Otu219.0	Otu67.0	73141	1229	family	90.0	20.0	5017071	4518784	3522065	90.06816925652437	70.20161763706353	1814	2	-2.5100808818531766	True	True
