dataset	bin_id	sample	dominant	contaminant	dominant_taxid	contaminant_taxid	distance_rank	target_completeness	target_contamination	ref_len	dominant_bp	contaminant_bp	completeness_pct	contamination_pct	n_contigs_dominant	n_contigs_contaminant	cont_shortfall_rel	scoreable_by_magicc	in_domain
strain_madness	s2__SP53_S39__X__spades_MRSA8186_S9_L001__c75__k2__class	2	SP53_S39	spades_MRSA8186_S9_L001	1313	1280	class	75.0	2.0	2156089	1617466	43318	75.01851732465589	2.0091007374927474	610	138	-0.004550368746373712	True	True
strain_madness	s2__SP53_S39__X__spades_MRSA8339_S5_L001__c75__k10__class	2	SP53_S39	spades_MRSA8339_S5_L001	1313	1280	class	75.0	10.0	2156089	1620206	215866	75.1455992772098	10.011924368613727	613	856	-0.0011924368613726699	True	True
strain_madness	s2__SP77_S60__X__spades_MRSA8013_S11_L001__c75__k10__class	2	SP77_S60	spades_MRSA8013_S11_L001	1313	1280	class	75.0	10.0	2013262	1510611	201611	75.03300613631012	10.014146196570541	1392	224	-0.0014146196570541392	True	True
strain_madness	s2__SP2_S86__X__spades_MRSA7133_S3_L001__c75__k10__class	2	SP2_S86	spades_MRSA7133_S3_L001	1313	1280	class	75.0	10.0	2105629	1580087	210720	75.04109223419701	10.00746095347281	310	787	-0.0007460953472810061	True	True
strain_madness	s2__spades_MRSA8602_S6_L001__X__SP71_S54__c75__k20__class	2	spades_MRSA8602_S6_L001	SP71_S54	1280	1313	class	75.0	20.0	2816259	2114543	563410	75.08339964470598	20.00561738107184	1375	1496	-0.0002808690535919922	True	True
strain_madness	s2__SP45_S32__X__MIKI-NS20__c75__k2__phylum	2	SP45_S32	MIKI-NS20	1313	186802	phylum	75.0	2.0	2070043	1610015	41652	77.77688676032334	2.0121321151299756	139	174	-0.006066057564987792	True	True
strain_madness	s2__spades_MRSA7830_S9_L001__X__MIKI-NS20__c75__k2__phylum	2	spades_MRSA7830_S9_L001	MIKI-NS20	1280	186802	phylum	75.0	2.0	2786125	2089678	55779	75.003023913141	2.002027906142043	3275	235	-0.0010139530710215894	True	True
strain_madness	s2__spades_And10925_S5_L001__X__spades_And11624_S6_L001__c90__k2__species	2	spades_And10925_S5_L001	spades_And11624_S6_L001	1639133	1639133	species	90.0	2.0	5618570	5075880	112492	90.34113662373166	2.0021464536349995	316	461	-0.0010732268174997728	True	True
strain_madness	s2__spades_ESBL5817_S7_L001__X__spades_And5141_S4_L001__c90__k2__species	2	spades_ESBL5817_S7_L001	spades_And5141_S4_L001	562	562	species	90.0	2.0	4850179	4484245	130961	92.45524752797783	2.7001271499464248	74	5	-0.3500635749732124	True	True
strain_madness	s2__SP53_S39__X__SP11_S8__c90__k10__species	2	SP53_S39	SP11_S8	1313	1313	species	90.0	10.0	2156089	1947897	215719	90.34399785908653	10.005106468239484	746	874	-0.000510646823948413	True	True
strain_madness	s2__spades_AND9183_S11_L001__X__spades_And8382_S4_L001__c90__k10__species	2	spades_AND9183_S11_L001	spades_And8382_S4_L001	562	562	species	90.0	10.0	5148435	4647703	515061	90.27409300107702	10.004224584752453	88	2002	-0.0004224584752453353	True	True
strain_madness	s2__SP2_S86__X__SP174_S55__c90__k10__species	2	SP2_S86	SP174_S55	1313	1313	species	90.0	10.0	2105629	1898592	210779	90.16745115117621	10.010262966552988	363	751	-0.0010262966552987863	True	True
strain_madness	s2__spades_ESBL5734_S3_L001__X__spades_ESBL7531_S9_L001__c90__k15__species	2	spades_ESBL5734_S3_L001	spades_ESBL7531_S9_L001	562	562	species	90.0	15.0	5598134	5042302	839783	90.07112012681368	15.001123588681514	871	2782	-7.4905912100931e-05	True	True
strain_madness	s2__SP77_S60__X__SP21_S92__c90__k5__genus	2	SP77_S60	SP21_S92	1313	68892	genus	90.0	5.0	2013262	1812001	100665	90.00323852533847	5.000094374204649	1640	399	-1.8874840929861135e-05	True	True
strain_madness	s2__SP53_S39__X__SP181_S61__c90__k5__genus	2	SP53_S39	SP181_S61	1313	28037	genus	90.0	5.0	2156089	1941313	107816	90.03863013075991	5.000535692172262	747	419	-0.00010713843445238069	True	True
strain_madness	s2__SP6_S88__X__SP181_S61__c90__k10__genus	2	SP6_S88	SP181_S61	1313	28037	genus	90.0	10.0	2087122	1949582	208872	93.41006419365998	10.007656476238571	39	817	-0.000765647623857113	True	True
strain_madness	s2__SP53_S39__X__SP117_S95__c90__k20__genus	2	SP53_S39	SP117_S95	1313	257758	genus	90.0	20.0	2156089	1941045	431518	90.02620021715245	20.013923358451343	745	1341	-0.0006961679225671702	True	True
strain_madness	s2__SP74_S57__X__SP117_S95__c90__k20__genus	2	SP74_S57	SP117_S95	1313	257758	genus	90.0	20.0	1980502	1798999	396312	90.83550534157501	20.010684159874618	111	1194	-0.0005342079937308952	True	True
strain_madness	s2__SP16_S12__X__SP117_S95__c90__k20__genus	2	SP16_S12	SP117_S95	1313	257758	genus	90.0	20.0	2043829	1844929	409042	90.26826608292572	20.013513850718432	862	1229	-0.0006756925359216126	True	True
strain_madness	s2__spades_And10925_S5_L001__X__spades_ESBL6792_S10_L001__c90__k2__family	2	spades_And10925_S5_L001	spades_ESBL6792_S10_L001	1639133	573	family	90.0	2.0	5618570	5070376	112460	90.24317575468491	2.001576913698681	313	466	-0.0007884568493405908	True	True
strain_madness	s2__spades_And9053_S12_L001__X__spades_ESBL9656_S7_L001__c90__k2__family	2	spades_And9053_S12_L001	spades_ESBL9656_S7_L001	573	543	family	90.0	2.0	5579929	5022054	111775	90.00211293011075	2.0031616889748958	3678	459	-0.0015808444874478855	True	True
strain_madness	s2__spades_AND9183_S11_L001__X__spades_ESBL8960_S8_L001__c90__k5__family	2	spades_AND9183_S11_L001	spades_ESBL8960_S8_L001	562	573	family	90.0	5.0	5148435	4745423	257698	92.17214551606459	5.00536570822007	92	1010	-0.001073141644014086	True	True
strain_madness	s2__spades_And10925_S5_L001__X__spades_And4892_S4_L001__c90__k10__family	2	spades_And10925_S5_L001	spades_And4892_S4_L001	1639133	543	family	90.0	10.0	5618570	5076543	561914	90.35293677928726	10.001014493011567	321	2186	-0.00010144930115671969	True	True
strain_madness	s2__spades_ESBL5734_S3_L001__X__spades_ESBL6270_S10_L001__c90__k15__family	2	spades_ESBL5734_S3_L001	spades_ESBL6270_S10_L001	562	543	family	90.0	15.0	5598134	5051859	1023370	90.24183772664249	18.28055562800033	856	25	-0.21870370853335525	True	True
strain_madness	s2__SP58_S44__X__spades_VRE2224_S14_L001__c90__k10__order	2	SP58_S44	spades_VRE2224_S14_L001	1313	1352	order	90.0	10.0	1973824	1792705	197538	90.82395390875783	10.007883174994326	288	783	-0.0007883174994326225	True	True
strain_madness	s2__SP77_S60__X__spades_VRE2906_S11_L001__c90__k10__order	2	SP77_S60	spades_VRE2906_S11_L001	1313	1352	order	90.0	10.0	2013262	1812700	201405	90.0379582985225	10.003914045961231	1653	827	-0.00039140459612312383	True	True
strain_madness	s2__SP166_S47__X__spades_VRE3786_S19_L001__c90__k10__order	2	SP166_S47	spades_VRE3786_S19_L001	1313	1352	order	90.0	10.0	2090273	1896198	209200	90.71532761510099	10.008262078685416	191	853	-0.000826207868541573	True	True
strain_madness	s2__SP2_S86__X__spades_VRE2392_S22_L001__c90__k20__order	2	SP2_S86	spades_VRE2392_S22_L001	1313	1352	order	90.0	20.0	2105629	1906850	421519	90.55963799890674	20.01867375496823	365	532	-0.0009336877484114936	True	True
strain_madness	s2__spades_MRSA8602_S6_L001__X__SP45_S32__c90__k2__class	2	spades_MRSA8602_S6_L001	SP45_S32	1280	1313	class	90.0	2.0	2816259	2537399	90054	90.09821184770293	3.1976462392130838	1674	9	-0.5988231196065419	True	True
strain_madness	s2__spades_MRSA7295_S3_L001__X__SP70_S53__c90__k2__class	2	spades_MRSA7295_S3_L001	SP70_S53	1280	1313	class	90.0	2.0	2832162	2574055	56704	90.88657357877128	2.002145357504267	34	181	-0.0010726787521335712	True	True
strain_madness	s2__SP45_S32__X__spades_MRSA7830_S9_L001__c90__k2__class	2	SP45_S32	spades_MRSA7830_S9_L001	1313	1280	class	90.0	2.0	2070043	1870668	41783	90.36855756136467	2.018460486086521	156	76	-0.009230243043260478	True	True
strain_madness	s2__SP77_S60__X__spades_MRSA7119_S2_L001__c90__k5__class	2	SP77_S60	spades_MRSA7119_S2_L001	1313	1280	class	90.0	5.0	2013262	1812302	101098	90.01818938618024	5.02160175873781	1640	330	-0.004320351747561979	True	True
strain_madness	s2__SP74_S57__X__spades_MRSA8186_S9_L001__c90__k10__class	2	SP74_S57	spades_MRSA8186_S9_L001	1313	1280	class	90.0	10.0	1980502	1787683	198723	90.26413505262808	10.033971185083377	106	628	-0.0033971185083377263	True	True
strain_madness	s2__SP77_S60__X__spades_MRSA7133_S3_L001__c90__k15__class	2	SP77_S60	spades_MRSA7133_S3_L001	1313	1280	class	90.0	15.0	2013262	1813532	302071	90.07928426603195	15.004058090799905	1651	1126	-0.0002705393866603364	True	True
strain_madness	s2__SP156_S37__X__spades_MRSA8013_S11_L001__c90__k15__class	2	SP156_S37	spades_MRSA8013_S11_L001	1313	1280	class	90.0	15.0	2079530	1891656	311935	90.96555471669079	15.000264482839873	108	345	-1.7632189324838047e-05	True	True
strain_madness	s2__SP58_S44__X__spades_MRSA9344_S6_L001__c90__k15__class	2	SP58_S44	spades_MRSA9344_S6_L001	1313	1280	class	90.0	15.0	1973824	1780890	296152	90.22536963781978	15.003971985344185	283	811	-0.0002647990229456572	True	True
strain_madness	s2__SP166_S47__X__spades_MRSA7295_S3_L001__c90__k20__class	2	SP166_S47	spades_MRSA7295_S3_L001	1313	1280	class	90.0	20.0	2090273	1890595	457756	90.44727650407387	21.899340421083753	190	8	-0.09496702105418767	True	True
strain_madness	s2__SP57_S43__X__spades_MRSA8186_S9_L001__c90__k20__class	2	SP57_S43	spades_MRSA8186_S9_L001	1313	1280	class	90.0	20.0	1969838	1773266	394386	90.02090527241326	20.02124032534655	1498	1228	-0.0010620162673275146	True	True
strain_madness	s2__SP16_S12__X__MIKI-NS20__c90__k2__phylum	2	SP16_S12	MIKI-NS20	1313	186802	phylum	90.0	2.0	2043829	1839592	40891	90.00713856198341	2.0007055384770447	860	173	-0.00035276923852234354	True	True
strain_madness	s2__SP156_S37__X__MIKI-NS20__c90__k2__phylum	2	SP156_S37	MIKI-NS20	1313	186802	phylum	90.0	2.0	2079530	1888997	41638	90.83768928555972	2.00227936120181	105	175	-0.0011396806009049687	True	True
strain_madness	s2__SP166_S47__X__MIKI-NS20__c90__k2__phylum	2	SP166_S47	MIKI-NS20	1313	186802	phylum	90.0	2.0	2090273	1883298	42068	90.09818334734267	2.0125600818649048	192	178	-0.00628004093245238	True	True
strain_madness	s2__SP32_S19__X__MIKI-NS20__c90__k2__phylum	2	SP32_S19	MIKI-NS20	1313	186802	phylum	90.0	2.0	2103320	1923235	42070	91.43805982922237	2.0001711579788144	43	174	-8.557898940719788e-05	True	True
strain_madness	s3__spades_MRSA8758_S5_L001__X__spades_MRSA7830_S9_L001__c60__k2__species	3	spades_MRSA8758_S5_L001	spades_MRSA7830_S9_L001	1280	1280	species	60.0	2.0	2816182	1689989	56805	60.00993543741136	2.0170926452906808	3546	161	-0.008546322645340387	True	True
strain_madness	s3__SP6_S88__X__SP180_S96__c60__k2__species	3	SP6_S88	SP180_S96	1313	1313	species	60.0	2.0	2087122	1252910	41839	60.0305109140721	2.0046264664930944	2412	165	-0.002313233246547197	True	True
strain_madness	s3__spades_VRE3766_S8_L001__X__spades_VRE2237_S15_L001__c60__k5__species	3	spades_VRE3766_S8_L001	spades_VRE2237_S15_L001	1352	1352	species	60.0	5.0	3083042	1885780	154401	61.166211812878316	5.008073195240286	96	349	-0.0016146390480571426	True	True
strain_madness	s3__SP87_S70__X__SP127_S8__c60__k5__species	3	SP87_S70	SP127_S8	1313	1313	species	60.0	5.0	2006213	1216199	103374	60.62162890979173	5.1526931587024905	108	83	-0.03053863174049809	True	True
strain_madness	s3__spades_ESBL5872_S5_L001__X__spades_ESBL1009_S1_L001__c60__k10__species	3	spades_ESBL5872_S5_L001	spades_ESBL1009_S1_L001	562	562	species	60.0	10.0	5649121	3390760	571588	60.02278938617176	10.118175907366828	777	28	-0.011817590736682782	True	True
strain_madness	s3__spades_ESBL7634_S2_L001__X__spades_And8909_S4_L001__c60__k10__species	3	spades_ESBL7634_S2_L001	spades_And8909_S4_L001	562	562	species	60.0	10.0	5550584	3335537	555120	60.09344241975259	10.001109793131677	355	1548	-0.00011097931316772502	True	True
strain_madness	s3__SP187_S66__X__SP88_S94__c60__k10__species	3	SP187_S66	SP88_S94	1313	1313	species	60.0	10.0	1958898	1175417	195959	60.00399204042273	10.003532598430342	128	773	-0.0003532598430341594	True	True
strain_madness	s3__spades_And4246_S5_L001__X__spades_And9387_S6_L001__c60__k10__species	3	spades_And4246_S5_L001	spades_And9387_S6_L001	573	573	species	60.0	10.0	5640614	3384718	565461	60.006197906823616	10.02481290157419	6952	560	-0.002481290157419025	True	True
strain_madness	s3__spades_And5213_S1_L001__X__spades_ESBL6724_S11_L001__c60__k15__species	3	spades_And5213_S1_L001	spades_ESBL6724_S11_L001	562	562	species	60.0	15.0	4911642	3007290	736871	61.227793067980116	15.002538865821247	42	2875	-0.00016925772141647145	True	True
strain_madness	s3__SP166_S47__X__SP164_S45__c60__k15__species	3	SP166_S47	SP164_S45	1313	1313	species	60.0	15.0	2090273	1256914	313701	60.1315713306348	15.007656894577885	738	826	-0.0005104596385256362	True	True
strain_madness	s3__spades_ESBL7424_S8_L001__X__spades_ESBL5613_S5_L001__c60__k20__species	3	spades_ESBL7424_S8_L001	spades_ESBL5613_S5_L001	562	562	species	60.0	20.0	5210944	3129397	1042593	60.05432029206224	20.007756751943603	795	3357	-0.00038783759718015177	True	True
strain_madness	s3__SP48_S35__X__SP24_S13__c60__k20__species	3	SP48_S35	SP24_S13	1313	1313	species	60.0	20.0	2032240	1220427	406493	60.05329094988781	20.002214305397	824	1443	-0.00011071526985002577	True	True
strain_madness	s3__SP63_S49__X__SP68_S51__c60__k2__genus	3	SP63_S49	SP68_S51	1313	257758	genus	60.0	2.0	2084429	1250689	41897	60.00151600270386	2.0099989013777875	2956	179	-0.004999450688893736	True	True
strain_madness	s3__SP124_S6__X__SP20_S77__c60__k2__genus	3	SP124_S6	SP20_S77	1313	1301	genus	60.0	2.0	2070014	1243330	41451	60.06384497882623	2.0024502249743237	202	169	-0.001225112487161839	True	True
strain_madness	s3__SP149_S30__X__SP21_S92__c60__k5__genus	3	SP149_S30	SP21_S92	1313	68892	genus	60.0	5.0	2113372	1278955	218821	60.517268138311664	10.354116549287111	16	2	-1.0708233098574222	True	True
strain_madness	s3__SP108_S87__X__SP20_S77__c60__k5__genus	3	SP108_S87	SP20_S77	1313	1301	genus	60.0	5.0	1937122	1163383	96944	60.05729117732388	5.0045376594762745	1161	400	-0.0009075318952548983	True	True
strain_madness	s3__spades_ESBL7553_S11_L001__X__spades_ESBL6643_S3_L001__c60__k10__genus	3	spades_ESBL7553_S11_L001	spades_ESBL6643_S3_L001	573	548	genus	60.0	10.0	5395788	3237571	540108	60.00181993807021	10.009807649966975	4613	1999	-0.0009807649966974807	True	True
strain_madness	s3__SP31_S18__X__SP21_S92__c60__k15__genus	3	SP31_S18	SP21_S92	1313	68892	genus	60.0	15.0	2096146	1258998	462556	60.06251472941293	22.066974342436072	114	6	-0.4711316228290715	True	True
strain_madness	s3__SP48_S35__X__SP21_S92__c60__k15__genus	3	SP48_S35	SP21_S92	1313	68892	genus	60.0	15.0	2032240	1221312	549934	60.09683895602882	27.06048498208873	809	5	-0.8040323321392487	True	True
strain_madness	s3__SP166_S47__X__SP21_S92__c60__k20__genus	3	SP166_S47	SP21_S92	1313	68892	genus	60.0	20.0	2090273	1254730	441703	60.02708737088409	21.131354612531474	749	6	-0.05656773062657372	True	True
strain_madness	s3__SP76_S59__X__MIKI-NS12__c60__k2__family	3	SP76_S59	MIKI-NS12	1313	1363	family	60.0	2.0	2094080	1258175	41985	60.08247058374083	2.004937729217604	502	178	-0.002468864608802024	True	True
strain_madness	s3__spades_ESBL7531_S9_L001__X__spades_AND8064_S11_L001__c60__k2__family	3	spades_ESBL7531_S9_L001	spades_AND8064_S11_L001	562	573	family	60.0	2.0	5208486	3125269	104437	60.00340598016391	2.005131625581791	7135	418	-0.0025658127908954054	True	True
strain_madness	s3__spades_ESBL7525_S1_L001__X__spades_And5331_S1_L001__c60__k5__family	3	spades_ESBL7525_S1_L001	spades_And5331_S1_L001	562	543	family	60.0	5.0	5217626	3131050	261063	60.00909225766661	5.003482426682173	6164	1022	-0.0006964853364346268	True	True
strain_madness	s3__spades_ESBL5481_S10_L001__X__spades_ESBL6270_S10_L001__c60__k5__family	3	spades_ESBL5481_S10_L001	spades_ESBL6270_S10_L001	562	543	family	60.0	5.0	4901360	2971957	245159	60.63535426901921	5.001856627548272	174	613	-0.0003713255096544188	True	True
strain_madness	s3__spades_And4246_S5_L001__X__spades_And5213_S1_L001__c60__k10__family	3	spades_And4246_S5_L001	spades_And5213_S1_L001	573	562	family	60.0	10.0	5640614	3384570	820849	60.00357407899211	14.55247602477319	7032	13	-0.455247602477319	True	True
strain_madness	s3__spades_ESBL5852_S11_L001__X__spades_ESBL9224_S2_L001__c60__k10__family	3	spades_ESBL5852_S11_L001	spades_ESBL9224_S2_L001	562	573	family	60.0	10.0	5631598	3379088	563353	60.0022941978458	10.003430642599135	7077	1588	-0.00034306425991346143	True	True
strain_madness	s3__spades_ESBL1009_S1_L001__X__spades_ESBL6270_S10_L001__c60__k10__family	3	spades_ESBL1009_S1_L001	spades_ESBL6270_S10_L001	562	543	family	60.0	10.0	4889917	2978425	489135	60.90952055014431	10.002930520088583	168	1204	-0.0002930520088582966	True	True
strain_madness	s3__spades_ESBL8411_S7_L001__X__spades_And8861_S3_L001__c60__k10__family	3	spades_ESBL8411_S7_L001	spades_And8861_S3_L001	562	543	family	60.0	10.0	6071184	3643409	607364	60.01150681646282	10.004045339426378	3086	2323	-0.00040453394263781914	True	True
strain_madness	s3__spades_ESBL5497_S3_L001__X__spades_ESBL6984_S1_L001__c60__k10__family	3	spades_ESBL5497_S3_L001	spades_ESBL6984_S1_L001	562	543	family	60.0	10.0	5188881	3113458	518916	60.00249379394131	10.000537688183638	245	1739	-5.376881836376413e-05	True	True
strain_madness	s3__spades_ESBL8953_S1_L001__X__spades_ESBL7388_S7_L001__c60__k15__family	3	spades_ESBL8953_S1_L001	spades_ESBL7388_S7_L001	573	543	family	60.0	15.0	5559832	3336109	834019	60.00377349531425	15.000794988049998	717	2864	-5.299920333321495e-05	True	True
strain_madness	s3__spades_ESBL5533_S4_L001__X__spades_And9076_S11_L001__c60__k15__family	3	spades_ESBL5533_S4_L001	spades_And9076_S11_L001	562	573	family	60.0	15.0	5179780	3108797	777031	60.017935124657804	15.001235573711625	5402	2839	-8.237158077501287e-05	True	True
strain_madness	s3__spades_And4246_S5_L001__X__spades_ESBL5772_S6_L001__c60__k15__family	3	spades_And4246_S5_L001	spades_ESBL5772_S6_L001	573	562	family	60.0	15.0	5640614	3384812	846203	60.00786439206796	15.00196609801699	6990	3051	-0.00013107320113263653	True	True
strain_madness	s3__spades_ESBL7531_S9_L001__X__spades_And4246_S5_L001__c60__k20__family	3	spades_ESBL7531_S9_L001	spades_And4246_S5_L001	562	573	family	60.0	20.0	5208486	3125127	1041955	60.0006796600778	20.00494961491689	7117	2130	-0.00024748074584444166	True	True
strain_madness	s3__spades_ESBL1009_S1_L001__X__spades_And6100_S3_L001__c60__k20__family	3	spades_ESBL1009_S1_L001	spades_And6100_S3_L001	562	573	family	60.0	20.0	4889917	2933972	978035	60.00044581533797	20.00105523263483	182	3678	-5.2761631741482516e-05	True	True
strain_madness	s3__SP122_S4__X__spades_VRE3967_S23_L001__c60__k2__order	3	SP122_S4	spades_VRE3967_S23_L001	1313	1352	order	60.0	2.0	2049787	1229903	41022	60.00150259514769	2.0012811087200766	2808	174	-0.0006405543600382924	True	True
strain_madness	s3__SP179_S59__X__spades_VRE3056_S20_L001__c60__k2__order	3	SP179_S59	spades_VRE3056_S20_L001	1313	1352	order	60.0	2.0	2098228	1273344	42043	60.68663653330334	2.003738392586506	225	176	-0.0018691962932531059	True	True
strain_madness	s3__SP124_S6__X__MIKI-NS02__c60__k2__order	3	SP124_S6	MIKI-NS02	1313	1351	order	60.0	2.0	2070014	1263923	41541	61.05866916842108	2.006798021655892	213	149	-0.003399010827946025	True	True
strain_madness	s3__SP87_S70__X__spades_VRE3786_S19_L001__c60__k2__order	3	SP87_S70	spades_VRE3786_S19_L001	1313	1352	order	60.0	2.0	2006213	1206270	40140	60.1267163556412	2.000784562755799	122	164	-0.00039228137789959483	True	True
strain_madness	s3__SP176_S56__X__MIKI-NS09__c60__k2__order	3	SP176_S56	MIKI-NS09	1313	97137	order	60.0	2.0	2044611	1226958	42488	60.009361193889696	2.078048098146787	1423	36	-0.03902404907339352	True	True
strain_madness	s3__SP31_S18__X__spades_VRE2237_S15_L001__c60__k2__order	3	SP31_S18	spades_VRE2237_S15_L001	1313	1352	order	60.0	2.0	2096146	1259383	42271	60.08088177064002	2.016605713533313	114	96	-0.008302856766656541	True	True
strain_madness	s3__SP95_S76__X__spades_VRE2906_S11_L001__c60__k5__order	3	SP95_S76	spades_VRE2906_S11_L001	1313	1352	order	60.0	5.0	2053291	1232124	102713	60.00727612403697	5.0023596265702235	2768	365	-0.0004719253140446966	True	True
strain_madness	s3__SP64_S79__X__spades_VRE3786_S19_L001__c60__k5__order	3	SP64_S79	spades_VRE3786_S19_L001	1313	1352	order	60.0	5.0	2013820	1209201	100931	60.04513809575831	5.011917649045098	1975	392	-0.002383529809019613	True	True
strain_madness	s3__SP149_S30__X__spades_VRE3253_S17_L001__c60__k5__order	3	SP149_S30	spades_VRE3253_S17_L001	1313	1352	order	60.0	5.0	2113372	1404967	105761	66.47987197710579	5.004372159752283	23	426	-0.0008744319504565112	True	True
strain_madness	s3__SP31_S18__X__MIKI-NS10__c60__k5__order	3	SP31_S18	MIKI-NS10	1313	1598	order	60.0	5.0	2096146	1268740	104975	60.5272724323592	5.008000396918917	110	426	-0.0016000793837834594	True	True
strain_madness	s3__SP76_S59__X__spades_VRE3253_S17_L001__c60__k5__order	3	SP76_S59	spades_VRE3253_S17_L001	1313	1352	order	60.0	5.0	2094080	1257879	104833	60.068335498166256	5.006160223105135	482	433	-0.0012320446210269508	True	True
strain_madness	s3__SP108_S87__X__MIKI-NS09__c60__k5__order	3	SP108_S87	MIKI-NS09	1313	97137	order	60.0	5.0	1937122	1163147	98356	60.0451081552943	5.077429299754997	1175	95	-0.015485859950999447	True	True
strain_madness	s3__SP12_S9__X__spades_VRE3786_S19_L001__c60__k10__order	3	SP12_S9	spades_VRE3786_S19_L001	1313	1352	order	60.0	10.0	1985084	1191063	198735	60.00063473384502	10.011415134069892	3064	791	-0.0011415134069892475	True	True
strain_madness	s3__SP160_S41__X__spades_VRE2237_S15_L001__c60__k10__order	3	SP160_S41	spades_VRE2237_S15_L001	1313	1352	order	60.0	10.0	2045367	1227440	204630	60.01074623771675	10.004561528566756	2980	466	-0.0004561528566755513	True	True
strain_madness	s3__spades_MRSA8186_S9_L001__X__MIKI-NS13__c60__k15__order	3	spades_MRSA8186_S9_L001	MIKI-NS13	1280	481743	order	60.0	15.0	2844448	1753589	426928	61.649536219329725	15.009168738539076	18	1723	-0.0006112492359383973	True	True
strain_madness	s3__MIKI-NS24__X__MIKI-NS15__c60__k15__order	3	MIKI-NS24	MIKI-NS15	671267	1235803	order	60.0	15.0	5364208	3219024	806365	60.009306126831774	15.03232164002589	7561	484	-0.0021547760017259776	True	True
strain_madness	s3__SP109_S83__X__MIKI-NS02__c60__k20__order	3	SP109_S83	MIKI-NS02	1313	1351	order	60.0	20.0	2012505	1257682	402744	62.49336026494344	20.012074504162722	22	1449	-0.0006037252081361189	True	True
strain_madness	s3__SP157_S38__X__spades_VRE3021_S4_L001__c60__k20__order	3	SP157_S38	spades_VRE3021_S4_L001	1313	1352	order	60.0	20.0	2048216	1235814	409789	60.33611689392134	20.007118389857318	108	1462	-0.0003559194928659082	True	True
strain_madness	s3__SP96_S77__X__spades_MRSA7796_S10_L001__c60__k2__class	3	SP96_S77	spades_MRSA7796_S10_L001	1313	1280	class	60.0	2.0	2166888	1301047	43612	60.04218953633044	2.012655937916496	2942	184	-0.006327968958248054	True	True
strain_madness	s3__SP57_S43__X__spades_MRSA8186_S9_L001__c60__k2__class	3	SP57_S43	spades_MRSA8186_S9_L001	1313	1280	class	60.0	2.0	1969838	1202033	183549	61.02192159964424	9.31797437149654	54	2	-3.65898718574827	True	True
strain_madness	s3__SP160_S41__X__spades_MRSA7796_S10_L001__c60__k2__class	3	SP160_S41	spades_MRSA7796_S10_L001	1313	1280	class	60.0	2.0	2045367	1227306	40979	60.00419484620608	2.0035035277287645	2990	174	-0.0017517638643822497	True	True
strain_madness	s3__SP179_S59__X__spades_MRSA7231_S7_L001__c60__k2__class	3	SP179_S59	spades_MRSA7231_S7_L001	1313	1280	class	60.0	2.0	2098228	1260264	42081	60.06325337379923	2.0055494445789495	223	97	-0.002774722289474729	True	True
strain_madness	s3__SP103_S83__X__spades_MRSA8013_S11_L001__c60__k2__class	3	SP103_S83	spades_MRSA8013_S11_L001	1313	1280	class	60.0	2.0	2047626	1230452	41072	60.09163782839249	2.0058350499554116	1296	165	-0.00291752497770581	True	True
strain_madness	s3__SP76_S59__X__spades_MRSA7286_S4_L001__c60__k5__class	3	SP76_S59	spades_MRSA7286_S4_L001	1313	1280	class	60.0	5.0	2094080	1256814	104737	60.01747784229829	5.001575871026895	509	366	-0.00031517420537898746	True	True
strain_madness	s3__SP152_S33__X__spades_MRSA7129_S1_L001__c60__k5__class	3	SP152_S33	spades_MRSA7129_S1_L001	1313	1280	class	60.0	5.0	2010753	1206642	100783	60.009459142918104	5.012201896503449	3052	421	-0.0024403793006898765	True	True
strain_madness	s3__SP176_S56__X__spades_MRSA7172_S1_L001__c60__k10__class	3	SP176_S56	spades_MRSA7172_S1_L001	1313	1280	class	60.0	10.0	2044611	1227140	204479	60.01826264262493	10.000875472155828	1371	603	-8.754721558279499e-05	True	True
strain_madness	s3__spades_VRE2941_S2_L001__X__spades_MRSA8187_S8_L001__c60__k15__class	3	spades_VRE2941_S2_L001	spades_MRSA8187_S8_L001	1352	1280	class	60.0	15.0	3166882	1900263	475034	60.004224975859536	15.000053680560248	3415	1282	-3.5787040165047303e-06	True	True
strain_madness	s3__SP110_S88__X__spades_MRSA8595_S7_L001__c60__k15__class	3	SP110_S88	spades_MRSA8595_S7_L001	1313	1280	class	60.0	15.0	2140902	1284819	321371	60.012975839155644	15.011009378290085	2186	835	-0.0007339585526723387	True	True
strain_madness	s3__SP96_S77__X__MIKI-NS13__c60__k15__class	3	SP96_S77	MIKI-NS13	1313	481743	class	60.0	15.0	2166888	1300495	325103	60.01671521555337	15.003221209402609	2934	1291	-0.00021474729350726325	True	True
strain_madness	s3__SP166_S47__X__spades_MRSA8007_S12_L001__c60__k15__class	3	SP166_S47	spades_MRSA8007_S12_L001	1313	1280	class	60.0	15.0	2090273	1255629	313914	60.07009610706353	15.017846951092034	714	1093	-0.0011897967394689365	True	True
strain_madness	s3__SP144_S25__X__spades_MRSA8602_S6_L001__c60__k20__class	3	SP144_S25	spades_MRSA8602_S6_L001	1313	1280	class	60.0	20.0	2073909	1244483	414846	60.006634813774376	20.00309560351973	1556	1564	-0.00015478017598642425	True	True
