gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
GB_GCA_934167095.1	GCA_934167095.1		100.0	0.36	35	74043	159610	1440992	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__CAG-245 sp934167095	/home/tianrm/projects/magicc2/data/genomes/GCA_934167095.1/GCA_934167095.1_ERR7738184_bin.29_genomic.fna	GCA_934167095.1
RS_GCF_030480635.1	GCA_030480635.1	GCF_030480635.1	99.97	0.61	10	363822	768186	3004512	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B	/home/tianrm/projects/magicc2/data/genomes/GCF_030480635.1/GCF_030480635.1_ASM3048063v1_genomic.fna	GCF_030480635.1
RS_GCF_900037725.1	GCA_900037725.1	GCF_900037725.1	100.0	0.32	42	170613	406670	2836315	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_900037725.1/GCF_900037725.1_7712_8_91_genomic.fna	GCF_900037725.1
RS_GCF_025189545.1	GCA_025189545.1	GCF_025189545.1	99.97	0.11	67	120618	434170	2891299	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	/home/tianrm/projects/magicc2/data/genomes/GCF_025189545.1/GCF_025189545.1_ASM2518954v1_genomic.fna	GCF_025189545.1
GB_GCA_947072755.1	GCA_947072755.1		99.9	0.11	52	76002	270682	2341089	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus;s__Lactococcus cremoris	/home/tianrm/projects/magicc2/data/genomes/GCA_947072755.1/GCA_947072755.1_ERR5094881_bin.2_metaWRAP_v1.3_MAG_genomic.fna	GCA_947072755.1
RS_GCF_019342965.1	GCA_019342965.1	GCF_019342965.1	99.99	0.05	1	1823813	1823813	1823813	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_019342965.1/GCF_019342965.1_ASM1934296v1_genomic.fna	GCF_019342965.1
RS_GCF_000541075.1	GCA_000541075.1	GCF_000541075.1	100.0	0.67	18	541603	762772	2931921	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_000541075.1/GCF_000541075.1_Stap_aure_COAS6055_V1_genomic.fna	GCF_000541075.1
RS_GCF_031202875.1	GCA_031202875.1	GCF_031202875.1	100.0	0.15	1	2190065	2190065	2190065	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	/home/tianrm/projects/magicc2/data/genomes/GCF_031202875.1/GCF_031202875.1_ASM3120287v1_genomic.fna	GCF_031202875.1
RS_GCF_040687925.1	GCA_040687925.1	GCF_040687925.1	100.0	0.08	1	2095224	2095224	2095224	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	/home/tianrm/projects/magicc2/data/genomes/GCF_040687925.1/GCF_040687925.1_ASM4068792v1_genomic.fna	GCF_040687925.1
GB_GCA_934667095.1	GCA_934667095.1		99.21	0.47	28	127310	226940	2064962	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Enterenecus;s__Enterenecus sp934667095	/home/tianrm/projects/magicc2/data/genomes/GCA_934667095.1/GCA_934667095.1_ERR7738570_bin.147_genomic.fna	GCA_934667095.1
RS_GCF_022487725.1	GCA_022487725.1	GCF_022487725.1	99.99	0.22	46	129081	360477	2378928	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus haemolyticus	/home/tianrm/projects/magicc2/data/genomes/GCF_022487725.1/GCF_022487725.1_ASM2248772v1_genomic.fna	GCF_022487725.1
RS_GCF_900047265.1	GCA_900047265.1	GCF_900047265.1	100.0	0.85	63	150330	234549	2908146	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_900047265.1/GCF_900047265.1_7414_8_38_genomic.fna	GCF_900047265.1
RS_GCF_000596205.1	GCA_000596205.1	GCF_000596205.1	100.0	0.09	81	60652	196297	2896892	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_000596205.1/GCF_000596205.1_Stap_aure_DAR5854_V1_genomic.fna	GCF_000596205.1
RS_GCF_030116875.1	GCA_030116875.1	GCF_030116875.1	100.0	0.78	98	407513	964691	3100568	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	/home/tianrm/projects/magicc2/data/genomes/GCF_030116875.1/GCF_030116875.1_ASM3011687v1_genomic.fna	GCF_030116875.1
RS_GCF_014269845.1	GCA_014269845.1	GCF_014269845.1	99.99	0.72	18	551226	645370	2920988	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_B	/home/tianrm/projects/magicc2/data/genomes/GCF_014269845.1/GCF_014269845.1_ASM1426984v1_genomic.fna	GCF_014269845.1
RS_GCF_004153945.1	GCA_004153945.1	GCF_004153945.1	99.99	0.05	1	1833822	1833822	1833822	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pyogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_004153945.1/GCF_004153945.1_ASM415394v1_genomic.fna	GCF_004153945.1
GB_GCA_018364735.1	GCA_018364735.1		99.8	0.45	48	113922	381023	3282731	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__COE1;s__COE1 sp001916965	/home/tianrm/projects/magicc2/data/genomes/GCA_018364735.1/GCA_018364735.1_ASM1836473v1_genomic.fna	GCA_018364735.1
RS_GCF_900109715.1	GCA_900109715.1	GCF_900109715.1	99.83	0.0	30	165606	344991	2764267	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis	/home/tianrm/projects/magicc2/data/genomes/GCF_900109715.1/GCF_900109715.1_IMG-taxon_2595698239_annotated_assembly_genomic.fna	GCF_900109715.1
RS_GCF_040531895.1	GCA_040531895.1	GCF_040531895.1	99.98	0.28	84	142840	508734	2921782	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus;s__Enterococcus faecalis	/home/tianrm/projects/magicc2/data/genomes/GCF_040531895.1/GCF_040531895.1_ASM4053189v1_genomic.fna	GCF_040531895.1
RS_GCF_000594845.1	GCA_000594845.1	GCF_000594845.1	100.0	0.24	23	537962	580235	2864890	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_000594845.1/GCF_000594845.1_Stap_aure_H31085_V1_genomic.fna	GCF_000594845.1
RS_GCF_900035585.1	GCA_900035585.1	GCF_900035585.1	100.0	0.37	41	251242	324755	2835169	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_900035585.1/GCF_900035585.1_7748_6_54_genomic.fna	GCF_900035585.1
RS_GCF_023470045.1	GCA_023470045.1	GCF_023470045.1	100.0	0.05	56	67509	182077	2078690	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus suis	/home/tianrm/projects/magicc2/data/genomes/GCF_023470045.1/GCF_023470045.1_ASM2347004v1_genomic.fna	GCF_023470045.1
RS_GCF_036967085.1	GCA_036967085.1	GCF_036967085.1	100.0	0.1	31	381664	677014	3868060	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	/home/tianrm/projects/magicc2/data/genomes/GCF_036967085.1/GCF_036967085.1_ASM3696708v1_genomic.fna	GCF_036967085.1
RS_GCF_900044425.1	GCA_900044425.1	GCF_900044425.1	100.0	0.31	31	173984	406812	2820834	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_900044425.1/GCF_900044425.1_8728_5_17_genomic.fna	GCF_900044425.1
RS_GCF_005861715.1	GCA_005861715.1	GCF_005861715.1	100.0	0.13	23	257267	632851	2764542	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_005861715.1/GCF_005861715.1_ASM586171v1_genomic.fna	GCF_005861715.1
RS_GCF_000543145.1	GCA_000543145.1	GCF_000543145.1	100.0	0.56	18	537631	696505	2893380	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_000543145.1/GCF_000543145.1_Stap_aure_PLAC6055_V1_genomic.fna	GCF_000543145.1
RS_GCF_018681925.1	GCA_018681925.1	GCF_018681925.1	100.0	0.11	66	108205	263854	2904063	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_018681925.1/GCF_018681925.1_ASM1868192v1_genomic.fna	GCF_018681925.1
RS_GCF_022096195.1	GCA_022096195.1	GCF_022096195.1	99.99	0.74	41	1490516	1490516	2961498	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_022096195.1/GCF_022096195.1_ASM2209619v1_genomic.fna	GCF_022096195.1
GB_GCA_000621425.1	GCA_000621425.1		99.99	0.53	25	299007	694064	3476318	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__NK4A136;s__NK4A136 sp000621425	/home/tianrm/projects/magicc2/data/genomes/GCA_000621425.1/GCA_000621425.1_ASM62142v1_genomic.fna	GCA_000621425.1
GB_GCA_037065175.1	GCA_037065175.1		98.95	0.56	5	849102	1383216	3490355	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	/home/tianrm/projects/magicc2/data/genomes/GCA_037065175.1/GCA_037065175.1_ASM3706517v1_genomic.fna	GCA_037065175.1
RS_GCF_003614185.1	GCA_003614185.1	GCF_003614185.1	100.0	0.75	64	277378	773790	5611962	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Fontibacillus;s__Fontibacillus aceti	/home/tianrm/projects/magicc2/data/genomes/GCF_003614185.1/GCF_003614185.1_ASM361418v1_genomic.fna	GCF_003614185.1
RS_GCF_024701995.1	GCA_024701995.1	GCF_024701995.1	99.99	0.62	17	656482	1035778	3060743	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_024701995.1/GCF_024701995.1_ASM2470199v1_genomic.fna	GCF_024701995.1
RS_GCF_900055005.2	GCA_900055005.2	GCF_900055005.2	100.0	0.22	60	72489	163594	2143598	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus pneumoniae	/home/tianrm/projects/magicc2/data/genomes/GCF_900055005.2/GCF_900055005.2_13414_2_55_genomic.fna	GCF_900055005.2
RS_GCF_959018495.1	GCA_959018495.1	GCF_959018495.1	99.99	0.8	90	64868	231346	3448834	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__Anaerostipes caccae	/home/tianrm/projects/magicc2/data/genomes/GCF_959018495.1/GCF_959018495.1_SRR20881974_bin.28_MetaWRAP_v1.3_MAG_genomic.fna	GCF_959018495.1
RS_GCF_002527565.1	GCA_002527565.1	GCF_002527565.1	100.0	0.69	29	423138	587428	2952753	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_002527565.1/GCF_002527565.1_ASM252756v1_genomic.fna	GCF_002527565.1
GB_GCA_934168385.1	GCA_934168385.1		98.13	1.46	39	73596	180401	1924836	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__RFN20;f__CAG-826;g__RUG131;s__RUG131 sp900549975	/home/tianrm/projects/magicc2/data/genomes/GCA_934168385.1/GCA_934168385.1_ERR7738591_bin.10_genomic.fna	GCA_934168385.1
GB_GCA_930990015.1	GCA_930990015.1		99.94	0.38	22	136142	294276	1915881	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Limosilactobacillus;s__Limosilactobacillus intestinigallinarum	/home/tianrm/projects/magicc2/data/genomes/GCA_930990015.1/GCA_930990015.1_ERR3414571_bin.81_metaWRAP_v1.1_MAG_genomic.fna	GCA_930990015.1
GB_GCA_025853795.1	GCA_025853795.1		99.98	0.0	2	1828347	1828347	1872141	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus gasseri	/home/tianrm/projects/magicc2/data/genomes/GCA_025853795.1/GCA_025853795.1_ASM2585379v1_genomic.fna	GCA_025853795.1
RS_GCF_030177695.1	GCA_030177695.1	GCF_030177695.1	100.0	0.12	1	4242094	4242094	4242094	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus inaquosorum	/home/tianrm/projects/magicc2/data/genomes/GCF_030177695.1/GCF_030177695.1_ASM3017769v1_genomic.fna	GCF_030177695.1
RS_GCF_024653115.1	GCA_024653115.1	GCF_024653115.1	100.0	0.02	33	518922	946419	3816152	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus pumilus	/home/tianrm/projects/magicc2/data/genomes/GCF_024653115.1/GCF_024653115.1_ASM2465311v1_genomic.fna	GCF_024653115.1
RS_GCF_002998215.1	GCA_002998215.1	GCF_002998215.1	100.0	0.0	35	355913	1056376	4081660	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus halotolerans	/home/tianrm/projects/magicc2/data/genomes/GCF_002998215.1/GCF_002998215.1_ASM299821v1_genomic.fna	GCF_002998215.1
RS_GCF_038008205.1	GCA_038008205.1	GCF_038008205.1	99.98	0.97	4	2303570	2303570	2336349	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus hominis	/home/tianrm/projects/magicc2/data/genomes/GCF_038008205.1/GCF_038008205.1_ASM3800820v1_genomic.fna	GCF_038008205.1
RS_GCF_001193135.1	GCA_001193135.1	GCF_001193135.1	100.0	0.66	66	159019	880836	2901153	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_001193135.1/GCF_001193135.1_7748_4_22_genomic.fna	GCF_001193135.1
RS_GCF_018861505.1	GCA_018861505.1	GCF_018861505.1	99.98	0.12	13	709265	1245829	2888920	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_L;s__Clostridium_L algidicarnis	/home/tianrm/projects/magicc2/data/genomes/GCF_018861505.1/GCF_018861505.1_ASM1886150v1_genomic.fna	GCF_018861505.1
RS_GCF_000640435.1	GCA_000640435.1	GCF_000640435.1	100.0	0.16	29	180138	425546	2736936	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus aureus	/home/tianrm/projects/magicc2/data/genomes/GCF_000640435.1/GCF_000640435.1_Stap_aure_USA_9_V1_genomic.fna	GCF_000640435.1
GB_GCA_025348765.1	GCA_025348765.1		98.9	0.21	52	45233	113925	1211482	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus iners	/home/tianrm/projects/magicc2/data/genomes/GCA_025348765.1/GCA_025348765.1_ASM2534876v1_genomic.fna	GCA_025348765.1
RS_GCF_018135545.1	GCA_018135545.1	GCF_018135545.1	100.0	0.13	4	3318792	3318792	3435257	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	/home/tianrm/projects/magicc2/data/genomes/GCF_018135545.1/GCF_018135545.1_ASM1813554v1_genomic.fna	GCF_018135545.1
RS_GCF_001760285.1	GCA_001760285.1	GCF_001760285.1	99.99	0.56	18	428646	793912	2840397	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes_D	/home/tianrm/projects/magicc2/data/genomes/GCF_001760285.1/GCF_001760285.1_BCW_3856_genomic.fna	GCF_001760285.1
RS_GCF_030237775.1	GCA_030237775.1	GCF_030237775.1	99.98	0.03	37	147529	406519	1983205	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Ligilactobacillus;s__Ligilactobacillus salivarius	/home/tianrm/projects/magicc2/data/genomes/GCF_030237775.1/GCF_030237775.1_ASM3023777v1_genomic.fna	GCF_030237775.1
RS_GCF_020826335.1	GCA_020826335.1	GCF_020826335.1	99.95	0.13	2	2945765	2945765	2993122	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lacticaseibacillus;s__Lacticaseibacillus rhamnosus	/home/tianrm/projects/magicc2/data/genomes/GCF_020826335.1/GCF_020826335.1_ASM2082633v1_genomic.fna	GCF_020826335.1
GB_GCA_948528725.1	GCA_948528725.1		99.99	0.5	93	75991	525439	3375869	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Bovifimicola;s__Bovifimicola sp910583605	/home/tianrm/projects/magicc2/data/genomes/GCA_948528725.1/GCA_948528725.1_MGBC153819_genomic.fna	GCA_948528725.1
RS_GCF_013296395.1	GCA_013296395.1	GCF_013296395.1	100.0	0.98	1	6315364	6315364	6315364	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii_E	/home/tianrm/projects/magicc2/data/genomes/GCF_013296395.1/GCF_013296395.1_ASM1329639v1_genomic.fna	GCF_013296395.1
RS_GCF_022499395.1	GCA_022499395.1	GCF_022499395.1	99.99	0.57	42	248901	609132	3050682	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Listeriaceae;g__Listeria;s__Listeria monocytogenes	/home/tianrm/projects/magicc2/data/genomes/GCF_022499395.1/GCF_022499395.1_ASM2249939v1_genomic.fna	GCF_022499395.1
RS_GCF_020786675.1	GCA_020786675.1	GCF_020786675.1	100.0	0.09	75	78969	228637	2133357	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus agalactiae	/home/tianrm/projects/magicc2/data/genomes/GCF_020786675.1/GCF_020786675.1_ASM2078667v1_genomic.fna	GCF_020786675.1
RS_GCF_905310975.2	GCA_905310975.2	GCF_905310975.2	100.0	0.11	2	4335289	4335289	4342529	Bacteria	Bacillota	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus subtilis	/home/tianrm/projects/magicc2/data/genomes/GCF_905310975.2/GCF_905310975.2_NRS6085B_genomic.fna	GCF_905310975.2
RS_GCF_000962805.1	GCA_000962805.1	GCF_000962805.1	99.98	0.06	41	193807	758077	4393679	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter chlorophenolicus_A	/home/tianrm/projects/magicc2/data/genomes/GCF_000962805.1/GCF_000962805.1_ASM96280v1_genomic.fna	GCF_000962805.1
RS_GCF_034933565.1	GCA_034933565.1	GCF_034933565.1	98.65	0.15	65	81995	247923	3273069	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Raineyella;s__Raineyella sp034933565	/home/tianrm/projects/magicc2/data/genomes/GCF_034933565.1/GCF_034933565.1_ASM3493356v1_genomic.fna	GCF_034933565.1
RS_GCF_014900375.1	GCA_014900375.1	GCF_014900375.1	100.0	0.98	1	4419404	4419404	4419404	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	/home/tianrm/projects/magicc2/data/genomes/GCF_014900375.1/GCF_014900375.1_ASM1490037v1_genomic.fna	GCF_014900375.1
RS_GCF_019041945.1	GCA_019041945.1	GCF_019041945.1	99.87	0.06	38	198315	446168	2310338	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	/home/tianrm/projects/magicc2/data/genomes/GCF_019041945.1/GCF_019041945.1_NA_genomic.fna	GCF_019041945.1
RS_GCF_026342835.1	GCA_026342835.1	GCF_026342835.1	100.0	0.19	6	8016355	8016355	10389492	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp026342835	/home/tianrm/projects/magicc2/data/genomes/GCF_026342835.1/GCF_026342835.1_ASM2634283v1_genomic.fna	GCF_026342835.1
RS_GCF_029854095.1	GCA_029854095.1	GCF_029854095.1	100.0	0.28	80	167760	483297	4923190	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Gordonia;s__Gordonia alkanivorans	/home/tianrm/projects/magicc2/data/genomes/GCF_029854095.1/GCF_029854095.1_ASM2985409v1_genomic.fna	GCF_029854095.1
GB_GCA_027860085.1	GCA_027860085.1		100.0	0.59	24	354937	483105	2438250	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella abortisuis	/home/tianrm/projects/magicc2/data/genomes/GCA_027860085.1/GCA_027860085.1_ASM2786008v1_genomic.fna	GCA_027860085.1
RS_GCF_040647385.1	GCA_040647385.1	GCF_040647385.1	99.99	0.03	35	154706	277802	2541211	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Micrococcus;s__Micrococcus luteus	/home/tianrm/projects/magicc2/data/genomes/GCF_040647385.1/GCF_040647385.1_ASM4064738v1_genomic.fna	GCF_040647385.1
RS_GCF_040676835.1	GCA_040676835.1	GCF_040676835.1	100.0	0.16	39	301357	994304	6487698	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Micromonosporaceae;g__Micromonospora;s__Micromonospora tulbaghiae	/home/tianrm/projects/magicc2/data/genomes/GCF_040676835.1/GCF_040676835.1_ASM4067683v1_genomic.fna	GCF_040676835.1
RS_GCF_014900255.1	GCA_014900255.1	GCF_014900255.1	100.0	0.55	1	4438366	4438366	4438366	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium tuberculosis	/home/tianrm/projects/magicc2/data/genomes/GCF_014900255.1/GCF_014900255.1_ASM1490025v1_genomic.fna	GCF_014900255.1
RS_GCF_040097245.1	GCA_040097245.1	GCF_040097245.1	100.0	0.19	19	338699	1022429	2149623	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	/home/tianrm/projects/magicc2/data/genomes/GCF_040097245.1/GCF_040097245.1_ASM4009724v1_genomic.fna	GCF_040097245.1
RS_GCF_030232365.1	GCA_030232365.1	GCF_030232365.1	99.97	0.01	64	140538	442058	2323160	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Corynebacterium;s__Corynebacterium macclintockiae	/home/tianrm/projects/magicc2/data/genomes/GCF_030232365.1/GCF_030232365.1_ASM3023236v1_genomic.fna	GCF_030232365.1
RS_GCF_015024035.1	GCA_015024035.1	GCF_015024035.1	100.0	0.29	10	5059940	5059940	5206590	Bacteria	Actinomycetota	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium abscessus	/home/tianrm/projects/magicc2/data/genomes/GCF_015024035.1/GCF_015024035.1_ASM1502403v1_genomic.fna	GCF_015024035.1
