gtdb_accession	ncbi_accession	gcf_accession	checkm2_completeness	checkm2_contamination	contig_count	n50_contigs	longest_contig	genome_size	domain	phylum	gtdb_taxonomy	fasta_path	download_dir
RS_GCF_006546655.1	GCA_006546655.1	GCF_006546655.1	99.99	0.25	20	305710	652756	2920174	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus vulcani_A	/home/tianrm/projects/magicc2/data/genomes/GCF_006546655.1/GCF_006546655.1_ASM654665v1_genomic.fna	GCF_006546655.1
RS_GCF_913757535.1	GCA_913757535.1	GCF_913757535.1	99.97	0.89	3	2820518	2820518	2859498	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix soehngenii	/home/tianrm/projects/magicc2/data/genomes/GCF_913757535.1/GCF_913757535.1_4H12_R420_Bin12_Hybrid_genomic.fna	GCF_913757535.1
RS_GCF_000379085.1	GCA_000379085.1	GCF_000379085.1	99.94	0.77	22	420577	971085	3607771	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium katesii	/home/tianrm/projects/magicc2/data/genomes/GCF_000379085.1/GCF_000379085.1_ASM37908v1_genomic.fna	GCF_000379085.1
RS_GCF_025517535.1	GCA_025517535.1	GCF_025517535.1	99.89	1.65	62	116111	566569	3360058	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halapricum;s__Halapricum hydrolyticum	/home/tianrm/projects/magicc2/data/genomes/GCF_025517535.1/GCF_025517535.1_ASM2551753v1_genomic.fna	GCF_025517535.1
GB_GCA_027460495.1	GCA_027460495.1		99.93	1.79	63	75715	218068	2921908	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp027460535	/home/tianrm/projects/magicc2/data/genomes/GCA_027460495.1/GCA_027460495.1_ASM2746049v1_genomic.fna	GCA_027460495.1
GB_GCA_002506915.1	GCA_002506915.1		99.86	0.38	68	78299	196810	2989341	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp002499445	/home/tianrm/projects/magicc2/data/genomes/GCA_002506915.1/GCA_002506915.1_ASM250691v1_genomic.fna	GCA_002506915.1
GB_GCA_013342525.1	GCA_013342525.1		99.06	0.49	2	2607022	2607022	3193812	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Natronocalculus;s__Natronocalculus amylovorans	/home/tianrm/projects/magicc2/data/genomes/GCA_013342525.1/GCA_013342525.1_ASM1334252v1_genomic.fna	GCA_013342525.1
RS_GCF_000336915.1	GCA_000336915.1	GCF_000336915.1	99.59	0.35	36	202192	411109	3449700	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halococcaceae;g__Halococcus;s__Halococcus saccharolyticus	/home/tianrm/projects/magicc2/data/genomes/GCF_000336915.1/GCF_000336915.1_ASM33691v1_genomic.fna	GCF_000336915.1
RS_GCF_038446525.1	GCA_038446525.1	GCF_038446525.1	99.99	0.06	1	3053834	3053834	3053834	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp038446525	/home/tianrm/projects/magicc2/data/genomes/GCF_038446525.1/GCF_038446525.1_ASM3844652v1_genomic.fna	GCF_038446525.1
GB_GCA_038731605.1	GCA_038731605.1		99.97	0.0	18	250752	618947	1671425	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp038731605	/home/tianrm/projects/magicc2/data/genomes/GCA_038731605.1/GCA_038731605.1_ASM3873160v1_genomic.fna	GCA_038731605.1
RS_GCF_004102725.1	GCA_004102725.1	GCF_004102725.1	99.98	1.57	17	586479	832112	2750720	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus_A;s__Methanoculleus_A taiwanensis	/home/tianrm/projects/magicc2/data/genomes/GCF_004102725.1/GCF_004102725.1_ASM410272v1_genomic.fna	GCF_004102725.1
RS_GCF_033472595.1	GCA_033472595.1	GCF_033472595.1	99.76	0.04	1	1980381	1980381	1980381	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus receptaculi	/home/tianrm/projects/magicc2/data/genomes/GCF_033472595.1/GCF_033472595.1_ASM3347259v1_genomic.fna	GCF_033472595.1
RS_GCF_001767315.1	GCA_001767315.1	GCF_001767315.1	99.92	0.03	1	1972283	1972283	1972283	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum formicicum	/home/tianrm/projects/magicc2/data/genomes/GCF_001767315.1/GCF_001767315.1_ASM176731v1_genomic.fna	GCF_001767315.1
RS_GCF_000337055.1	GCA_000337055.1	GCF_000337055.1	99.7	0.66	83	71130	166369	3307369	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum	/home/tianrm/projects/magicc2/data/genomes/GCF_000337055.1/GCF_000337055.1_ASM33705v1_genomic.fna	GCF_000337055.1
RS_GCF_027925405.1	GCA_027925405.1	GCF_027925405.1	99.99	1.39	4	849952	1192415	2742458	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus bourgensis	/home/tianrm/projects/magicc2/data/genomes/GCF_027925405.1/GCF_027925405.1_ASM2792540v1_genomic.fna	GCF_027925405.1
GB_GCA_963676195.1	GCA_963676195.1		99.94	1.51	2	1940436	1940436	3040266	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides sp963676195	/home/tianrm/projects/magicc2/data/genomes/GCA_963676195.1/GCA_963676195.1_piPlaFron1.Methanosarcinaceae_archaeon_1.1_genomic.fna	GCA_963676195.1
GB_GCA_005954745.1	GCA_005954745.1		99.82	0.43	4	3203198	3203198	3942449	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-9-68-17;g__Halostella;s__Halostella pelagica	/home/tianrm/projects/magicc2/data/genomes/GCA_005954745.1/GCA_005954745.1_ASM595474v1_genomic.fna	GCA_005954745.1
RS_GCF_023702065.1	GCA_023702065.1	GCF_023702065.1	99.24	0.62	3	921572	1011680	2455266	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus oceani	/home/tianrm/projects/magicc2/data/genomes/GCF_023702065.1/GCF_023702065.1_ASM2370206v1_genomic.fna	GCF_023702065.1
RS_GCF_008729095.1	GCA_008729095.1	GCF_008729095.1	99.97	0.44	5	3025665	3025665	3896891	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	/home/tianrm/projects/magicc2/data/genomes/GCF_008729095.1/GCF_008729095.1_ASM872909v1_genomic.fna	GCF_008729095.1
GB_GCA_026625165.1	GCA_026625165.1		98.81	0.02	1	2174862	2174862	2174862	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__MVRE01;s__MVRE01 sp026625165	/home/tianrm/projects/magicc2/data/genomes/GCA_026625165.1/GCA_026625165.1_ASM2662516v1_genomic.fna	GCA_026625165.1
RS_GCF_963678545.1	GCA_963678545.1	GCF_963678545.1	100.0	1.16	4	2933275	2933275	3328399	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp963678545	/home/tianrm/projects/magicc2/data/genomes/GCF_963678545.1/GCF_963678545.1_piPlaSpea1.Methanomethylovorans_sp_1.1_genomic.fna	GCF_963678545.1
RS_GCF_900106715.1	GCA_900106715.1	GCF_900106715.1	99.78	0.43	56	242534	526429	3896637	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula vallismortis	/home/tianrm/projects/magicc2/data/genomes/GCF_900106715.1/GCF_900106715.1_IMG-taxon_2693429892_annotated_assembly_genomic.fna	GCF_900106715.1
GB_GCA_002503825.1	GCA_002503825.1		99.29	0.46	25	170622	508569	2838694	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA467;s__UBA467 sp002503825	/home/tianrm/projects/magicc2/data/genomes/GCA_002503825.1/GCA_002503825.1_ASM250382v1_genomic.fna	GCA_002503825.1
RS_GCF_026586625.1	GCA_026586625.1	GCF_026586625.1	99.35	1.63	24	330461	764614	4461805	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobium;s__Halobium salinum	/home/tianrm/projects/magicc2/data/genomes/GCF_026586625.1/GCF_026586625.1_ASM2658662v1_genomic.fna	GCF_026586625.1
RS_GCF_033100775.1	GCA_033100775.1	GCF_033100775.1	99.7	0.72	81	398903	514175	3334150	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum distributum	/home/tianrm/projects/magicc2/data/genomes/GCF_033100775.1/GCF_033100775.1_ASM3310077v1_genomic.fna	GCF_033100775.1
RS_GCF_020217425.1	GCA_020217425.1	GCF_020217425.1	99.31	1.71	6	3355004	3355004	4254704	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halomicrobium;s__Halomicrobium urmianum	/home/tianrm/projects/magicc2/data/genomes/GCF_020217425.1/GCF_020217425.1_ASM2021742v1_genomic.fna	GCF_020217425.1
RS_GCF_003722075.1	GCA_003722075.1	GCF_003722075.1	99.62	0.21	18	206832	313119	1969036	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanohalophilus;s__Methanohalophilus sp003722075	/home/tianrm/projects/magicc2/data/genomes/GCF_003722075.1/GCF_003722075.1_MethanohalophilusRSK_genomic.fna	GCF_003722075.1
RS_GCF_031432215.1	GCA_031432215.1	GCF_031432215.1	99.96	0.1	3	1972116	1972116	2247336	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum sp031432215	/home/tianrm/projects/magicc2/data/genomes/GCF_031432215.1/GCF_031432215.1_ASM3143221v1_genomic.fna	GCF_031432215.1
RS_GCF_029207715.1	GCA_029207715.1	GCF_029207715.1	99.95	0.2	1	2923675	2923675	2923675	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Halorhabdus;s__Halorhabdus sp029229925	/home/tianrm/projects/magicc2/data/genomes/GCF_029207715.1/GCF_029207715.1_ASM2920771v1_genomic.fna	GCF_029207715.1
GB_GCA_038734275.1	GCA_038734275.1		99.46	0.0	13	133650	471664	1729305	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp038734275	/home/tianrm/projects/magicc2/data/genomes/GCA_038734275.1/GCA_038734275.1_ASM3873427v1_genomic.fna	GCA_038734275.1
RS_GCF_028329925.1	GCA_028329925.1	GCF_028329925.1	100.0	0.6	40	424536	1112508	3498669	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum ezzemoulense	/home/tianrm/projects/magicc2/data/genomes/GCF_028329925.1/GCF_028329925.1_ASM2832992v1_genomic.fna	GCF_028329925.1
GB_GCA_035408805.1	GCA_035408805.1		99.89	0.83	44	114665	285725	3108638	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina thermophila	/home/tianrm/projects/magicc2/data/genomes/GCA_035408805.1/GCA_035408805.1_ASM3540880v1_genomic.fna	GCA_035408805.1
GB_GCA_020055655.1	GCA_020055655.1		99.91	0.9	50	64643	232553	2476202	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus sp020055655	/home/tianrm/projects/magicc2/data/genomes/GCA_020055655.1/GCA_020055655.1_ASM2005565v1_genomic.fna	GCA_020055655.1
RS_GCF_029338275.1	GCA_029338275.1	GCF_029338275.1	99.73	0.64	2	3190156	3190156	3525489	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula ordinaria	/home/tianrm/projects/magicc2/data/genomes/GCF_029338275.1/GCF_029338275.1_ASM2933827v1_genomic.fna	GCF_029338275.1
RS_GCF_039545215.1	GCA_039545215.1	GCF_039545215.1	99.98	0.57	14	1259964	1442933	3890693	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula hispanica	/home/tianrm/projects/magicc2/data/genomes/GCF_039545215.1/GCF_039545215.1_ASM3954521v1_genomic.fna	GCF_039545215.1
RS_GCF_004521895.1	GCA_004521895.1	GCF_004521895.1	99.28	1.65	26	252402	444673	3619661	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus marinus	/home/tianrm/projects/magicc2/data/genomes/GCF_004521895.1/GCF_004521895.1_ASM452189v1_genomic.fna	GCF_004521895.1
RS_GCF_030464365.1	GCA_030464365.1	GCF_030464365.1	99.92	0.41	30	141568	274653	2611534	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus methanifontis	/home/tianrm/projects/magicc2/data/genomes/GCF_030464365.1/GCF_030464365.1_ASM3046436v1_genomic.fna	GCF_030464365.1
RS_GCF_001488575.1	GCA_001488575.1	GCF_001488575.1	99.81	0.46	4	2510607	2510607	3130345	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium hubeiense	/home/tianrm/projects/magicc2/data/genomes/GCF_001488575.1/GCF_001488575.1_Halobacterium_hubeiense_JI20-1_genomic.fna	GCF_001488575.1
RS_GCF_004745425.1	GCA_004745425.1	GCF_004745425.1	99.99	1.95	45	223424	329633	2592212	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanolobus;s__Methanolobus halotolerans	/home/tianrm/projects/magicc2/data/genomes/GCF_004745425.1/GCF_004745425.1_ASM474542v1_genomic.fna	GCF_004745425.1
RS_GCF_039522645.1	GCA_039522645.1	GCF_039522645.1	99.26	1.34	2	2204214	2204214	2339560	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Salarchaeum;s__Salarchaeum japonicum	/home/tianrm/projects/magicc2/data/genomes/GCF_039522645.1/GCF_039522645.1_ASM3952264v1_genomic.fna	GCF_039522645.1
RS_GCF_002788215.1	GCA_002788215.1	GCF_002788215.1	99.16	0.33	1	3332022	3332022	3332022	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halohasta;s__Halohasta litchfieldiae	/home/tianrm/projects/magicc2/data/genomes/GCF_002788215.1/GCF_002788215.1_ASM278821v1_genomic.fna	GCF_002788215.1
RS_GCF_014647475.1	GCA_014647475.1	GCF_014647475.1	99.96	0.37	27	875382	1250801	3380345	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halocalculus;s__Halocalculus aciditolerans	/home/tianrm/projects/magicc2/data/genomes/GCF_014647475.1/GCF_014647475.1_ASM1464747v1_genomic.fna	GCF_014647475.1
RS_GCF_021431925.1	GCA_021431925.1	GCF_021431925.1	99.48	0.49	4	2886087	2886087	3320122	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobaculum;s__Halobaculum sp021431925	/home/tianrm/projects/magicc2/data/genomes/GCF_021431925.1/GCF_021431925.1_ASM2143192v1_genomic.fna	GCF_021431925.1
GB_GCA_903883005.1	GCA_903883005.1		99.76	1.54	75	70712	433337	3146076	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanotrichales;f__Methanotrichaceae;g__Methanothrix;s__Methanothrix sp903871465	/home/tianrm/projects/magicc2/data/genomes/GCA_903883005.1/GCA_903883005.1_freshwater_MAG_---_AM-2014_bin-3612_genomic.fna	GCA_903883005.1
RS_GCF_024178165.1	GCA_024178165.1	GCF_024178165.1	99.91	1.0	25	497671	788121	3041226	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halohasta;s__Halohasta salina	/home/tianrm/projects/magicc2/data/genomes/GCF_024178165.1/GCF_024178165.1_ASM2417816v1_genomic.fna	GCF_024178165.1
RS_GCF_026684035.1	GCA_026684035.1	GCF_026684035.1	99.88	1.61	1	2648164	2648164	2648164	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanomicrobiaceae;g__Methanogenium;s__Methanogenium organophilum	/home/tianrm/projects/magicc2/data/genomes/GCF_026684035.1/GCF_026684035.1_ASM2668403v1_genomic.fna	GCF_026684035.1
GB_GCA_001896725.1	GCA_001896725.1		99.97	0.35	53	215262	441291	2181761	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp001896725	/home/tianrm/projects/magicc2/data/genomes/GCA_001896725.1/GCA_001896725.1_ASM189672v1_genomic.fna	GCA_001896725.1
RS_GCF_024372725.1	GCA_024372725.1	GCF_024372725.1	99.74	0.77	66	97365	417867	4039277	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina sp024372725	/home/tianrm/projects/magicc2/data/genomes/GCF_024372725.1/GCF_024372725.1_ASM2437272v1_genomic.fna	GCF_024372725.1
RS_GCF_001304615.2	GCA_001304615.2	GCF_001304615.2	99.99	0.27	1	3283688	3283688	3283688	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina flavescens	/home/tianrm/projects/magicc2/data/genomes/GCF_001304615.2/GCF_001304615.2_ASM130461v2_genomic.fna	GCF_001304615.2
RS_GCF_041477585.1	GCA_041477585.1	GCF_041477585.1	99.46	0.76	2	3102550	3102550	3286070	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halobellus;s__Halobellus sp041477585	/home/tianrm/projects/magicc2/data/genomes/GCF_041477585.1/GCF_041477585.1_ASM4147758v1_genomic.fna	GCF_041477585.1
RS_GCF_041379815.1	GCA_041379815.1	GCF_041379815.1	99.99	0.55	24	593210	990400	3529597	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Halorubrum;s__Halorubrum sp937146585	/home/tianrm/projects/magicc2/data/genomes/GCF_041379815.1/GCF_041379815.1_ASM4137981v1_genomic.fna	GCF_041379815.1
RS_GCF_032905985.1	GCA_032905985.1	GCF_032905985.1	99.98	0.21	12	1513959	1566219	4033804	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloarculaceae;g__Haloarcula;s__Haloarcula argentinensis	/home/tianrm/projects/magicc2/data/genomes/GCF_032905985.1/GCF_032905985.1_ASM3290598v1_genomic.fna	GCF_032905985.1
GB_GCA_022838145.1	GCA_022838145.1		98.33	0.02	87	109283	237036	2182370	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanospirillaceae;g__UBA9949;s__UBA9949 sp022841205	/home/tianrm/projects/magicc2/data/genomes/GCA_022838145.1/GCA_022838145.1_ASM2283814v1_genomic.fna	GCA_022838145.1
RS_GCF_023638035.1	GCA_023638035.1	GCF_023638035.1	99.21	0.31	20	508906	805964	3260636	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haloferacaceae;g__Natronocalculus;s__Natronocalculus amylovorans	/home/tianrm/projects/magicc2/data/genomes/GCF_023638035.1/GCF_023638035.1_ASM2363803v1_genomic.fna	GCF_023638035.1
GB_GCA_033582095.1	GCA_033582095.1		99.87	0.0	32	78941	134669	1229028	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__WYZ-LMO2;s__WYZ-LMO2 sp025058735	/home/tianrm/projects/magicc2/data/genomes/GCA_033582095.1/GCA_033582095.1_ASM3358209v1_genomic.fna	GCA_033582095.1
RS_GCF_001886955.1	GCA_001886955.1	GCF_001886955.1	99.97	0.16	1	2085946	2085946	2085946	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halodesulfurarchaeum;s__Halodesulfurarchaeum formicicum	/home/tianrm/projects/magicc2/data/genomes/GCF_001886955.1/GCF_001886955.1_ASM188695v1_genomic.fna	GCF_001886955.1
RS_GCF_000710605.1	GCA_000710605.1	GCF_000710605.1	99.98	0.2	20	516176	1734984	4131621	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema thermotolerans	/home/tianrm/projects/magicc2/data/genomes/GCF_000710605.1/GCF_000710605.1_HTGA29.1_genomic.fna	GCF_000710605.1
RS_GCF_011734195.1	GCA_011734195.1	GCF_011734195.1	99.13	0.47	5	1576250	1576250	2983094	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Halobacteriaceae;g__Halobacterium;s__Halobacterium sp011734195	/home/tianrm/projects/magicc2/data/genomes/GCF_011734195.1/GCF_011734195.1_ASM1173419v1_genomic.fna	GCF_011734195.1
RS_GCF_020697455.1	GCA_020697455.1	GCF_020697455.1	99.36	0.61	16	246721	706985	2506600	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus sp020696975	/home/tianrm/projects/magicc2/data/genomes/GCF_020697455.1/GCF_020697455.1_ASM2069745v1_genomic.fna	GCF_020697455.1
GB_GCA_020855035.1	GCA_020855035.1		99.19	0.43	96	36186	210311	2558312	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus marisnigri	/home/tianrm/projects/magicc2/data/genomes/GCA_020855035.1/GCA_020855035.1_ASM2085503v1_genomic.fna	GCA_020855035.1
RS_GCF_000970325.1	GCA_000970325.1	GCF_000970325.1	99.99	0.83	1	2394636	2394636	2394636	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanococcoides;s__Methanococcoides methylutens_A	/home/tianrm/projects/magicc2/data/genomes/GCF_000970325.1/GCF_000970325.1_ASM97032v1_genomic.fna	GCF_000970325.1
RS_GCF_001953745.1	GCA_001953745.1	GCF_001953745.1	99.99	1.27	3	3473758	3473758	3980616	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema saccharevitans	/home/tianrm/projects/magicc2/data/genomes/GCF_001953745.1/GCF_001953745.1_ASM195374v1_genomic.fna	GCF_001953745.1
RS_GCF_025384765.1	GCA_025384765.1	GCF_025384765.1	99.17	1.21	19	292674	678369	2645187	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoculleaceae;g__Methanoculleus;s__Methanoculleus formosensis	/home/tianrm/projects/magicc2/data/genomes/GCF_025384765.1/GCF_025384765.1_ASM2538476v1_genomic.fna	GCF_025384765.1
RS_GCF_000493245.1	GCA_000493245.1	GCF_000493245.1	99.77	0.31	42	196646	519270	3667624	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrinema;s__Natrinema gari	/home/tianrm/projects/magicc2/data/genomes/GCF_000493245.1/GCF_000493245.1_Nat_J71_genomic.fna	GCF_000493245.1
RS_GCF_003430805.1	GCA_003430805.1	GCF_003430805.1	99.98	1.58	2	3617932	3617932	3853425	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Natrialbaceae;g__Natrarchaeobaculum;s__Natrarchaeobaculum sulfurireducens	/home/tianrm/projects/magicc2/data/genomes/GCF_003430805.1/GCF_003430805.1_ASM343080v1_genomic.fna	GCF_003430805.1
RS_GCF_029338375.1	GCA_029338375.1	GCF_029338375.1	99.13	0.89	5	3383853	3383853	4135236	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__Haladaptataceae;g__Halorussus;s__Halorussus lipolyticus	/home/tianrm/projects/magicc2/data/genomes/GCF_029338375.1/GCF_029338375.1_ASM2933837v1_genomic.fna	GCF_029338375.1
RS_GCF_004762015.1	GCA_004762015.1	GCF_004762015.1	99.5	0.24	16	530446	863190	3868565	Archaea	Halobacteriota	d__Archaea;p__Halobacteriota;c__Halobacteria;o__Halobacteriales;f__QS-9-68-17;g__Halostella;s__Halostella pelagica	/home/tianrm/projects/magicc2/data/genomes/GCF_004762015.1/GCF_004762015.1_ASM476201v1_genomic.fna	GCF_004762015.1
