genome_id	ref_index	error_type	error_rate	error_rate_pct	net_mass_lost	total_ratio	l1_relative	cosine_similarity_to_control	n_selected_kmers_lost	normalised_l2_per_dim	summary_normalised_l2_per_dim	predicted_kmer_position_corruption_1_minus_1mp9	summary_delta_log10_total_kmer_count	summary_delta_total_kmer_sum	summary_delta_unique_kmer_count	summary_delta_duplicate_kmer_count	summary_delta_kmer_entropy	summary_delta_unique_kmer_ratio	summary_delta_duplicate_kmer_ratio
G_r020_substitution_titv_0p5pct	20	substitution_titv	0.005	0.5	0.023472	0.989276	0.03622	0.999217	0	0.065842	0.002668	0.04411	-0.00468	-0.00468	0.0	0.0	0.00244	0.0	0.0
G_r020_substitution_titv_1pct	20	substitution_titv	0.01	1.0	0.037354	0.980132	0.054841	0.99832	0	0.091044	0.0102	0.086483	-0.00872	-0.00872	0.0	0.02353	0.00471	0.0	0.00071
G_r020_substitution_titv_2pct	20	substitution_titv	0.02	2.0	0.063833	0.958339	0.086004	0.996408	0	0.131318	0.011343	0.166252	-0.01848	-0.01848	0.0	0.01176	0.00889	0.0	0.00036
G_r020_substitution_titv_5pct	20	substitution_titv	0.05	5.0	0.126746	0.901769	0.15526	0.989682	0	0.217933	0.025152	0.369751	-0.04491	-0.0449	0.0	0.0	0.01988	0.0	0.0
G_r020_indel_0p1pct	20	indel	0.001	0.1	0.006096	0.997616	0.009807	0.999884	0	0.025777	0.000558		-0.00104	-0.00104	0.0	0.0	0.00017	0.0	0.0
G_r020_indel_0p5pct	20	indel	0.005	0.5	0.023401	0.987201	0.034003	0.999305	0	0.061139	0.003078		-0.00559	-0.00559	0.0	0.0	0.00194	0.0	0.0
G_r020_indel_1pct	20	indel	0.01	1.0	0.039271	0.974977	0.053519	0.998553	1	0.089469	0.019631		-0.01101	-0.01101	-0.04348	-0.02353	0.00336	-0.00026	-0.00036
G_r020_indel_2pct	20	indel	0.02	2.0	0.066485	0.950305	0.083275	0.996935	0	0.128694	0.012923		-0.02214	-0.02214	0.0	0.01176	0.0071	0.0	0.00036
G_r020_indel_5pct	20	indel	0.05	5.0	0.135324	0.886517	0.157165	0.990644	0	0.219884	0.029959		-0.05231	-0.05231	0.0	0.02353	0.01599	0.0	0.00071
G_r020_chimera_5pct	20	chimera	0.05	5.0	0.0	1.000018	1.8e-05	1.0	0	0.000394	4e-06		1e-05	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r020_chimera_10pct	20	chimera	0.1	10.0	0.0	1.000006	6e-06	1.0	0	0.000407	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r020_chimera_20pct	20	chimera	0.2	20.0	0.0	1.000042	4.2e-05	1.0	0	0.000891	1e-05		2e-05	2e-05	0.0	0.0	-0.0	0.0	0.0
G_r020_chimera_40pct	20	chimera	0.4	40.0	0.0	1.000054	5.4e-05	0.999999	0	0.002104	1.3e-05		2e-05	2e-05	0.0	0.0	1e-05	0.0	0.0
G_r020_uneven_coverage_5pct	20	uneven_coverage	0.05	5.0	0.0	1.043816	0.043816	0.999157	0	0.07913	0.009993		0.01862	0.01862	0.0	0.0	0.0023	0.0	0.0
G_r020_uneven_coverage_10pct	20	uneven_coverage	0.1	10.0	0.0	1.103244	0.103244	0.999113	0	0.119717	0.022809		0.04267	0.04267	0.0	0.0	-0.00024	0.0	0.0
G_r020_uneven_coverage_20pct	20	uneven_coverage	0.2	20.0	0.0	1.199674	0.199674	0.998217	0	0.205945	0.042267		0.07906	0.07906	0.0	0.0	-0.0018	0.0	0.0
G_r020_uneven_coverage_40pct	20	uneven_coverage	0.4	40.0	0.0	1.402772	0.402772	0.997255	0	0.364803	0.078572		0.14699	0.14699	0.0	0.0	-0.00207	0.0	0.0
G_r021_substitution_0p1pct	21	substitution	0.001	0.1	0.007135	0.99798	0.012249	0.999849	0	0.025692	0.000491	0.008964	-0.00088	-0.00088	0.0	0.0	0.00038	0.0	0.0
G_r021_substitution_0p5pct	21	substitution	0.005	0.5	0.021455	0.990722	0.033632	0.999294	0	0.055735	0.002265	0.04411	-0.00405	-0.00405	0.0	0.0	0.00177	0.0	0.0
G_r021_substitution_1pct	21	substitution	0.01	1.0	0.035623	0.980739	0.051984	0.998523	0	0.081583	0.006525	0.086483	-0.00845	-0.00845	0.0	-0.01176	0.0041	0.0	-0.00036
G_r021_substitution_2pct	21	substitution	0.02	2.0	0.058956	0.961705	0.079617	0.996875	0	0.117265	0.010458	0.166252	-0.01696	-0.01696	0.0	-0.01176	0.00721	0.0	-0.00036
G_r021_substitution_5pct	21	substitution	0.05	5.0	0.120972	0.905237	0.14718	0.990963	0	0.199569	0.024135	0.369751	-0.04324	-0.04324	0.0	0.0	0.0184	0.0	0.0
G_r021_substitution_titv_0p1pct	21	substitution_titv	0.001	0.1	0.007405	0.997571	0.01238	0.999847	0	0.026098	0.000606	0.008964	-0.00106	-0.00106	0.0	0.0	0.00058	0.0	0.0
G_r021_substitution_titv_0p5pct	21	substitution_titv	0.005	0.5	0.02134	0.9908	0.03348	0.999304	0	0.055658	0.002242	0.04411	-0.00401	-0.00401	0.0	0.0	0.00172	0.0	0.0
G_r021_substitution_titv_1pct	21	substitution_titv	0.01	1.0	0.033902	0.982524	0.050328	0.998603	0	0.081174	0.004283	0.086483	-0.00766	-0.00766	0.0	0.0	0.00334	0.0	0.0
G_r021_substitution_titv_2pct	21	substitution_titv	0.02	2.0	0.056789	0.964898	0.078476	0.996857	0	0.117153	0.008738	0.166252	-0.01552	-0.01552	0.0	0.0	0.00727	0.0	0.0
G_r021_substitution_titv_5pct	21	substitution_titv	0.05	5.0	0.113746	0.915065	0.142557	0.990841	0	0.19749	0.021618	0.369751	-0.03855	-0.03855	0.0	0.0	0.01731	0.0	0.0
G_r021_indel_0p1pct	21	indel	0.001	0.1	0.006162	0.997991	0.010315	0.999881	0	0.023601	0.000478		-0.00087	-0.00087	0.0	0.0	0.00026	0.0	0.0
G_r021_indel_0p5pct	21	indel	0.005	0.5	0.020846	0.989886	0.031577	0.99938	0	0.052814	0.002418		-0.00442	-0.00442	0.0	0.0	0.00139	0.0	0.0
G_r021_indel_1pct	21	indel	0.01	1.0	0.033322	0.981506	0.04815	0.998723	0	0.076629	0.00449		-0.00811	-0.00811	0.0	0.0	0.00311	0.0	0.0
G_r021_indel_2pct	21	indel	0.02	2.0	0.054972	0.964129	0.074072	0.99731	0	0.110703	0.008771		-0.01586	-0.01587	0.0	0.0	0.00592	0.0	0.0
G_r021_indel_5pct	21	indel	0.05	5.0	0.110588	0.913847	0.135022	0.991951	0	0.186067	0.021602		-0.03913	-0.03913	0.0	0.0	0.01431	0.0	0.0
G_r021_chimera_5pct	21	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r021_chimera_10pct	21	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r021_chimera_20pct	21	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r021_chimera_40pct	21	chimera	0.4	40.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r021_uneven_coverage_5pct	21	uneven_coverage	0.05	5.0	0.0	1.050718	0.050718	0.999612	0	0.063843	0.011486		0.02149	0.02149	0.0	0.0	-0.00044	0.0	0.0
G_r021_uneven_coverage_10pct	21	uneven_coverage	0.1	10.0	0.0	1.099709	0.099709	0.999307	0	0.111848	0.022064		0.04128	0.04128	0.0	0.0	0.00012	0.0	0.0
G_r021_uneven_coverage_20pct	21	uneven_coverage	0.2	20.0	0.0	1.198908	0.198908	0.998985	0	0.198952	0.042113		0.07879	0.07879	0.0	0.0	-0.00034	0.0	0.0
G_r021_uneven_coverage_40pct	21	uneven_coverage	0.4	40.0	0.0	1.395272	0.395272	0.998789	0	0.353392	0.077324		0.14466	0.14466	0.0	0.0	-0.00093	0.0	0.0
G_r022_substitution_0p1pct	22	substitution	0.001	0.1	0.006133	0.997972	0.010237	0.999906	0	0.020025	0.00048	0.008964	-0.00088	-0.00088	0.0	0.0	0.00023	0.0	0.0
G_r022_substitution_0p5pct	22	substitution	0.005	0.5	0.020086	0.988057	0.028229	0.999525	0	0.044165	0.002834	0.04411	-0.00522	-0.00522	0.0	0.0	0.00133	0.0	0.0
G_r022_substitution_1pct	22	substitution	0.01	1.0	0.034686	0.975502	0.044874	0.998958	0	0.066165	0.005852	0.086483	-0.01077	-0.01077	0.0	0.0	0.00277	0.0	0.0
G_r022_substitution_2pct	22	substitution	0.02	2.0	0.058108	0.953991	0.070207	0.997843	0	0.096802	0.011136	0.166252	-0.02046	-0.02046	0.0	0.0	0.00559	0.0	0.0
G_r022_substitution_5pct	22	substitution	0.05	5.0	0.123742	0.889752	0.137237	0.993549	0	0.173931	0.027537	0.369751	-0.05073	-0.05073	0.0	0.0	0.01268	0.0	0.0
G_r022_substitution_titv_0p1pct	22	substitution_titv	0.001	0.1	0.006229	0.99776	0.010217	0.999905	0	0.019346	0.000533	0.008964	-0.00097	-0.00097	0.0	0.0	0.00031	0.0	0.0
G_r022_substitution_titv_0p5pct	22	substitution_titv	0.005	0.5	0.019492	0.989299	0.028283	0.999503	0	0.044518	0.002551	0.04411	-0.00467	-0.00467	0.0	0.0	0.00137	0.0	0.0
G_r022_substitution_titv_1pct	22	substitution_titv	0.01	1.0	0.03339	0.977506	0.044286	0.998951	0	0.065531	0.005375	0.086483	-0.00988	-0.00988	0.0	0.0	0.00265	0.0	0.0
G_r022_substitution_titv_2pct	22	substitution_titv	0.02	2.0	0.056557	0.956659	0.069773	0.99773	0	0.098004	0.010491	0.166252	-0.01924	-0.01924	0.0	0.0	0.00547	0.0	0.0
G_r022_substitution_titv_5pct	22	substitution_titv	0.05	5.0	0.119453	0.896049	0.134954	0.993346	0	0.175625	0.025916	0.369751	-0.04767	-0.04767	0.0	0.0	0.01252	0.0	0.0
G_r022_indel_0p1pct	22	indel	0.001	0.1	0.00582	0.997682	0.009322	0.999918	0	0.018393	0.000543		-0.00101	-0.00101	0.0	0.0	0.00017	0.0	0.0
G_r022_indel_0p5pct	22	indel	0.005	0.5	0.018686	0.98869	0.026063	0.999588	0	0.041662	0.002657		-0.00494	-0.00494	0.0	0.0	0.00079	0.0	0.0
G_r022_indel_1pct	22	indel	0.01	1.0	0.031954	0.977164	0.041073	0.999129	0	0.061962	0.005399		-0.01003	-0.01003	0.0	0.0	0.00166	0.0	0.0
G_r022_indel_2pct	22	indel	0.02	2.0	0.05478	0.955946	0.065507	0.998112	0	0.093094	0.010517		-0.01957	-0.01957	0.0	0.0	0.00293	0.0	0.0
G_r022_indel_5pct	22	indel	0.05	5.0	0.116109	0.896101	0.128319	0.994362	0	0.168199	0.025611		-0.04764	-0.04764	0.0	0.0	0.00719	0.0	0.0
G_r022_chimera_5pct	22	chimera	0.05	5.0	0.0	1.000007	7e-06	1.0	0	0.000117	2e-06		0.0	0.0	0.0	0.0	-0.0	0.0	0.0
G_r022_chimera_10pct	22	chimera	0.1	10.0	0.0	1.000033	3.3e-05	1.0	0	0.000658	7e-06		1e-05	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r022_chimera_20pct	22	chimera	0.2	20.0	0.0	1.000029	2.9e-05	1.0	0	0.000716	7e-06		1e-05	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r022_chimera_40pct	22	chimera	0.4	40.0	0.0	1.000042	4.2e-05	1.0	0	0.001512	1e-05		2e-05	2e-05	0.0	0.0	1e-05	0.0	0.0
G_r022_uneven_coverage_5pct	22	uneven_coverage	0.05	5.0	0.0	1.045807	0.045807	0.999736	0	0.057518	0.010397		0.01945	0.01945	0.0	0.0	5e-05	0.0	0.0
G_r022_uneven_coverage_10pct	22	uneven_coverage	0.1	10.0	0.0	1.098614	0.098614	0.999519	0	0.106218	0.021834		0.04084	0.04084	0.0	0.0	-0.00069	0.0	0.0
G_r022_uneven_coverage_20pct	22	uneven_coverage	0.2	20.0	0.0	1.196406	0.196406	0.998311	0	0.203693	0.041628		0.07788	0.07788	0.0	0.0	-0.00054	0.0	0.0
G_r022_uneven_coverage_40pct	22	uneven_coverage	0.4	40.0	0.0	1.387343	0.387343	0.996846	0	0.355809	0.076		0.14218	0.14218	0.0	0.0	0.00025	0.0	0.0
G_r023_substitution_0p1pct	23	substitution	0.001	0.1	0.006563	0.998675	0.011801	0.999859	1	0.031405	0.016439	0.008964	-0.00058	-0.00058	-0.04348	0.0	0.00064	-0.00026	0.00036
G_r023_substitution_0p5pct	23	substitution	0.005	0.5	0.021816	0.992511	0.036144	0.999249	0	0.070319	0.039737	0.04411	-0.00326	-0.00326	0.08696	0.05882	0.00294	0.00051	0.00107
G_r023_substitution_1pct	23	substitution	0.01	1.0	0.035587	0.983463	0.054637	0.998444	2	0.099609	0.042562	0.086483	-0.00724	-0.00724	0.08696	0.07059	0.00544	0.00051	0.00143
G_r023_substitution_2pct	23	substitution	0.02	2.0	0.060587	0.964479	0.085653	0.996609	3	0.146926	0.083489	0.166252	-0.01571	-0.01571	0.13043	0.17647	0.01118	0.00077	0.00428
G_r023_substitution_5pct	23	substitution	0.05	5.0	0.11561	0.918529	0.149749	0.990755	1	0.225845	0.15845	0.369751	-0.03691	-0.03691	0.30435	0.28235	0.02509	0.00179	0.00607
G_r023_substitution_titv_0p1pct	23	substitution_titv	0.001	0.1	0.00661	0.998783	0.012004	0.999857	1	0.032016	0.016438	0.008964	-0.00053	-0.00053	-0.04348	0.0	0.00051	-0.00026	0.00036
G_r023_substitution_titv_0p5pct	23	substitution_titv	0.005	0.5	0.022562	0.991724	0.036849	0.999225	1	0.073109	0.031419	0.04411	-0.00361	-0.00361	0.04348	0.07059	0.00277	0.00026	0.00179
G_r023_substitution_titv_1pct	23	substitution_titv	0.01	1.0	0.034847	0.985097	0.054792	0.9984	2	0.098852	0.031605	0.086483	-0.00652	-0.00652	0.04348	0.07059	0.00554	0.00026	0.00179
G_r023_substitution_titv_2pct	23	substitution_titv	0.02	2.0	0.057024	0.968317	0.082365	0.996625	1	0.139746	0.111982	0.166252	-0.01398	-0.01398	0.21739	0.2	0.01051	0.00128	0.00429
G_r023_substitution_titv_5pct	23	substitution_titv	0.05	5.0	0.110286	0.926139	0.146711	0.990182	6	0.223976	0.099887	0.369751	-0.03332	-0.03332	0.13043	0.22353	0.02469	0.00077	0.00571
G_r023_indel_0p1pct	23	indel	0.001	0.1	0.006101	0.998049	0.010252	0.999884	0	0.02932	0.000464		-0.00085	-0.00085	0.0	0.0	0.00026	0.0	0.0
G_r023_indel_0p5pct	23	indel	0.005	0.5	0.020767	0.991	0.032533	0.999366	0	0.064926	0.018809		-0.00393	-0.00393	0.04348	0.02353	0.00124	0.00026	0.00036
G_r023_indel_1pct	23	indel	0.01	1.0	0.033719	0.982527	0.049965	0.998699	1	0.09302	0.035463		-0.00766	-0.00766	0.04348	0.08235	0.00303	0.00026	0.00214
G_r023_indel_2pct	23	indel	0.02	2.0	0.056879	0.963047	0.076805	0.997194	2	0.133476	0.022966		-0.01635	-0.01635	0.04348	0.03529	0.00454	0.00026	0.00071
G_r023_indel_5pct	23	indel	0.05	5.0	0.110786	0.916386	0.137958	0.992077	2	0.213678	0.12338		-0.03792	-0.03792	0.26087	0.18824	0.01351	0.00154	0.00357
G_r023_chimera_5pct	23	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r023_chimera_10pct	23	chimera	0.1	10.0	0.0	1.000013	1.3e-05	1.0	0	0.000437	3e-06		1e-05	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r023_chimera_20pct	23	chimera	0.2	20.0	0.0	1.000016	1.6e-05	1.0	0	0.000623	4e-06		1e-05	1e-05	0.0	0.0	-0.0	0.0	0.0
G_r023_chimera_40pct	23	chimera	0.4	40.0	0.0	1.000016	1.6e-05	1.0	0	0.000705	4e-06		1e-05	1e-05	0.0	0.0	0.0	0.0	0.0
G_r023_uneven_coverage_5pct	23	uneven_coverage	0.05	5.0	0.0	1.04925	0.04925	0.999609	0	0.064523	0.011162		0.02088	0.02088	0.0	0.0	-0.00054	0.0	0.0
G_r023_uneven_coverage_10pct	23	uneven_coverage	0.1	10.0	0.0	1.102285	0.102285	0.999262	0	0.111223	0.024314		0.04229	0.04229	0.0	0.02353	-0.00254	0.0	0.00071
G_r023_uneven_coverage_20pct	23	uneven_coverage	0.2	20.0	0.0	1.203764	0.203764	0.99835	0	0.196639	0.04335		0.08054	0.08054	0.0	0.01176	-0.00649	0.0	0.00036
G_r023_uneven_coverage_40pct	23	uneven_coverage	0.4	40.0	0.0	1.405647	0.405647	0.998315	0	0.346734	0.088657		0.14788	0.14788	0.0	0.10588	-0.00798	0.0	0.00321
G_r024_substitution_0p1pct	24	substitution	0.001	0.1	0.004919	0.997334	0.007173	0.999981	0	0.027482	0.004505	0.008964	-0.00116	-0.00116	0.0	0.01176	0.00091	0.0	0.00036
G_r024_substitution_0p5pct	24	substitution	0.005	0.5	0.017361	0.988185	0.022906	0.999875	1	0.065345	0.013758	0.04411	-0.00516	-0.00516	0.0	0.03529	0.00499	0.0	0.00107
G_r024_substitution_1pct	24	substitution	0.01	1.0	0.030859	0.976977	0.038695	0.999712	0	0.095281	0.025089	0.086483	-0.01012	-0.01012	0.04348	0.04706	0.00977	0.00026	0.00107
G_r024_substitution_2pct	24	substitution	0.02	2.0	0.05688	0.954828	0.068588	0.999129	0	0.149356	0.0375	0.166252	-0.02007	-0.02007	0.04348	0.08235	0.019	0.00026	0.00214
G_r024_substitution_5pct	24	substitution	0.05	5.0	0.12938	0.890987	0.149746	0.995939	0	0.257044	0.053704	0.369751	-0.05013	-0.05013	0.04348	0.10588	0.04531	0.00026	0.00285
G_r024_substitution_titv_0p1pct	24	substitution_titv	0.001	0.1	0.004777	0.997754	0.007308	0.999981	0	0.028486	0.004496	0.008964	-0.00098	-0.00098	0.0	0.01176	0.00103	0.0	0.00036
G_r024_substitution_titv_0p5pct	24	substitution_titv	0.005	0.5	0.01753	0.988212	0.023272	0.999873	1	0.070891	0.031541	0.04411	-0.00515	-0.00515	-0.04348	0.07059	0.0056	-0.00026	0.0025
G_r024_substitution_titv_1pct	24	substitution_titv	0.01	1.0	0.032274	0.976399	0.040947	0.999668	1	0.110068	0.023334	0.086483	-0.01037	-0.01037	0.0	0.05882	0.01152	0.0	0.00178
G_r024_substitution_titv_2pct	24	substitution_titv	0.02	2.0	0.059255	0.954041	0.072551	0.999089	0	0.171263	0.045411	0.166252	-0.02043	-0.02043	0.04348	0.10588	0.02215	0.00026	0.00285
G_r024_substitution_titv_5pct	24	substitution_titv	0.05	5.0	0.133934	0.889585	0.157452	0.995572	0	0.301423	0.054815	0.369751	-0.05081	-0.05081	0.04348	0.10588	0.05253	0.00026	0.00285
G_r024_indel_0p1pct	24	indel	0.001	0.1	0.005115	0.996575	0.006805	0.999984	1	0.025641	0.018709		-0.00149	-0.00149	-0.04348	0.02353	0.00068	-0.00026	0.00107
G_r024_indel_0p5pct	24	indel	0.005	0.5	0.01979	0.983762	0.023343	0.999891	0	0.056623	0.013933		-0.00711	-0.00711	0.0	0.03529	0.00332	0.0	0.00107
G_r024_indel_1pct	24	indel	0.01	1.0	0.036845	0.968337	0.042027	0.999718	0	0.090583	0.028758		-0.01397	-0.01397	0.04348	0.05882	0.00677	0.00026	0.00143
G_r024_indel_2pct	24	indel	0.02	2.0	0.069351	0.93806	0.076763	0.999188	0	0.134488	0.028814		-0.02777	-0.02777	0.04348	0.04706	0.01278	0.00026	0.00107
G_r024_indel_5pct	24	indel	0.05	5.0	0.155296	0.857712	0.168303	0.996151	0	0.251761	0.057303		-0.06666	-0.06666	0.04348	0.10588	0.03145	0.00026	0.00285
G_r024_chimera_5pct	24	chimera	0.05	5.0	0.0	1.000004	4e-06	1.0	0	0.000451	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r024_chimera_10pct	24	chimera	0.1	10.0	0.0	1.00001	1e-05	1.0	0	0.000943	3e-06		0.0	0.0	0.0	0.0	1e-05	0.0	0.0
G_r024_chimera_20pct	24	chimera	0.2	20.0	0.0	1.000006	6e-06	1.0	0	0.000763	2e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r024_chimera_40pct	24	chimera	0.4	40.0	0.0	1.000005	5e-06	1.0	0	0.000188	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r024_uneven_coverage_5pct	24	uneven_coverage	0.05	5.0	0.0	1.050743	0.050743	0.999899	0	0.052217	0.011599		0.0215	0.0215	0.0	0.0	-0.00419	0.0	0.0
G_r024_uneven_coverage_10pct	24	uneven_coverage	0.1	10.0	0.0	1.103088	0.103088	0.999829	0	0.09713	0.022901		0.04261	0.04261	0.0	0.0	-0.00633	0.0	0.0
G_r024_uneven_coverage_20pct	24	uneven_coverage	0.2	20.0	0.0	1.207159	0.207159	0.996242	0	0.413354	0.048172		0.08176	0.08176	0.0	0.02353	0.04816	0.0	0.00071
G_r024_uneven_coverage_40pct	24	uneven_coverage	0.4	40.0	0.0	1.410564	0.410564	0.999447	0	0.414646	0.081996		0.14939	0.14939	0.0	0.04706	0.01451	0.0	0.00143
G_r025_substitution_0p1pct	25	substitution	0.001	0.1	0.006788	0.998595	0.012171	0.999846	0	0.034907	0.052412	0.008964	-0.00061	-0.00061	0.13043	0.04706	2e-05	0.00077	0.00037
G_r025_substitution_0p5pct	25	substitution	0.005	0.5	0.022562	0.992143	0.037266	0.99919	2	0.076161	0.016559	0.04411	-0.00343	-0.00343	0.04348	0.0	0.0023	0.00026	-0.00035
G_r025_substitution_1pct	25	substitution	0.01	1.0	0.036779	0.982434	0.055993	0.99844	10	0.111313	0.024636	0.086483	-0.0077	-0.0077	0.04348	0.04706	0.00489	0.00026	0.00108
G_r025_substitution_2pct	25	substitution	0.02	2.0	0.0576	0.968718	0.083919	0.996664	8	0.152019	0.199699	0.166252	-0.0138	-0.0138	0.47826	0.22353	0.00791	0.00282	0.00289
G_r025_substitution_5pct	25	substitution	0.05	5.0	0.115544	0.918452	0.149539	0.990921	7	0.238256	0.401548	0.369751	-0.03694	-0.03694	0.95652	0.45882	0.02084	0.00563	0.00613
G_r025_substitution_titv_0p1pct	25	substitution_titv	0.001	0.1	0.007076	0.99795	0.012101	0.999844	0	0.0319	0.004476	0.008964	-0.00089	-0.00089	0.0	0.01176	0.00036	0.0	0.00036
G_r025_substitution_titv_0p5pct	25	substitution_titv	0.005	0.5	0.022436	0.992644	0.037517	0.999197	2	0.077351	0.050132	0.04411	-0.00321	-0.00321	0.13043	0.02353	0.00216	0.00077	-0.00035
G_r025_substitution_titv_1pct	25	substitution_titv	0.01	1.0	0.035651	0.984396	0.055698	0.99839	7	0.109942	0.033404	0.086483	-0.00683	-0.00683	0.08696	-0.01176	0.00403	0.00051	-0.00107
G_r025_substitution_titv_2pct	25	substitution_titv	0.02	2.0	0.056679	0.970614	0.083971	0.996738	14	0.154513	0.121842	0.166252	-0.01295	-0.01295	0.26087	0.18824	0.00907	0.00154	0.00359
G_r025_substitution_titv_5pct	25	substitution_titv	0.05	5.0	0.109357	0.928149	0.146862	0.99094	7	0.235954	0.380742	0.369751	-0.03238	-0.03238	0.86957	0.50588	0.02231	0.00512	0.00827
G_r025_indel_0p1pct	25	indel	0.001	0.1	0.005955	0.998971	0.010881	0.999864	1	0.029995	0.017026		-0.00045	-0.00045	-0.04348	-0.01176	0.0002	-0.00026	-0.0
G_r025_indel_0p5pct	25	indel	0.005	0.5	0.020722	0.992637	0.03408	0.999298	6	0.073092	0.021241		-0.00321	-0.00321	0.04348	0.03529	0.001	0.00026	0.00072
G_r025_indel_1pct	25	indel	0.01	1.0	0.031009	0.988286	0.050304	0.998618	2	0.096634	0.066395		-0.00512	-0.00512	0.17391	0.02353	0.00216	0.00102	-0.0007
G_r025_indel_2pct	25	indel	0.02	2.0	0.051377	0.973541	0.076294	0.997112	12	0.141758	0.089763		-0.01165	-0.01165	0.21739	0.09412	0.00328	0.00128	0.00109
G_r025_indel_5pct	25	indel	0.05	5.0	0.092145	0.940582	0.124872	0.992968	6	0.21761	0.270602		-0.0266	-0.0266	0.69565	0.16471	0.00929	0.0041	-0.00067
G_r025_chimera_5pct	25	chimera	0.05	5.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r025_chimera_10pct	25	chimera	0.1	10.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r025_chimera_20pct	25	chimera	0.2	20.0	0.0	1.0	0.0	1.0	0	0.0	0.0		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r025_chimera_40pct	25	chimera	0.4	40.0	0.0	1.000004	4e-06	1.0	0	0.001123	1e-06		0.0	0.0	0.0	0.0	0.0	0.0	0.0
G_r025_uneven_coverage_5pct	25	uneven_coverage	0.05	5.0	0.0	1.049754	0.049754	0.99946	0	0.058309	0.01225		0.02109	0.02109	0.0	0.01176	-0.00476	0.0	0.00036
G_r025_uneven_coverage_10pct	25	uneven_coverage	0.1	10.0	0.0	1.102753	0.102753	0.999205	0	0.111102	0.024446		0.04248	0.04248	0.0	0.02353	-0.00451	0.0	0.00072
G_r025_uneven_coverage_20pct	25	uneven_coverage	0.2	20.0	0.0	1.20339	0.20339	0.998779	0	0.193007	0.058822		0.08041	0.08041	0.0	0.10588	-0.00827	0.0	0.00322
G_r025_uneven_coverage_40pct	25	uneven_coverage	0.4	40.0	0.0	1.40803	0.40803	0.998663	0	0.348687	0.129565		0.14861	0.14861	0.0	0.27059	-0.00729	0.0	0.00823
G_r026_substitution_0p1pct	26	substitution	0.001	0.1	0.005754	0.998467	0.009975	0.999919	0	0.022378	0.000409	0.008964	-0.00067	-0.00067	0.0	0.0	0.00053	0.0	0.0
G_r026_substitution_0p5pct	26	substitution	0.005	0.5	0.018478	0.991554	0.028509	0.999542	0	0.051118	0.004948	0.04411	-0.00368	-0.00368	0.0	0.01176	0.00239	0.0	0.00036
G_r026_substitution_1pct	26	substitution	0.01	1.0	0.029216	0.984345	0.042778	0.999035	0	0.075088	0.006022	0.086483	-0.00685	-0.00685	0.0	0.01176	0.00463	0.0	0.00036
G_r026_substitution_2pct	26	substitution	0.02	2.0	0.04915	0.968284	0.066585	0.997947	0	0.108476	0.009269	0.166252	-0.014	-0.014	0.0	0.01176	0.00842	0.0	0.00036
G_r026_substitution_5pct	26	substitution	0.05	5.0	0.098317	0.926575	0.123208	0.993666	0	0.180958	0.019719	0.369751	-0.03312	-0.03312	0.0	0.01176	0.01974	0.0	0.00036
G_r026_substitution_titv_0p1pct	26	substitution_titv	0.001	0.1	0.005889	0.998597	0.010375	0.999914	0	0.021143	0.000392	0.008964	-0.00061	-0.00061	0.0	0.0	0.00057	0.0	0.0
G_r026_substitution_titv_0p5pct	26	substitution_titv	0.005	0.5	0.01806	0.99207	0.028191	0.999558	0	0.049506	0.002127	0.04411	-0.00346	-0.00346	0.0	0.0	0.00279	0.0	0.0
G_r026_substitution_titv_1pct	26	substitution_titv	0.01	1.0	0.030226	0.983564	0.044017	0.999019	0	0.076008	0.006186	0.086483	-0.0072	-0.0072	0.0	0.01176	0.00508	0.0	0.00036
G_r026_substitution_titv_2pct	26	substitution_titv	0.02	2.0	0.048877	0.969478	0.067233	0.997854	0	0.107647	0.008017	0.166252	-0.01346	-0.01346	0.0	0.0	0.00935	0.0	0.0
