tier	group_key	draft_accession	complete_accession	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	complete_biosample	draft_contigs	complete_contigs	draft_bp	complete_bp	size_ratio_draft_over_complete	draft_gc	complete_gc	draft_excluded_from_refseq	complete_excluded_from_refseq	draft_submitter	complete_submitter	draft_release_date	complete_release_date	n_complete_in_group	n_draft_in_group	draft_ftp	complete_ftp	ratio
same_biosample	SAMN10711499	GCA_006176125.1	GCA_009036385.1	Campylobacter armoricus	bacteria	2505970	strain=CA639	Contig	Complete Genome	SAMN10711499	SAMN10711499	90	3	1705878	1767432	0.9652	28.500000	28.500000	na	na	French research institute for exploitation of the sea (IFREMER)	French research institute for exploitation of the sea (IFREMER)	2019-06-10	2019-10-16	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/176/125/GCA_006176125.1_ASM617612v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/036/385/GCA_009036385.1_ASM903638v1/	0.9652
same_biosample	SAMN09044009	GCA_006505855.1	GCA_976989155.1	Pseudomonas fluorescens	bacteria	294	strain=CFBP 13502	Contig	Complete Genome	SAMN09044009	SAMN09044009	53	1	6144992	6201658	0.9909	60.500000	60.500000	unverified source organism	unverified source organism	INRA	INRA Angers, IRHS, 42 rue Georges Morel, 49071 Beaucouze, France	2019-06-28	2025-10-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/505/855/GCA_006505855.1_ASM650585v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/976/989/155/GCA_976989155.1_CFBP13502/	0.9909
same_biosample	SAMN12292084	GCA_007785795.1	GCA_022832715.1	Venatorbacter sp. C2-1	bacteria	2597518	strain=C2-1	Scaffold	Complete Genome	SAMN12292084	SAMN12292084	25	1	4363693	4317714	1.0106	53.000000	53.000000	na	na	Shanghai Ocean University	Shanghai Ocean University	2019-07-31	2022-04-07	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/785/795/GCA_007785795.1_ASM778579v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/832/715/GCA_022832715.1_ASM2283271v1/	1.0106
same_biosample	SAMN04481318	GCA_009192875.1	GCA_001583415.1	Mycolicibacterium phlei DSM 43239 = CCUG 21000	bacteria	1771	strain=CCUG 21000	Contig	Complete Genome	SAMN04481318	SAMN04481318	56	1	5335599	5349645	0.9974	69.500000	69.500000	na	na	Uppasala Univeristy & Jawaharlal Nehru University	Uppsala University	2019-10-21	2016-03-08	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/192/875/GCA_009192875.1_ASM919287v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/583/415/GCA_001583415.1_ASM158341v1/	0.9974
same_biosample	SAMN13324936	GCA_010994285.1	GCA_009708215.1	Occultella kanbiaonis	bacteria	2675754	strain=HY044	Contig	Complete Genome	SAMN13324936	SAMN13324936	34	1	4958346	5648255	0.8779	71.000000	71.000000	na	na	National Institute for Communicable Disease Control and Prevention	National Institute for Communicable Disease Control and Prevention	2020-02-24	2019-11-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/994/285/GCA_010994285.1_ASM1099428v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/708/215/GCA_009708215.1_ASM970821v1/	0.8779
same_biosample	SAMN13075194	GCA_013150925.1	GCA_009931515.2	Shigella sonnei	bacteria	624	strain=6607.69	Contig	Complete Genome	SAMN13075194	SAMN13075194	596	2	4685207	4948444	0.9468	50.500000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-06-03	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/150/925/GCA_013150925.1_ASM1315092v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/515/GCA_009931515.2_ASM993151v2/	0.9468
same_biosample	SAMN13075196	GCA_013150945.1	GCA_009931475.1	Shigella flexneri	bacteria	623	strain=5908.2	Contig	Complete Genome	SAMN13075196	SAMN13075196	456	2	4500648	4686959	0.9602	50.500000	51.000000	na	na	University of Bern	University of Bern	2020-05-22	2020-01-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/150/945/GCA_013150945.1_ASM1315094v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/931/475/GCA_009931475.1_ASM993147v1/	0.9602
same_biosample	SAMN14932654	GCA_013189855.1	GCA_024220115.1	Streptococcus suis	bacteria	1307	strain=LSS42	Contig	Complete Genome	SAMN14932654	SAMN14932654	47	1	2103856	2169516	0.9697	41.000000	41.500000	from large multi-isolate project	na	University of Cambridge	Wageningen University & Research	2020-05-29	2022-07-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/189/855/GCA_013189855.1_ASM1318985v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/220/115/GCA_024220115.1_ASM2422011v1/	0.9697
same_biosample	SAMN14943778	GCA_013378475.1	GCA_013348685.1	Treponema phagedenis	bacteria	162	strain=KS1	Contig	Complete Genome	SAMN14943778	SAMN14943778	16	1	3769422	3188924	1.1820	40.000000	40.000000	na	na	Sunchon National University	Sunchon National University	2020-07-01	2020-06-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/378/475/GCA_013378475.1_ASM1337847v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/348/685/GCA_013348685.1_ASM1334868v1/	1.182
same_biosample	SAMN09303052	GCA_013393275.1	GCA_051027655.1	Paenarthrobacter nitroguajacolicus	bacteria	211146	strain=xwA3	Scaffold	Complete Genome	SAMN09303052	SAMN09303052	57	2	4845531	4843545	1.0004	62.000000	62.000000	na	na	Hbtcm.edu.cn	Guizhou University of Traditional Chinese Medicine	2020-07-08	2025-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/275/GCA_013393275.1_ASM1339327v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/027/655/GCA_051027655.1_GZY_A3_2.1/	1.0004
same_biosample	SAMN09303051	GCA_013393325.1	GCA_051027635.1	Pseudomonas hunanensis	bacteria	1247546	strain=xwS6	Contig	Complete Genome	SAMN09303051	SAMN09303051	104	1	5998552	6006648	0.9987	62.000000	62.000000	na	na	Hbtcm.edu.cn	Guizhou University of Traditional Chinese Medicine	2020-07-08	2025-06-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/393/325/GCA_013393325.1_ASM1339332v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/027/635/GCA_051027635.1_GZY_S6_2.1/	0.9987
same_biosample	SAMN13941779	GCA_014527395.1	GCA_024800705.1	Listeria innocua	bacteria	1642	strain=F6215	Contig	Complete Genome	SAMN13941779	SAMN13941779	9	2	2917447	2943855	0.9910	37.500000	37.500000	na	na	PulseNet USA	Enteric Diseases Laboratory Branch, Centers for Disease Control and Prevention	2020-09-11	2022-08-31	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/014/527/395/GCA_014527395.1_ASM1452739v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/800/705/GCA_024800705.1_ASM2480070v1/	0.991
same_biosample	SAMN14933898	GCA_015831885.1	GCA_016350125.1	Campylobacter jejuni	bacteria	197	strain=RM1221	Contig	Complete Genome	SAMN14933898	SAMN14933898	67	1	1760687	1775616	0.9916	30.500000	30.500000	na	na	US Food and Drug Administration Office of Regulatory Affairs	US Food and Drug Administration Office of Regulatory Affairs	2020-12-07	2020-12-24	3	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/831/885/GCA_015831885.1_ASM1583188v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/350/125/GCA_016350125.1_ASM1635012v1/	0.9916
same_biosample	SAMN15566995	GCA_015893805.1	GCA_051131725.1	Klebsiella planticola	bacteria	575	I089	Contig	Complete Genome	SAMN15566995	SAMN15566995	46	1	5354121	5229639	1.0238	56.000000	56.000000	from large multi-isolate project	na	National Center for Biotechnology Information	Monash University	2020-12-09	2025-06-28	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/893/805/GCA_015893805.1_PDT000883931.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/131/725/GCA_051131725.1_I089/	1.0238
same_biosample	SAMN13111356	GCA_015912925.1	GCA_015708605.1	Streptomyces clavuligerus	bacteria	1901	strain=ATCC 27064	Contig	Complete Genome	SAMN13111356	SAMN13111356	1857	4	8431857	8704802	0.9686	72.500000	72.500000	na	na	John Innes Centre	John Innes Centre	2020-12-10	2020-12-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/912/925/GCA_015912925.1_ASM1591292v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/708/605/GCA_015708605.1_ASM1570860v1/	0.9686
same_biosample	SAMN19731837	GCA_019131715.1	GCA_036419465.1	Phocaeicola vulgatus	bacteria	821	strain=DFI.4.81	Contig	Complete Genome	SAMN19731837	SAMN19731837	195	2	5240539	5383987	0.9734	42.500000	42.500000	na	na	University of Chicago	University of Chicago	2021-07-06	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/131/715/GCA_019131715.1_ASM1913171v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/465/GCA_036419465.1_ASM3641946v1/	0.9734
same_biosample	SAMN19799017	GCA_019537175.1	GCA_030585565.1	Clostridium sp. CM028	bacteria	2851575	strain=CM028	Contig	Complete Genome	SAMN19799017	SAMN19799017	73	3	3662518	3778256	0.9694	31.500000	31.500000	na	na	University of Zurich	University of Zurich	2021-08-10	2023-08-02	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/537/175/GCA_019537175.1_ASM1953717v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/585/565/GCA_030585565.1_ASM3058556v1/	0.9694
same_biosample	SAMN19799795	GCA_019537185.1	GCA_030585445.1	Clostridium tagluense	bacteria	360422	strain=CM008	Contig	Complete Genome	SAMN19799795	SAMN19799795	141	5	5325216	5507024	0.9670	31.000000	31.000000	na	na	University of Zurich	University of Zurich	2021-08-10	2023-08-02	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/537/185/GCA_019537185.1_ASM1953718v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/585/445/GCA_030585445.1_ASM3058544v1/	0.967
same_biosample	SAMN22167620	GCA_020554685.1	GCA_036419255.1	Agathobacter rectalis	bacteria	39491	strain=DFI.5.28	Contig	Complete Genome	SAMN22167620	SAMN22167620	978	2	4124399	4012312	1.0279	40.000000	40.000000	na	na	University of Chicago	University of Chicago	2021-10-25	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/554/685/GCA_020554685.1_ASM2055468v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/255/GCA_036419255.1_ASM3641925v1/	1.0279
same_biosample	SAMN22167559	GCA_020557405.1	GCA_036419155.1	Anaerobutyricum hallii	bacteria	39488	strain=DFI.9.38	Contig	Complete Genome	SAMN22167559	SAMN22167559	257	1	3548121	3664709	0.9682	38.000000	38.000000	na	na	University of Chicago	University of Chicago	2021-10-25	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/557/405/GCA_020557405.1_ASM2055740v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/155/GCA_036419155.1_ASM3641915v1/	0.9682
same_biosample	SAMN22167535	GCA_020558245.1	GCA_036419675.1	Bacteroides thetaiotaomicron	bacteria	818	strain=DFI.6.40	Contig	Complete Genome	SAMN22167535	SAMN22167535	200	5	6741937	6847150	0.9846	43.000000	43.000000	na	na	University of Chicago	University of Chicago	2021-10-25	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/558/245/GCA_020558245.1_ASM2055824v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/675/GCA_036419675.1_ASM3641967v1/	0.9846
same_biosample	SAMN22167467	GCA_020560045.1	GCA_036419695.1	[Clostridium] symbiosum	bacteria	1512	strain=DFI.5.64	Contig	Complete Genome	SAMN22167467	SAMN22167467	144	1	5253393	5322633	0.9870	49.000000	49.000000	na	unverified source organism	University of Chicago	University of Chicago	2021-10-25	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/560/045/GCA_020560045.1_ASM2056004v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/695/GCA_036419695.1_ASM3641969v1/	0.987
same_biosample	SAMN24726073	GCA_022133565.1	GCA_036419235.1	Bifidobacterium longum	bacteria	216816	strain=DFI.7.60	Contig	Complete Genome	SAMN24726073	SAMN24726073	82	2	2587632	2647599	0.9774	60.000000	60.000000	na	na	University of Chicago	University of Chicago	2022-02-09	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/133/565/GCA_022133565.1_NA/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/235/GCA_036419235.1_ASM3641923v1/	0.9774
same_biosample	SAMN17672853	GCA_022138565.1	GCA_025765755.1	Coxiella burnetii	bacteria	777	strain=KZQ3	Contig	Complete Genome	SAMN17672853	SAMN17672853	63	2	2042768	1994910	1.0240	42.500000	42.500000	na	na	KDCA	KDCA	2022-02-09	2022-10-20	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/138/565/GCA_022138565.1_ASM2213856v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/765/755/GCA_025765755.1_ASM2576575v1/	1.024
same_biosample	SAMN14640320	GCA_022169545.1	GCA_030007315.1	Klebsiella variicola	bacteria	244366	J57	Contig	Complete Genome	SAMN14640320	SAMN14640320	97	5	5965141	5923174	1.0071	57.000000	57.000000	from large multi-isolate project	na	National Center for Biotechnology Information	Hospital Ramon y Cajal	2022-02-10	2023-05-13	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/169/545/GCA_022169545.1_PDT000849095.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/007/315/GCA_030007315.1_ASM3000731v1/	1.0071
same_biosample	SAMN26755017	GCA_022758265.1	GCA_022749455.1	Enterococcus faecium	bacteria	1352	strain=NY13320	Contig	Complete Genome	SAMN26755017	SAMN26755017	253	7	3005577	3122781	0.9625	37.500000	38.000000	na	na	Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology	2022-03-29	2022-03-29	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/758/265/GCA_022758265.1_ASM2275826v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/749/455/GCA_022749455.1_ASM2274945v1/	0.9625
same_biosample	SAMN13975613	GCA_023126915.1	GCA_032595075.1	Streptococcus iners	bacteria	3028084	strain=29887	Contig	Complete Genome	SAMN13975613	SAMN13975613	43	2	2288479	2315477	0.9883	42.000000	42.000000	na	na	National Animal Disease Center/ ARS/ USDA	USDA-ARS	2022-04-26	2023-10-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/126/915/GCA_023126915.1_ASM2312691v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/595/075/GCA_032595075.1_ASM3259507v1/	0.9883
same_biosample	SAMN13975611	GCA_023126965.1	GCA_032594915.1	Streptococcus suivaginalis	bacteria	3028082	strain=29896	Contig	Complete Genome	SAMN13975611	SAMN13975611	38	1	2080187	2133007	0.9752	43.500000	43.500000	na	na	National Animal Disease Center/ ARS/ USDA	USDA-ARS	2022-04-26	2023-10-12	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/126/965/GCA_023126965.1_ASM2312696v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/594/915/GCA_032594915.1_ASM3259491v1/	0.9752
same_biosample	SAMN28944557	GCA_024461975.1	GCA_036419175.1	Anaerostipes caccae	bacteria	105841	strain=DFI.7.76	Contig	Complete Genome	SAMN28944557	SAMN28944557	463	1	3356998	3236126	1.0374	44.500000	44.500000	na	na	University of Chicago	University of Chicago	2022-07-27	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/461/975/GCA_024461975.1_ASM2446197v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/175/GCA_036419175.1_ASM3641917v1/	1.0374
same_biosample	SAMN28944553	GCA_024462035.1	GCA_036419215.1	Bifidobacterium pseudocatenulatum	bacteria	28026	strain=DFI.7.61	Contig	Complete Genome	SAMN28944553	SAMN28944553	50	1	2196015	2218385	0.9899	56.500000	56.500000	na	na	University of Chicago	University of Chicago	2022-07-27	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/462/035/GCA_024462035.1_ASM2446203v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/215/GCA_036419215.1_ASM3641921v1/	0.9899
same_biosample	SAMN28944503	GCA_024463095.1	GCA_036419355.1	Parabacteroides distasonis	bacteria	823	strain=DFI.5.23	Contig	Complete Genome	SAMN28944503	SAMN28944503	503	3	5475312	5362488	1.0210	44.500000	45.000000	na	na	University of Chicago	University of Chicago	2022-07-27	2024-02-06	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/463/095/GCA_024463095.1_ASM2446309v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/419/355/GCA_036419355.1_ASM3641935v1/	1.021
same_biosample	SAMN30346842	GCA_025679055.1	GCA_025215315.1	Mycoplasmopsis felis	bacteria	33923	strain=16-057065-4	Contig	Chromosome	SAMN30346842	SAMN30346842	2	1	971895	946054	1.0273	24.500000	24.500000	na	na	University of Guelph	University of Guelph	2022-10-13	2022-09-15	3	3	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/679/055/GCA_025679055.1_ASM2567905v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/215/315/GCA_025215315.1_ASM2521531v1/	1.0273
same_biosample	SAMD00163271	GCA_029685055.1	GCA_055379795.1	Enterobacter asburiae	bacteria	61645	strain=MRY18-106	Contig	Complete Genome	SAMD00163271	SAMD00163271	38	2	4768418	4749833	1.0039	56.000000	56.000000	from large multi-isolate project	na	National Center for Biotechnology Information	Contact:Tsuyoshi Sekizuka National Institute of Infectious Diseases, Pathogen Genomics Center; 1-23-1 Toyama, Shinjuku-ku, Tokyo 162-8640, Japan	2023-04-11	2019-03-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/685/055/GCA_029685055.1_PDT001471676.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/379/795/GCA_055379795.1_ASM5537979v1/	1.0039
same_biosample	SAMN31654604	GCA_029750165.1	GCA_052983215.1	Stenotrophomonas maltophilia	bacteria	40324	GIMC6003:STM-52ICU-1H	Contig	Complete Genome	SAMN31654604	SAMN31654604	469	1	4877438	4791557	1.0179	66.500000	66.500000	from large multi-isolate project	na	National Center for Biotechnology Information	N.F.Gamaleya National Research Center for Epidemiology and Microbiology	2023-04-14	2025-10-05	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/750/165/GCA_029750165.1_PDT001480884.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/983/215/GCA_052983215.1_ASM5298321v1/	1.0179
same_biosample	SAMN34998651	GCA_030226925.1	GCA_033106825.1	Actinomyces urogenitalis	bacteria	103621	strain=UMB10319	Contig	Complete Genome	SAMN34998651	SAMN34998651	229	1	2661591	2652994	1.0032	68.500000	68.500000	na	na	Loyola University Chicago	Loyola University Chicago	2023-06-07	2023-10-30	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/226/925/GCA_030226925.1_ASM3022692v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/106/825/GCA_033106825.1_ASM3310682v1/	1.0032
same_biosample	SAMN37730773	GCA_032843305.1	GCA_036541085.1	Alkalihalophilus pseudofirmus	bacteria	79885	strain=BZ-TG-HK211	Contig	Complete Genome	SAMN37730773	SAMN37730773	1745	2	4368590	3967166	1.1012	40.000000	40.000000	na	na	Chinese Academy of Agricultural Sciences	Chinese Academy of Agricultural Sciences	2023-10-18	2024-02-10	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/843/305/GCA_032843305.1_ASM3284330v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/541/085/GCA_036541085.1_ASM3654108v1/	1.1012
same_biosample	SAMN34137826	GCA_032973505.1	GCA_055900605.1	Enterobacter cloacae subsp. cloacae	bacteria	550	strain=11A1213CRGN097B	Contig	Complete Genome	SAMN34137826	SAMN34137826	68	1	5081644	4998859	1.0166	55.000000	55.000000	from large multi-isolate project	na	National Center for Biotechnology Information	Public Health Agency of Canada	2023-10-23	2026-03-14	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/973/505/GCA_032973505.1_PDT001951725.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/900/605/GCA_055900605.1_ASM5590060v1/	1.0166
same_biosample	SAMN33288068	GCA_033793105.1	GCA_051122705.1	Streptomyces ipomoeae	bacteria	103232	strain=NRRL_B-12321	Scaffold	Complete Genome	SAMN33288068	SAMN33288068	213	1	10945851	10886267	1.0055	70.500000	70.500000	na	na	Oregon State University	USDA Agricultural Research Service	2023-11-17	2025-06-27	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/793/105/GCA_033793105.1_ASM3379310v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/122/705/GCA_051122705.1_NRRL12321_Sip_hyb/	1.0055
same_biosample	SAMN38372872	GCA_033912445.1	GCA_052980665.1	Klebsiella oxytoca	bacteria	571	strain=KLO00091	Contig	Chromosome	SAMN38372872	SAMN38372872	171	12	6321141	6294894	1.0042	55.000000	55.000000	from large multi-isolate project	na	National Center for Biotechnology Information	University of Pittsburgh	2023-11-23	2025-10-05	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/912/445/GCA_033912445.1_PDT001998387.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/980/665/GCA_052980665.1_ASM5298066v1/	1.0042
same_biosample	SAMN38448360	GCA_034138805.1	GCA_052982595.1	Clostridioides difficile	bacteria	1496	strain=CD08990	Contig	Complete Genome	SAMN38448360	SAMN38448360	37	1	4214554	4116560	1.0238	28.500000	28.500000	from large multi-isolate project	from large multi-isolate project	National Center for Biotechnology Information	University of Pittsburgh	2023-12-06	2025-10-05	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/138/805/GCA_034138805.1_PDT002016836.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/052/982/595/GCA_052982595.1_ASM5298259v1/	1.0238
same_biosample	SAMN35102538	GCA_036903515.1	GCA_037292345.1	Campylobacter concisus	bacteria	199	strain=RMIT-O23	Contig	Chromosome	SAMN35102538	SAMN35102538	2	1	2015076	1982924	1.0162	39.500000	39.500000	annotation fails completeness check; many frameshifted proteins	annotation fails completeness check; many frameshifted proteins	RMIT UNIVERSITY	RMIT UNIVERSITY	2024-02-28	2024-03-18	2	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/903/515/GCA_036903515.1_ASM3690351v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/292/345/GCA_037292345.1_ASM3729234v1/	1.0162
same_biosample	SAMN41036104	GCA_046126195.1	GCA_053521345.1	Klebsiella quasipneumoniae	bacteria	1463165	strain=15AR2774	Contig	Complete Genome	SAMN41036104	SAMN41036104	185	5	5881524	5875631	1.0010	57.500000	57.000000	from large multi-isolate project	na	National Center for Biotechnology Information	Institute of Environmental Science and Research	2024-12-17	2025-11-17	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/126/195/GCA_046126195.1_PDT002538889.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/521/345/GCA_053521345.1_ASM5352134v1/	1.001
same_biosample	SAMN42929155	GCA_046543865.1	GCA_054161265.1	Metamycoplasma hominis	bacteria	2098	strain=ZY_MH01	Contig	Complete Genome	SAMN42929155	SAMN42929155	7	1	674454	686552	0.9824	27.000000	27.000000	na	na	Zhejiang University	Zhejiang University	2025-01-07	2025-12-24	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/046/543/865/GCA_046543865.1_ASM4654386v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/054/161/265/GCA_054161265.1_ASM5416126v1/	0.9824
same_biosample	SAMD00725207	GCA_048731915.1	GCA_055380575.1	Streptococcus pneumoniae	bacteria	1313	strain=Sp943	Contig	Complete Genome	SAMD00725207	SAMD00725207	124	1	2075309	2104196	0.9863	39.500000	39.500000	from large multi-isolate project	na	National Center for Biotechnology Information	Contact:Yumi Uchitani Tokyo Metropolitan Institute of Public Health, Department of Microbiology; 3-24-1 hyakunincho, Shinjuku-ku, Tokyo 169-0073, Japan	2025-03-20	2025-02-01	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/731/915/GCA_048731915.1_PDT002677747.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/055/380/575/GCA_055380575.1_ASM5538057v1/	0.9863
same_biosample	SAMN47294953	GCA_048890145.1	GCA_050261105.1	Ornithinimicrobium sp. Y1847	bacteria	3405419	strain=Y1847	Scaffold	Complete Genome	SAMN47294953	SAMN47294953	40	1	3416935	3401821	1.0044	70.000000	70.000000	na	na	Shanxi Medical University	Shanxi Medical University	2025-03-24	2025-05-07	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/048/890/145/GCA_048890145.1_ASM4889014v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/261/105/GCA_050261105.1_ASM5026110v1/	1.0044
same_biosample	SAMN48682150	GCA_050519465.1	GCA_053209605.1	Burkholderia sola	bacteria	2843302	strain=BC00106	Contig	Complete Genome	SAMN48682150	SAMN48682150	164	3	7617194	7608365	1.0012	67.000000	67.000000	from large multi-isolate project	na	National Center for Biotechnology Information	University of Pittsburgh	2025-05-22	2025-10-26	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/050/519/465/GCA_050519465.1_PDT002778318.1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/053/209/605/GCA_053209605.1_ASM5320960v1/	1.0012
same_biosample	SAMN46555309	GCA_051156535.1	GCA_051295335.1	Corynebacterium macclintockiae	bacteria	2913501	strain=TUM24530	Contig	Complete Genome	SAMN46555309	SAMN46555309	47	1	2387000	2410285	0.9903	61.500000	61.500000	na	na	Toho university	Toho university	2025-06-30	2025-07-11	1	1	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/156/535/GCA_051156535.1_ASM5115653v1/	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/051/295/335/GCA_051295335.1_Toho-u_TUM24530_Comp_v1.1/	0.9903
