draft_accession	complete_accession	status	draft_bp	draft_contigs	draft_n50	ref_bp	ref_seqs	covered_ref_bp	aligned_draft_bp	unaligned_draft_bp	true_completeness	true_contamination_upper	organism	group	species_taxid	strain	draft_level	complete_level	draft_biosample	draft_excluded_from_refseq	size_ratio_draft_over_complete
GCA_016816035.1	GCA_020906435.1	ok	5022353.0	60.0	528595.0	4802111.0	7.0	4747212.0	4757319.0	265034.0	98.856774	5.519114	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=MC36-24	Contig	Complete Genome	SAMN17369573	from large multi-isolate project	1.0459
GCA_016816135.1	GCA_020906495.1	ok	5029822.0	55.0	528595.0	5021905.0	7.0	4951037.0	4955561.0	74261.0	98.588822	1.478742	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=MC36-1	Contig	Complete Genome	SAMN17369568	from large multi-isolate project	1.0016
GCA_016816555.1	GCA_020905895.1	ok	5012567.0	54.0	528595.0	5008289.0	8.0	4934222.0	4939676.0	72891.0	98.521112	1.455407	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC33-25	Contig	Complete Genome	SAMN17369545	from large multi-isolate project	1.0009
GCA_016816325.1	GCA_020905875.1	ok	5067046.0	55.0	303285.0	4921549.0	7.0	4867810.0	4888111.0	178935.0	98.908088	3.635746	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC33-87	Contig	Complete Genome	SAMN17369559	from large multi-isolate project	1.0296
GCA_016816645.1	GCA_020905815.1	ok	5024872.0	59.0	303285.0	5033931.0	8.0	4933262.0	4938778.0	86094.0	98.000191	1.710274	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=TC12-5	Contig	Complete Genome	SAMN17369541	from large multi-isolate project	0.9982
GCA_016816635.1	GCA_020905915.1	ok	5009225.0	53.0	528595.0	5003442.0	8.0	4931125.0	4936411.0	72814.0	98.554655	1.455278	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC33-17	Contig	Complete Genome	SAMN17369543	from large multi-isolate project	1.0012
GCA_016816675.1	GCA_020905775.1	ok	4897798.0	54.0	303285.0	4910639.0	8.0	4840805.0	4842882.0	54916.0	98.577904	1.118307	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=TC12-54	Contig	Complete Genome	SAMN17369540	from large multi-isolate project	0.9974
GCA_016816695.1	GCA_020905795.1	ok	5022808.0	54.0	528595.0	5022038.0	8.0	4950547.0	4953563.0	69245.0	98.576454	1.378823	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=TC12-52	Contig	Complete Genome	SAMN17369539	from large multi-isolate project	1.0002
GCA_016816725.1	GCA_020905835.1	ok	4888433.0	51.0	528595.0	4876932.0	7.0	4811170.0	4815170.0	73263.0	98.65157	1.502235	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=TC12-33	Contig	Complete Genome	SAMN17369537	from large multi-isolate project	1.0024
GCA_016816715.1	GCA_020905855.1	ok	5023448.0	54.0	528595.0	5021930.0	8.0	4951332.0	4954180.0	69268.0	98.594206	1.37931	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=TC12-31	Contig	Complete Genome	SAMN17369536	from large multi-isolate project	1.0003
GCA_016816795.1	GCA_020905935.1	ok	5022667.0	55.0	528595.0	4798051.0	7.0	4742609.0	4752383.0	270284.0	98.844489	5.633204	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-97	Contig	Complete Genome	SAMN17369534	from large multi-isolate project	1.0468
GCA_016816815.1	GCA_020905975.1	ok	5023592.0	62.0	303285.0	4684992.0	8.0	4635873.0	4647210.0	376382.0	98.951567	8.033781	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-67	Contig	Complete Genome	SAMN17369532	from large multi-isolate project	1.0723
GCA_016816835.1	GCA_020905955.1	ok	5027765.0	60.0	528595.0	4875418.0	9.0	4812272.0	4817533.0	210232.0	98.704808	4.312082	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-89	Contig	Complete Genome	SAMN17369533	from large multi-isolate project	1.0312
GCA_016816875.1	GCA_020906015.1	ok	5024945.0	59.0	529074.0	4922671.0	8.0	4857000.0	4859651.0	165294.0	98.665948	3.357811	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-35	Contig	Complete Genome	SAMN17369529	from large multi-isolate project	1.0208
GCA_016816915.1	GCA_020906035.1	ok	5027598.0	57.0	528595.0	5022444.0	10.0	4964932.0	4965832.0	61766.0	98.8549	1.2298	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-34	Contig	Complete Genome	SAMN17369528	from large multi-isolate project	1.0010
GCA_016816885.1	GCA_020905995.1	ok	4964059.0	47.0	528595.0	4934797.0	7.0	4880341.0	4885998.0	78061.0	98.89649	1.581848	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-37	Contig	Complete Genome	SAMN17369530	from large multi-isolate project	1.0059
GCA_016816945.1	GCA_020906055.1	ok	5026706.0	56.0	528595.0	5068757.0	11.0	5001113.0	5005109.0	21597.0	98.665472	0.426081	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-32	Contig	Complete Genome	SAMN17369527	from large multi-isolate project	0.9917
GCA_016816975.1	GCA_020906075.1	ok	5027319.0	59.0	385041.0	4585946.0	8.0	4536366.0	4565530.0	461789.0	98.918871	10.069656	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-30	Contig	Complete Genome	SAMN17369525	from large multi-isolate project	1.0962
GCA_016817015.1	GCA_020906095.1	ok	5023967.0	55.0	528595.0	4762339.0	9.0	4704388.0	4715154.0	308813.0	98.78314	6.484482	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-29	Contig	Complete Genome	SAMN17369524	from large multi-isolate project	1.0549
GCA_016816995.1	GCA_020906115.1	ok	5023634.0	48.0	528595.0	4796539.0	7.0	4744679.0	4755304.0	268330.0	98.918804	5.594242	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-28	Contig	Complete Genome	SAMN17369523	from large multi-isolate project	1.0473
GCA_016817005.1	GCA_020906135.1	ok	5028001.0	60.0	528595.0	4882017.0	9.0	4829344.0	4837555.0	190446.0	98.921081	3.90097	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-27	Contig	Complete Genome	SAMN17369522	from large multi-isolate project	1.0299
GCA_016817055.1	GCA_020906195.1	ok	5026268.0	59.0	528595.0	5016045.0	8.0	4935553.0	4942013.0	84255.0	98.395309	1.67971	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-114	Contig	Complete Genome	SAMN17369519	from large multi-isolate project	1.0020
GCA_016817065.1	GCA_020906235.1	ok	5025348.0	59.0	528595.0	4994806.0	9.0	4935702.0	4939541.0	85807.0	98.816691	1.717925	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-110	Contig	Complete Genome	SAMN17369517	from large multi-isolate project	1.0061
GCA_016817115.1	GCA_020906215.1	ok	5034241.0	56.0	528595.0	4802448.0	7.0	4748858.0	4760340.0	273901.0	98.884111	5.703362	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-111	Contig	Complete Genome	SAMN17369518	from large multi-isolate project	1.0483
GCA_016946875.1	GCA_052926905.1	ok	2962804.0	27.0	376775.0	2953717.0	1.0	2922307.0	2935925.0	26879.0	98.936594	0.910006	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009227	Contig	Complete Genome	SAMN18052516	from large multi-isolate project	1.0031
GCA_016817095.1	GCA_020906155.1	ok	5021103.0	59.0	528595.0	4955617.0	8.0	4895227.0	4904044.0	117059.0	98.781383	2.362148	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-26	Contig	Complete Genome	SAMN17369521	from large multi-isolate project	1.0132
GCA_016817135.1	GCA_020906175.1	ok	5024195.0	51.0	528595.0	4638563.0	8.0	4587876.0	4600340.0	423855.0	98.907269	9.137636	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-15	Contig	Complete Genome	SAMN17369520	from large multi-isolate project	1.0831
GCA_017373955.1	GCA_052927165.1	ok	3148061.0	24.0	344168.0	2999560.0	1.0	2964409.0	3147616.0	445.0	98.828128	0.014836	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009378	Contig	Complete Genome	SAMN18248935	from large multi-isolate project	1.0495
GCA_016817155.1	GCA_020906255.1	ok	5025363.0	60.0	528595.0	4935337.0	7.0	4878430.0	4898105.0	127258.0	98.846948	2.578507	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-109	Contig	Complete Genome	SAMN17369516	from large multi-isolate project	1.0182
GCA_016817175.1	GCA_020906295.1	ok	5027302.0	60.0	528595.0	4802428.0	7.0	4746856.0	4756035.0	271267.0	98.842835	5.648539	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC1-105	Contig	Complete Genome	SAMN17369515	from large multi-isolate project	1.0468
GCA_017374615.1	GCA_052927745.1	ok	2985862.0	14.0	438001.0	2958041.0	1.0	2927177.0	2985572.0	290.0	98.956607	0.009804	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009413	Contig	Complete Genome	SAMN18248981	from large multi-isolate project	1.0094
GCA_018012715.1	GCA_052927565.1	ok	3035479.0	21.0	461840.0	3035652.0	2.0	3001619.0	3035061.0	418.0	98.87889	0.01377	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009875	Contig	Complete Genome	SAMN18749792	from large multi-isolate project	0.9999
GCA_018286795.1	GCA_052927945.1	ok	3024863.0	22.0	244261.0	2944132.0	1.0	2909184.0	3019634.0	5229.0	98.812961	0.177608	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010102	Contig	Complete Genome	SAMN19024323	from large multi-isolate project	1.0274
GCA_018012755.1	GCA_052927665.1	ok	3127654.0	20.0	425251.0	3082316.0	2.0	3050126.0	3127225.0	429.0	98.955655	0.013918	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009871	Contig	Complete Genome	SAMN18749788	from large multi-isolate project	1.0147
GCA_018535305.1	GCA_052927145.1	ok	3097131.0	29.0	224997.0	3039301.0	1.0	2998382.0	3096592.0	539.0	98.653671	0.017734	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010284	Contig	Complete Genome	SAMN19349497	from large multi-isolate project	1.0190
GCA_018132005.1	GCA_052927985.1	ok	3028365.0	17.0	583322.0	3018586.0	2.0	2989159.0	3028033.0	332.0	99.02514	0.010999	Listeria monocytogenes	bacteria	1639	strain=PNUSAL009968	Contig	Complete Genome	SAMN18830774	from large multi-isolate project	1.0032
GCA_018934055.1	GCA_052927965.1	ok	3053675.0	16.0	476824.0	2947145.0	1.0	2917124.0	2967704.0	85971.0	98.981353	2.917094	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010589	Contig	Complete Genome	SAMN19761714	from large multi-isolate project	1.0361
GCA_018838855.1	GCA_052927065.1	ok	3253778.0	27.0	481125.0	3094844.0	2.0	3056976.0	3253177.0	601.0	98.776417	0.019419	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010474	Contig	Complete Genome	SAMN19658739	from large multi-isolate project	1.0514
GCA_018280725.1	GCA_040256175.1	ok	4913529.0	35.0	735413.0	4719089.0	1.0	4675345.0	4912864.0	665.0	99.073041	0.014092	Salmonella enterica	bacteria	28901	strain=21NC03GT06-S1	Contig	Complete Genome	SAMN18986007	from large multi-isolate project	1.0412
GCA_018958155.1	GCA_052926935.1	ok	3052449.0	25.0	509968.0	3047107.0	2.0	3010151.0	3051946.0	503.0	98.787177	0.016507	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010596	Contig	Complete Genome	SAMN19761721	from large multi-isolate project	1.0018
GCA_019024925.1	GCA_052927385.1	ok	2981188.0	14.0	1507069.0	2966733.0	1.0	2937379.0	2980884.0	304.0	99.010561	0.010247	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010652	Contig	Complete Genome	SAMN19862101	from large multi-isolate project	1.0049
GCA_018963355.1	GCA_052927585.1	ok	3022104.0	22.0	448486.0	3036379.0	2.0	3001603.0	3021648.0	456.0	98.854688	0.015018	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010207	Contig	Complete Genome	SAMN19160552	from large multi-isolate project	0.9953
GCA_019025045.1	GCA_052927305.1	ok	2868348.0	15.0	1465220.0	2861040.0	1.0	2833038.0	2868088.0	260.0	99.021265	0.009088	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010644	Contig	Complete Genome	SAMN19862093	from large multi-isolate project	1.0026
GCA_019111725.1	GCA_052927075.1	ok	3093569.0	24.0	359333.0	3084438.0	1.0	3049919.0	3093105.0	464.0	98.880866	0.015043	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010694	Contig	Complete Genome	SAMN19987942	from large multi-isolate project	1.0030
GCA_019195155.1	GCA_052927345.1	ok	3007780.0	18.0	566816.0	3005913.0	1.0	2975477.0	3007478.0	302.0	98.987462	0.010047	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010733	Contig	Complete Genome	SAMN20153163	from large multi-isolate project	1.0006
GCA_019269775.1	GCA_052927645.1	ok	3125422.0	19.0	304188.0	3044720.0	2.0	3012120.0	3125036.0	386.0	98.929294	0.012678	Listeria monocytogenes	bacteria	1639	strain=PNUSAL010798	Contig	Complete Genome	SAMN20283122	from large multi-isolate project	1.0265
GCA_019462715.1	GCA_053477115.1	ok	3159555.0	19.0	503570.0	3155403.0	3.0	3123334.0	3159197.0	358.0	98.98368	0.011346	Listeria monocytogenes	bacteria	1639	strain=PNUSAL011001	Contig	Complete Genome	SAMN20503430	from large multi-isolate project	1.0013
GCA_019131715.1	GCA_036419465.1	ok	5240539.0	195.0	92783.0	5383987.0	2.0	5231357.0	5235639.0	4900.0	97.165112	0.091011	Phocaeicola vulgatus	bacteria	821	strain=DFI.4.81	Contig	Complete Genome	SAMN19731837	na	0.9734
GCA_019462795.1	GCA_052927465.1	ok	3153616.0	22.0	449230.0	3097647.0	2.0	3065795.0	3153182.0	434.0	98.971736	0.014011	Listeria monocytogenes	bacteria	1639	strain=PNUSAL011002	Contig	Complete Genome	SAMN20503429	from large multi-isolate project	1.0181
GCA_019492085.1	GCA_024397075.1	ok	5504819.0	109.0	203589.0	5583800.0	4.0	5493544.0	5491032.0	13787.0	98.38361	0.246911	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=KP65	Scaffold	Complete Genome	SAMN19931463	na	0.9859
GCA_019492095.1	GCA_024396915.1	ok	5725660.0	114.0	261909.0	5777588.0	3.0	5708235.0	5703947.0	21713.0	98.79962	0.375814	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=KP67	Scaffold	Complete Genome	SAMN19931465	na	0.9910
GCA_019492045.1	GCA_024396895.1	ok	5861461.0	119.0	220639.0	5953884.0	6.0	5846191.0	5850834.0	10627.0	98.191214	0.178489	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=KP72	Scaffold	Complete Genome	SAMN19931468	na	0.9845
GCA_019492205.1	GCA_024397235.1	ok	5754319.0	186.0	151220.0	5854886.0	5.0	5718607.0	5722560.0	31759.0	97.672388	0.542436	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=KP29	Scaffold	Complete Genome	SAMN19931444	na	0.9828
GCA_019492125.1	GCA_024396875.1	ok	5716625.0	141.0	295968.0	5806085.0	8.0	5705627.0	5705410.0	11215.0	98.269781	0.193159	Klebsiella pneumoniae subsp. pneumoniae	bacteria	573	strain=KP82	Scaffold	Complete Genome	SAMN19931475	na	0.9846
GCA_019537135.1	GCA_030585525.1	ok	4525136.0	97.0	158685.0	4661412.0	4.0	4521026.0	4523241.0	1895.0	96.988337	0.040653	Clostridium estertheticum	bacteria	238834	strain=CF008	Contig	Complete Genome	SAMN19800638	na	0.9708
GCA_019537175.1	GCA_030585565.1	ok	3662518.0	73.0	176223.0	3778256.0	3.0	3657525.0	3660390.0	2128.0	96.804584	0.056322	Clostridium sp. CM028	bacteria	2851575	strain=CM028	Contig	Complete Genome	SAMN19799017	na	0.9694
GCA_019537145.1	GCA_024730565.1	ok	3769215.0	87.0	170220.0	3930106.0	2.0	3765911.0	3767519.0	1696.0	95.822123	0.043154	Clostridium sp. CM027	bacteria	2849865	strain=CM027	Contig	Complete Genome	SAMN19771216	na	0.9591
GCA_019537155.1	GCA_030585465.1	ok	4824669.0	87.0	208342.0	4942908.0	3.0	4820952.0	4823102.0	1567.0	97.532707	0.031702	Clostridium estertheticum	bacteria	238834	strain=CF001	Contig	Complete Genome	SAMN19800468	na	0.9761
GCA_020443485.1	GCA_026650925.1	ok	4805922.0	86.0	158216.0	4931916.0	8.0	4805757.0	4804241.0	1681.0	97.441988	0.034084	Clostridium estertheticum	bacteria	238834	strain=CM034	Contig	Complete Genome	SAMN22045401	na	0.9745
GCA_019537185.1	GCA_030585445.1	ok	5325216.0	141.0	153050.0	5507024.0	5.0	5322075.0	5322336.0	2880.0	96.64158	0.052297	Clostridium tagluense	bacteria	360422	strain=CM008	Contig	Complete Genome	SAMN19799795	na	0.9670
GCA_020164605.1	GCA_016811135.4	ok	5015169.0	54.0	528595.0	5007270.0	8.0	4937276.0	4942303.0	72866.0	98.602152	1.455204	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC33-45	Contig	Complete Genome	SAMN17369554	na	1.0016
GCA_020554685.1	GCA_036419255.1	ok	4124399.0	978.0	106469.0	4012312.0	2.0	3904956.0	3906797.0	217602.0	97.324336	5.423357	Agathobacter rectalis	bacteria	39491	strain=DFI.5.28	Contig	Complete Genome	SAMN22167620	na	1.0279
GCA_020557405.1	GCA_036419155.1	ok	3548121.0	257.0	62327.0	3664709.0	1.0	3535805.0	3539441.0	8680.0	96.482558	0.236854	Anaerobutyricum hallii	bacteria	39488	strain=DFI.9.38	Contig	Complete Genome	SAMN22167559	na	0.9682
GCA_020443665.1	GCA_026650945.1	ok	5310775.0	119.0	113432.0	5450588.0	4.0	5301636.0	5308389.0	2386.0	97.267231	0.043775	Clostridium tagluense	bacteria	360422	strain=CM022	Contig	Complete Genome	SAMN22045405	na	0.9743
GCA_020555615.1	GCA_036419135.1	ok	3970092.0	52.0	287456.0	3992152.0	1.0	3965828.0	3968671.0	1421.0	99.340606	0.035595	[Clostridium] scindens	bacteria	29347	strain=SL.1.22	Contig	Complete Genome	SAMN22167568	na	0.9945
GCA_020443575.1	GCA_026650905.1	ok	5409672.0	110.0	226673.0	5510965.0	7.0	5403213.0	5407349.0	2323.0	98.044771	0.042152	Clostridium estertheticum	bacteria	238834	strain=CF016	Contig	Complete Genome	SAMN22045398	na	0.9816
GCA_020560415.1	GCA_036419515.1	ok	3029154.0	118.0	66541.0	3125496.0	1.0	3016878.0	3017888.0	11266.0	96.524776	0.360455	Anaerostipes hadrus	bacteria	649756	strain=DFI.4.30	Contig	Complete Genome	SAMN22167445	na	0.9692
GCA_020560045.1	GCA_036419695.1	ok	5253393.0	144.0	80078.0	5322633.0	1.0	5249105.0	5249364.0	4029.0	98.618578	0.075696	[Clostridium] symbiosum	bacteria	1512	strain=DFI.5.64	Contig	Complete Genome	SAMN22167467	na	0.9870
GCA_020558245.1	GCA_036419675.1	ok	6741937.0	200.0	157149.0	6847150.0	5.0	6732787.0	6736763.0	5174.0	98.329772	0.075564	Bacteroides thetaiotaomicron	bacteria	818	strain=DFI.6.40	Contig	Complete Genome	SAMN22167535	na	0.9846
GCA_021043195.1	GCA_016801795.1	ok	5184016.0	62.0	528595.0	4995215.0	8.0	4939924.0	4958958.0	225058.0	98.893121	4.505472	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=MC52-69	Contig	Chromosome	SAMN17369514	na	1.0378
GCA_021043185.1	GCA_016801775.1	ok	4205868.0	17.0	918989.0	4211149.0	5.0	4200033.0	4200085.0	5783.0	99.736034	0.137326	Sulfitobacter mediterraneus	bacteria	83219	strain=SC1-11	Contig	Complete Genome	SAMN17369646	na	0.9987
GCA_021043225.1	GCA_016801755.1	ok	4040598.0	26.0	370629.0	4046066.0	6.0	4028911.0	4028677.0	11921.0	99.576008	0.294632	Sulfitobacter mediterraneus	bacteria	83219	strain=SC7-37	Contig	Complete Genome	SAMN17369681	na	0.9986
GCA_020710135.1	GCA_022024315.1	ok	5371177.0	108.0	140342.0	5444450.0	4.0	5355006.0	5357589.0	13588.0	98.357153	0.249575	Citrobacter freundii	bacteria	546	strain=56322CZ	Contig	Complete Genome	SAMN22377409	unverified source organism	0.9865
GCA_021043265.1	GCA_016811155.4	ok	5010741.0	54.0	528595.0	5002742.0	8.0	4932060.0	4937894.0	72847.0	98.587135	1.456141	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SC33-90	Contig	Complete Genome	SAMN17369561	na	1.0016
GCA_021043285.1	GCA_016801815.1	ok	5056104.0	98.0	193382.0	5104878.0	6.0	4991200.0	4995974.0	60130.0	97.77315	1.177893	Pseudosulfitobacter pseudonitzschiae	bacteria	1402135	strain=SM26-46	Contig	Complete Genome	SAMN17369499	na	0.9904
GCA_021136665.1	GCA_021137635.1	ok	5605420.0	115.0	360382.0	5734525.0	7.0	5602933.0	5603079.0	2341.0	97.705268	0.040823	Klebsiella pneumoniae	bacteria	573	strain=BD-13	Contig	Complete Genome	SAMN21016508	na	0.9775
GCA_021136695.1	GCA_021137615.1	ok	5649814.0	77.0	355363.0	5708086.0	3.0	5647835.0	5648301.0	1513.0	98.944462	0.026506	Klebsiella pneumoniae	bacteria	573	strain=BD-14	Contig	Complete Genome	SAMN21016509	na	0.9898
GCA_021136355.1	GCA_021135615.1	ok	5727352.0	114.0	293666.0	5811634.0	8.0	5723881.0	5723827.0	3525.0	98.490046	0.060654	Klebsiella pneumoniae	bacteria	573	strain=BD-41	Contig	Complete Genome	SAMN21016516	na	0.9855
GCA_021136735.1	GCA_021137675.1	ok	5764057.0	93.0	309667.0	5870019.0	7.0	5761990.0	5762254.0	1803.0	98.159648	0.030715	Klebsiella pneumoniae	bacteria	573	strain=7008.20	Contig	Complete Genome	SAMN21016532	na	0.9819
GCA_021136775.1	GCA_021137655.1	ok	5648471.0	73.0	355363.0	5706648.0	3.0	5647019.0	5647019.0	1452.0	98.955096	0.025444	Klebsiella pneumoniae	bacteria	573	strain=7011.62	Contig	Complete Genome	SAMN21016533	na	0.9898
GCA_021136845.1	GCA_021137715.1	ok	5577018.0	90.0	325834.0	5652918.0	7.0	5575137.0	5575288.0	1730.0	98.624056	0.030604	Klebsiella pneumoniae	bacteria	573	strain=6712.08	Contig	Complete Genome	SAMN21016529	na	0.9866
GCA_021136835.1	GCA_021137735.1	ok	5571222.0	119.0	184931.0	5676882.0	4.0	5569173.0	5568991.0	2231.0	98.102673	0.0393	Klebsiella pneumoniae	bacteria	573	strain=6711.43	Contig	Complete Genome	SAMN21016528	na	0.9814
GCA_021136895.1	GCA_021137775.1	ok	5433418.0	128.0	224028.0	5521180.0	5.0	5431067.0	5431067.0	2351.0	98.367867	0.042581	Klebsiella pneumoniae	bacteria	573	strain=6709.15-I	Contig	Complete Genome	SAMN21016534	na	0.9841
GCA_021136815.1	GCA_021137695.1	ok	5349553.0	73.0	328753.0	5441835.0	5.0	5348437.0	5348200.0	1353.0	98.283704	0.024863	Klebsiella pneumoniae	bacteria	573	strain=6911.28	Contig	Complete Genome	SAMN21016531	na	0.9830
GCA_021136875.1	GCA_021137755.1	ok	5564449.0	106.0	463638.0	5630871.0	5.0	5559789.0	5560850.0	3599.0	98.737638	0.063916	Klebsiella pneumoniae	bacteria	573	strain=6710.71	Contig	Complete Genome	SAMN21016527	na	0.9882
GCA_021136945.1	GCA_021137795.1	ok	5450591.0	127.0	207863.0	5537776.0	5.0	5448335.0	5448152.0	2439.0	98.384893	0.044043	Klebsiella pneumoniae	bacteria	573	strain=6611.48	Contig	Complete Genome	SAMN21016525	na	0.9843
GCA_021137035.1	GCA_021137835.1	ok	5588913.0	61.0	369462.0	5647468.0	4.0	5587236.0	5587639.0	1274.0	98.933469	0.022559	Klebsiella pneumoniae	bacteria	573	strain=5208.51	Contig	Complete Genome	SAMN21016539	na	0.9896
GCA_021136955.1	GCA_021137815.1	ok	5451335.0	121.0	249607.0	5565437.0	6.0	5449096.0	5448913.0	2422.0	97.90958	0.043519	Klebsiella pneumoniae	bacteria	573	strain=6604.68	Contig	Complete Genome	SAMN21016524	na	0.9795
GCA_021137155.1	GCA_021137895.1	ok	5820165.0	114.0	240102.0	5919869.0	4.0	5817204.0	5818041.0	2124.0	98.265756	0.035879	Klebsiella pneumoniae	bacteria	573	strain=400195-1-18	Contig	Complete Genome	SAMN21016517	na	0.9832
GCA_021137165.1	GCA_021137855.1	ok	5700219.0	111.0	285300.0	5794280.0	7.0	5698022.0	5697993.0	2226.0	98.338741	0.038417	Klebsiella pneumoniae	bacteria	573	strain=4906.28	Contig	Complete Genome	SAMN21016535	na	0.9838
GCA_021137135.1	GCA_021137915.1	ok	5418576.0	71.0	265845.0	5489652.0	4.0	5417431.0	5417222.0	1354.0	98.684416	0.024665	Klebsiella pneumoniae	bacteria	573	strain=0213293972	Contig	Complete Genome	SAMN21016540	na	0.9871
GCA_021137215.1	GCA_021137875.1	ok	5819338.0	117.0	240102.0	5919753.0	4.0	5816670.0	5817146.0	2192.0	98.25866	0.037029	Klebsiella pneumoniae	bacteria	573	strain=400195-2-18	Contig	Complete Genome	SAMN21016518	na	0.9830
GCA_021137235.1	GCA_021137955.1	ok	5356636.0	50.0	354708.0	5409660.0	3.0	5355509.0	5355677.0	959.0	98.998994	0.017728	Klebsiella pneumoniae	bacteria	573	strain=1613163991	Contig	Complete Genome	SAMN21016544	na	0.9902
GCA_021137295.1	GCA_021137975.1	ok	5535622.0	95.0	332407.0	5618111.0	4.0	5533566.0	5533888.0	1734.0	98.495135	0.030864	Klebsiella pneumoniae	bacteria	573	strain=1613015451	Contig	Complete Genome	SAMN21016542	na	0.9853
GCA_021137275.1	GCA_021137935.1	ok	5604721.0	92.0	355015.0	5680788.0	8.0	5602871.0	5602871.0	1850.0	98.628412	0.032566	Klebsiella pneumoniae	bacteria	573	strain=1613258639	Contig	Complete Genome	SAMN21016543	na	0.9866
GCA_021137255.1	GCA_021138155.1	ok	5730160.0	100.0	223902.0	5810429.0	6.0	5728200.0	5728200.0	1960.0	98.584803	0.033732	Klebsiella pneumoniae	bacteria	573	strain=0113481141	Contig	Complete Genome	SAMN21016545	na	0.9862
GCA_021137315.1	GCA_021138035.1	ok	5707967.0	78.0	214402.0	5786584.0	5.0	5706588.0	5706437.0	1530.0	98.617561	0.02644	Klebsiella pneumoniae	bacteria	573	strain=1230_0791_KP	Contig	Complete Genome	SAMN21016479	na	0.9864
GCA_022138565.1	GCA_025765755.1	ok	2042768.0	63.0	54762.0	1994910.0	2.0	1971616.0	2028353.0	14415.0	98.832328	0.722589	Coxiella burnetii	bacteria	777	strain=KZQ3	Contig	Complete Genome	SAMN17672853	na	1.0240
GCA_022133565.1	GCA_036419235.1	ok	2587632.0	82.0	92935.0	2647599.0	2.0	2582869.0	2583334.0	4298.0	97.555143	0.162336	Bifidobacterium longum	bacteria	216816	strain=DFI.7.60	Contig	Complete Genome	SAMN24726073	na	0.9774
GCA_021137335.1	GCA_045688185.1	ok	5525512.0	49.0	354207.0	5306935.0	1.0	5258751.0	5259130.0	266382.0	99.092056	5.019507	Klebsiella pneumoniae	bacteria	573	strain=0113070356	Contig	Complete Genome	SAMN21016541	na	1.0412
