accession	cohort	v5_completeness	v5_contamination	checkm2_completeness	checkm2_contamination	total_bp	n_contigs	classified_bp	unclassified_pct	orig_phylum_dominant	orig_phylum_dominant_pct	orig_phylum_contam_pct	orig_n_phyla	strict_phylum_dominant	strict_phylum_dominant_pct	strict_phylum_contam_pct	strict_n_phyla	strict_qualifying_bp	strict_qualifying_bp_frac	strict_n_qualifying_contigs	total_kmers	informative_kmers	informative_kmer_density	mean_contig_confidence_bpw	asm_total_bp	asm_n_contigs	asm_n50	asm_gc_pct
GCA_964499935.1	disagreement_141	99.63936	35.73852	96.67	1.5	1466879	131	1380530	5.887	Pseudomonadota	73.292	18.226	9	Pseudomonadota	52.823	47.177	2	2285	0.0016	2	1460786	10512	0.007196	0.000835	1466879	131	885286	46.03
GCA_964536905.1	disagreement_141	72.09778	1.9100875	92.64	3.25	567757	116	561233	1.149	Bacillota	27.399	43.684	8	unresolved			0	0	0.0	0	562534	5347	0.009505	0.002915	567757	116	5702	31.453
GCA_964545285.1	disagreement_141	76.3179	0.3560424	94.46	0.59	1099409	53	1099409	0.0	Bacillota	82.89	12.636	5	unresolved			0	0	0.0	0	1096899	14854	0.013542	0.000996	1099409	53	31968	25.23
GCA_964563855.1	disagreement_141	83.389534	2.8383374	95.37	1.86	3570098	99	3570098	0.0	Pseudomonadota	88.211	11.49	3	unresolved			0	0	0.0	0	3564800	67927	0.019055	0.000481	3570098	99	56000	65.194
GCA_964564625.1	disagreement_141	89.36011	24.121649	92.66	3.59	3047838	78	3017488	0.996	Pseudomonadota	63.707	32.943	6	unresolved			0	0	0.0	0	3039467	20426	0.00672	0.000458	3047838	78	80153	47.384
GCA_964567265.1	disagreement_141	99.9413	14.08636	100.0	0.09	962716	4	962716	0.0	Pseudomonadota	98.101	1.899	2	unresolved			0	0	0.0	0	962580	9066	0.009418	0.000102	962716	4	621860	56.208
GCA_964591885.1	disagreement_141	69.80404	0.2760172	94.04	0.0	522395	58	500370	4.216	Bacillota	25.035	52.129	11	unresolved			0	0	0.0	0	520423	3231	0.006208	0.001662	522395	58	13027	36.051
GCA_964636735.1	disagreement_141	78.1299	0.5703211	93.87	0.4	691922	87	665274	3.851	Bacillota	28.762	53.113	15	unresolved			0	0	0.0	0	688522	5478	0.007956	0.001466	691922	87	10964	39.347
GCA_964646075.1	disagreement_141	57.37428	2.7922063	93.98	0.06	432397	29	426762	1.303	Pseudomonadota	25.592	48.924	6	unresolved			0	0	0.0	0	430415	2666	0.006194	0.001673	432397	29	18284	36.349
GCA_964937175.1	disagreement_141	99.78262	6.214717	100.0	0.34	896620	10	896620	0.0	Pseudomonadota	90.395	9.605	5	unresolved			0	0	0.0	0	896280	4950	0.005523	7.4e-05	896620	10	178574	49.112
GCA_965201135.1	disagreement_141	89.86245	0.009307265	97.04	1.68	2943307	1	2943307	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	2943273	72027	0.024472	1.5e-05	2943307	1	2943307	67.851
GCA_965249325.1	disagreement_141	60.07708	45.04595	91.14	1.85	2794567	20	2794567	0.0	Actinomycetota	84.109	15.891	2	unresolved			0	0	0.0	0	2793887	51416	0.018403	0.000267	2794567	20	327190	64.998
GCA_965283735.1	disagreement_141	87.86977	0.18814504	99.96	0.08	5084302	2	5084302	0.0	Pseudomonadota	100.0	0.0	1	unresolved			0	0	0.0	0	5084234	1761806	0.346523	0.03272	5084302	2	3227922	66.288
GCA_965321045.1	disagreement_141	85.12752	0.11677146	96.79	2.58	1748702	122	1701662	2.69	Bacillota	79.424	13.454	5	Bacillota	100.0	0.0	1	3139	0.0018	1	1744554	13186	0.007558	0.001198	1748702	122	23949	45.736
GCA_965334145.1	disagreement_141	92.79599	12.060195	96.52	0.23	1681488	84	1674620	0.408	Bacillota	85.804	11.444	7	unresolved			0	0	0.0	0	1678632	31118	0.018538	0.000951	1681488	84	36194	27.439
GCA_965658445.1	disagreement_141	99.66872	13.964706	99.57	0.04	2588811	38	2570024	0.726	Bacteroidota	98.576	0.698	5	unresolved			0	0	0.0	0	2579890	35608	0.013802	0.000208	2588811	38	155231	44.183
GCA_977085625.1	disagreement_141	88.82126	4.40948	97.79	0.7	1920175	42	1920175	0.0	Pseudomonadota	99.458	0.0	1	Pseudomonadota	100.0	0.0	1	10958	0.0057	3	1918747	36770	0.019164	0.004528	1920175	42	81058	47.108
GCA_977552645.1	disagreement_141	83.88056	4.343486	97.81	0.07	2309429	77	2294968	0.626	Pseudomonadota	99.31	0.064	2	unresolved			0	0	0.0	0	2303486	79037	0.034312	0.000707	2309429	77	63746	40.816
GCA_977587715.1	disagreement_141	88.11548	29.642687	91.23	0.41	6628815	251	6626056	0.042	Pseudomonadota	62.227	33.269	9	unresolved			0	0	0.0	0	6619397	84508	0.012767	0.001194	6628815	251	45972	62.984
GCA_977600635.1	disagreement_141	61.801643	0.04428625	93.08	1.04	2117329	272	2057747	2.814	Bacteroidota	34.779	46.81	16	unresolved			0	0	0.0	0	2107330	17656	0.008378	0.001609	2117329	272	9326	33.16
GCA_977879445.1	disagreement_141	98.92793	24.105246	92.63	1.53	3609840	1	3609840	0.0	Actinomycetota	100.0	0.0	1	unresolved			0	0	0.0	0	3609806	86314	0.023911	8e-06	3609840	1	3609840	64.143
GCA_980315005.1	disagreement_141	74.899536	0.44040084	93.62	3.94	2594901	408	2593338	0.06	Pseudomonadota	97.119	2.476	3	unresolved			0	0	0.0	0	2580548	210931	0.081739	0.00436	2594901	408	8564	66.813
GCA_980363365.1	disagreement_141	82.906784	0.08375049	98.79	0.39	3063506	89	3063506	0.0	Pseudomonadota	97.924	2.076	2	unresolved			0	0	0.0	0	3057601	123942	0.040536	0.000482	3063506	89	62365	64.295
GCA_980407145.1	disagreement_141	99.35915	5.0718966	94.05	1.72	1712918	110	1703504	0.55	Bacillota	87.107	9.742	8	Deferribacterota	34.882	65.118	4	18677	0.0109	9	1707316	43242	0.025327	0.009837	1712918	110	36257	27.686
GCA_980581105.1	disagreement_141	97.301735	6.7766247	91.31	3.07	7311075	2183	7291541	0.267	Myxococcota	92.533	5.81	8	Myxococcota	93.001	6.999	2	46336	0.0063	21	7226757	915495	0.126681	0.012962	7311075	2183	3812	70.111
