genome	taxid	ref_len	ref_len_source	fasta_basename	cami_novelty_category	sci_name	tax_species	tax_genus	tax_family	tax_order	tax_class	tax_phylum
Otu1337	1491	3914604	fai	Clostridium_botulinum_202F_genomic	known_strain	Clostridium botulinum	Clostridium botulinum	Clostridium	Clostridiaceae	Eubacteriales	Clostridia	Bacillota
Otu1344	40269	4643964	fai	14_S2_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1358	33	9003593	fai	Myxococcus_fulvus_HW-1_genomic	known_strain	Myxococcus fulvus	Myxococcus fulvus	Myxococcus	Myxococcaceae	Myxococcales	Myxococcia	Myxococcota
Otu136	40269	4246561	fai	A3_S3_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1361.0	96345	2900735	fai	Flavobacterium_psychrophilum_strain_CSF259-93_genomic	known_strain	Flavobacterium psychrophilum	Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1362.0	1855377	1663904	fai	Candidatus_Aquiluna_sp_UB-MaderosW2red_genomic	known_strain	Candidatus Aquiluna sp. UB-MaderosW2red	Candidatus Aquiluna sp. UB-MaderosW2red	Aquiluna	Microbacteriaceae	Micrococcales	Actinomycetes	Actinomycetota
Otu1366	80852	4549830	fai	15_S3_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu137.0	314275	4395035	fai	Alteromonas_macleodii_str_Ionian_Sea_U8_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1374	1427364	1714148	fai	Candidatus_Thioglobus_singularis_strain_GG2_genomic	known_strain	Candidatus Pseudothioglobus singularis	Candidatus Pseudothioglobus singularis	Candidatus Pseudothioglobus	Candidatus Pseudothioglobaceae		Gammaproteobacteria	Pseudomonadota
Otu1376	54252	1843267	fai	Pyrolobus_fumarii_1A_genomic	known_strain	Pyrolobus fumarii	Pyrolobus fumarii	Pyrolobus	Pyrodictiaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1377	575200	2833547	fai	Corynebacterium_maris_DSM_45190_genomic	known_strain	Corynebacterium maris	Corynebacterium maris	Corynebacterium	Corynebacteriaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu1379	93466	2061852	fai	Fervidobacterium_pennivorans_strain_DYC_genomic	known_strain	Fervidobacterium pennivorans	Fervidobacterium pennivorans	Fervidobacterium	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogota
Otu1381	246969	2086428	fai	Thermococcus_sp_AM4_genomic	known_strain	Thermococcus sp. AM4	Thermococcus sp. AM4	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1382	373994	8728773	fai	Rivularia_sp_PCC_7116_genomic	known_strain	Rivularia sp. PCC 7116	Rivularia sp. PCC 7116	Rivularia	Rivulariaceae	Nostocales	Cyanophyceae	Cyanobacteriota
Otu1383	40269	4089957	fai	VSalm554_S15_contigs	new_strain	Aliivibrio salmonicida	Aliivibrio salmonicida	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1386	80854	5108999	fai	MvHd17_S7_contigs	known_strain	Moritella viscosa	Moritella viscosa	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1389.0	1833	6895538	fai	Rhodococcus_erythropolis_PR4_genomic	known_strain	Rhodococcus erythropolis	Rhodococcus erythropolis	Rhodococcus	Nocardiaceae	Mycobacteriales	Actinomycetes	Actinomycetota
Otu139	645	5040536	fai	Aeromonas_salmonicida_subsp_salmonicida_A449_genomic	new_strain	Aeromonas salmonicida	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota
Otu1391	715451	4972148	fai	Alteromonas_sp_SN2_genomic	known_strain	Alteromonas naphthalenivorans	Alteromonas naphthalenivorans	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1398	1008460	1716818	fai	Pyrococcus_yayanosii_CH1_genomic	known_strain	Pyrococcus yayanosii	Pyrococcus yayanosii	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1399	39766	2201561	fai	Sulfurimonas_denitrificans_DSM_1251_genomic	known_strain	Sulfurimonas denitrificans	Sulfurimonas denitrificans	Sulfurimonas	Sulfurimonadaceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Otu1405	288	5187005	fai	Pseudoalteromonas_atlantica_T6c_genomic	known_strain	Pseudoalteromonas atlantica	Pseudoalteromonas atlantica	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1414.0	244698	3476061	fai	Gillisia_sp_Hel1_33_143_genomic	known_strain	Gillisia		Gillisia	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1414.1	96345	2698020	fai	Flavobacterium_psychrophilum_V3-5_genomic	known_strain	Flavobacterium psychrophilum	Flavobacterium psychrophilum	Flavobacterium	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1415	83171	1507251	fai	Methanocaldococcus_fervens_AG86_genomic	known_strain	Methanocaldococcus fervens	Methanocaldococcus fervens	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu1420.0	1670800	5324561	fai	Mesorhizobium_sp_B7_genomic	known_strain	Aquibium oceanicum	Aquibium oceanicum	Aquibium	Phyllobacteriaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota
Otu1427	261964	2852073	fai	Kangiella_koreensis_DSM_16069_genomic	known_strain	Kangiella koreensis	Kangiella koreensis	Kangiella	Kangiellaceae	Kangiellales	Gammaproteobacteria	Pseudomonadota
Otu1428.0	133924	4650996	fai	Leisingera_methylohalidivorans_DSM_14336_genomic	known_strain	Leisingera methylohalidivorans	Leisingera methylohalidivorans	Leisingera	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1430	286	4498951	fai	S19_S6_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1431	58290	1901943	fai	Archaeoglobus_veneficus_SNP6_genomic	known_strain	Archaeoglobus veneficus	Archaeoglobus veneficus	Archaeoglobus	Archaeoglobaceae	Archaeoglobales	Archaeoglobi	Methanobacteriota
Otu1433	2014	6585441	fai	Nocardiopsis_dassonvillei_strain_NOCA502F_genomic	known_strain	Nocardiopsis dassonvillei	Nocardiopsis dassonvillei	Nocardiopsis	Nocardiopsidaceae	Streptosporangiales	Actinomycetes	Actinomycetota
Otu1445	53633	3551206	fai	Sulfobacillus_acidophilus_TPY_genomic	known_strain	Sulfobacillus acidophilus	Sulfobacillus acidophilus	Sulfobacillus	Clostridiales Family XVII. Incertae Sedis	Eubacteriales	Clostridia	Bacillota
Otu1446.0	320787	6158829	fai	Cyclobacterium_amurskyense_strain_KCTC_12363_genomic	known_strain	Cyclobacterium amurskyense	Cyclobacterium amurskyense	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota
Otu1448	2177	2022959	fai	Methanohalophilus_halophilus_strain_Z-7982_genomic	known_strain	Methanohalophilus halophilus	Methanohalophilus halophilus	Methanohalophilus	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1450	2336	1869610	fai	Thermotoga_maritima_MSB8_3_genomic	new_strain	Thermotoga maritima	Thermotoga maritima	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota
Otu1455	135577	2839318	fai	Idiomarina_loihiensis_L2TR_genomic	known_strain	Idiomarina loihiensis	Idiomarina loihiensis	Idiomarina	Idiomarinaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1458.0	1763535	4944132	fai	Hydrogenophaga_sp_LPB0072_genomic	known_strain	Hydrogenophaga crassostreae	Hydrogenophaga crassostreae	Hydrogenophaga	Comamonadaceae	Burkholderiales	Betaproteobacteria	Pseudomonadota
Otu1460	1480675	2835858	fai	Halolamina_sediminis_strain_halo7_genomic	known_strain	Halolamina sediminis	Halolamina sediminis	Halolamina	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu1462.0	192421	3294581	fai	Planococcus_maritimus_strain_DSM_17275_genomic	known_strain	Planococcus maritimus	Planococcus maritimus	Planococcus	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu1466	285091	4928223	fai	Alcanivorax_dieselolei_B5_genomic	known_strain	Alloalcanivorax dieselolei	Alloalcanivorax dieselolei	Alloalcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu1468.0	320324	4228350	fai	Formosa_agariphila_KMM_3901_genomic	known_strain	Formosa agariphila	Formosa agariphila	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1469.0	1850250	3780829	fai	Rhodobacter_sp_LPB0142_genomic	known_strain	Rhodobacter xanthinilyticus	Rhodobacter xanthinilyticus	Rhodobacter		Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1469.1	60890	4061725	fai	Phaeobacter_gallaeciensis_strain_JL2886_genomic	known_strain	Phaeobacter gallaeciensis	Phaeobacter gallaeciensis	Phaeobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1472	84588	2434428	fai	Synechococcus_sp_WH_8102_genomic	known_strain	Parasynechococcus marenigrum WH 8102	Parasynechococcus marenigrum	Parasynechococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1474.0	314275	4480937	fai	Alteromonas_macleodii_str_Deep_ecotype_genomic	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Alteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1475	2198	2478101	fai	Methanoculleus_marisnigri_JR1_genomic	known_strain	Methanoculleus marisnigri	Methanoculleus marisnigri	Methanoculleus	Methanomicrobiaceae	Methanomicrobiales	Methanomicrobia	Methanobacteriota
Otu1483.0	42444	5252390	fai	Marinovum_algicola_DG_898_genomic	known_strain	Marinovum algicola	Marinovum algicola	Marinovum	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1483.1	911045	5916782	fai	Pseudovibrio_sp_FO-BEG1_genomic	known_strain	Pseudovibrio sp. FO-BEG1	Pseudovibrio sp. FO-BEG1	Pseudovibrio	Stappiaceae	Hyphomicrobiales	Alphaproteobacteria	Pseudomonadota
Otu1487	228	3916707	fai	Titti29_S9_contigs	new_strain	Pseudoalteromonas haloplanktis	Pseudoalteromonas haloplanktis	Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu149	32003	1352885	fai	Methylophilales_bacterium_MBRSH7_genomic	known_strain	Nitrosomonadales				Nitrosomonadales	Betaproteobacteria	Pseudomonadota
Otu1498	212663	5295768	fai	V-H1309-2-2_S2_contigs	new_strain	Vibrio tasmaniensis	Vibrio tasmaniensis	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu150.0	49546	3309884	fai	Titti27_S7_contigs	new_genus	Flavobacteriaceae			Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1501	316	5030940	fai	Pseudomonas_stutzeri_strain_273_genomic	known_strain	Stutzerimonas stutzeri	Stutzerimonas stutzeri	Stutzerimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1505.0	104	6221273	fai	Cyclobacterium_marinum_DSM_745_genomic	known_strain	Cyclobacterium marinum	Cyclobacterium marinum	Cyclobacterium	Cyclobacteriaceae	Cytophagales	Cytophagia	Bacteroidota
Otu1507	80852	4578199	fai	A-H1309-4-3_S10_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1515	669	6130289	fai	Vibrio_harveyi_strain_QT520_genomic	known_strain	Vibrio harveyi	Vibrio harveyi	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1519	62322	5526018	fai	Shewanella_baltica_OS117_genomic	new_strain	Shewanella baltica	Shewanella baltica	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu152	286	6425471	fai	MR4-25-2B_S6_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1525.0	252307	3530383	fai	Robiginitalea_biformata_HTCC2501_genomic	known_strain	Robiginitalea biformata	Robiginitalea biformata	Robiginitalea	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1529	645	4351783	fai	ukjent1_S8_contigs	new_strain	Aeromonas salmonicida	Aeromonas salmonicida	Aeromonas	Aeromonadaceae	Aeromonadales	Gammaproteobacteria	Pseudomonadota
Otu1534	2336	1869610	fai	Thermotoga_maritima_strain_Tma100_genomic	new_strain	Thermotoga maritima	Thermotoga maritima	Thermotoga	Thermotogaceae	Thermotogales	Thermotogae	Thermotogota
Otu1536	1219	1864731	fai	Prochlorococcus_marinus_str_NATL1A_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1540	759620	1389513	fai	Weissella_ceti_strain_WS74_genomic	known_strain	Weissella ceti	Weissella ceti	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Otu1541	161360	3830056	fai	Planococcus_antarcticus_DSM_14505_genomic	new_strain	Planococcus antarcticus	Planococcus antarcticus	Planococcus	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu1543	657445	1858987	fai	Francisella_noatunensis_subsp_orientalis_LADL-07-285A_genomic	known_strain	Francisella noatunensis	Francisella noatunensis	Francisella	Francisellaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1544	1434100	4211468	fai	Methanosarcina_sp_MTP4_genomic	known_strain	Methanosarcina sp. MTP4	Methanosarcina sp. MTP4	Methanosarcina	Methanosarcinaceae	Methanosarcinales	Methanomicrobia	Methanobacteriota
Otu1545	1760	3194345	fai	Titti26_S6_contigs	new_order	Actinomycetes					Actinomycetes	Actinomycetota
Otu1546	182710	3630528	fai	Oceanobacillus_iheyensis_HTE831_genomic	known_strain	Oceanobacillus iheyensis	Oceanobacillus iheyensis	Oceanobacillus	Bacillaceae	Bacillales	Bacilli	Bacillota
Otu1548.0	1284658	3288122	fai	Planktomarina_temperata_RCA23_genomic	known_strain	Planktomarina temperata	Planktomarina temperata	Planktomarina	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1548.1	1063	4649054	fai	Rhodobacter_sphaeroides_strain_MBTLJ-13_genomic	new_strain	Cereibacter sphaeroides	Cereibacter sphaeroides	Cereibacter	Paracoccaceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1553	1238	3516383	fai	Piscirickettsia_salmonis_strain_PM58386B_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1560	59754	3120143	fai	Alcanivorax_borkumensis_SK2_genomic	known_strain	Alcanivorax borkumensis	Alcanivorax borkumensis	Alcanivorax	Alcanivoracaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu1569	476157	2673978	fai	Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic	known_strain	Altererythrobacter ishigakiensis	Altererythrobacter ishigakiensis	Altererythrobacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu157.0	1897729	3543891	fai	Halolamina_sediminis_strain_Hb3_genomic	new_strain	Halomonas aestuarii	Halomonas aestuarii	Halomonas	Halomonadaceae	Oceanospirillales	Gammaproteobacteria	Pseudomonadota
Otu1570	80854	5231736	fai	MvHd15_S6_contigs	known_strain	Moritella viscosa	Moritella viscosa	Moritella	Moritellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1573	1238	3515614	fai	Piscirickettsia_salmonis_strain_PM49811B_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1577	60847	3944467	fai	Halogeometricum_borinquense_DSM_11551_genomic	known_strain	Halogeometricum borinquense	Halogeometricum borinquense	Halogeometricum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu1580	2188	1936387	fai	Methanococcus_voltae_A3_genomic	known_strain	Methanococcus voltae	Methanococcus voltae	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu1581	1476	4583463	fai	Titti19_S6_contigs	new_strain	Sporosarcina psychrophila	Sporosarcina psychrophila	Sporosarcina	Caryophanaceae	Bacillales	Bacilli	Bacillota
Otu1585	55601	3384748	fai	VO8_S14_contigs	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu159	1298608	3347688	fai	S06_S2_contigs	new_species	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM 18900	Psychrobacter	Moraxellaceae	Moraxellales	Gammaproteobacteria	Pseudomonadota
Otu1593	53246	4147593	fai	Pseudoalteromonas_translucida_KMM_520_genomic	known_strain	Pseudoalteromonas		Pseudoalteromonas	Pseudoalteromonadaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1596	80852	4568100	fai	Vw1_S1_contigs	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1597	46541	1915344	fai	Thermosipho_melanesiensis_strain_431_genomic	known_strain	Thermosipho melanesiensis	Thermosipho melanesiensis	Thermosipho	Fervidobacteriaceae	Thermotogales	Thermotogae	Thermotogota
Otu160	971279	1859370	fai	Palaeococcus_pacificus_DY20341_genomic	known_strain	Palaeococcus pacificus	Palaeococcus pacificus	Palaeococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1607	1699311	6492095	fai	MC2_S1_contigs	new_strain	Pseudomonas sp. P1.31	Pseudomonas sp. P1.31	Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1617	492670	4241576	fai	Bacillus_velezensis_strain_9912D_genomic	known_strain	Bacillus velezensis	Bacillus velezensis	Bacillus	Bacillaceae	Bacillales	Bacilli	Bacillota
Otu1620	55601	4373835	fai	Vibrio_anguillarum_NB10_genomic	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1621	1348	2143887	fai	Streptococcus_parauberis_KCTC_11537_genomic	known_strain	Streptococcus parauberis	Streptococcus parauberis	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
Otu163	1883	7224475	fai	Streptomyces_sp_GBA_94-10_genomic	known_strain	Streptomyces		Streptomyces	Streptomycetaceae	Kitasatosporales	Actinomycetes	Actinomycetota
Otu1631	662	5514920	fai	18_S4_contigs	known_strain	Vibrio		Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1632	1144748	2496140	fai	Kangiella_sediminilitoris_strain_KCTC_23892_genomic	known_strain	Kangiella sediminilitoris	Kangiella sediminilitoris	Kangiella	Kangiellaceae	Kangiellales	Gammaproteobacteria	Pseudomonadota
Otu1634	1219	1842899	fai	Prochlorococcus_marinus_str_NATL2A_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1635	670	5443401	fai	Vibrio_parahaemolyticus_strain_CHN25_genomic	known_strain	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1650	1238	3515597	fai	Piscirickettsia_salmonis_strain_AY3800B_genomic	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu1653	293091	3179361	fai	Haloquadratum_walsbyi_DSM_16790_genomic	known_strain	Haloquadratum walsbyi	Haloquadratum walsbyi	Haloquadratum	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu1656	29292	1768562	fai	Pyrococcus_abyssi_GE5_genomic	known_strain	Pyrococcus abyssi	Pyrococcus abyssi	Pyrococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1657	33994	884232	fai	Neorickettsia_helminthoeca_str_Oregon_genomic	known_strain	Neorickettsia helminthoeca	Neorickettsia helminthoeca	Neorickettsia	Anaplasmataceae	Rickettsiales	Alphaproteobacteria	Pseudomonadota
Otu1658	84599	1580347	fai	Staphylothermus_hellenicus_DSM_12710_genomic	known_strain	Staphylothermus hellenicus	Staphylothermus hellenicus	Staphylothermus	Desulfurococcaceae	Desulfurococcales	Thermoprotei	Thermoproteota
Otu1662	2187	1720048	fai	Methanococcus_vannielii_SB_genomic	known_strain	Methanococcus vannielii	Methanococcus vannielii	Methanococcus	Methanococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu1664	2252	3904707	fai	Haloferax_mediterranei_ATCC_33500_genomic	known_strain	Haloferax mediterranei	Haloferax mediterranei	Haloferax	Haloferacaceae	Halobacteriales	Halobacteria	Methanobacteriota
Otu1665	1505907	2126164	fai	Thermococcus_eurythermalis_A501_genomic	known_strain	Thermococcus eurythermalis	Thermococcus eurythermalis	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1673	316	4833395	fai	Pseudomonas_stutzeri_strain_19SMN4_genomic	known_strain	Stutzerimonas stutzeri	Stutzerimonas stutzeri	Stutzerimonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
Otu1676.0	1754	2540159	fai	Thermoanaerobacter_siderophilus_SR4_genomic	known_strain	Thermoanaerobacter		Thermoanaerobacter	Thermoanaerobacteraceae	Thermoanaerobacterales	Clostridia	Bacillota
Otu1677.0	202747	2153198	fai	Sulfurimonas_autotrophica_DSM_16294_genomic	known_strain	Sulfurimonas autotrophica	Sulfurimonas autotrophica	Sulfurimonas	Sulfurimonadaceae	Campylobacterales	Epsilonproteobacteria	Campylobacterota
Otu168.0	516051	3274259	fai	Muricauda_lutaonensis_strain_CC-HSB-11_genomic	known_strain	Flagellimonas lutaonensis	Flagellimonas lutaonensis	Flagellimonas	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1680	759620	1355853	fai	Weissella_ceti_strain_WS08_genomic	known_strain	Weissella ceti	Weissella ceti	Weissella	Lactobacillaceae	Lactobacillales	Bacilli	Bacillota
Otu1682	1219	1669886	fai	Prochlorococcus_marinus_AS9601_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu169.0	59600	4888353	fai	Cellulophaga_algicola_DSM_14237_genomic	known_strain	Cellulophaga algicola	Cellulophaga algicola	Cellulophaga	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu169.1	1336795	2016454	fai	Formosa_sp_Hel3_A1_48_genomic	known_strain	Formosa sp. Hel3_A1_48	Formosa sp. Hel3_A1_48	Formosa	Flavobacteriaceae	Flavobacteriales	Flavobacteriia	Bacteroidota
Otu1692	55601	4117885	fai	Vibrio_anguillarum_M3_genomic	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1697	55601	4222626	fai	1_S1_contigs	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1704	1219	1688963	fai	Prochlorococcus_marinus_str_MIT_9211_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1710	1301915	1607556	fai	Methanocaldococcus_sp_JH146_genomic	known_strain	Methanocaldococcus bathoardescens	Methanocaldococcus bathoardescens	Methanocaldococcus	Methanocaldococcaceae	Methanococcales	Methanococci	Methanobacteriota
Otu1719	39765	2427734	fai	Thiomicrospira_crunogena_XCL-2_genomic	known_strain	Hydrogenovibrio crunogenus	Hydrogenovibrio crunogenus	Hydrogenovibrio	Piscirickettsiaceae	Thiotrichales	Gammaproteobacteria	Pseudomonadota
Otu172.0	60890	4540155	fai	Phaeobacter_gallaeciensis_DSM_26640_genomic	known_strain	Phaeobacter gallaeciensis	Phaeobacter gallaeciensis	Phaeobacter	Roseobacteraceae	Rhodobacterales	Alphaproteobacteria	Pseudomonadota
Otu1722	56812	4845257	fai	Shewanella_frigidimarina_NCIMB_400_genomic	known_strain	Shewanella frigidimarina	Shewanella frigidimarina	Shewanella	Shewanellaceae	Alteromonadales	Gammaproteobacteria	Pseudomonadota
Otu1723	502682	2724951	fai	Erythrobacter_gangjinensis_strain_JCM_15420_genomic	known_strain	Aurantiacibacter gangjinensis	Aurantiacibacter gangjinensis	Aurantiacibacter	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu1734	55601	3470026	fai	VO5_S12_contigs	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Vibrionaceae	Vibrionales	Gammaproteobacteria	Pseudomonadota
Otu1737	44251	6053498	fai	Paenibacillus_durus_DSM_1735_genomic	known_strain	Paenibacillus durus	Paenibacillus durus	Paenibacillus	Paenibacillaceae	Bacillales	Bacilli	Bacillota
Otu1739	1348774	3863562	fai	Croceicoccus_naphthovorans_strain_PQ-2_genomic	known_strain	Croceicoccus naphthovorans	Croceicoccus naphthovorans	Croceicoccus	Erythrobacteraceae	Sphingomonadales	Alphaproteobacteria	Pseudomonadota
Otu174	1219	1484494	fai	Prochlorococcus_marinus_bv_HNLC2_genomic	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Prochlorococcaceae	Synechococcales	Cyanophyceae	Cyanobacteriota
Otu1743	636	3804166	fai	Edwardsiella_tarda_EIB202_genomic	known_strain	Edwardsiella tarda	Edwardsiella tarda	Edwardsiella	Hafniaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
Otu1746	1612551	7275385	fai	Actinoalloteichus_sp_GBA129-24_genomic	known_strain	Actinoalloteichus sp. GBA129-24	Actinoalloteichus sp. GBA129-24	Actinoalloteichus	Pseudonocardiaceae	Pseudonocardiales	Actinomycetes	Actinomycetota
Otu1750	195522	1976356	fai	Thermococcus_nautili_strain_30-1_genomic	known_strain	Thermococcus nautili	Thermococcus nautili	Thermococcus	Thermococcaceae	Thermococcales	Thermococci	Methanobacteriota
Otu1753	286	6425291	fai	MR4-25-2A-1A_S4_contigs	new_species	Pseudomonas		Pseudomonas	Pseudomonadaceae	Pseudomonadales	Gammaproteobacteria	Pseudomonadota
