dataset	genome	name_key_source	taxid	cami_novelty_category	sci_name	tax_species	tax_genus	tax_phylum	match_level	matched_accessions	n_matched_accessions	ncbi_name_key	in_train	in_val	in_test	in_kmer_selection	leaked
marine	Otu1544	Methanosarcina_sp_MTP4_genomic	1434100	known_strain	Methanosarcina sp. MTP4	Methanosarcina sp. MTP4	Methanosarcina	Methanobacteriota	L2_ncbi_name_match	GCA_000970045.1;GCF_000970045.1	2	methanosarcina sp mtp4	True	False	False	True	True
marine	Otu1545	Titti26_S6_contigs	1760	new_order	Actinomycetes			Actinomycetota	none		0		False	False	False	False	False
marine	Otu1546	Oceanobacillus_iheyensis_HTE831_genomic	182710	known_strain	Oceanobacillus iheyensis	Oceanobacillus iheyensis	Oceanobacillus	Bacillota	L2_ncbi_name_match	GCA_000011245.1;GCF_000011245.1	2	oceanobacillus iheyensis hte831	False	False	False	False	False
marine	Otu1548.0	Planktomarina_temperata_RCA23_genomic	1284658	known_strain	Planktomarina temperata	Planktomarina temperata	Planktomarina	Pseudomonadota	L2_ncbi_name_match	GCA_000738435.1;GCF_000738435.1	2	planktomarina temperata rca23	False	False	False	False	False
marine	Otu1548.1	Rhodobacter_sphaeroides_strain_MBTLJ-13_genomic	1063	new_strain	Cereibacter sphaeroides	Cereibacter sphaeroides	Cereibacter	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1553	Piscirickettsia_salmonis_strain_PM58386B_genomic	1238	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Pseudomonadota	L2_ncbi_name_match	GCA_000756415.3;GCA_000756435.3;GCA_001029935.1;GCA_001514395.1;GCA_001534725.1;GCA_001746795.1;GCA_001932595.1;GCA_001932735.1	172	piscirickettsia salmonis	True	True	True	False	True
marine	Otu1560	Alcanivorax_borkumensis_SK2_genomic	59754	known_strain	Alcanivorax borkumensis	Alcanivorax borkumensis	Alcanivorax	Pseudomonadota	L2_ncbi_name_match	GCA_000009365.1;GCF_000009365.1	2	alcanivorax borkumensis sk2	False	False	False	False	False
marine	Otu1569	Altererythrobacter_ishigakiensis_strain_NBRC_107699_genomic	476157	known_strain	Altererythrobacter ishigakiensis	Altererythrobacter ishigakiensis	Altererythrobacter	Pseudomonadota	L2_ncbi_name_match	GCA_001663155.1;GCA_007830695.1;GCA_033723275.1;GCA_975852845.1;GCF_001663155.1;GCF_007830695.1	6	altererythrobacter ishigakiensis	False	False	False	False	False
marine	Otu157.0	Halolamina_sediminis_strain_Hb3_genomic	1897729	new_strain	Halomonas aestuarii	Halomonas aestuarii	Halomonas	Pseudomonadota	L2_ncbi_name_match	GCA_001282785.1;GCA_041639975.1;GCF_001282785.1	3	halolamina sediminis	False	False	False	False	False
marine	Otu1570	MvHd15_S6_contigs	80854	known_strain	Moritella viscosa	Moritella viscosa	Moritella	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1573	Piscirickettsia_salmonis_strain_PM49811B_genomic	1238	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Pseudomonadota	L2_ncbi_name_match	GCA_000756415.3;GCA_000756435.3;GCA_001029935.1;GCA_001514395.1;GCA_001534725.1;GCA_001746795.1;GCA_001932595.1;GCA_001932735.1	172	piscirickettsia salmonis	True	True	True	False	True
marine	Otu1577	Halogeometricum_borinquense_DSM_11551_genomic	60847	known_strain	Halogeometricum borinquense	Halogeometricum borinquense	Halogeometricum	Methanobacteriota	L2_ncbi_name_match	GCA_000172995.2;GCA_000337855.1;GCF_000172995.2;GCF_000337855.1	4	halogeometricum borinquense dsm 11551	True	False	False	True	True
marine	Otu1580	Methanococcus_voltae_A3_genomic	2188	known_strain	Methanococcus voltae	Methanococcus voltae	Methanococcus	Methanobacteriota	L2_ncbi_name_match	GCA_017875395.1;GCA_017875565.1;GCA_017875625.1;GCA_024807655.1;GCF_017875395.1;GCF_017875565.1;GCF_017875625.1;GCF_024807655.1	8	methanococcus voltae	False	False	False	False	False
marine	Otu1581	Titti19_S6_contigs	1476	new_strain	Sporosarcina psychrophila	Sporosarcina psychrophila	Sporosarcina	Bacillota	none		0		False	False	False	False	False
marine	Otu1585	VO8_S14_contigs	55601	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu159	S06_S2_contigs	1298608	new_species	Psychrobacter sp. JCM 18900	Psychrobacter sp. JCM 18900	Psychrobacter	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1593	Pseudoalteromonas_translucida_KMM_520_genomic	53246	known_strain	Pseudoalteromonas		Pseudoalteromonas	Pseudomonadota	L2_ncbi_name_match	GCA_001465295.1;GCF_001465295.1	2	pseudoalteromonas translucida kmm 520	False	False	False	False	False
marine	Otu1596	Vw1_S1_contigs	80852	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1597	Thermosipho_melanesiensis_strain_431_genomic	46541	known_strain	Thermosipho melanesiensis	Thermosipho melanesiensis	Thermosipho	Thermotogota	L2_ncbi_name_match	GCA_001941385.1;GCA_001999545.1;GCA_001999555.1;GCA_001999585.1;GCA_001999595.1;GCA_001999645.1;GCF_001941385.1;GCF_001999545.1	12	thermosipho melanesiensis	True	True	False	True	True
marine	Otu160	Palaeococcus_pacificus_DY20341_genomic	971279	known_strain	Palaeococcus pacificus	Palaeococcus pacificus	Palaeococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000725425.1;GCF_000725425.1	2	palaeococcus pacificus dy20341	True	False	False	True	True
marine	Otu1607	MC2_S1_contigs	1699311	new_strain	Pseudomonas sp. P1.31	Pseudomonas sp. P1.31	Pseudomonas	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1617	Bacillus_velezensis_strain_9912D_genomic	492670	known_strain	Bacillus velezensis	Bacillus velezensis	Bacillus	Bacillota	L2_ncbi_name_match	GCA_000408925.1;GCA_000410835.1;GCA_000508125.2;GCA_000612565.1;GCA_000732055.1;GCA_000740715.1;GCA_000769555.1;GCA_000786145.2	2883	bacillus velezensis	True	True	True	True	True
marine	Otu1620	Vibrio_anguillarum_NB10_genomic	55601	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_000786425.1;GCF_000786425.1	2	vibrio anguillarum nb10	False	False	False	False	False
marine	Otu1621	Streptococcus_parauberis_KCTC_11537_genomic	1348	known_strain	Streptococcus parauberis	Streptococcus parauberis	Streptococcus	Bacillota	L2_ncbi_name_match	GCA_000213825.1	1	streptococcus parauberis kctc 11537	False	False	False	False	False
marine	Otu163	Streptomyces_sp_GBA_94-10_genomic	1883	known_strain	Streptomyces		Streptomyces	Actinomycetota	L2_ncbi_name_match	GCA_003500685.1;GCA_003519485.1;GCA_013361355.1;GCA_013361465.1;GCA_013361585.1;GCA_013361825.1;GCA_013361925.1;GCA_013362155.1	69	streptomyces sp	False	False	False	False	False
marine	Otu1631	18_S4_contigs	662	known_strain	Vibrio		Vibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1632	Kangiella_sediminilitoris_strain_KCTC_23892_genomic	1144748	known_strain	Kangiella sediminilitoris	Kangiella sediminilitoris	Kangiella	Pseudomonadota	L2_ncbi_name_match	GCA_001708405.1;GCF_001708405.1	2	kangiella sediminilitoris	False	False	False	False	False
marine	Otu1634	Prochlorococcus_marinus_str_NATL2A_genomic	1219	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_000012465.1;GCF_000012465.1	2	prochlorococcus marinus str natl2a	True	False	False	False	True
marine	Otu1635	Vibrio_parahaemolyticus_strain_CHN25_genomic	670	known_strain	Vibrio parahaemolyticus	Vibrio parahaemolyticus	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_000706825.2;GCA_000706845.2;GCA_000706865.2;GCA_000706885.2;GCA_000706905.2;GCA_000706925.2;GCA_000706945.2;GCA_000706965.2	17591	vibrio parahaemolyticus	True	True	True	True	True
marine	Otu1650	Piscirickettsia_salmonis_strain_AY3800B_genomic	1238	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Pseudomonadota	L2_ncbi_name_match	GCA_000756415.3;GCA_000756435.3;GCA_001029935.1;GCA_001514395.1;GCA_001534725.1;GCA_001746795.1;GCA_001932595.1;GCA_001932735.1	172	piscirickettsia salmonis	True	True	True	False	True
marine	Otu1653	Haloquadratum_walsbyi_DSM_16790_genomic	293091	known_strain	Haloquadratum walsbyi	Haloquadratum walsbyi	Haloquadratum	Methanobacteriota	L2_ncbi_name_match	GCA_000009185.1;GCF_000009185.1	2	haloquadratum walsbyi dsm 16790	True	False	False	True	True
marine	Otu1656	Pyrococcus_abyssi_GE5_genomic	29292	known_strain	Pyrococcus abyssi	Pyrococcus abyssi	Pyrococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000195935.2;GCF_000195935.2	2	pyrococcus abyssi ge5	False	True	False	False	True
marine	Otu1657	Neorickettsia_helminthoeca_str_Oregon_genomic	33994	known_strain	Neorickettsia helminthoeca	Neorickettsia helminthoeca	Neorickettsia	Pseudomonadota	L2_ncbi_name_match	GCA_000632985.1;GCF_000632985.1	2	neorickettsia helminthoeca str oregon	False	False	False	False	False
marine	Otu1658	Staphylothermus_hellenicus_DSM_12710_genomic	84599	known_strain	Staphylothermus hellenicus	Staphylothermus hellenicus	Staphylothermus	Thermoproteota	L2_ncbi_name_match	GCA_000092465.1;GCF_000092465.1	2	staphylothermus hellenicus dsm 12710	True	False	False	False	True
marine	Otu1662	Methanococcus_vannielii_SB_genomic	2187	known_strain	Methanococcus vannielii	Methanococcus vannielii	Methanococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000017165.1;GCF_000017165.1	2	methanococcus vannielii sb	True	False	False	True	True
marine	Otu1664	Haloferax_mediterranei_ATCC_33500_genomic	2252	known_strain	Haloferax mediterranei	Haloferax mediterranei	Haloferax	Methanobacteriota	L2_ncbi_name_match	GCA_000306765.2;GCA_000337295.1;GCA_000685635.1;GCA_005406325.1;GCA_033843025.1;GCF_000306765.2;GCF_000337295.1;GCF_000685635.1	10	haloferax mediterranei atcc 33500	True	False	False	True	True
marine	Otu1665	Thermococcus_eurythermalis_A501_genomic	1505907	known_strain	Thermococcus eurythermalis	Thermococcus eurythermalis	Thermococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000769655.1;GCF_000769655.1;GCF_059089475.1	3	thermococcus eurythermalis a501	True	False	False	True	True
marine	Otu1673	Pseudomonas_stutzeri_strain_19SMN4_genomic	316	known_strain	Stutzerimonas stutzeri	Stutzerimonas stutzeri	Stutzerimonas	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1676.0	Thermoanaerobacter_siderophilus_SR4_genomic	1754	known_strain	Thermoanaerobacter		Thermoanaerobacter	Bacillota	L2_ncbi_name_match	GCA_000262445.1;GCF_000262445.1	2	thermoanaerobacter siderophilus sr4	False	False	False	False	False
marine	Otu1677.0	Sulfurimonas_autotrophica_DSM_16294_genomic	202747	known_strain	Sulfurimonas autotrophica	Sulfurimonas autotrophica	Sulfurimonas	Campylobacterota	L2_ncbi_name_match	GCA_000147355.1;GCF_000147355.1	2	sulfurimonas autotrophica dsm 16294	True	False	False	False	True
marine	Otu168.0	Muricauda_lutaonensis_strain_CC-HSB-11_genomic	516051	known_strain	Flagellimonas lutaonensis	Flagellimonas lutaonensis	Flagellimonas	Bacteroidota	none		0		False	False	False	False	False
marine	Otu1680	Weissella_ceti_strain_WS08_genomic	759620	known_strain	Weissella ceti	Weissella ceti	Weissella	Bacillota	L2_ncbi_name_match	GCA_000750515.1;GCA_000750535.1;GCA_018394055.1;GCA_025908515.1;GCF_000750515.1;GCF_000750535.1;GCF_018394055.1;GCF_025908515.1	8	weissella ceti	True	False	False	False	True
marine	Otu1682	Prochlorococcus_marinus_AS9601_genomic	1219	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_001180245.1;GCA_001180265.1;GCA_001180285.1;GCA_001180305.1;GCA_001180325.1;GCA_005787545.1;GCA_005789585.1;GCA_042093955.1	66	prochlorococcus marinus	False	False	False	False	False
marine	Otu169.0	Cellulophaga_algicola_DSM_14237_genomic	59600	known_strain	Cellulophaga algicola	Cellulophaga algicola	Cellulophaga	Bacteroidota	L2_ncbi_name_match	GCA_000186265.1;GCF_000186265.1	2	cellulophaga algicola dsm 14237	True	False	False	False	True
marine	Otu169.1	Formosa_sp_Hel3_A1_48_genomic	1336795	known_strain	Formosa sp. Hel3_A1_48	Formosa sp. Hel3_A1_48	Formosa	Bacteroidota	L2_ncbi_name_match	GCA_001735715.1;GCA_949485425.1;GCA_949541775.1;GCF_001735715.1	4	formosa sp hel3 a1 48	True	False	False	False	True
marine	Otu1692	Vibrio_anguillarum_M3_genomic	55601	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_000462975.1;GCA_963865275.1;GCF_000462975.1	3	vibrio anguillarum m3	False	False	False	False	False
marine	Otu1697	1_S1_contigs	55601	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1704	Prochlorococcus_marinus_str_MIT_9211_genomic	1219	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_000018585.1;GCF_000018585.1	2	prochlorococcus marinus str mit 9211	True	False	False	False	True
marine	Otu1710	Methanocaldococcus_sp_JH146_genomic	1301915	known_strain	Methanocaldococcus bathoardescens	Methanocaldococcus bathoardescens	Methanocaldococcus	Methanobacteriota	L2_ncbi_name_match	GCA_024490875.1;GCA_027063185.1;GCA_027063945.1;GCA_027064315.1;GCA_027068365.1;GCA_039833665.1;GCA_054000835.1;GCA_054004575.1	22	methanocaldococcus sp	True	False	False	True	True
marine	Otu1719	Thiomicrospira_crunogena_XCL-2_genomic	39765	known_strain	Hydrogenovibrio crunogenus	Hydrogenovibrio crunogenus	Hydrogenovibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu172.0	Phaeobacter_gallaeciensis_DSM_26640_genomic	60890	known_strain	Phaeobacter gallaeciensis	Phaeobacter gallaeciensis	Phaeobacter	Pseudomonadota	L2_ncbi_name_match	GCA_000511385.1;GCA_000819625.1;GCF_000511385.1;GCF_000819625.1	4	phaeobacter gallaeciensis dsm 26640	True	False	False	False	True
marine	Otu1722	Shewanella_frigidimarina_NCIMB_400_genomic	56812	known_strain	Shewanella frigidimarina	Shewanella frigidimarina	Shewanella	Pseudomonadota	L2_ncbi_name_match	GCA_000014705.1;GCF_000014705.1	2	shewanella frigidimarina ncimb 400	False	False	False	False	False
marine	Otu1723	Erythrobacter_gangjinensis_strain_JCM_15420_genomic	502682	known_strain	Aurantiacibacter gangjinensis	Aurantiacibacter gangjinensis	Aurantiacibacter	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1734	VO5_S12_contigs	55601	new_strain	Vibrio anguillarum	Vibrio anguillarum	Vibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1737	Paenibacillus_durus_DSM_1735_genomic	44251	known_strain	Paenibacillus durus	Paenibacillus durus	Paenibacillus	Bacillota	L2_ncbi_name_match	GCA_000756615.1;GCF_000756615.1	2	paenibacillus durus dsm 1735	False	False	False	False	False
marine	Otu1739	Croceicoccus_naphthovorans_strain_PQ-2_genomic	1348774	known_strain	Croceicoccus naphthovorans	Croceicoccus naphthovorans	Croceicoccus	Pseudomonadota	L2_ncbi_name_match	GCA_001028705.1;GCA_014196855.1;GCF_001028705.1;GCF_014196855.1	4	croceicoccus naphthovorans	False	False	False	False	False
marine	Otu174	Prochlorococcus_marinus_bv_HNLC2_genomic	1219	known_strain	Prochlorococcus marinus	Prochlorococcus marinus	Prochlorococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_000218745.1	1	prochlorococcus marinus bv hnlc2	False	False	False	False	False
marine	Otu1743	Edwardsiella_tarda_EIB202_genomic	636	known_strain	Edwardsiella tarda	Edwardsiella tarda	Edwardsiella	Pseudomonadota	L2_ncbi_name_match	GCA_000804515.1;GCA_001011055.2;GCA_001700615.1;GCA_002006945.1;GCA_002504285.1;GCA_002554415.1;GCA_003074875.2;GCA_003113435.3	196	edwardsiella tarda	True	True	True	False	True
marine	Otu1746	Actinoalloteichus_sp_GBA129-24_genomic	1612551	known_strain	Actinoalloteichus sp. GBA129-24	Actinoalloteichus sp. GBA129-24	Actinoalloteichus	Actinomycetota	L2_ncbi_name_match	GCA_001941645.1;GCF_001941645.1	2	actinoalloteichus sp gba129 24	False	False	False	False	False
marine	Otu1750	Thermococcus_nautili_strain_30-1_genomic	195522	known_strain	Thermococcus nautili	Thermococcus nautili	Thermococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000585495.1;GCA_946300405.1;GCF_000585495.1;GCF_946300405.1	4	thermococcus nautili	True	True	False	True	True
marine	Otu1753	MR4-25-2A-1A_S4_contigs	286	new_species	Pseudomonas		Pseudomonas	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu176.0	Psychromonas_sp_CNPT3_genomic	314282	known_strain	Psychromonas sp. CNPT3	Psychromonas sp. CNPT3	Psychromonas	Pseudomonadota	L2_ncbi_name_match	GCA_000153405.2;GCF_000153405.2	2	psychromonas sp cnpt3	True	False	False	False	True
marine	Otu1763.0	Teredinibacter_turnerae_T7901_genomic	2426	known_strain	Teredinibacter turnerae	Teredinibacter turnerae	Teredinibacter	Pseudomonadota	L2_ncbi_name_match	GCA_000023025.1;GCF_000023025.1	2	teredinibacter turnerae t7901	False	False	False	False	False
marine	Otu1767	Moorea_producens_PAL-8-15-08-1_genomic	1155739	known_strain	Moorena producens	Moorena producens	Moorena	Cyanobacteriota	none		0		False	False	False	False	False
marine	Otu1769	A-Hdes-3_S8_contigs	511678	new_species	Aliivibrio		Aliivibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1773	Vibrio_sp_EJY3_genomic	1116375	known_strain	Vibrio sp. EJY3	Vibrio sp. EJY3	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_000241385.1;GCF_000241385.1	2	vibrio sp ejy3	False	False	False	False	False
marine	Otu1777	SP005_S3_contigs	659	new_strain	Photobacterium phosphoreum	Photobacterium phosphoreum	Photobacterium	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1780	Vibrio_sp_Ex25_genomic	662	known_strain	Vibrio		Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_003450895.1;GCA_003476395.1;GCA_003483395.1;GCA_003513745.1;GCA_003522385.1;GCA_007116955.1;GCA_007124475.1;GCA_009992925.1	56	vibrio sp	False	True	False	False	True
marine	Otu1784	Ignicoccus_hospitalis_KIN4_I_genomic	160233	known_strain	Ignicoccus hospitalis	Ignicoccus hospitalis	Ignicoccus	Thermoproteota	L2_ncbi_name_match	GCA_000017945.1;GCF_000017945.1	2	ignicoccus hospitalis kin4 i	True	False	False	False	True
marine	Otu1786	Planococcus_kocurii_strain_ATCC_43650_genomic	1374	known_strain	Planococcus kocurii	Planococcus kocurii	Planococcus	Bacillota	L2_ncbi_name_match	GCA_001465835.2;GCA_050268125.1;GCA_050268265.1;GCF_001465835.2;GCF_050268125.1;GCF_050268265.1	6	planococcus kocurii	False	False	False	False	False
marine	Otu1787	Methanopyrus_kandleri_AV19_genomic	2320	known_strain	Methanopyrus kandleri	Methanopyrus kandleri	Methanopyrus	Methanobacteriota	L2_ncbi_name_match	GCA_000007185.1;GCF_000007185.1	2	methanopyrus kandleri av19	True	False	False	True	True
marine	Otu1788.0	Nonlabens_marinus_S1-08_genomic	930802	known_strain	Nonlabens marinus	Nonlabens marinus	Nonlabens	Bacteroidota	L2_ncbi_name_match	GCA_000831385.1;GCF_000831385.1	2	nonlabens marinus s1 08	False	True	False	False	True
marine	Otu179	Shewanella_halifaxensis_HAW-EB4_genomic	271098	known_strain	Shewanella halifaxensis	Shewanella halifaxensis	Shewanella	Pseudomonadota	L2_ncbi_name_match	GCA_000019185.1;GCF_000019185.1	2	shewanella halifaxensis haw eb4	True	False	False	False	True
marine	Otu1791	Vibrio_scophthalmi_strain_VS-12_genomic	45658	known_strain	Vibrio scophthalmi	Vibrio scophthalmi	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_001685465.1;GCA_001687805.1;GCA_001723385.1;GCA_026798045.1;GCA_036903815.1;GCA_036903915.1;GCA_040869025.1;GCA_045291255.1	20	vibrio scophthalmi	True	False	False	False	True
marine	Otu180	Synechococcus_sp_RCC307_genomic	316278	known_strain	Synechococcus sp. RCC307	Synechococcus sp. RCC307	Synechococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_000063525.1	1	synechococcus sp rcc307	True	False	False	False	True
marine	Otu1804	Methanosarcina_acetivorans_C2A_genomic	2214	known_strain	Methanosarcina acetivorans	Methanosarcina acetivorans	Methanosarcina	Methanobacteriota	L2_ncbi_name_match	GCA_000007345.1;GCF_000007345.1	2	methanosarcina acetivorans c2a	True	False	False	True	True
marine	Otu1806	Vibrio_breoganii_strain_FF50_genomic	553239	known_strain	Vibrio breoganii	Vibrio breoganii	Vibrio	Pseudomonadota	L2_ncbi_name_match	GCA_001677275.1;GCA_001691285.1;GCA_002873435.1;GCA_002873525.1;GCA_002873595.1;GCA_002873675.1;GCA_002873715.1;GCA_002874295.2	180	vibrio breoganii	True	False	False	False	True
marine	Otu1817	bacterium_AB1_strain_AB1-8_genomic	1898108	known_strain	bacterium AB1	bacterium AB1			L2_ncbi_name_match	GCA_001729625.1	1	bacterium ab1	False	False	False	False	False
marine	Otu183.0	Paraglaciecola_psychrophila_170_genomic	326544	known_strain	Paraglaciecola psychrophila	Paraglaciecola psychrophila	Paraglaciecola	Pseudomonadota	L2_ncbi_name_match	GCA_000315075.1;GCA_000347635.1;GCF_000315075.1;GCF_000347635.1	4	paraglaciecola psychrophila 170	False	False	False	False	False
marine	Otu183.1	Marinobacter_aquaeolei_VT8_genomic	2743	known_strain	Marinobacter nauticus	Marinobacter nauticus	Marinobacter	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1832	Geoglobus_ahangari_strain_234_genomic	113653	known_strain	Geoglobus ahangari	Geoglobus ahangari	Geoglobus	Methanobacteriota	L2_ncbi_name_match	GCA_001006045.1;GCA_053989095.1;GCF_001006045.1;GCF_053989095.1	4	geoglobus ahangari	True	False	False	False	True
marine	Otu1834.0	Winogradskyella_sp_PG-2_genomic	754409	known_strain	Winogradskyella sp. PG-2	Winogradskyella sp. PG-2	Winogradskyella	Bacteroidota	L2_ncbi_name_match	GCA_000828715.1;GCF_000828715.1	2	winogradskyella sp pg 2	True	False	False	False	True
marine	Otu1836	S18_S5_contigs	228	new_strain	Pseudoalteromonas haloplanktis	Pseudoalteromonas haloplanktis	Pseudoalteromonas	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1843.0	Alteromonas_stellipolaris_LMG_21856_genomic	226	known_strain	Alteromonas		Alteromonas	Pseudomonadota	L2_ncbi_name_match	GCA_001433715.1;GCA_900069365.1;GCF_001433715.1;GCF_900069365.1	4	alteromonas stellipolaris lmg 21856	False	False	False	False	False
marine	Otu1844	10_S10_contigs	511678	new_species	Aliivibrio		Aliivibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1847	Lactococcus_garvieae_Lg2_genomic	1363	known_strain	Lactococcus garvieae	Lactococcus garvieae	Lactococcus	Bacillota	L2_ncbi_name_match	GCA_000269945.1;GCF_000269945.1	2	lactococcus garvieae lg2	True	False	False	False	True
marine	Otu185.0	Colwellia_psychrerythraea_34H_genomic	28229	known_strain	Colwellia psychrerythraea	Colwellia psychrerythraea	Colwellia	Pseudomonadota	L2_ncbi_name_match	GCA_000012325.1;GCF_000012325.1	2	colwellia psychrerythraea 34h	False	False	False	False	False
marine	Otu1853	Synechococcus_sp_KORDI_52_genomic	585425	known_strain	Synechococcus sp. KORDI-52	Synechococcus sp. KORDI-52	Synechococcus	Cyanobacteriota	L2_ncbi_name_match	GCA_000737595.1;GCF_000737595.1	2	synechococcus sp kordi 52	True	False	False	False	True
marine	Otu1854	Methanosarcina_siciliae_C2J_genomic	38027	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanobacteriota	L2_ncbi_name_match	GCA_000970145.1;GCF_000970145.1	2	methanosarcina siciliae c2j	True	False	False	True	True
marine	Otu186.0	Alteromonas_mediterranea_strain_CP48_genomic	314275	known_strain	Alteromonas mediterranea	Alteromonas mediterranea	Alteromonas	Pseudomonadota	L2_ncbi_name_match	GCA_001562295.1;GCA_001562315.1;GCA_001886395.1;GCA_001886415.1;GCA_001886435.1;GCA_001886455.1;GCA_002341625.1;GCA_003506925.1	52	alteromonas mediterranea	True	False	False	False	True
marine	Otu1860	A-Hdes-19_S12_contigs	80852	new_strain	Aliivibrio wodanis	Aliivibrio wodanis	Aliivibrio	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1861	Methanosarcina_siciliae_HI350_genomic	38027	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanobacteriota	L2_ncbi_name_match	GCA_000970125.1;GCF_000970125.1	2	methanosarcina siciliae hi350	True	False	False	False	True
marine	Otu1862	Yersinia_aldovae_670-83_genomic	29483	known_strain	Yersinia aldovae	Yersinia aldovae	Yersinia	Pseudomonadota	L2_ncbi_name_match	GCA_000834395.1;GCF_000834395.1	2	yersinia aldovae 670 83	True	False	False	False	True
marine	Otu1870	Piscirickettsia_salmonis_strain_AY6492A_genomic	1238	known_strain	Piscirickettsia salmonis	Piscirickettsia salmonis	Piscirickettsia	Pseudomonadota	L2_ncbi_name_match	GCA_000756415.3;GCA_000756435.3;GCA_001029935.1;GCA_001514395.1;GCA_001534725.1;GCA_001746795.1;GCA_001932595.1;GCA_001932735.1	172	piscirickettsia salmonis	True	True	True	False	True
marine	Otu1871	Candidatus_Puniceispirillum_marinum_IMCC1322_genomic	767892	known_strain	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum marinum	Candidatus Puniceispirillum	Pseudomonadota	L2_ncbi_name_match	GCA_000024465.1;GCF_000024465.1	2	candidatus puniceispirillum marinum imcc1322	True	False	False	False	True
marine	Otu1876	MC8_S4_contigs	294	new_strain	Pseudomonas fluorescens	Pseudomonas fluorescens	Pseudomonas	Pseudomonadota	none		0		False	False	False	False	False
marine	Otu1889	Thermococcus_litoralis_DSM_5473_genomic	2265	known_strain	Thermococcus litoralis	Thermococcus litoralis	Thermococcus	Methanobacteriota	L2_ncbi_name_match	GCA_000246985.3;GCF_000246985.2	2	thermococcus litoralis dsm 5473	False	True	False	False	True
marine	Otu189	Methanosarcina_siciliae_T4_M_genomic	38027	known_strain	Methanosarcina siciliae	Methanosarcina siciliae	Methanosarcina	Methanobacteriota	L2_ncbi_name_match	GCA_000970085.1;GCF_000970085.1	2	methanosarcina siciliae t4 m	True	False	False	True	True
marine	Otu1892	Corynebacterium_sphenisci_DSM_44792_genomic	191493	known_strain	Corynebacterium sphenisci	Corynebacterium sphenisci	Corynebacterium	Actinomycetota	L2_ncbi_name_match	GCA_001941505.1;GCF_001941505.1	2	corynebacterium sphenisci dsm 44792	True	False	False	False	True
