genome	taxid	ref_len	ref_len_source	fasta_basename	cami_novelty_category	sci_name	tax_species	tax_genus	tax_family	tax_order	tax_class	tax_phylum
SP57_S43	1313	1969838	fai	SP57_S43	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP58_S44	1313	1973824	fai	SP58_S44	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP59_S47	1313	2090807	fai	SP59_S47	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP60_S48	1313	1971764	fai	SP60_S48	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP61_S45	1313	1995963	fai	SP61_S45	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP62_S46	1313	2086023	fai	SP62_S46	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP63_S49	1313	2084429	fai	SP63_S49	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP64_S79	1313	2013820	fai	SP64_S79	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP65_S80	1313	1985668	fai	SP65_S80	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP67_S50	1313	2070264	fai	SP67_S50	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP68_S51	257758	2287165	fai	SP68_S51	new_strain	Streptococcus pseudopneumoniae	Streptococcus pseudopneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP69_S52	1313	2218514	fai	SP69_S52	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP6_S88	1313	2087122	fai	SP6_S88	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP70_S53	1313	2055688	fai	SP70_S53	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP71_S54	1313	2049554	fai	SP71_S54	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP72_S55	1313	2008808	fai	SP72_S55	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP73_S56	1313	2050203	fai	SP73_S56	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP74_S57	1313	1980502	fai	SP74_S57	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP75_S58	1313	2079412	fai	SP75_S58	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP76_S59	1313	2094080	fai	SP76_S59	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP77_S60	1313	2013262	fai	SP77_S60	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP78_S61	1313	2014664	fai	SP78_S61	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP79_S62	1313	2013315	fai	SP79_S62	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP7_S4	1313	2105126	fai	SP7_S4	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP80_S63	1313	2050940	fai	SP80_S63	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP81_S64	1313	1964360	fai	SP81_S64	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP82_S65	1313	2093277	fai	SP82_S65	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP83_S66	1313	1980931	fai	SP83_S66	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP84_S67	1313	2069912	fai	SP84_S67	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP85_S68	1313	2065876	fai	SP85_S68	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP86_S69	1313	2049356	fai	SP86_S69	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP87_S70	1313	2006213	fai	SP87_S70	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP88_S94	1313	2082503	fai	SP88_S94	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP8_S5	1313	2092144	fai	SP8_S5	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP91_S72	1313	2026991	fai	SP91_S72	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP92_S73	1313	2071399	fai	SP92_S73	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP93_S74	1313	2078442	fai	SP93_S74	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP94_S75	1313	2078602	fai	SP94_S75	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP95_S76	1313	2053291	fai	SP95_S76	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP96_S77	1313	2166888	fai	SP96_S77	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP97_S78	1313	2008538	fai	SP97_S78	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP99_S80	1313	1980535	fai	SP99_S80	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
SP9_S6	1313	1996138	fai	SP9_S6	new_strain	Streptococcus pneumoniae	Streptococcus pneumoniae	Streptococcus	Streptococcaceae	Lactobacillales	Bacilli	Bacillota
spades_AND4471_S1_L001	562	5368063	fai	spades_AND4471_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_AND8064_S11_L001	573	5497841	fai	spades_AND8064_S11_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_AND8281_S12_L001	573	5497673	fai	spades_AND8281_S12_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_AND8302_S10_L001	573	5495418	fai	spades_AND8302_S10_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_AND9183_S11_L001	562	5148435	fai	spades_AND9183_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And10026_S11_L001	562	5077379	fai	spades_And10026_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And10054_S9_L001	543	5248044	fai	spades_And10054_S9_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And10062_S12_L001	562	5068183	fai	spades_And10062_S12_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And10073_S10_L001	562	5246988	fai	spades_And10073_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And10925_S5_L001	1639133	5618570	fai	spades_And10925_S5_L001	new_strain	Citrobacter portucalensis	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And11624_S6_L001	1639133	4961806	fai	spades_And11624_S6_L001	new_strain	Citrobacter portucalensis	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And12875_S7_L001	1639133	5202195	fai	spades_And12875_S7_L001	new_strain	Citrobacter portucalensis	Citrobacter portucalensis	Citrobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4180_S6_L001	562	5338226	fai	spades_And4180_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4191_S5_L001	562	5373351	fai	spades_And4191_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4246_S5_L001	573	5640614	fai	spades_And4246_S5_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4355_S8_L001	562	5363521	fai	spades_And4355_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4366_S2_L001	562	5364391	fai	spades_And4366_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4500_S1_L001	573	5585829	fai	spades_And4500_S1_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4543_S2_L001	573	5582611	fai	spades_And4543_S2_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4613_S9_L001	562	5211989	fai	spades_And4613_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4621_S3_L001	562	5216022	fai	spades_And4621_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4858_S9_L001	562	5288817	fai	spades_And4858_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4892_S4_L001	543	5077878	fai	spades_And4892_S4_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4902_S2_L001	562	5066396	fai	spades_And4902_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And4955_S10_L001	562	5044213	fai	spades_And4955_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5042_S4_L001	562	5284713	fai	spades_And5042_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5141_S4_L001	562	5286562	fai	spades_And5141_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5192_S3_L001	562	5106414	fai	spades_And5192_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5213_S1_L001	562	4911642	fai	spades_And5213_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5232_S2_L001	562	4894280	fai	spades_And5232_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5237_S4_L001	573	5948456	fai	spades_And5237_S4_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5284_S5_L001	573	5633195	fai	spades_And5284_S5_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5315_S3_L001	573	5485511	fai	spades_And5315_S3_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5331_S1_L001	543	5061628	fai	spades_And5331_S1_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5388_S8_L001	562	5248482	fai	spades_And5388_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5444_S7_L001	562	5248207	fai	spades_And5444_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5527_S8_L001	573	5489379	fai	spades_And5527_S8_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And5533_S9_L001	573	5486696	fai	spades_And5533_S9_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6098_S1_L001	573	5486974	fai	spades_And6098_S1_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6100_S3_L001	573	5483251	fai	spades_And6100_S3_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6166_S1_L001	573	5491273	fai	spades_And6166_S1_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6241_S2_L001	573	5482102	fai	spades_And6241_S2_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6342_S10_L001	562	4808690	fai	spades_And6342_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6399_S9_L001	562	4808515	fai	spades_And6399_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6400_S11_L001	562	4808757	fai	spades_And6400_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6442_S8_L001	573	5472709	fai	spades_And6442_S8_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And6884_S7_L001	573	5616342	fai	spades_And6884_S7_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And7051_S7_L001	562	5163258	fai	spades_And7051_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And7187_S3_L001	562	4886278	fai	spades_And7187_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And7225_S6_L001	562	4907918	fai	spades_And7225_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And7556_S8_L001	562	5192378	fai	spades_And7556_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8344_S10_L001	562	4970303	fai	spades_And8344_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8381_S10_L001	573	5498306	fai	spades_And8381_S10_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8382_S4_L001	562	4966755	fai	spades_And8382_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8388_S5_L001	562	5330669	fai	spades_And8388_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8423_S6_L001	573	5530859	fai	spades_And8423_S6_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8454_S5_L001	573	5530317	fai	spades_And8454_S5_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8457_S3_L001	547	4927737	fai	spades_And8457_S3_L001	new_species	Enterobacter		Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8655_S10_L001	573	5601592	fai	spades_And8655_S10_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8688_S9_L001	573	5605589	fai	spades_And8688_S9_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8861_S3_L001	543	5452253	fai	spades_And8861_S3_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8909_S4_L001	562	5467567	fai	spades_And8909_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And8926_S4_L001	550	4595731	fai	spades_And8926_S4_L001	new_strain	Enterobacter cloacae	Enterobacter cloacae	Enterobacter	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9053_S12_L001	573	5579929	fai	spades_And9053_S12_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9076_S11_L001	573	5583272	fai	spades_And9076_S11_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9183_S10_L001	562	5150416	fai	spades_And9183_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9205_S9_L001	562	5065495	fai	spades_And9205_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9353_S7_L001	573	5391022	fai	spades_And9353_S7_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9387_S6_L001	573	5536369	fai	spades_And9387_S6_L001	new_strain	Klebsiella pneumoniae	Klebsiella pneumoniae	Klebsiella	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9426_S4_L001	562	5311551	fai	spades_And9426_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9454_S3_L001	562	5576404	fai	spades_And9454_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9653_S7_L001	562	4729396	fai	spades_And9653_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9693_S1_L001	562	5234639	fai	spades_And9693_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9722_S8_L001	543	5087231	fai	spades_And9722_S8_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9746_S7_L001	562	5208326	fai	spades_And9746_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_And9855_S12_L001	562	5376042	fai	spades_And9855_S12_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL10011_S11_L001	562	4909842	fai	spades_ESBL10011_S11_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL10030_S2_L001	562	4855730	fai	spades_ESBL10030_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL10055_S8_L001	562	5090447	fai	spades_ESBL10055_S8_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL10056_S9_L001	562	5057878	fai	spades_ESBL10056_S9_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL1009_S1_L001	562	4889917	fai	spades_ESBL1009_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5402_S6_L001	562	4938055	fai	spades_ESBL5402_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5481_S10_L001	562	4901360	fai	spades_ESBL5481_S10_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5497_S3_L001	562	5188881	fai	spades_ESBL5497_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5533_S4_L001	562	5179780	fai	spades_ESBL5533_S4_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5609_S2_L001	562	5088202	fai	spades_ESBL5609_S2_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5613_S5_L001	562	5273131	fai	spades_ESBL5613_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5621_S1_L001	562	5257092	fai	spades_ESBL5621_S1_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5660_S7_L001	562	5257730	fai	spades_ESBL5660_S7_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5717_S8_L001	543	5220419	fai	spades_ESBL5717_S8_L001	new_genus	Enterobacteriaceae			Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5734_S3_L001	562	5598134	fai	spades_ESBL5734_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5772_S6_L001	562	5325463	fai	spades_ESBL5772_S6_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5780_S5_L001	562	5349338	fai	spades_ESBL5780_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5784_S3_L001	562	5468994	fai	spades_ESBL5784_S3_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
spades_ESBL5786_S5_L001	562	5289185	fai	spades_ESBL5786_S5_L001	new_strain	Escherichia coli	Escherichia coli	Escherichia	Enterobacteriaceae	Enterobacterales	Gammaproteobacteria	Pseudomonadota
