cohort	grouping	stratum	n_genomes	n_at_floor_le_50.5	n_at_floor_le_50.0	rate_le_50.5	ci95_lo	ci95_hi	min_magicc_completeness	note
S1_small_census	phylum	Actinobacteriota	3971	131	0	0.0329892	0.0111865	0.0736518	50.0280	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Aenigmatarchaeota	391	61	0	0.15601	0.0820309	0.219389	50.0166	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Bacteroidota	1003	149	0	0.148554	0.101298	0.210845	50.0195	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Campylobacterota	462	14	0	0.030303	0.0182537	0.131182	50.2092	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Chloroflexota	429	63	0	0.146853	0.0887765	0.268896	50.0204	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Firmicutes	6658	420	0	0.063082	0.0435695	0.0984784	50.0138	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Firmicutes_A	10624	1971	0	0.185523	0.053802	0.301181	50.0150	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Firmicutes_C	2319	538	0	0.231997	0.02722	0.327327	50.0126	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Halobacteriota	214	22	0	0.102804	0.0389963	0.423171	50.0190	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Methanobacteriota	249	4	0	0.0160643	0	0.2	50.1388	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Micrarchaeota	330	53	0	0.160606	0.0473653	0.209884	50.0048	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Nanoarchaeota	1596	108	0	0.0676692	0.0450579	0.125578	50.0138	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Patescibacteria	19790	392	0	0.019808	0.0144867	0.0271758	50.0100	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Proteobacteria	4959	446	0	0.0899375	0.0328237	0.178832	50.0068	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Thermoplasmatota	1029	241	0	0.234208	0.0906575	0.296507	50.0099	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	Thermoproteota	1234	164	0	0.132901	0.0645177	0.293912	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	unclassified	288	86	0	0.298611	0.298611	0.298611	50.0037	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S1_small_census	phylum	other (<200 in cohort)	2106	352	0	0.167142	0.11992	0.215552	50.0178	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	overall	ALL	14517	10	0	0.000688848	0.000181534	0.00136852	50.1899	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	size_bin	1-2Mb	4705	10	0	0.0021254	0.000591876	0.00444397	50.1899	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	size_bin	2-3Mb	5118	0	0	0	0	0	50.5262	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	size_bin	3-5Mb	3651	0	0	0	0	0	52.0669	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	size_bin	>5Mb	1043	0	0	0	0	0	61.9489	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Armatimonadota	962	0	0	0	0	0	50.8034	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Asgardarchaeota	202	1	0	0.0049505	0	0.0124243	50.4370	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Bdellovibrionota	563	0	0	0	0	0	51.2492	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Bipolaricaulota	241	0	0	0	0	0	50.8459	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Chlamydiota	356	0	0	0	0	0	51.7514	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Cloacimonadota	568	0	0	0	0	0	50.5589	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Deinococcota	488	0	0	0	0	0	50.5110	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Desulfobacterota_B	741	0	0	0	0	0	50.8055	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Desulfobacterota_G	282	0	0	0	0	0	50.8000	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Dormibacterota	520	4	0	0.00769231	0	0.0215054	50.1899	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Eisenbacteria	238	0	0	0	0	0	51.9075	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Eremiobacterota	596	0	0	0	0	0	51.4969	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Firmicutes_G	383	1	0	0.00261097	0	0.00940439	50.4549	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Krumholzibacteriota	209	0	0	0	0	0	50.8653	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Methylomirabilota	641	2	0	0.00312012	0	0.0252582	50.4293	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Myxococcota_A	502	0	0	0	0	0	51.3594	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Nitrospinota	287	0	0	0	0	0	50.5442	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	SAR324	732	0	0	0	0	0	50.5834	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Thermotogota	403	0	0	0	0	0	50.8958	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	WOR-3	290	0	0	0	0	0	50.5271	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	Zixibacteria	253	0	0	0	0	0	50.8159	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
S2_rare_phylum_census	phylum	other (<200 in cohort)	5060	2	0	0.000395257	0	0.00104471	50.4347	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	overall	ALL	265440	5309	0	0.00508124	0.00303529	0.00827011	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	size_bin	<1Mb	57264	5207	0	0.0909702	0.0581239	0.137907	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	size_bin	1-2Mb	89344	96	0	0.00102433	0.000630288	0.00151652	50.1193	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	size_bin	2-3Mb	78961	6	0	8.00451e-05	0	0.000242381	50.1648	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	size_bin	3-5Mb	34162	0	0	0	0	0	50.8946	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	size_bin	>5Mb	5709	0	0	0	0	0	53.5106	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Acidobacteriota	1638	35	0	0.00412692	0	0.0135907	50.0228	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Actinobacteriota	19454	137	0	0.00185329	0.000973373	0.00276566	50.0280	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Aenigmatarchaeota	438	61	0	0.139582	0.0668686	0.204877	50.0166	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Armatimonadota	961	0	0	0	0	0	50.8034	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Asgardarchaeota	207	3	0	0.0147738	0	0.0480232	50.3876	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Bacteroidota	46664	171	0	0.00107868	0.000716112	0.00257229	50.0195	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Bdellovibrionota	567	0	0	0	0	0	50.8944	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Bipolaricaulota	268	7	0	0.0265865	0	0.0617337	50.0448	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Campylobacterota	1201	14	0	0.00311105	0.00135242	0.00778912	50.2092	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Chlamydiota	428	4	0	0.00951206	0.00162867	0.022887	50.3270	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Chloroflexota	1819	65	0	0.00927681	0.00424815	0.0150661	50.0204	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Cloacimonadota	577	0	0	0	0	0	50.5589	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Cyanobacteria	1125	5	0	0.000898231	0	0.002908	50.0178	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Deinococcota	505	3	0	0.00607042	0	0.00789698	50.2424	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Dependentiae	256	3	0	0.0118425	0	0.0364665	50.0700	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Desulfobacterota	809	24	0	0.00568741	0.00226892	0.0103304	50.0537	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Desulfobacterota_B	743	1	0	0.00138208	0	0.00305589	50.1565	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Desulfobacterota_G	285	2	0	0.00720717	0	0.00992141	50.0305	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Desulfobacterota_I	900	8	0	0.00256246	0	0.00259742	50.2014	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Dormibacterota	522	4	0	0.00773891	0	0.0220713	50.1899	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Eisenbacteria	238	0	0	0	0	0	51.9075	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Elusimicrobiota	315	4	0	0.00342552	0	0.00996018	50.0405	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Eremiobacterota	597	0	0	0	0	0	51.4969	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Firmicutes	17616	427	0	0.00695776	0.00380704	0.0125907	50.0138	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Firmicutes_A	88432	1995	0	0.00483365	0.00122368	0.0151511	50.0150	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Firmicutes_B	340	40	0	0.0297332	0.00335164	0.0465225	50.0871	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Firmicutes_C	8310	539	0	0.015536	0.000777698	0.0353226	50.0126	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Firmicutes_G	385	1	0	0.00262303	0	0.00931978	50.4549	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Fusobacteriota	869	42	0	0.0108941	0	0.205174	50.0489	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Gemmatimonadota	460	1	0	0.000402861	0	0.00135766	50.4245	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Halobacteriota	635	22	0	0.00877792	0.00388034	0.0138845	50.0190	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Krumholzibacteriota	210	0	0	0	0	0	50.6831	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Marinisomatota	389	59	0	0.0422154	0.00899841	0.0981103	50.0894	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Methanobacteriota	1018	4	0	0.000897271	0	0.095171	50.1388	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Methylomirabilota	642	3	0	0.00475219	0	0.0330762	50.0767	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Micrarchaeota	429	51	0	0.119452	0.0244074	0.178655	50.0048	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Myxococcota	424	0	0	0	0	0	50.8462	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Myxococcota_A	502	0	0	0	0	0	51.3594	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Nanoarchaeota	1667	107	0	0.0516309	0.0306894	0.0859318	50.0138	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Nitrospinota	289	1	0	0.00353996	0	0.00424632	50.4426	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Nitrospirota	241	11	0	0.0090439	0.00149447	0.0268127	50.1308	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Omnitrophota	311	12	0	0.0133988	0.00516947	0.0196433	50.0458	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Patescibacteria	19854	391	0	0.0181655	0.0134467	0.0243213	50.0100	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Planctomycetota	1152	5	0	0.00153716	0	0.00396296	50.1967	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Proteobacteria	24134	468	0	0.00527133	0.00301407	0.00760362	50.0068	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	SAR324	735	0	0	0	0	0	50.5834	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Spirochaetota	1552	3	0	0.000365978	0	0.00126587	50.2257	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Synergistota	205	4	0	0.00384352	0	0.00965455	50.0402	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Thermoplasmatota	2007	243	0	0.0396633	0.0108662	0.069699	50.0099	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Thermoproteota	1770	163	0	0.0391047	0.0255202	0.0654157	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Thermotogota	410	0	0	0	0	0	50.8958	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Verrucomicrobiota	3473	10	0	0.000787092	0.000228641	0.00189644	50.2425	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	WOR-3	305	1	0	0.00334928	0	0.0108669	50.2127	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	Zixibacteria	254	1	0	0.00403575	0	0.0177555	50.4257	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	unclassified	441	86	0	0.0770422	0.0770422	0.0770422	50.0037	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
catalogue_weighted_excl_404_recovery	phylum	other (<200 in cohort)	5462	68	0	0.0109705	0.0046288	0.0196203	50.0190	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	overall	ALL	92064	682	0	0.00740789	0.00592168	0.009355	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	size_bin	<1Mb	12030	609	0	0.0506234	0.038955	0.0646073	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	size_bin	1-2Mb	28365	71	0	0.00250308	0.00177113	0.0034158	50.0462	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	size_bin	2-3Mb	23913	1	0	4.18183e-05	0	0.000127964	50.4468	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	size_bin	3-5Mb	21196	1	0	4.71787e-05	0	0.000141297	50.4826	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	size_bin	>5Mb	6560	0	0	0	0	0	53.5106	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Acidobacteriota	3627	2	0	0.00055142	0	0.00113159	50.4066	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Actinobacteriota	7653	17	0	0.00222135	0.00116935	0.00341457	50.0505	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Aenigmatarchaeota	263	42	0	0.159696	0.101426	0.203253	50.0351	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Armatimonadota	324	0	0	0	0	0	52.3070	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Bacteroidota	12177	34	0	0.00279215	0.00159539	0.00437635	50.0452	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Bdellovibrionota	293	0	0	0	0	0	50.8944	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Campylobacterota	946	5	0	0.00528541	0.00150785	0.0105826	50.3274	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Chloroflexota	2769	16	0	0.00577826	0.00204707	0.0112143	50.0210	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Cyanobacteria	977	4	0	0.00409417	0	0.0139868	50.0178	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Desulfobacterota	1391	6	0	0.00431344	0.000796115	0.00878254	50.1031	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Desulfobacterota_B	285	0	0	0	0	0	52.0207	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Desulfobacterota_I	233	2	0	0.00858369	0	0.010101	50.2734	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Elusimicrobiota	245	0	0	0	0	0	50.9486	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Eremiobacterota	230	0	0	0	0	0	51.6437	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Firmicutes	3486	44	0	0.0126219	0.00642544	0.0227606	50.0138	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Firmicutes_A	14122	59	0	0.00417788	0.00259953	0.00618263	50.0394	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Firmicutes_B	211	4	0	0.0189573	0.0041828	0.03727	50.1857	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Firmicutes_C	717	8	0	0.0111576	0.00244454	0.0208355	50.0126	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Gemmatimonadota	910	0	0	0	0	0	50.8387	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Halobacteriota	536	6	0	0.011194	0.00208747	0.0214324	50.1091	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Micrarchaeota	239	19	0	0.0794979	0.0224196	0.135138	50.0547	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Myxococcota	971	0	0	0	0	0	50.8462	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Myxococcota_A	220	0	0	0	0	0	52.1157	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Nanoarchaeota	936	39	0	0.0416667	0.0298149	0.0659843	50.0779	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Nitrospirota	382	4	0	0.0104712	0.00199601	0.0261452	50.2233	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Omnitrophota	535	4	0	0.00747664	0	0.0142857	50.1391	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Patescibacteria	8132	131	0	0.0161092	0.0113904	0.0213604	50.0100	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Planctomycetota	2076	2	0	0.000963391	0	0.00237403	50.4024	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Proteobacteria	16008	69	0	0.00431034	0.00313587	0.00598294	50.0068	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Spirochaetota	874	1	0	0.00114416	0	0.00396835	50.2257	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Thermoplasmatota	1085	23	0	0.0211982	0.00567447	0.042486	50.0276	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Thermoproteota	1208	54	0	0.044702	0.0286015	0.0712962	50.0018	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	Verrucomicrobiota	2840	3	0	0.00105634	0	0.00258905	50.3287	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	unclassified	734	43	0	0.0585831	0.0585831	0.0585831	50.0037	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
reps_census	phylum	other (<200 in cohort)	4429	41	0	0.00925717	0.0047695	0.0133334	50.0190	MAGICC cannot express completeness <50, so deltas at the floor are a lower bound on the disagreement
