genome_id	ref_index	original_bp	added_duplicate_bp	final_bp	added_percent_original	duplicate_percent_final	original_contigs	added_contigs	original_contigs_retained	added_segments_exact_substrings	sha256
G_r035_uneven_coverage_40pct	35	1364433	545773	1910206	39.9999853418966	28.571421092803604	10	7	True	True	cd50501e5dab884e52b82b46afd343cee92a4deead85943fc6605184f1978c21
G_r036_uneven_coverage_5pct	36	1322815	66141	1388956	5.000018899090198	4.761921903933602	48	3	True	True	28efaa1bc5fe8f0b38afda14ac00ae43a5d780c1b69411e525217c46c23d4d19
G_r036_uneven_coverage_10pct	36	1322815	132282	1455097	10.000037798180395	9.090940329063972	48	4	True	True	e97e680b616058a7e110b70642530f23dd773f61d93d071268a6bc86e0f3dd55
G_r036_uneven_coverage_20pct	36	1322815	264563	1587378	20.0	16.666666666666668	48	15	True	True	26230e99de3d1afcb6633b8b11fe58c6a3ef9a469d0989934750837e70fb6b14
G_r036_uneven_coverage_40pct	36	1322815	529126	1851941	40.0	28.571428571428573	48	22	True	True	91c7136398bcefc388ded86db9e4ca36eb458eb2613ac38d06720bf6c52ad1e2
G_r037_uneven_coverage_5pct	37	5296598	264830	5561428	5.000001888004338	4.761906474380321	16	2	True	True	1d0d397a2e9fd1853365243ff40e733edba8c116915abd9af556adbd33e5f2c3
G_r037_uneven_coverage_10pct	37	5296598	529660	5826258	10.000003776008676	9.090912211577312	16	4	True	True	d9e92b29096bfee5958f9e318911d0245d32f944aee353036f3be8d52981ab76
G_r037_uneven_coverage_20pct	37	5296598	1059320	6355918	20.00000755201735	16.66667191112283	16	4	True	True	49bc5b20f193a4ed7943051afa46c5a495d07a094b48df59fbf516bb248511ed
G_r037_uneven_coverage_40pct	37	5296598	2118639	7415237	39.999996223991324	28.57142664489348	16	9	True	True	9a19ddbb69dfb4838fc7182c255f001e4db8f5d0f7dd6cb1f27d8e61eb99b7af
G_r038_uneven_coverage_5pct	38	5404624	270231	5674855	4.99999629946505	4.761901405410359	78	3	True	True	3d07b57d11f75e0f2579a9c407c7b77815e7efff46622d74d25faf4aebf8e6e9
G_r038_uneven_coverage_10pct	38	5404624	540462	5945086	9.9999925989301	9.090902974321986	78	7	True	True	10c899f16da3f5e7780876acb26b1260e6b6dc62fca616c55bdac5874b1a2416
G_r038_uneven_coverage_20pct	38	5404624	1080925	6485549	20.00000370053495	16.666669236482523	78	19	True	True	753dd1a45ef752e220a6391f55490b4dd2bb8a8104b485d5a42839380c7c30bf
G_r038_uneven_coverage_40pct	38	5404624	2161850	7566474	40.0000074010699	28.571432347484443	78	27	True	True	4b92e9fc9ea74b0f97a0b0938b2d2e1f70ed511c73934baf57bfc4923b816764
G_r039_uneven_coverage_5pct	39	1457132	72857	1529989	5.0000274511849305	4.761929660932203	2	1	True	True	23882c54991e24f710ef21bfeef0f39dbd5d00fd10f9e933554e02e5338465c4
G_r039_uneven_coverage_10pct	39	1457132	145713	1602845	9.999986274407535	9.090897747442828	2	1	True	True	e54beb66eb70a83c9c6ee08987ed31ec133d29f6f20e08b3a491459eba36d78e
G_r039_uneven_coverage_20pct	39	1457132	291426	1748558	19.99997254881507	16.666647603339438	2	1	True	True	36ebd9ef7c7678b45a8d95682b2a7a27187657aa3fd1449195aa5f6a805df176
G_r039_uneven_coverage_40pct	39	1457132	582853	2039985	40.00001372559247	28.571435574281182	2	2	True	True	5ee3a266db6092a8889b243993bd1eac9db84a5e86182bcc9b15e54d3d83ae60
G_r040_uneven_coverage_5pct	40	7073052	353653	7426705	5.000005655267344	4.761909891398675	6	1	True	True	9b507817efd98c9fe06296f444f7709be1eee710a5c9fb6ec47ce6a868c4b1cc
G_r040_uneven_coverage_10pct	40	7073052	707305	7780357	9.999997172366328	9.090906754021699	6	2	True	True	63b3f8a5e1b94ce5c6620e5c054e298f064eb6b53af36e1b93159b05ad23d01c
G_r040_uneven_coverage_20pct	40	7073052	1414610	8487662	19.999994344732656	16.66666273939749	6	1	True	True	d556e07e7a4c1f4394acba9ea4d8f2ac7689003d0578a6edc461218c0e69f4fc
G_r040_uneven_coverage_40pct	40	7073052	2829221	9902273	40.00000282763367	28.571430014098784	6	4	True	True	bfe574657a1304ce374aadc2a31c4d76e1a087cb4ff895ab44f770799d16d1b8
G_r041_uneven_coverage_5pct	41	875712	43786	919498	5.000045677117591	4.761946192378885	26	3	True	True	89a4364f18375233f79541349a604388f5e7ee95d428edd18965e12aeb8f6a7b
G_r041_uneven_coverage_10pct	41	875712	87571	963283	9.999977161441205	9.090890216063192	26	3	True	True	dcacede904027f3e751291845a73ea30e1040a9ab65af359fb0e005cc77f1c3f
G_r041_uneven_coverage_20pct	41	875712	175142	1050854	19.99995432288241	16.666634946434044	26	8	True	True	172ad9678064c50474c53342022bf7e5a3ba83a10af7d5b7975e31baaba43a69
G_r041_uneven_coverage_40pct	41	875712	350285	1225997	40.0000228385588	28.571440223752585	26	9	True	True	daae9068cda6724890cf241c92e2f4d547738d2a4d66af079ce928f2bbc18829
G_r042_uneven_coverage_5pct	42	3187655	159383	3347038	5.000007842755882	4.761911875515008	265	14	True	True	80e6a5e3a45d4367180ccf8bbfd35fd4ab6171c8985c683d6e44e993cb25abbf
G_r042_uneven_coverage_10pct	42	3187655	318766	3506421	10.000015685511764	9.090922054140105	265	33	True	True	c3953156113202afc8bc2b0c40a27606c9582b8c80e6d5d75cdb7e1fb4eded86
G_r042_uneven_coverage_20pct	42	3187655	637531	3825186	20.0	16.666666666666668	265	60	True	True	158d04850435f71156330bae9b6d046243fbe4b0b9289d19be4f8b719d4f1553
G_r042_uneven_coverage_40pct	42	3187655	1275062	4462717	40.0	28.571428571428573	265	118	True	True	79c2adc4640a54f962baf445aa2fd79f925ea06e176d8663715142d247d2801d
G_r043_uneven_coverage_5pct	43	2712171	135609	2847780	5.000016591874185	4.7619198112213725	3	1	True	True	92a4dcc1fbe04e358f08af50cd96eab500b7a62259d76b35d9759bd5be7efd5b
G_r043_uneven_coverage_10pct	43	2712171	271217	2983388	9.999996312916847	9.09090604373283	3	1	True	True	8bc8581f3806e7964c69683d2d5328df160f97719c00b81317ed016f82498abf
G_r043_uneven_coverage_20pct	43	2712171	542434	3254605	19.999992625833695	16.66666154571753	3	1	True	True	0b917f27b0031f780824762c802e302c54ed89a8266e22e6aedc80ff148899ab
G_r043_uneven_coverage_40pct	43	2712171	1084868	3797039	39.99998525166739	28.571421046768286	3	1	True	True	ed7e1c4ba17b0fa50e35ed7fb747ce83680ce4ba47bcb5124d0cd7a19cd2d99c
G_r044_uneven_coverage_5pct	44	3348332	167417	3515749	5.000011946246668	4.761915597501415	33	1	True	True	c3b7eb4e6778e65a4b970f55be571ef91f4bd51606a27c50a6070871f6fb751d
G_r044_uneven_coverage_10pct	44	3348332	334833	3683165	9.999994026876665	9.090904154443257	33	5	True	True	a21cf9c9db8096afc6fb7b6cb37c2ecf94e29eb11b6ead8b58919ba76eaff5f1
G_r044_uneven_coverage_20pct	44	3348332	669666	4017998	19.99998805375333	16.66665837066121	33	9	True	True	967ff0fcc2a19f8341e54c4b873daa1263ab21b273c5f47c3893df407d13830a
G_r044_uneven_coverage_40pct	44	3348332	1339333	4687665	40.000005973123336	28.57143161894035	33	20	True	True	2dbc6aa83ff1b450e9b4ef769e07b964ce5b69db5558bfabe473c0b557380d39
G_r045_uneven_coverage_5pct	45	2965470	148274	3113744	5.000016860733711	4.761920055084811	3	1	True	True	3a8280a2917b31179b834807e67c97c428e6524a111bc31bdaa6a3e54565fa69
G_r045_uneven_coverage_10pct	45	2965470	296547	3262017	10.0	9.090909090909092	3	1	True	True	b97f20c774ce378973257a1e4fd4efd4d4dc2216604225f48dedd91737a3ccff
G_r045_uneven_coverage_20pct	45	2965470	593094	3558564	20.0	16.666666666666668	3	1	True	True	bf186043d5788e33037f9546566d01363abf2d118eb75d48dc129828fbbf56b1
G_r045_uneven_coverage_40pct	45	2965470	1186188	4151658	40.0	28.571428571428573	3	2	True	True	4c1d3e1dd91b612475d35ee35fe453f432af1fb4f605ae1037561e1939547c23
G_r046_uneven_coverage_5pct	46	2722353	136118	2858471	5.0000128565252195	4.761916423150699	3	1	True	True	58f923c81acb96484ea00a6c29b39ab2dd812ece37f9de7a6215aa68fecfd6dd
G_r046_uneven_coverage_10pct	46	2722353	272235	2994588	9.999988980121241	9.090899983570361	3	1	True	True	f7c0c58f78492b48ac1208412d163f2cd8136ac03a0861769e591a17f3c79c20
G_r046_uneven_coverage_20pct	46	2722353	544471	3266824	20.00001469317168	16.66667687025686	3	2	True	True	6d3b0275dd2ddfc017217cde878ea0eae91de65c7d87c7f365744fb9727e403d
G_r046_uneven_coverage_40pct	46	2722353	1088941	3811294	39.99999265341416	28.571424823170293	3	1	True	True	6a42600579c41883c9885a90343711602533de1bbee6892ab151c27ae769c913
G_r047_uneven_coverage_5pct	47	1726142	86307	1812449	4.999994206733861	4.761899507241307	108	4	True	True	6eeec612872f89005a7551baaa8818fa663f1975734d7b9fc20f65b5143d7da7
G_r047_uneven_coverage_10pct	47	1726142	172614	1898756	9.999988413467722	9.09089951526157	108	14	True	True	bbd0c992c400e9210f2a54c843caf6ffb8fe83b52499c609708bd5d31b6dd775
G_r047_uneven_coverage_20pct	47	1726142	345228	2071370	19.999976826935445	16.666650574257616	108	33	True	True	89512553ee2f587cb512e3ac4a166b44c7c20daa28dbd7b8df84c9a99d44149a
G_r047_uneven_coverage_40pct	47	1726142	690457	2416599	40.00001158653228	28.571434482924143	108	39	True	True	b0952962e5e358e734287065ec8be6df16491739fc28da9d571633dedb1c8f99
G_r048_uneven_coverage_5pct	48	645906	32295	678201	4.999953553613064	4.761862633644008	2	1	True	True	18aa2e3367f663570bb967e7782f045bd5b106cd24e11984f8769818820daa5d
G_r048_uneven_coverage_10pct	48	645906	64591	710497	10.000061928515914	9.09096027147194	2	1	True	True	60fd64ce60c44b80df4d12945bf2a8c02d06fca4446beee5709dfb19ba6492d6
G_r048_uneven_coverage_20pct	48	645906	129181	775087	19.999969035742044	16.666645163704203	2	1	True	True	329f3865e4db886b79c55dd3b50415adeb44fa3f8e29e5c74fa8110527d044e2
G_r048_uneven_coverage_40pct	48	645906	258362	904268	39.99993807148409	28.571396975233007	2	1	True	True	44129b26e28301aa6ee372d3bf748b36e5c267065820bfd2e7c0d784af3c9fe8
G_r049_uneven_coverage_5pct	49	2850950	142548	2993498	5.000017538013645	4.761920669397474	8	1	True	True	0c722bb19ae7d02bb0c1e722905a8cce877432bc47105bc9be4d11ac9baf4028
G_r049_uneven_coverage_10pct	49	2850950	285095	3136045	10.0	9.090909090909092	8	1	True	True	9296315db5220bf8f58d413eb28c0410efbdb9081a47ac79a10ab95662868776
G_r049_uneven_coverage_20pct	49	2850950	570190	3421140	20.0	16.666666666666668	8	1	True	True	47d40fbe76c06faf513482df18e501459f19d9df6664c23fbeed850d4df530ad
G_r049_uneven_coverage_40pct	49	2850950	1140380	3991330	40.0	28.571428571428573	8	6	True	True	236ab222f2c67a690f4c5672ce71fe10575b666aa4b4dc728eed349310ed6e40
G_r050_uneven_coverage_5pct	50	6635939	331797	6967736	5.00000075347287	4.761905445326861	66	7	True	True	38231bc6a4351a5e77dcfeca7c0dadd9a92436c6816f53d64747caa5ef6b348f
G_r050_uneven_coverage_10pct	50	6635939	663594	7299533	10.00000150694574	9.090910336318775	66	6	True	True	53331d19a974c4e589c099e07e30c0f18d21cc9dbde730db45b869bbd8d35802
G_r050_uneven_coverage_20pct	50	6635939	1327188	7963127	20.00000301389148	16.666668759646807	66	20	True	True	4f5b2c9e429d7ad9725ea54530ab9cc0a286b10c0633fc25613e352c380e4550
G_r050_uneven_coverage_40pct	50	6635939	2654376	9290315	40.00000602778296	28.571431646827907	66	37	True	True	b76d7e4799152730b245ca52830a49d190df75bcf81a144bf25908f61005384d
G_r051_uneven_coverage_5pct	51	3534475	176724	3711199	5.000007073186258	4.761911177492773	26	2	True	True	53d742b80c8082161f4b1484ff8fcf5c6d1cfba85732de300ff3d0a1c2c18109
G_r051_uneven_coverage_10pct	51	3534475	353448	3887923	10.000014146372516	9.090920782124543	26	2	True	True	440292e7b19768b902c787b398235f797024eb11d01b9c20180bf3d064b3121f
G_r051_uneven_coverage_20pct	51	3534475	706895	4241370	20.0	16.666666666666668	26	8	True	True	3f687428e5f04fc945fe46572fb181f053aab7d88b43893544505c1ed110ca63
G_r051_uneven_coverage_40pct	51	3534475	1413790	4948265	40.0	28.571428571428573	26	18	True	True	b219513b83d93ba79a58aa7c945f9a15d0d5064d0e41e7b02331296c9b1623c9
G_r052_uneven_coverage_5pct	52	2281624	114081	2395705	4.999991234313804	4.76189681116832	20	1	True	True	930d6da1a0a0585ea41d48f72ced7e858e9f75bf92c844a6c7faad89cfe4a3b1
G_r052_uneven_coverage_10pct	52	2281624	228162	2509786	9.999982468627609	9.090894602169268	20	5	True	True	ac04497ec846477abb6d80f7cf576e33a0ec9d97fd2ad408139be51bb863f195
G_r052_uneven_coverage_20pct	52	2281624	456325	2737949	20.000008765686196	16.6666727539483	20	5	True	True	c294cce3f759cb49a6abe81b51d8a4722ca5375bb5c6bc32ffa5220e7d2f198b
G_r052_uneven_coverage_40pct	52	2281624	912650	3194274	40.00001753137239	28.5714375160052	20	11	True	True	1f3d960906871c205f9c986b1cff0448df6f430e68eaac63a22571e8b62f5284
G_r053_uneven_coverage_5pct	53	1821386	91069	1912455	4.999983529026796	4.761889822244184	3	1	True	True	375a06329b48b026a9083d54d4e20231a863a0112b8ada0dcf6f7c510fa6e288
G_r053_uneven_coverage_10pct	53	1821386	182139	2003525	10.000021961297605	9.0909272407382	3	1	True	True	507d2689662d718dfa569f9657792cd48bd8f338a6b87de2280d414192a32d32
G_r053_uneven_coverage_20pct	53	1821386	364277	2185663	19.999989019351197	16.66665904121541	3	1	True	True	0da863dd57e9317d7f19af44a1f0a427657faa6e2d7352dffa52b30af3720dac
G_r053_uneven_coverage_40pct	53	1821386	728554	2549940	39.999978038702395	28.57141736668314	3	1	True	True	e8a2e2452d2fef15ed4c6b472c6e4b366b5f1bfa40f2a3ba6d2ce363bd6d2332
G_r054_uneven_coverage_5pct	54	4492734	224637	4717371	5.00000667744852	4.761910818547025	9	1	True	True	4aa74bc32203fe2d043cf749bf339222ef7fb6efa6bf38b463b38bd2d14c92e2
G_r054_uneven_coverage_10pct	54	4492734	449273	4942007	9.999991096735306	9.0909017328385	9	3	True	True	3bddaa7167d00c01df9f5588c63857a2dc06a3e7a39e89f08b6a2ff46d2e0da4
G_r054_uneven_coverage_20pct	54	4492734	898547	5391281	20.000004451632346	16.666669758077905	9	2	True	True	2b2a25bd6eca5e339ac7353ce53c2fdcd7a920210a95f77c5c418274b4756b41
G_r054_uneven_coverage_40pct	54	4492734	1797094	6289828	40.00000890326469	28.57143311391027	9	6	True	True	36bfc14c901bcf262617c475b653948b5c6e798550505bec2c9aae70de58332a
G_r055_uneven_coverage_5pct	55	4570726	228536	4799262	4.999993436491271	4.76189880860849	8	2	True	True	fdb8e89dfd9d1f06380294d81994a328695edb3aa4632275141ffcfe37a4b68e
G_r055_uneven_coverage_10pct	55	4570726	457073	5027799	10.000008751344973	9.090916323425022	8	2	True	True	02cfc09afb67859dd19d65caa0c136c920856bcbc231fd206b552953c9d2ae92
G_r055_uneven_coverage_20pct	55	4570726	914145	5484871	19.999995624327514	16.666663628005107	8	2	True	True	55f793a377703386ccd0ab7e13a24d02d64742fd49909a964db673b2cbc52b10
G_r055_uneven_coverage_40pct	55	4570726	1828290	6399016	39.99999124865503	28.57142410645637	8	5	True	True	88212d10f0135ad3dfecbb8d69f8aeceed33ea0b87756da17e3e6bd6b47b2f60
G_r056_uneven_coverage_5pct	56	2370472	118524	2488996	5.000016874276516	4.761920067368529	88	5	True	True	049fde5634103dcc65f6aeb7da88e7e6137d6795d858bb984f1776383da9c417
G_r056_uneven_coverage_10pct	56	2370472	237047	2607519	9.999991562861743	9.09090211806702	88	10	True	True	e37f03aed592c57dc06dfd974fed1655754e1cf7836db591c2cf5f1c3b54fb57
G_r056_uneven_coverage_20pct	56	2370472	474094	2844566	19.999983125723485	16.666654948417438	88	19	True	True	e83d6bf841b8812e98e2aca69b5c5c20124337bebb4890d4d0c016a801894435
G_r056_uneven_coverage_40pct	56	2370472	948189	3318661	40.000008437138256	28.57143287609069	88	40	True	True	88d49c50129afa11bfdd80bf316c20a9a5f536ca241285dfe83db8701fac2ef0
G_r057_uneven_coverage_5pct	57	3578665	178933	3757598	4.99999301415472	4.76189842553674	2	1	True	True	7b40d80b408dae8f3b3425fa25db0c875d07a5b60c083c202eb81d1ec2f2eee5
G_r057_uneven_coverage_10pct	57	3578665	357866	3936531	9.99998602830944	9.090897544055922	2	1	True	True	ee75535bd92e1fc54646ab94fb7ffd192e261a9d7b19bc186f0c12126525c68b
G_r057_uneven_coverage_20pct	57	3578665	715733	4294398	20.0	16.666666666666668	2	2	True	True	4ab18b942039f0f5e161f80df6bd7d269d17eba311fb406ee853c3f7385b150f
G_r057_uneven_coverage_40pct	57	3578665	1431466	5010131	40.0	28.571428571428573	2	2	True	True	3416b9c4fd6b4e2a20c289286ba6224ddc7c59337f80779d2780685daa00157d
G_r058_uneven_coverage_5pct	58	1985122	99256	2084378	4.999994962526233	4.761900192767339	41	3	True	True	c4da3909049635f5e2090ccbbd7cac88f0c92251e564ef749da291e140875c33
G_r058_uneven_coverage_10pct	58	1985122	198512	2183634	9.999989925052466	9.090900764505408	41	4	True	True	7d7571304817b01aede593306362354cd552c43cf642d5d07746e29cd5ea8953
G_r058_uneven_coverage_20pct	58	1985122	397024	2382146	19.999979850104932	16.66665267368163	41	13	True	True	ccbc4626af72f43fc2520a81711b24ce9f3bbf6f4a6884519e20ce246c36a4bc
G_r058_uneven_coverage_40pct	58	1985122	794049	2779171	40.00001007494753	28.571433711707556	41	20	True	True	61110a8a9298e8f59266f53a3c4ab711ea6add5fda11daf09874d42343c02f63
G_r059_uneven_coverage_5pct	59	3799175	189959	3989134	5.000006580376002	4.761910730499402	320	19	True	True	64ccf05b52c92fc3ddb3e439d0cd7c4607767c30893c9d1b20279cbd35b6ebfc
G_r059_uneven_coverage_10pct	59	3799175	379918	4179093	10.000013160752005	9.090919967562339	320	33	True	True	a985799a526d5ae4c1e74516a5bf443405d2dcaebe23b1792a47c6befbe75f21
G_r059_uneven_coverage_20pct	59	3799175	759835	4559010	20.0	16.666666666666668	320	75	True	True	13b9c932853edc63042637a072324b34a2fd50c6898a5814acbcc83becdf57a0
G_r059_uneven_coverage_40pct	59	3799175	1519670	5318845	40.0	28.571428571428573	320	142	True	True	491d88957a30a7887b01f1afbbb55564089a0d2628ba8d3aa405599faa768b88
G_r060_uneven_coverage_5pct	60	1138318	56916	1195234	5.000008784891392	4.761912730059553	69	4	True	True	e13ae9f9b7373dca23869853cc81135093d1644df87008676f13d63cb16b97a1
G_r060_uneven_coverage_10pct	60	1138318	113832	1252150	10.000017569782784	9.090923611388412	69	13	True	True	1162e79a8f1b6a5096e5201725fb0d0588b342716d310de58e65ddbb928f23f7
G_r060_uneven_coverage_20pct	60	1138318	227664	1365982	20.00003513956557	16.66669106913561	69	15	True	True	76e857988c52c4188d4f562db4e3add68ff16621ac8cef4adb592bf13b3d4340
G_r060_uneven_coverage_40pct	60	1138318	455327	1593645	39.999982430217216	28.571419607252555	69	37	True	True	0846f6e5de831a3505ad1d9f7bbf1b925da2de32ddf3c647aeb2c851f1dc13fc
G_r061_uneven_coverage_5pct	61	3145641	157282	3302923	4.999998410498846	4.761903320180338	5	1	True	True	e94e45fb6d69ca69da5b1a4e7237fa4a8bbea1edabda3609afc79866e1cd3f80
G_r061_uneven_coverage_10pct	61	3145641	314564	3460205	9.999996820997692	9.09090646363438	5	1	True	True	68d4407f3dd204ad2056ee85b8838e3f3fd333bdc81d175d659303d2c2b3be63
G_r061_uneven_coverage_20pct	61	3145641	629128	3774769	19.999993641995385	16.66666225138545	5	2	True	True	5e672bd1944235f6976d47066f1c06f091f5eb964a4b8c08cc8b814e0b0202d9
G_r061_uneven_coverage_40pct	61	3145641	1258256	4403897	39.99998728399077	28.571422083668168	5	2	True	True	b58a053f0ad687a83107c16476ba8b84315fe6f15c54848c8768be140d0d0221
G_r062_uneven_coverage_5pct	62	1585542	79277	1664819	4.999993693008448	4.76189904127716	13	1	True	True	e4e10d74de4a8e5ae5f52a2d29cbdb6e0f16d3001f50647c38c42ecc18199fb8
G_r062_uneven_coverage_10pct	62	1585542	158554	1744096	9.999987386016896	9.09089866612847	13	3	True	True	86cd7976958befb86ae4725eb11a49a735458a52bba07d84895693628d9c00bf
G_r062_uneven_coverage_20pct	62	1585542	317108	1902650	19.99997477203379	16.666649147242005	13	3	True	True	01d5ac4b0b30c58526a7e102a8ca872985d118b45d9c9637c42df6f93f10ec82
G_r062_uneven_coverage_40pct	62	1585542	634217	2219759	40.0000126139831	28.57143500713366	13	8	True	True	4e3d5d07f441222f075c4196a940c0cab815ea1b064f4fa51cb442a1dc78a2e1
G_r063_uneven_coverage_5pct	63	2346994	117350	2464344	5.000012782307922	4.7619163558334385	2	1	True	True	bd6fd7d1c5acf70eaccfcfc3bee6a5a7a15a33f4e113c8c3c19f35af0ffcf588
G_r063_uneven_coverage_10pct	63	2346994	234699	2581693	9.99998295692277	9.090895005719116	2	1	True	True	97e66038004bcdd63042bbf7cc241d5863bc0e188a7b95a9456be5e9d2b26eff
G_r063_uneven_coverage_20pct	63	2346994	469399	2816393	20.000008521538614	16.666672584401397	2	1	True	True	2703c24c545dc3063e57e3e9d01cf7cdea7ab38f601e4b1eb55106371adcf63f
G_r063_uneven_coverage_40pct	63	2346994	938798	3285792	40.00001704307723	28.57143726687508	2	1	True	True	f32cccfa28d9b857b1dba2a1a029b816b630b33161646eb693e67950dc1389c8
G_r064_uneven_coverage_5pct	64	3081130	154056	3235186	4.999983772187477	4.761890042798157	6	1	True	True	a8ce5d829f1d1c47b87610f8e8d71e86879e171e8c28bd8c8d21bef374fd0774
G_r064_uneven_coverage_10pct	64	3081130	308113	3389243	10.0	9.090909090909092	6	1	True	True	573f6471d64968aec07f5af452c1fd2ce9c2a74ac2ea77c325e4fcd51a672715
G_r064_uneven_coverage_20pct	64	3081130	616226	3697356	20.0	16.666666666666668	6	3	True	True	96a0a03949bfbb1c787ae46706f49ecf863f91a20e804365e1e93f929d828a39
G_r064_uneven_coverage_40pct	64	3081130	1232452	4313582	40.0	28.571428571428573	6	2	True	True	aadadc4d378964aa652fcd9ed9d446b5ce642c4112ea5756c6e5ba82fd2210d1
G_r065_uneven_coverage_5pct	65	2017749	100887	2118636	4.99997769791981	4.7618845332563025	8	1	True	True	ad867ca118835ad0d9b17fc1082aaa9f04d3a1233b904d8227bdfec1c45befc1
G_r065_uneven_coverage_10pct	65	2017749	201775	2219524	10.00000495601782	9.090913186791402	8	1	True	True	77b81940394f740d1098e4b01fad8bed8862d0fa3098f51dcdbd758f838b2168
G_r065_uneven_coverage_20pct	65	2017749	403550	2421299	20.00000991203564	16.666673550024182	8	2	True	True	38125a571c3d29a8445bf7fd17b052aca2c618e0d218ea7b943447121c1bd56e
G_r065_uneven_coverage_40pct	65	2017749	807100	2824849	40.00001982407128	28.57143868574922	8	4	True	True	32892d628552d9cf5bd6dc4cc542ed1e58028f819a775c2b7da8c06f8cca38a6
G_r066_uneven_coverage_5pct	66	6398595	319930	6718525	5.0000039071077325	4.761908305766519	210	16	True	True	a8403f032ee31a109d8606c6a00bd2d1447658cdfc1bcc3fe91c8cc3d25d5d5f
G_r066_uneven_coverage_10pct	66	6398595	639860	7038455	10.000007814215465	9.090915548937941	210	34	True	True	4c7b67c3b1fdcd29736ed70198b42206d43b064553ddb52c8ea2044a81359835
G_r066_uneven_coverage_20pct	66	6398595	1279719	7678314	20.0	16.666666666666668	210	39	True	True	c371f96669b13abc5b383a0d6211dbcf65e62a351fbf60500959866743eaf61f
G_r066_uneven_coverage_40pct	66	6398595	2559438	8958033	40.0	28.571428571428573	210	106	True	True	beac29143d434dada6d12982c29d3b8083f4791b1b8b1e66dfb1b5805da577ac
G_r067_uneven_coverage_5pct	67	2368071	118404	2486475	5.0000190028086156	4.76192199800923	3	1	True	True	1d1027624f56612fee0c47769c5ed02cf4d66843af0f4fea223fa87debf90055
G_r067_uneven_coverage_10pct	67	2368071	236807	2604878	9.999995777153641	9.090905600953288	3	2	True	True	8573da792c5fb23360970b96b707e619610144cd324035fa2d1aefd52a1bd076
G_r067_uneven_coverage_20pct	67	2368071	473614	2841685	19.999991554307282	16.666660801601868	3	1	True	True	7c922b868cb8323c97c9c8eec12a6512f2f5df8e41d03a3e75186418dfe3bda6
G_r067_uneven_coverage_40pct	67	2368071	947228	3315299	39.999983108614565	28.571419953373738	3	1	True	True	a02c29bc78b4e0a1b44a86236278b19bf3258bd1ba6e1989a27a3f32cbc058ff
G_r068_uneven_coverage_5pct	68	1450043	72502	1522545	4.999989655479182	4.761895379118515	1	1	True	True	5c8066355bda098c232e92e9ba4d12aea7fc4f0f8b8e049485332535756978ef
G_r068_uneven_coverage_10pct	68	1450043	145004	1595047	9.999979310958365	9.090891992524359	1	1	True	True	d06813cf96db1084a266e693d07bac55e3fec24192845b7b4a68a7cd9d482ae0
G_r068_uneven_coverage_20pct	68	1450043	290009	1740052	20.000027585388846	16.666685823182295	1	1	True	True	f0c7336fe5b28276c0ff187ad70f84eaf8203d7a6ac28e97b295e7eed009d4d6
G_r068_uneven_coverage_40pct	68	1450043	580017	2030060	39.999986207305575	28.571421534338885	1	1	True	True	6277e3e3a7e8fed36f24c0447b899450ba00677651d05d7a78d9394f9b818b5f
G_r069_uneven_coverage_5pct	69	2641595	132080	2773675	5.000009463979149	4.76191334601206	44	4	True	True	ee7c6e801438458a3ef1924d234a2dfba5f3ff740a8104400f094deae883be29
G_r069_uneven_coverage_10pct	69	2641595	264160	2905755	10.000018927958298	9.09092473384714	44	8	True	True	8884f69b3138e095705d21c0fe651124c1eba08f79cff04019680936640356c7
G_r069_uneven_coverage_20pct	69	2641595	528319	3169914	20.0	16.666666666666668	44	15	True	True	60289ee3b32c63171783e3870a69f5835c54b192657fcd5bf17f1538912bb8e4
G_r069_uneven_coverage_40pct	69	2641595	1056638	3698233	40.0	28.571428571428573	44	27	True	True	ce423f89fd9569ad3cfd15f772d377bdd209c6656a86c185b4c63fc63ef5a7fe
G_r070_uneven_coverage_5pct	70	714087	35704	749791	4.999950986364406	4.76186030507168	17	1	True	True	24cc4b881d5a8dc05cf60ff88a75b774a8b1232c32fb0caa51a4c964ab84591a
G_r070_uneven_coverage_10pct	70	714087	71409	785496	10.000042011687652	9.090943811298848	17	2	True	True	8a3d0802fa910124142301299b66c5aade2eb9dff47d023095ee066377d4093c
G_r070_uneven_coverage_20pct	70	714087	142817	856904	19.999943984416465	16.66662776693772	17	4	True	True	d9ab58e93ca5d6c4f9ebddb2aaec25b6d3076893029a679cf1cc7a120da1f69d
G_r070_uneven_coverage_40pct	70	714087	285635	999722	40.00002800779177	28.57144286111539	17	5	True	True	64689e48818c3cf3504f06e173bacdc140286385342f59f2be7d7a492960d191
G_r071_uneven_coverage_5pct	71	2126056	106303	2232359	5.0000094070899355	4.761913294411875	116	9	True	True	6544e7042bfe7b9ca1a11351faf846165a9369524f1164549ae25f4cae625569
G_r071_uneven_coverage_10pct	71	2126056	212606	2338662	10.000018814179871	9.090924639815416	116	10	True	True	5d61fefbff405df1403ba66b112312ea8a6889308dec07aca6d35ef3af802469
G_r071_uneven_coverage_20pct	71	2126056	425211	2551267	19.999990592910063	16.66666013396481	116	38	True	True	552e3052ec12fdc808712e78fd4a08b303d09809d2da2e6971d6c9ab19a205c4
