dataset	binset	bin_id	cluster	four_tool_common	cocopye_stage	cocopye_has_row	cocopye_scored
strain_madness	gold	s3__SP149_S30	SP149_S30	True	3.0	True	True
strain_madness	gold	s3__SP152_S33	SP152_S33	True	2.0	True	True
strain_madness	gold	s3__SP164_S45	SP164_S45	True	2.0	True	True
strain_madness	gold	s3__SP196_S75	SP196_S75	True	3.0	True	True
strain_madness	gold	s3__SP21_S92	SP21_S92	True	3.0	True	True
strain_madness	gold	s3__SP22_S78	SP22_S78	True	2.0	True	True
strain_madness	gold	s3__SP23_S93	SP23_S93	True	3.0	True	True
strain_madness	gold	s3__SP87_S70	SP87_S70	True	3.0	True	True
strain_madness	gold	s3__spades_And4246_S5_L001	spades_And4246_S5_L001	True	2.0	True	True
strain_madness	gold	s3__spades_And5141_S4_L001	spades_And5141_S4_L001	True	2.0	True	True
strain_madness	gold	s3__spades_And5213_S1_L001	spades_And5213_S1_L001	True	3.0	True	True
strain_madness	gold	s3__spades_And5284_S5_L001	spades_And5284_S5_L001	True	2.0	True	True
strain_madness	gold	s3__spades_And6400_S11_L001	spades_And6400_S11_L001	True	2.0	True	True
strain_madness	gold	s3__spades_And9387_S6_L001	spades_And9387_S6_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL5497_S3_L001	spades_ESBL5497_S3_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL6270_S10_L001	spades_ESBL6270_S10_L001	True	2.0	True	True
strain_madness	gold	s3__spades_ESBL6792_S10_L001	spades_ESBL6792_S10_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL8411_S7_L001	spades_ESBL8411_S7_L001	True	3.0	True	True
strain_madness	gold	s4__SP111_S89	SP111_S89	True	2.0	True	True
strain_madness	gold	s4__SP114_S92	SP114_S92	True	2.0	True	True
strain_madness	gold	s4__SP133_S14	SP133_S14	True	3.0	True	True
strain_madness	gold	s4__SP139_S20	SP139_S20	True	3.0	True	True
strain_madness	gold	s4__SP145_S26	SP145_S26	True	2.0	True	True
strain_madness	gold	s4__SP146_S27	SP146_S27	True	3.0	True	True
strain_madness	gold	s4__SP174_S55	SP174_S55	True	2.0	True	True
strain_madness	gold	s4__SP18_S91	SP18_S91	True	2.0	True	True
strain_madness	gold	s4__SP35_S22	SP35_S22	True	3.0	True	True
strain_madness	gold	s4__SP53_S39	SP53_S39	True	2.0	True	True
strain_madness	gold	s4__SP63_S49	SP63_S49	True	3.0	True	True
strain_madness	gold	s4__SP72_S55	SP72_S55	True	3.0	True	True
strain_madness	gold	s4__SP83_S66	SP83_S66	True	3.0	True	True
strain_madness	gold	s4__SP84_S67	SP84_S67	True	3.0	True	True
strain_madness	gold	s4__SP99_S80	SP99_S80	True	3.0	True	True
strain_madness	gold	s4__spades_And4858_S9_L001	spades_And4858_S9_L001	True	3.0	True	True
strain_madness	gold	s4__spades_And7225_S6_L001	spades_And7225_S6_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL5621_S1_L001	spades_ESBL5621_S1_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL5792_S6_L001	spades_ESBL5792_S6_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL5808_S8_L001	spades_ESBL5808_S8_L001	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL7534_S10_L001	spades_ESBL7534_S10_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL8075_S12_L001	spades_ESBL8075_S12_L001	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL9046_S6_L001	spades_ESBL9046_S6_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL9440_S6_L001	spades_ESBL9440_S6_L001	True	2.0	True	True
strain_madness	gold	s4__spades_MRSA7113_S2_L001	spades_MRSA7113_S2_L001	True	3.0	True	True
strain_madness	gold	s4__spades_MRSA8758_S5_L001	spades_MRSA8758_S5_L001	True	2.0	True	True
strain_madness	gold	s4__spades_MRSA9344_S6_L001	spades_MRSA9344_S6_L001	True	2.0	True	True
strain_madness	gold	s4__spades_VRE2770_S9_L001	spades_VRE2770_S9_L001	True	2.0	True	True
strain_madness	gold	s5__SP100_S81	SP100_S81	True	2.0	True	True
strain_madness	gold	s5__SP109_S83	SP109_S83	True	3.0	True	True
strain_madness	gold	s5__SP138_S19	SP138_S19	True	3.0	True	True
strain_madness	gold	s5__SP151_S32	SP151_S32	True	2.0	True	True
strain_madness	gold	s5__SP154_S35	SP154_S35	True	3.0	True	True
strain_madness	gold	s5__SP15_S89	SP15_S89	True	3.0	True	True
strain_madness	gold	s5__SP162_S43	SP162_S43	True	2.0	True	True
strain_madness	gold	s5__SP180_S96	SP180_S96	True	3.0	True	True
strain_madness	gold	s5__SP24_S13	SP24_S13	True	3.0	True	True
strain_madness	gold	s5__SP4_S3	SP4_S3	True	2.0	True	True
strain_madness	gold	s5__SP76_S59	SP76_S59	True	2.0	True	True
strain_madness	gold	s5__SP87_S70	SP87_S70	True	2.0	True	True
strain_madness	gold	s5__SP99_S80	SP99_S80	True	3.0	True	True
strain_madness	gold	s5__spades_And4613_S9_L001	spades_And4613_S9_L001	True	3.0	True	True
strain_madness	gold	s5__spades_And8381_S10_L001	spades_And8381_S10_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL10055_S8_L001	spades_ESBL10055_S8_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL6455_S6_L001	spades_ESBL6455_S6_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL6620_S4_L001	spades_ESBL6620_S4_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL7347_S10_L001	spades_ESBL7347_S10_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL7410_S11_L001	spades_ESBL7410_S11_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL8159_S1_L001	spades_ESBL8159_S1_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL9251_S1_L001	spades_ESBL9251_S1_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL9875_S5_L001	spades_ESBL9875_S5_L001	True	3.0	True	True
strain_madness	gold	s5__spades_MRSA8758_S5_L001	spades_MRSA8758_S5_L001	True	3.0	True	True
strain_madness	gold	s5__spades_VRE2392_S22_L001	spades_VRE2392_S22_L001	True	2.0	True	True
strain_madness	gold	s5__spades_VRE3786_S19_L001	spades_VRE3786_S19_L001	True	3.0	True	True
strain_madness	gold	s6__MIKI-NS11	MIKI-NS11	True	3.0	True	True
strain_madness	gold	s6__SP106_S85	SP106_S85	True	3.0	True	True
strain_madness	gold	s6__SP118_S96	SP118_S96	True	2.0	True	True
strain_madness	gold	s6__SP128_S9	SP128_S9	True	2.0	True	True
strain_madness	gold	s6__SP147_S28	SP147_S28	True	2.0	True	True
strain_madness	gold	s6__SP172_S53	SP172_S53	True	2.0	True	True
strain_madness	gold	s6__SP176_S56	SP176_S56	True	2.0	True	True
strain_madness	gold	s6__SP56_S42	SP56_S42	True	3.0	True	True
strain_madness	gold	s6__SP57_S43	SP57_S43	True	3.0	True	True
strain_madness	gold	s6__SP84_S67	SP84_S67	True	3.0	True	True
strain_madness	gold	s6__spades_And8688_S9_L001	spades_And8688_S9_L001	True	2.0	True	True
strain_madness	gold	s6__spades_ESBL6759Q_S12_L001	spades_ESBL6759Q_S12_L001	True	3.0	True	True
strain_madness	gold	s6__spades_ESBL7431_S12_L001	spades_ESBL7431_S12_L001	True	2.0	True	True
strain_madness	gold	s6__spades_MRSA7124_S4_L001	spades_MRSA7124_S4_L001	True	3.0	True	True
strain_madness	gold	s6__spades_MRSA8187_S8_L001	spades_MRSA8187_S8_L001	True	2.0	True	True
strain_madness	gold	s6__spades_MRSA8758_S5_L001	spades_MRSA8758_S5_L001	True	3.0	True	True
strain_madness	gold	s6__spades_VRE3056_S20_L001	spades_VRE3056_S20_L001	True	2.0	True	True
strain_madness	gold	s6__spades_VRE3342_S6_L001	spades_VRE3342_S6_L001	True	3.0	True	True
strain_madness	gold	s7__SP113_S91	SP113_S91	True	3.0	True	True
strain_madness	gold	s7__SP122_S4	SP122_S4	True	3.0	True	True
strain_madness	gold	s7__SP153_S34	SP153_S34	True	2.0	True	True
strain_madness	gold	s7__SP156_S37	SP156_S37	True	2.0	True	True
strain_madness	gold	s7__SP158_S39	SP158_S39	True	3.0	True	True
strain_madness	gold	s7__SP164_S45	SP164_S45	True	3.0	True	True
strain_madness	gold	s7__SP170_S51	SP170_S51	True	2.0	True	True
strain_madness	gold	s7__SP187_S66	SP187_S66	True	3.0	True	True
strain_madness	gold	s7__SP55_S41	SP55_S41	True	2.0	True	True
strain_madness	gold	s7__SP75_S58	SP75_S58	True	3.0	True	True
strain_madness	gold	s7__SP81_S64	SP81_S64	True	3.0	True	True
strain_madness	gold	s7__SP8_S5	SP8_S5	True	3.0	True	True
strain_madness	gold	s7__spades_And4613_S9_L001	spades_And4613_S9_L001	True	2.0	True	True
strain_madness	gold	s7__spades_And8382_S4_L001	spades_And8382_S4_L001	True	2.0	True	True
strain_madness	gold	s7__spades_And8457_S3_L001	spades_And8457_S3_L001	True	3.0	True	True
strain_madness	gold	s7__spades_ESBL5827_S10_L001	spades_ESBL5827_S10_L001	True	3.0	True	True
strain_madness	gold	s7__spades_ESBL5911_S4_L001	spades_ESBL5911_S4_L001	True	2.0	True	True
strain_madness	gold	s7__spades_ESBL7553_S11_L001	spades_ESBL7553_S11_L001	True	3.0	True	True
strain_madness	gold	s7__spades_ESBL8514_S7_L001	spades_ESBL8514_S7_L001	True	3.0	True	True
strain_madness	gold	s7__spades_ESBL9861_S4_L001	spades_ESBL9861_S4_L001	True	3.0	True	True
strain_madness	gold	s8__MIKI-NS13	MIKI-NS13	True	3.0	True	True
strain_madness	gold	s8__SP12_S9	SP12_S9	True	2.0	True	True
strain_madness	gold	s8__SP140_S21	SP140_S21	True	2.0	True	True
strain_madness	gold	s8__SP164_S45	SP164_S45	True	3.0	True	True
strain_madness	gold	s8__SP173_S54	SP173_S54	True	2.0	True	True
strain_madness	gold	s8__SP180_S96	SP180_S96	True	3.0	True	True
strain_madness	gold	s8__SP188_S67	SP188_S67	True	2.0	True	True
strain_madness	gold	s8__SP192_S71	SP192_S71	True	2.0	True	True
strain_madness	gold	s8__SP7_S4	SP7_S4	True	3.0	True	True
strain_madness	gold	s8__spades_And4366_S2_L001	spades_And4366_S2_L001	True	2.0	True	True
strain_madness	gold	s8__spades_And5533_S9_L001	spades_And5533_S9_L001	True	2.0	True	True
strain_madness	gold	s8__spades_And6342_S10_L001	spades_And6342_S10_L001	True	3.0	True	True
strain_madness	gold	s8__spades_And9693_S1_L001	spades_And9693_S1_L001	True	3.0	True	True
strain_madness	gold	s8__spades_ESBL5909_S5_L001	spades_ESBL5909_S5_L001	True	2.0	True	True
strain_madness	gold	s8__spades_ESBL7586_S7_L001	spades_ESBL7586_S7_L001	True	3.0	True	True
strain_madness	gold	s8__spades_ESBL9224_S2_L001	spades_ESBL9224_S2_L001	True	2.0	True	True
strain_madness	gold	s8__spades_ESBL9251_S1_L001	spades_ESBL9251_S1_L001	True	2.0	True	True
strain_madness	gold	s8__spades_ESBL9440_S6_L001	spades_ESBL9440_S6_L001	True	2.0	True	True
strain_madness	gold	s8__spades_MRSA7113_S2_L001	spades_MRSA7113_S2_L001	True	2.0	True	True
strain_madness	gold	s8__spades_MRSA8013_S11_L001	spades_MRSA8013_S11_L001	True	3.0	True	True
strain_madness	gold	s8__spades_MRSA8339_S5_L001	spades_MRSA8339_S5_L001	True	2.0	True	True
strain_madness	gold	s8__spades_VRE3967_S23_L001	spades_VRE3967_S23_L001	True	3.0	True	True
strain_madness	gold	s9__MIKI-NS11	MIKI-NS11	True	2.0	True	True
strain_madness	gold	s9__SP111_S89	SP111_S89	True	2.0	True	True
strain_madness	gold	s9__SP120_S2	SP120_S2	True	3.0	True	True
strain_madness	gold	s9__SP130_S11	SP130_S11	True	3.0	True	True
strain_madness	gold	s9__SP166_S47	SP166_S47	True	2.0	True	True
strain_madness	gold	s9__SP171_S52	SP171_S52	True	3.0	True	True
strain_madness	gold	s9__SP172_S53	SP172_S53	True	2.0	True	True
strain_madness	gold	s9__SP173_S54	SP173_S54	True	2.0	True	True
strain_madness	gold	s9__SP17_S90	SP17_S90	True	3.0	True	True
strain_madness	gold	s9__SP180_S96	SP180_S96	True	2.0	True	True
strain_madness	gold	s9__SP185_S65	SP185_S65	True	2.0	True	True
strain_madness	gold	s9__SP38_S25	SP38_S25	True	3.0	True	True
strain_madness	gold	s9__SP41_S28	SP41_S28	True	3.0	True	True
strain_madness	gold	s9__SP53_S39	SP53_S39	True	2.0	True	True
strain_madness	gold	s9__SP79_S62	SP79_S62	True	3.0	True	True
strain_madness	gold	s9__SP92_S73	SP92_S73	True	3.0	True	True
strain_madness	gold	s9__SP99_S80	SP99_S80	True	2.0	True	True
strain_madness	gold	s9__spades_AND4471_S1_L001	spades_AND4471_S1_L001	True	3.0	True	True
strain_madness	gold	s9__spades_AND8064_S11_L001	spades_AND8064_S11_L001	True	2.0	True	True
strain_madness	gold	s9__spades_And5315_S3_L001	spades_And5315_S3_L001	True	3.0	True	True
strain_madness	gold	s9__spades_And7225_S6_L001	spades_And7225_S6_L001	True	2.0	True	True
strain_madness	gold	s9__spades_And8382_S4_L001	spades_And8382_S4_L001	True	3.0	True	True
strain_madness	gold	s9__spades_And9722_S8_L001	spades_And9722_S8_L001	True	2.0	True	True
strain_madness	gold	s9__spades_ESBL10055_S8_L001	spades_ESBL10055_S8_L001	True	3.0	True	True
strain_madness	gold	s9__spades_ESBL5772_S6_L001	spades_ESBL5772_S6_L001	True	3.0	True	True
strain_madness	gold	s9__spades_ESBL5792_S6_L001	spades_ESBL5792_S6_L001	True	2.0	True	True
strain_madness	gold	s9__spades_ESBL5817_S7_L001	spades_ESBL5817_S7_L001	True	3.0	True	True
strain_madness	gold	s9__spades_ESBL5909_S5_L001	spades_ESBL5909_S5_L001	True	3.0	True	True
strain_madness	gold	s9__spades_ESBL7021_S2_L001	spades_ESBL7021_S2_L001	True	2.0	True	True
strain_madness	gold	s9__spades_ESBL9440_S6_L001	spades_ESBL9440_S6_L001	True	3.0	True	True
strain_madness	gold	s0__MIKI-NS02	MIKI-NS02	True	3.0	True	True
strain_madness	gold	s0__SP131_S12	SP131_S12	True	3.0	True	True
strain_madness	gold	s0__SP154_S35	SP154_S35	True	2.0	True	True
strain_madness	gold	s0__SP157_S38	SP157_S38	True	2.0	True	True
strain_madness	gold	s0__SP160_S41	SP160_S41	True	2.0	True	True
strain_madness	gold	s0__SP182_S62	SP182_S62	True	2.0	True	True
strain_madness	gold	s0__SP196_S75	SP196_S75	True	2.0	True	True
strain_madness	gold	s0__SP25_S14	SP25_S14	True	3.0	True	True
strain_madness	gold	s0__SP2_S86	SP2_S86	True	3.0	True	True
strain_madness	gold	s0__SP52_S38	SP52_S38	True	2.0	True	True
strain_madness	gold	s0__SP72_S55	SP72_S55	True	2.0	True	True
strain_madness	gold	s0__spades_And4355_S8_L001	spades_And4355_S8_L001	True	2.0	True	True
strain_madness	gold	s0__spades_And5237_S4_L001	spades_And5237_S4_L001	True	2.0	True	True
strain_madness	gold	s0__spades_And8423_S6_L001	spades_And8423_S6_L001	True	2.0	True	True
strain_madness	gold	s0__spades_ESBL10030_S2_L001	spades_ESBL10030_S2_L001	True	2.0	True	True
strain_madness	gold	s0__spades_ESBL5481_S10_L001	spades_ESBL5481_S10_L001	True	3.0	True	True
strain_madness	gold	s0__spades_ESBL5717_S8_L001	spades_ESBL5717_S8_L001	True	2.0	True	True
strain_madness	gold	s0__spades_ESBL5909_S5_L001	spades_ESBL5909_S5_L001	True	3.0	True	True
strain_madness	gold	s0__spades_ESBL6983_S3_L001	spades_ESBL6983_S3_L001	True	2.0	True	True
strain_madness	gold	s0__spades_ESBL7347_S10_L001	spades_ESBL7347_S10_L001	True	3.0	True	True
strain_madness	gold	s0__spades_ESBL7431_S12_L001	spades_ESBL7431_S12_L001	True	3.0	True	True
strain_madness	gold	s0__spades_MRSA7129_S8_L001	spades_MRSA7129_S8_L001	True	2.0	True	True
strain_madness	gold	s0__spades_MRSA7286_S4_L001	spades_MRSA7286_S4_L001	True	3.0	True	True
strain_madness	gold	s1__MIKI-NS20	MIKI-NS20	True	2.0	True	True
strain_madness	gold	s1__SP118_S96	SP118_S96	True	2.0	True	True
strain_madness	gold	s1__SP171_S52	SP171_S52	True	3.0	True	True
strain_madness	gold	s1__SP21_S92	SP21_S92	True	2.0	True	True
strain_madness	gold	s1__SP39_S26	SP39_S26	True	2.0	True	True
strain_madness	gold	s1__SP50_S37	SP50_S37	True	3.0	True	True
strain_madness	gold	s1__SP55_S41	SP55_S41	True	2.0	True	True
strain_madness	gold	s1__SP56_S42	SP56_S42	True	3.0	True	True
strain_madness	gold	s1__SP57_S43	SP57_S43	True	2.0	True	True
strain_madness	gold	s1__SP68_S51	SP68_S51	True	3.0	True	True
strain_madness	gold	s1__SP72_S55	SP72_S55	True	3.0	True	True
strain_madness	gold	s1__SP73_S56	SP73_S56	True	2.0	True	True
strain_madness	gold	s1__SP74_S57	SP74_S57	True	2.0	True	True
strain_madness	gold	s1__spades_AND8302_S10_L001	spades_AND8302_S10_L001	True	3.0	True	True
strain_madness	gold	s1__spades_And10026_S11_L001	spades_And10026_S11_L001	True	2.0	True	True
strain_madness	gold	s1__spades_And10925_S5_L001	spades_And10925_S5_L001	True	2.0	True	True
strain_madness	gold	s1__spades_And6098_S1_L001	spades_And6098_S1_L001	True	2.0	True	True
strain_madness	gold	s1__spades_ESBL10056_S9_L001	spades_ESBL10056_S9_L001	True	2.0	True	True
strain_madness	gold	s1__spades_ESBL5772_S6_L001	spades_ESBL5772_S6_L001	True	2.0	True	True
strain_madness	gold	s1__spades_ESBL5784_S3_L001	spades_ESBL5784_S3_L001	True	3.0	True	True
strain_madness	gold	s1__spades_ESBL6409_S4_L001	spades_ESBL6409_S4_L001	True	2.0	True	True
strain_madness	gold	s1__spades_ESBL6515_S2_L001	spades_ESBL6515_S2_L001	True	3.0	True	True
strain_madness	gold	s1__spades_ESBL7532_S2_L001	spades_ESBL7532_S2_L001	True	3.0	True	True
strain_madness	gold	s1__spades_ESBL9440_S6_L001	spades_ESBL9440_S6_L001	True	2.0	True	True
strain_madness	gold	s1__spades_VRE3043_S21_L001	spades_VRE3043_S21_L001	True	2.0	True	True
strain_madness	gold	s1__spades_VRE3277_S16_L001	spades_VRE3277_S16_L001	True	2.0	True	True
strain_madness	gold	s2__SP101_S82	SP101_S82	True	2.0	True	True
strain_madness	gold	s2__SP131_S12	SP131_S12	True	2.0	True	True
strain_madness	gold	s2__SP192_S71	SP192_S71	True	2.0	True	True
strain_madness	gold	s2__SP53_S39	SP53_S39	True	3.0	True	True
strain_madness	gold	s2__SP58_S44	SP58_S44	True	3.0	True	True
strain_madness	gold	s2__SP6_S88	SP6_S88	True	3.0	True	True
strain_madness	gold	s2__SP74_S57	SP74_S57	True	3.0	True	True
strain_madness	gold	s2__SP78_S61	SP78_S61	True	2.0	True	True
strain_madness	gold	s2__spades_And5533_S9_L001	spades_And5533_S9_L001	True	3.0	True	True
strain_madness	gold	s2__spades_And9053_S12_L001	spades_And9053_S12_L001	True	3.0	True	True
strain_madness	gold	s2__spades_And9183_S10_L001	spades_And9183_S10_L001	True	2.0	True	True
strain_madness	gold	s2__spades_ESBL1009_S1_L001	spades_ESBL1009_S1_L001	True	2.0	True	True
strain_madness	gold	s2__spades_ESBL5872_S5_L001	spades_ESBL5872_S5_L001	True	3.0	True	True
strain_madness	gold	s2__spades_ESBL6270_S10_L001	spades_ESBL6270_S10_L001	True	3.0	True	True
strain_madness	gold	s2__spades_ESBL9440_S6_L001	spades_ESBL9440_S6_L001	True	2.0	True	True
strain_madness	gold	s2__spades_MRSA7129_S1_L001	spades_MRSA7129_S1_L001	True	2.0	True	True
strain_madness	gold	s3__MIKI-NS15	MIKI-NS15	True	3.0	True	True
strain_madness	gold	s3__SP103_S83	SP103_S83	True	3.0	True	True
strain_madness	gold	s3__SP106_S85	SP106_S85	True	2.0	True	True
strain_madness	gold	s3__SP109_S83	SP109_S83	True	3.0	True	True
strain_madness	gold	s3__SP121_S3	SP121_S3	True	2.0	True	True
strain_madness	gold	s3__SP124_S6	SP124_S6	True	3.0	True	True
strain_madness	gold	s3__SP178_S58	SP178_S58	True	3.0	True	True
strain_madness	gold	s3__SP179_S59	SP179_S59	True	3.0	True	True
strain_madness	gold	s3__SP187_S66	SP187_S66	True	3.0	True	True
strain_madness	gold	s3__SP192_S71	SP192_S71	True	2.0	True	True
strain_madness	gold	s3__SP198_S01	SP198_S01	True	2.0	True	True
strain_madness	gold	s3__SP47_S34	SP47_S34	True	3.0	True	True
strain_madness	gold	s3__SP59_S47	SP59_S47	True	2.0	True	True
strain_madness	gold	s3__SP63_S49	SP63_S49	True	2.0	True	True
strain_madness	gold	s3__SP95_S76	SP95_S76	True	2.0	True	True
strain_madness	gold	s3__spades_And6166_S1_L001	spades_And6166_S1_L001	True	3.0	True	True
strain_madness	gold	s3__spades_And8344_S10_L001	spades_And8344_S10_L001	True	3.0	True	True
strain_madness	gold	s3__spades_And8909_S4_L001	spades_And8909_S4_L001	True	2.0	True	True
strain_madness	gold	s3__spades_And9205_S9_L001	spades_And9205_S9_L001	True	2.0	True	True
strain_madness	gold	s3__spades_ESBL5717_S8_L001	spades_ESBL5717_S8_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL5786_S5_L001	spades_ESBL5786_S5_L001	True	2.0	True	True
strain_madness	gold	s3__spades_ESBL5792_S6_L001	spades_ESBL5792_S6_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL7424_S8_L001	spades_ESBL7424_S8_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL8953_S1_L001	spades_ESBL8953_S1_L001	True	3.0	True	True
strain_madness	gold	s3__spades_ESBL9250_S3_L001	spades_ESBL9250_S3_L001	True	2.0	True	True
strain_madness	gold	s3__spades_MRSA7830_S9_L001	spades_MRSA7830_S9_L001	True	2.0	True	True
strain_madness	gold	s3__spades_MRSA8187_S8_L001	spades_MRSA8187_S8_L001	True	2.0	True	True
strain_madness	gold	s3__spades_VRE2941_S2_L001	spades_VRE2941_S2_L001	True	2.0	True	True
strain_madness	gold	s3__spades_VRE3766_S8_L001	spades_VRE3766_S8_L001	True	3.0	True	True
strain_madness	gold	s4__SP115_S93	SP115_S93	True	2.0	True	True
strain_madness	gold	s4__SP124_S6	SP124_S6	True	3.0	True	True
strain_madness	gold	s4__SP136_S17	SP136_S17	True	2.0	True	True
strain_madness	gold	s4__SP140_S21	SP140_S21	True	2.0	True	True
strain_madness	gold	s4__SP147_S28	SP147_S28	True	2.0	True	True
strain_madness	gold	s4__SP163_S44	SP163_S44	True	3.0	True	True
strain_madness	gold	s4__SP164_S45	SP164_S45	True	3.0	True	True
strain_madness	gold	s4__SP23_S93	SP23_S93	True	3.0	True	True
strain_madness	gold	s4__SP27_S15	SP27_S15	True	2.0	True	True
strain_madness	gold	s4__SP33_S20	SP33_S20	True	3.0	True	True
strain_madness	gold	s4__SP88_S94	SP88_S94	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL5613_S5_L001	spades_ESBL5613_S5_L001	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL5780_S5_L001	spades_ESBL5780_S5_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL5827_S10_L001	spades_ESBL5827_S10_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL6364_S9_L001	spades_ESBL6364_S9_L001	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL6515_S2_L001	spades_ESBL6515_S2_L001	True	3.0	True	True
strain_madness	gold	s4__spades_ESBL7525_S1_L001	spades_ESBL7525_S1_L001	True	2.0	True	True
strain_madness	gold	s4__spades_ESBL8909_S7_L001	spades_ESBL8909_S7_L001	True	3.0	True	True
strain_madness	gold	s4__spades_MRSA7129_S1_L001	spades_MRSA7129_S1_L001	True	2.0	True	True
strain_madness	gold	s4__spades_VRE2857_S10_L001	spades_VRE2857_S10_L001	True	2.0	True	True
strain_madness	gold	s5__MIKI-NS08	MIKI-NS08	True	3.0	True	True
strain_madness	gold	s5__MIKI-NS09	MIKI-NS09	True	3.0	True	True
strain_madness	gold	s5__MIKI-NS11	MIKI-NS11	True	2.0	True	True
strain_madness	gold	s5__SP142_S23	SP142_S23	True	3.0	True	True
strain_madness	gold	s5__SP149_S30	SP149_S30	True	2.0	True	True
strain_madness	gold	s5__SP168_S49	SP168_S49	True	2.0	True	True
strain_madness	gold	s5__SP185_S65	SP185_S65	True	3.0	True	True
strain_madness	gold	s5__SP33_S20	SP33_S20	True	3.0	True	True
strain_madness	gold	s5__SP3_S87	SP3_S87	True	3.0	True	True
strain_madness	gold	s5__SP52_S38	SP52_S38	True	3.0	True	True
strain_madness	gold	s5__SP64_S79	SP64_S79	True	3.0	True	True
strain_madness	gold	s5__SP67_S50	SP67_S50	True	2.0	True	True
strain_madness	gold	s5__SP78_S61	SP78_S61	True	3.0	True	True
strain_madness	gold	s5__spades_And4892_S4_L001	spades_And4892_S4_L001	True	3.0	True	True
strain_madness	gold	s5__spades_And6400_S11_L001	spades_And6400_S11_L001	True	3.0	True	True
strain_madness	gold	s5__spades_And7225_S6_L001	spades_And7225_S6_L001	True	2.0	True	True
strain_madness	gold	s5__spades_And9053_S12_L001	spades_And9053_S12_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL10030_S2_L001	spades_ESBL10030_S2_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL5734_S3_L001	spades_ESBL5734_S3_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL5827_S10_L001	spades_ESBL5827_S10_L001	True	3.0	True	True
strain_madness	gold	s5__spades_ESBL7348_S6_L001	spades_ESBL7348_S6_L001	True	2.0	True	True
strain_madness	gold	s5__spades_ESBL7534_S10_L001	spades_ESBL7534_S10_L001	True	3.0	True	True
strain_madness	gold	s5__spades_MRSA7129_S8_L001	spades_MRSA7129_S8_L001	True	2.0	True	True
strain_madness	gold	s5__spades_VRE2943_S1_L001	spades_VRE2943_S1_L001	True	2.0	True	True
strain_madness	gold	s5__spades_VRE3342_S6_L001	spades_VRE3342_S6_L001	True	2.0	True	True
strain_madness	gold	s6__MIKI-NS20	MIKI-NS20	True	3.0	True	True
strain_madness	gold	s6__SP166_S47	SP166_S47	True	2.0	True	True
strain_madness	gold	s6__SP17_S90	SP17_S90	True	2.0	True	True
strain_madness	gold	s6__SP41_S28	SP41_S28	True	2.0	True	True
strain_madness	gold	s6__SP44_S31	SP44_S31	True	3.0	True	True
strain_madness	gold	s6__spades_And8382_S4_L001	spades_And8382_S4_L001	True	3.0	True	True
strain_madness	gold	s6__spades_And8454_S5_L001	spades_And8454_S5_L001	True	2.0	True	True
strain_madness	gold	s6__spades_And9205_S9_L001	spades_And9205_S9_L001	True	2.0	True	True
strain_madness	gold	s6__spades_ESBL5772_S6_L001	spades_ESBL5772_S6_L001	True	2.0	True	True
strain_madness	gold	s6__spades_ESBL6210_S10_L001	spades_ESBL6210_S10_L001	True	2.0	True	True
strain_madness	gold	s6__spades_ESBL6364_S9_L001	spades_ESBL6364_S9_L001	True	3.0	True	True
strain_madness	gold	s6__spades_ESBL6643_S3_L001	spades_ESBL6643_S3_L001	True	3.0	True	True
strain_madness	gold	s6__spades_ESBL8075_S12_L001	spades_ESBL8075_S12_L001	True	2.0	True	True
strain_madness	gold	s6__spades_ESBL9166_S11_L001	spades_ESBL9166_S11_L001	True	3.0	True	True
strain_madness	gold	s6__spades_MRSA7286_S4_L001	spades_MRSA7286_S4_L001	True	2.0	True	True
